 ,X,Y
1,89.195,140.589
2,88.958,135.897
3,89.792,131.080
4,89.067,129.217
5,89.743,128.161
6,89.587,127.665
7,89.582,127.334
8,88.415,126.931
9,85.921,126.594
10,87.084,126.144
11,87.574,125.883
12,88.920,125.734
13,88.381,125.019
14,91.219,124.304
15,91.142,123.819
