 ,Area,Mean,Perim.,Major,Minor,Angle,%Area
1,504.473,118.413,89.946,25.596,25.094,28.858,18.222
2,1694.150,116.907,185.633,49.596,43.493,27.236,13.904
3,687.545,118.971,112.834,35.543,24.629,156.582,21.241
4,583.976,118.389,108.632,38.055,19.539,133.635,18.539
5,529.751,119.183,94.716,30.338,22.233,147.149,22.841
6,734.843,117.600,117.218,31.907,29.324,103.058,14.672
7,850.033,115.731,133.529,39.582,27.343,23.986,8.606
8,341.197,120.312,80.741,30.218,14.376,82.130,26.487
9,720.269,117.623,126.572,36.056,25.435,52.180,16.104
10,595.256,117.442,101.429,29.910,25.340,58.677,14.905
11,506.320,119.455,97.885,30.326,21.258,29.936,22.483
12,805.206,118.258,119.341,38.426,26.680,46.724,18.196
13,879.922,117.167,121.108,33.835,33.112,124.055,14.307
14,650.646,117.866,106.680,35.502,23.334,23.922,15.640
15,768.848,115.253,121.557,41.197,23.762,118.419,7.441
16,849.704,119.577,147.287,52.359,20.663,80.422,22.944
17,658.068,119.102,114.379,34.550,24.251,130.195,20.348
18,774.788,116.078,127.020,32.739,30.132,85.160,10.572
19,813.075,116.368,139.173,36.790,28.139,104.143,11.722
20,504.543,119.256,91.024,31.994,20.079,82.134,22.418
21,886.086,118.230,132.273,39.118,28.841,30.388,20.941
22,759.391,121.332,123.396,38.367,25.201,70.274,27.842
23,645.847,118.020,110.654,35.239,23.335,11.854,17.300
24,507.437,117.916,93.567,27.658,23.360,7.543,19.172
25,601.149,115.468,111.867,32.976,23.211,179.685,8.224
26,234.616,119.560,64.912,22.529,13.259,26.584,25.318
27,825.779,118.216,136.593,41.306,25.454,35.184,19.113
28,468.456,120.692,93.973,29.122,20.482,95.527,22.638
29,252.989,118.832,66.700,20.375,15.809,166.805,22.238
30,491.087,118.462,92.673,27.557,22.690,101.073,21.463
31,673.419,121.107,112.174,32.674,26.242,126.369,26.057
32,489.617,124.460,87.024,26.579,23.455,72.345,32.295
33,590.387,119.509,99.682,27.634,27.202,137.708,22.428
34,452.694,121.421,86.149,28.032,20.561,34.824,26.350
35,344.020,122.836,74.741,22.767,19.239,125.608,30.379
36,862.525,120.605,126.627,35.926,30.568,145.120,25.271
37,1167.999,120.349,159.007,44.985,33.059,58.429,28.125
38,1036.364,120.974,152.393,42.519,31.034,10.935,26.209
39,602.408,117.462,98.520,29.647,25.872,1.370,15.843
40,349.654,125.681,77.391,25.256,17.627,40.025,40.712
41,1084.226,117.558,140.661,37.450,36.862,149.236,16.326
42,433.780,118.514,83.848,24.384,22.650,96.184,21.422
43,367.004,119.278,95.367,28.705,16.279,21.763,25.054
44,438.061,117.716,91.297,26.427,21.106,118.937,16.822
45,541.572,115.504,91.914,31.878,21.631,51.635,5.627
46,849.139,119.101,132.858,41.213,26.233,48.799,20.952
47,508.354,118.673,90.627,26.860,24.097,73.894,21.001
48,381.166,122.459,82.294,26.632,18.223,18.310,30.443
49,365.428,118.030,84.635,25.516,18.234,57.637,17.614
50,460.693,118.623,87.902,27.148,21.607,161.939,19.803
51,328.705,122.077,71.227,24.868,16.830,45.092,30.048
