 ,Area,Mean,Perim.,Major,Minor,Angle,%Area
1,1024.566,137.297,136.171,42.598,30.624,134.702,88.230
2,969.282,128.121,127.806,36.975,33.378,154.714,72.749
3,1579.724,128.868,161.765,51.104,39.358,24.350,72.154
4,1164.223,128.049,145.949,42.069,35.236,158.230,65.687
5,1117.549,122.723,139.341,38.557,36.904,156.194,49.623
6,1442.608,121.936,160.352,49.542,37.075,132.016,48.552
7,903.294,136.933,128.417,38.429,29.928,56.065,84.689
8,644.294,143.474,101.949,31.835,25.769,19.666,82.242
9,318.460,152.034,77.104,26.380,15.370,20.009,94.430
10,1149.685,127.359,155.248,49.279,29.705,178.268,65.866
11,925.631,135.299,130.025,37.362,31.544,90.789,83.775
12,668.561,143.919,102.191,31.946,26.646,148.554,89.394
13,1534.932,134.892,173.203,55.493,35.218,58.206,82.937
14,1342.367,128.683,160.835,47.956,35.640,173.555,70.632
15,1075.345,143.484,140.525,41.321,33.135,130.200,95.195
16,830.061,141.656,115.090,33.859,31.214,131.539,89.505
17,838.283,143.734,121.956,36.533,29.215,43.789,90.562
18,1110.304,134.448,143.693,49.254,28.702,40.539,83.926
19,1385.501,135.382,153.566,49.587,35.575,107.954,76.800
20,1897.043,129.766,182.293,54.752,44.115,175.736,66.558
21,1028.495,124.994,127.590,36.951,35.439,154.049,58.517
22,865.525,138.068,117.864,36.988,29.794,176.903,89.472
23,626.004,127.810,104.336,32.334,24.650,59.588,66.862
24,916.680,122.711,122.167,38.362,30.425,99.095,48.682
25,799.901,135.098,121.247,32.840,31.013,82.163,84.269
26,905.717,148.125,125.518,39.922,28.886,121.060,91.527
27,722.974,134.777,111.570,32.986,27.907,4.623,87.373
28,735.431,144.334,107.130,33.975,27.561,129.381,89.802
29,761.932,123.777,114.994,36.747,26.400,157.045,54.479
30,832.731,142.312,123.623,39.327,26.960,132.095,91.953
31,1335.145,127.225,156.357,50.069,33.953,103.176,67.599
32,1242.527,142.923,148.209,48.654,32.516,72.061,90.698
33,1755.269,132.919,170.918,53.630,41.672,99.437,73.071
34,787.492,125.583,118.342,33.820,29.648,102.669,61.904
35,1903.312,131.129,189.841,50.233,48.243,47.699,71.415
36,560.051,142.253,103.382,37.983,18.774,71.950,96.217
37,929.348,139.343,122.875,42.018,28.161,90.377,87.831
38,686.687,150.056,117.345,37.206,23.499,49.868,96.905
39,1305.539,129.521,144.230,42.515,39.099,12.733,74.408
40,848.351,135.064,126.670,38.938,27.741,6.996,82.050
41,1082.085,144.202,136.476,42.756,32.224,8.968,90.684
42,959.872,140.541,135.125,47.946,25.490,175.238,91.793
43,429.169,134.758,88.296,24.573,22.237,17.613,76.520
44,507.378,141.442,92.730,31.934,20.230,13.331,87.379
