 ,Area,Mean,Perim.,Major,Minor,Angle,%Area
1,847.657,124.926,118.500,34.425,31.352,83.762,45.467
2,566.591,133.862,96.640,30.420,23.714,86.326,71.239
3,1081.521,122.581,144.358,53.542,25.719,106.216,43.072
4,1092.319,133.676,134.102,42.397,32.804,84.814,73.654
5,937.782,122.982,133.956,37.547,31.801,18.611,40.924
6,1242.421,124.713,140.569,44.296,35.712,87.401,44.759
7,737.971,126.901,107.987,34.185,27.486,32.068,50.029
8,1301.187,124.639,166.174,55.622,29.785,73.805,49.449
9,1032.424,123.346,137.939,43.407,30.284,113.927,44.295
10,929.866,130.934,130.153,37.920,31.222,109.777,63.303
11,1328.111,129.062,155.047,48.547,34.833,23.309,58.061
12,937.782,121.080,129.809,36.158,33.022,25.571,31.632
13,949.839,126.628,128.620,40.205,30.080,176.459,48.403
14,1170.610,120.473,143.713,42.190,35.327,151.937,31.543
15,761.685,132.918,117.174,33.518,28.934,39.840,67.181
16,514.001,137.659,90.417,28.803,22.721,15.501,68.500
17,948.004,121.994,143.368,44.057,27.397,3.020,38.444
18,766.543,132.236,117.972,34.802,28.044,83.194,64.193
19,592.245,140.608,98.405,30.970,24.348,149.779,73.158
20,889.897,136.800,129.032,37.266,30.404,125.531,79.958
21,1240.057,128.736,153.779,46.840,33.708,53.505,60.579
22,690.592,134.511,105.119,31.399,28.004,107.697,69.295
23,1189.995,125.735,154.994,46.804,32.372,10.191,50.692
24,748.652,135.360,112.891,35.044,27.201,31.593,68.772
25,756.815,132.025,114.793,39.461,24.419,38.374,69.077
26,1752.104,127.448,174.436,48.695,45.813,14.073,51.942
27,1355.424,129.964,149.817,45.504,37.926,105.847,54.851
28,915.692,122.402,120.618,35.794,32.573,11.196,38.117
29,719.928,128.166,108.918,33.498,27.364,14.635,62.743
30,542.090,124.945,96.793,29.740,23.208,47.347,44.981
31,809.100,120.524,113.623,35.333,29.156,86.114,30.173
32,730.585,129.039,115.762,34.327,27.098,45.114,59.946
33,769.977,137.671,115.489,34.718,28.238,100.865,73.691
34,600.055,125.933,105.937,32.886,23.232,30.433,56.782
35,691.074,135.427,106.626,30.773,28.593,136.978,70.644
36,734.525,120.853,117.472,33.903,27.585,6.544,34.451
37,721.116,131.447,111.723,34.333,26.742,142.300,71.277
38,1144.733,124.480,143.434,45.585,31.974,89.426,49.844
39,978.657,140.861,133.559,43.692,28.519,70.311,81.277
40,1427.305,129.218,158.758,47.746,38.062,112.433,56.007
41,681.076,122.333,108.152,31.919,27.168,56.182,39.139
42,1385.018,127.391,162.064,44.563,39.572,173.644,51.141
