 ,Area,Mean,Perim.,Major,Minor,Angle,%Area
1,1007.687,122.870,132.551,38.885,32.995,141.293,45.980
2,762.990,131.765,114.530,35.864,27.088,158.375,63.377
3,982.139,120.876,132.629,40.745,30.691,19.512,29.994
4,836.601,123.555,119.855,35.059,30.383,89.919,36.796
5,512.683,131.248,94.602,31.003,21.055,88.701,62.199
6,929.184,121.764,136.425,39.246,30.145,28.005,32.492
7,947.404,122.329,134.270,46.252,26.080,92.992,39.839
8,989.196,132.668,128.738,39.093,32.218,66.855,68.937
9,1141.757,124.458,135.401,40.969,35.484,79.360,41.444
10,712.776,125.291,106.454,33.989,26.701,33.952,43.250
11,1003.217,122.051,138.147,44.404,28.766,109.637,38.290
12,855.750,129.626,127.302,36.859,29.561,109.533,57.039
13,1306.668,128.748,150.249,47.372,35.120,25.538,54.014
14,915.833,120.298,130.694,36.464,31.979,46.126,27.135
15,1095.189,120.187,142.245,40.028,34.836,146.336,28.803
16,1026.154,125.435,138.406,44.887,29.107,175.086,42.291
17,705.060,131.601,113.239,31.995,28.058,37.506,60.870
18,912.634,121.375,136.988,40.554,28.654,2.774,34.821
19,706.071,130.754,112.268,33.242,27.044,105.626,58.837
20,672.913,132.013,101.806,30.947,27.685,106.276,59.773
21,838.236,134.644,126.015,39.114,27.286,127.717,71.769
22,1160.200,124.260,156.309,47.096,31.366,18.452,43.421
23,672.783,134.430,106.495,34.254,25.008,28.363,62.944
24,470.750,140.723,91.345,28.610,20.950,173.766,72.010
25,1674.742,127.029,175.352,49.229,43.315,37.932,50.714
26,881.192,122.354,118.434,35.798,31.342,175.450,35.472
27,1257.689,129.378,145.939,44.868,35.690,99.325,50.941
28,711.412,125.989,107.043,33.663,26.908,22.397,53.283
29,539.643,123.553,100.211,29.870,23.003,45.060,39.660
30,440.802,127.829,85.095,28.794,19.492,27.678,55.031
31,775.576,120.355,110.216,34.042,29.008,73.446,28.816
32,750.934,134.437,114.459,34.701,27.553,98.477,67.242
33,658.892,132.326,102.711,30.951,27.105,102.784,61.627
34,559.839,124.903,98.638,30.289,23.533,18.498,51.068
35,695.803,119.953,112.319,33.317,26.591,11.471,28.612
36,668.913,129.940,109.508,33.066,25.758,160.774,65.562
37,1016.509,123.917,133.149,40.297,32.118,93.927,45.669
38,433.321,131.732,100.785,28.440,19.400,58.438,62.141
39,841.176,140.990,117.781,35.793,29.922,60.072,80.239
40,610.595,122.079,100.270,30.062,25.861,55.847,36.710
41,1295.258,127.480,164.564,45.165,36.514,55.825,55.197
42,425.311,135.956,85.364,26.340,20.559,4.193,62.382
43,645.459,130.047,115.095,42.256,19.449,43.766,59.653
44,481.736,142.746,88.989,29.556,20.753,163.173,70.201
45,347.290,137.623,84.487,26.996,16.380,3.029,70.493
46,625.168,129.112,110.190,32.669,24.365,47.761,55.139
47,896.743,128.186,129.297,38.209,29.882,35.199,52.368
48,1233.152,124.696,170.557,56.397,27.840,76.201,47.134
