 ,Area,Mean,Perim.,Major,Minor,Angle,%Area
1,636.508,117.591,124.527,33.714,24.038,47.388,11.230
2,620.393,118.424,119.639,34.136,23.140,131.250,13.653
3,803.536,115.914,140.027,36.765,27.828,100.308,6.816
4,765.625,115.652,131.822,33.128,29.426,73.732,5.976
5,295.158,119.824,73.819,28.159,13.346,82.108,18.938
6,585.646,116.861,109.578,28.296,26.352,53.671,9.341
7,662.150,118.554,119.269,35.889,23.491,153.549,14.538
8,1828.761,116.562,245.751,55.392,42.036,47.231,7.181
9,690.239,117.099,109.657,32.161,27.327,126.013,9.337
10,793.314,114.819,125.647,42.562,23.732,118.453,2.332
11,805.347,116.522,119.570,33.484,30.623,160.283,8.108
12,536.326,117.956,96.383,29.596,23.073,146.306,11.843
13,871.571,115.248,139.837,39.947,27.780,15.558,2.976
14,756.462,117.338,116.703,37.700,25.548,40.671,11.032
15,876.993,117.419,124.150,37.695,29.623,31.605,9.792
16,645.459,117.227,112.623,35.913,22.884,10.800,10.417
17,229.558,118.392,68.265,23.291,12.549,35.209,14.860
18,217.702,117.910,62.390,19.113,14.503,3.731,12.535
19,437.003,116.946,96.382,27.708,20.081,177.185,10.061
20,637.355,115.088,120.458,33.026,24.572,0.438,2.984
21,451.530,120.307,87.376,27.792,20.686,33.994,18.053
22,683.323,119.885,112.794,34.685,25.084,123.798,17.357
23,419.218,117.450,87.579,25.526,20.911,91.569,10.483
24,1061.007,116.790,165.102,40.065,33.718,177.898,6.222
25,776.117,119.283,151.361,47.817,20.666,78.890,17.058
26,557.193,117.561,97.150,33.472,21.195,22.159,10.942
27,713.846,121.533,122.009,39.751,22.865,63.694,21.360
28,450.342,123.907,83.659,25.488,22.497,76.210,24.654
29,513.918,119.124,93.152,26.385,24.799,145.529,16.310
30,471.773,117.828,86.709,26.302,22.838,148.598,10.502
31,453.906,117.853,85.669,26.696,21.648,148.174,10.708
32,430.310,119.057,87.229,27.007,20.287,41.320,14.821
33,818.898,117.526,141.225,38.672,26.962,25.021,12.227
34,346.443,123.687,73.359,24.029,18.357,49.383,26.266
35,903.906,117.865,135.802,40.986,28.080,17.636,11.674
36,1045.174,119.869,163.638,42.324,31.442,19.885,16.301
37,859.879,118.107,133.496,43.306,25.281,64.129,11.641
38,802.971,120.841,130.486,37.964,26.930,26.877,19.468
39,363.181,117.859,77.095,23.194,19.937,36.336,10.665
40,445.331,118.426,89.801,27.160,20.877,168.284,12.100
41,1166.023,118.998,153.504,42.496,34.935,54.594,13.700
42,591.457,117.034,96.515,30.168,24.962,3.114,8.522
43,507.308,119.460,111.733,31.540,20.479,114.827,14.719
44,374.591,117.518,76.737,23.179,20.577,145.083,9.157
45,477.854,118.106,94.267,27.070,22.476,72.105,11.434
46,510.260,118.454,96.699,31.187,20.832,78.517,14.385
47,481.842,115.142,88.737,28.317,21.665,43.016,1.077
48,285.325,121.472,67.472,21.183,17.150,133.622,19.512
49,948.110,119.806,150.073,39.779,30.347,154.414,16.313
50,636.508,117.591,124.527,33.714,24.038,47.388,11.230
51,620.393,118.424,119.639,34.136,23.140,131.250,13.653
52,803.536,115.914,140.027,36.765,27.828,100.308,6.816
53,765.625,115.652,131.822,33.128,29.426,73.732,5.976
54,295.158,119.824,73.819,28.159,13.346,82.108,18.938
55,585.646,116.861,109.578,28.296,26.352,53.671,9.341
56,662.150,118.554,119.269,35.889,23.491,153.549,14.538
57,1828.761,116.562,245.751,55.392,42.036,47.231,7.181
58,690.239,117.099,109.657,32.161,27.327,126.013,9.337
59,793.314,114.819,125.647,42.562,23.732,118.453,2.332
60,805.347,116.522,119.570,33.484,30.623,160.283,8.108
61,536.326,117.956,96.383,29.596,23.073,146.306,11.843
62,871.571,115.248,139.837,39.947,27.780,15.558,2.976
63,756.462,117.338,116.703,37.700,25.548,40.671,11.032
64,876.993,117.419,124.150,37.695,29.623,31.605,9.792
65,645.459,117.227,112.623,35.913,22.884,10.800,10.417
66,229.558,118.392,68.265,23.291,12.549,35.209,14.860
67,217.702,117.910,62.390,19.113,14.503,3.731,12.535
68,437.003,116.946,96.382,27.708,20.081,177.185,10.061
69,637.355,115.088,120.458,33.026,24.572,0.438,2.984
70,451.530,120.307,87.376,27.792,20.686,33.994,18.053
71,683.323,119.885,112.794,34.685,25.084,123.798,17.357
72,419.218,117.450,87.579,25.526,20.911,91.569,10.483
73,1061.007,116.790,165.102,40.065,33.718,177.898,6.222
74,776.117,119.283,151.361,47.817,20.666,78.890,17.058
75,557.193,117.561,97.150,33.472,21.195,22.159,10.942
76,713.846,121.533,122.009,39.751,22.865,63.694,21.360
77,450.342,123.907,83.659,25.488,22.497,76.210,24.654
78,513.918,119.124,93.152,26.385,24.799,145.529,16.310
79,471.773,117.828,86.709,26.302,22.838,148.598,10.502
80,453.906,117.853,85.669,26.696,21.648,148.174,10.708
81,430.310,119.057,87.229,27.007,20.287,41.320,14.821
82,818.898,117.526,141.225,38.672,26.962,25.021,12.227
83,346.443,123.687,73.359,24.029,18.357,49.383,26.266
84,903.906,117.865,135.802,40.986,28.080,17.636,11.674
85,1045.174,119.869,163.638,42.324,31.442,19.885,16.301
86,859.879,118.107,133.496,43.306,25.281,64.129,11.641
87,802.971,120.841,130.486,37.964,26.930,26.877,19.468
88,363.181,117.859,77.095,23.194,19.937,36.336,10.665
89,445.331,118.426,89.801,27.160,20.877,168.284,12.100
90,1166.023,118.998,153.504,42.496,34.935,54.594,13.700
