 ,Area,Mean,Perim.,Major,Minor,Angle,%Area
1,507.437,119.817,89.597,26.141,24.716,90.060,24.608
2,1843.876,117.724,184.266,52.244,44.937,53.589,17.709
3,802.019,118.974,122.531,36.842,27.717,153.143,22.457
4,581.576,120.729,97.164,30.914,23.953,147.925,25.077
5,690.263,119.523,112.908,39.058,22.502,126.011,23.729
6,743.547,118.975,117.462,33.821,27.992,101.658,20.358
7,922.114,117.295,134.601,40.255,29.166,31.593,14.342
8,363.604,122.410,84.635,31.418,14.735,82.806,32.453
9,793.938,118.807,136.511,41.481,24.370,52.339,20.438
10,656.598,118.721,108.998,31.787,26.300,49.572,18.463
11,831.378,120.653,121.714,41.182,25.704,50.128,24.966
12,542.713,121.525,95.830,29.972,23.055,22.446,31.375
13,939.629,119.378,125.451,37.320,32.057,70.661,20.828
14,795.867,116.509,122.341,40.871,24.794,108.800,13.472
15,727.973,119.388,114.876,39.340,23.561,20.069,22.191
16,967.683,120.410,150.279,56.360,21.861,75.956,27.058
17,723.009,120.271,115.878,34.367,26.786,114.114,23.629
18,1016.674,120.147,144.131,43.727,29.604,35.713,27.643
19,796.067,117.556,124.691,35.257,28.749,66.116,16.144
20,859.326,117.478,135.840,35.455,30.860,89.930,15.542
21,743.194,119.802,120.047,37.563,25.191,10.357,24.013
22,941.523,121.985,127.543,39.839,30.091,66.665,33.464
23,518.070,119.505,98.210,27.527,23.963,3.531,23.729
24,665.467,116.195,120.963,34.675,24.435,6.197,12.239
25,274.150,123.032,69.985,24.670,14.149,28.154,34.187
26,277.796,121.234,67.630,20.734,17.059,166.730,30.122
27,486.476,121.340,95.066,26.805,23.108,92.314,33.176
28,506.367,122.623,92.930,28.833,22.361,107.195,28.349
29,954.497,119.778,155.660,45.962,26.441,37.193,24.234
30,725.021,124.310,117.637,36.527,25.273,119.573,38.213
31,598.515,121.502,100.391,28.338,26.892,4.741,28.562
32,552.958,124.683,94.277,29.454,23.904,46.394,35.397
33,527.669,123.038,91.442,30.020,22.380,36.086,29.637
34,1360.458,121.940,170.341,46.555,37.208,52.647,34.028
35,669.478,119.294,102.518,31.659,26.925,176.696,22.946
36,1110.515,120.635,156.873,38.175,37.039,100.101,29.316
37,521.881,119.584,88.940,30.340,21.901,37.080,25.453
38,451.682,129.257,97.789,30.418,18.907,5.370,51.042
39,631.850,116.407,100.354,34.089,23.600,62.532,11.894
40,387.294,121.574,88.193,31.904,15.457,22.584,36.376
41,488.746,123.479,98.560,32.953,18.884,43.253,34.632
42,568.097,120.447,98.160,29.123,24.837,79.146,28.341
43,473.526,120.209,87.079,25.247,23.881,131.623,27.958
44,439.496,118.886,89.510,26.146,21.402,46.928,22.396
45,517.365,119.423,97.244,30.344,21.709,166.283,24.327
46,989.879,122.067,138.194,40.958,30.772,25.164,33.075
