 ,Area,Mean,Perim.,Major,Minor,Angle,%Area
1,502.591,118.948,89.407,26.192,24.432,103.508,20.764
2,1727.027,117.162,186.812,49.102,44.782,31.506,15.238
3,722.645,119.140,115.908,35.582,25.859,153.340,22.536
4,541.572,120.155,94.663,29.860,23.093,143.532,25.051
5,624.263,118.550,109.489,38.123,20.849,132.908,19.131
6,712.953,118.245,113.780,32.620,27.828,103.805,16.807
7,365.145,120.777,84.054,31.484,14.767,84.249,27.829
8,714.799,117.996,127.876,37.454,24.300,52.141,17.390
9,573.366,118.086,103.112,29.499,24.748,62.808,16.285
10,501.109,119.981,101.932,28.761,22.184,35.268,24.689
11,795.996,119.190,118.088,37.280,27.186,44.414,20.338
12,904.965,117.633,123.886,34.723,33.184,64.083,15.681
13,772.224,115.452,123.171,41.498,23.693,113.992,8.390
14,644.436,118.218,107.532,35.804,22.917,26.782,17.468
15,881.451,119.648,143.970,53.654,20.917,80.277,23.233
16,697.955,119.420,117.087,34.887,25.473,126.062,20.803
17,755.674,116.421,124.585,34.228,28.110,68.994,12.028
18,942.617,119.308,138.424,41.931,28.623,28.879,24.635
19,512.377,119.744,93.009,32.290,20.204,81.427,24.105
20,825.097,116.604,135.713,36.229,28.997,93.032,12.769
21,801.736,121.919,122.083,38.602,26.444,70.990,29.693
22,595.515,119.060,108.590,32.785,23.128,17.335,21.127
23,509.025,118.683,96.444,27.038,23.971,3.913,21.786
24,676.818,115.828,121.662,33.082,26.049,8.770,10.532
25,217.972,121.367,61.924,21.603,12.847,29.046,29.243
26,239.592,120.470,63.124,20.001,15.252,177.636,27.861
27,854.586,118.710,147.928,44.457,24.475,40.951,21.480
28,501.591,119.705,92.307,28.146,22.691,91.621,26.466
29,452.953,121.762,93.364,27.723,20.803,96.413,26.031
30,668.455,122.460,111.955,33.378,25.499,117.235,29.541
31,543.136,124.818,91.404,28.481,24.281,69.653,32.910
32,950.792,120.689,140.946,39.052,30.999,148.631,25.896
33,604.643,120.356,99.110,28.368,27.138,140.577,24.599
34,464.339,122.719,85.851,28.326,20.872,42.320,28.491
35,317.660,124.767,72.445,22.590,17.904,127.907,33.182
36,1259.500,120.838,169.559,47.478,33.776,56.206,29.310
37,615.770,117.720,98.943,30.347,25.835,10.036,17.291
38,997.971,121.597,137.599,38.844,32.712,5.371,27.985
39,1192.783,118.194,155.898,39.628,38.324,11.599,18.855
40,471.914,119.048,83.239,27.219,22.075,34.711,21.969
41,389.423,125.895,91.339,27.708,17.895,13.181,40.408
42,585.858,115.752,94.815,33.063,22.561,52.854,7.485
43,315.248,120.054,78.281,29.266,13.715,22.429,30.167
44,446.048,123.093,90.991,30.417,18.671,43.863,32.117
45,450.165,118.040,99.150,25.900,22.130,92.274,17.684
46,438.038,118.613,83.264,25.172,22.157,144.887,20.798
47,539.055,119.114,96.966,29.382,23.359,61.569,23.038
48,786.386,120.011,135.375,38.515,25.996,50.007,23.479
49,450.671,119.184,84.078,26.344,21.782,170.521,22.389
50,368.603,121.942,75.046,25.500,18.404,41.709,31.570
51,822.674,116.178,130.779,38.349,27.314,19.310,10.475
