 ,Area,Mean,Perim.,Major,Minor,Angle,%Area
1,527.375,135.493,93.062,28.937,23.205,76.952,78.057
2,1106.187,122.632,144.242,52.176,26.994,107.402,44.441
3,991.020,123.618,143.875,38.023,33.185,39.189,44.216
4,1054.926,135.264,134.764,41.377,32.462,88.848,77.626
5,1302.363,124.203,144.866,43.951,37.729,77.360,44.320
6,770.613,127.565,112.131,34.643,28.323,36.890,54.138
7,1061.854,124.290,141.092,44.680,30.260,112.414,49.047
8,968.494,132.021,129.872,38.751,31.822,112.048,68.260
9,1402.474,129.477,155.856,50.683,35.232,21.263,60.315
10,979.974,126.482,130.239,41.289,30.220,171.712,49.297
11,962.860,121.338,130.740,36.672,33.431,28.352,34.294
12,1192.183,120.928,144.460,43.401,34.975,153.242,34.453
13,766.402,133.692,119.887,34.932,27.935,35.485,69.453
14,544.583,139.696,93.955,30.369,22.832,11.259,70.867
15,1015.991,122.902,149.278,45.325,28.541,1.013,42.980
16,787.080,132.730,118.320,35.407,28.303,85.925,66.449
17,573.566,140.803,97.896,29.618,24.657,161.331,75.128
18,1251.231,128.520,159.598,49.218,32.368,52.580,60.736
19,940.899,138.188,132.036,38.388,31.207,125.708,82.928
20,1244.738,126.596,158.273,47.450,33.401,5.896,54.658
21,715.129,135.466,105.796,32.027,28.430,108.055,71.643
22,776.341,136.775,115.630,35.697,27.691,27.181,73.535
23,947.816,134.027,134.107,45.899,26.293,37.501,73.973
24,1762.961,128.122,174.057,48.333,46.441,162.264,53.988
25,1380.760,130.426,148.463,47.288,37.177,112.336,56.858
26,950.592,122.897,123.190,37.879,31.952,21.112,40.922
27,765.308,129.768,112.780,34.621,28.145,0.661,68.620
28,852.457,120.854,116.701,37.076,29.275,89.680,32.626
29,738.654,129.686,117.079,34.062,27.611,36.958,62.864
30,726.973,135.955,109.181,31.506,29.379,111.068,73.418
31,619.558,127.945,104.794,32.115,24.563,26.334,64.847
32,843.529,138.570,119.591,35.564,30.200,105.073,76.483
33,725.480,120.913,117.499,32.029,28.840,173.070,34.948
34,738.948,133.229,116.151,35.652,26.390,142.319,74.808
35,1178.797,124.629,147.818,45.449,33.024,93.359,52.069
36,1030.612,141.368,133.516,43.295,30.309,67.179,82.839
37,1373.867,129.528,154.093,46.161,37.895,103.765,58.307
38,686.851,122.824,109.151,32.085,27.256,60.125,42.800
39,1577.877,127.878,172.309,47.939,41.907,24.854,53.443
40,794.102,134.290,111.082,36.765,27.501,75.496,72.274
41,616.570,135.314,103.187,36.870,21.292,49.110,83.723
42,585.352,146.318,105.346,33.130,22.496,43.287,91.647
43,439.696,125.908,91.138,33.252,16.836,174.790,55.996
