 ,Area,Mean,Perim.,Major,Minor,Angle,%Area
1,1036.729,120.947,135.569,41.429,31.862,26.547,30.132
2,769.707,124.750,123.747,35.609,27.522,155.386,57.029
3,843.376,124.354,122.109,36.508,29.414,93.763,41.117
4,542.466,132.791,95.676,30.212,22.862,85.188,68.769
5,892.002,122.608,134.357,36.919,30.763,26.417,38.237
6,989.008,122.628,144.145,51.097,24.644,101.973,41.722
7,1070.052,133.437,133.414,40.899,33.312,81.052,72.397
8,1186.572,125.107,137.828,41.686,36.242,91.150,44.426
9,723.021,125.912,107.420,33.699,27.318,36.865,46.261
10,1281.578,124.540,163.531,57.188,28.533,75.673,48.294
11,1001.253,122.601,136.114,43.243,29.481,113.984,40.892
12,905.717,129.932,129.513,38.266,30.136,109.857,60.009
13,1316.701,128.903,153.333,49.310,33.999,18.955,56.435
14,916.280,120.513,129.042,35.764,32.621,46.700,29.021
15,1104.011,120.148,142.937,41.097,34.204,145.716,28.809
16,969.565,126.428,134.494,44.653,27.646,179.008,47.428
17,737.325,132.378,114.518,32.590,28.806,51.347,65.324
18,943.122,121.624,142.225,42.628,28.170,6.168,36.212
19,485.735,136.500,92.089,28.866,21.425,8.245,63.526
20,751.416,130.951,114.617,33.720,28.373,102.768,59.765
21,830.166,135.358,127.137,37.183,28.427,130.043,76.331
22,1255.054,128.709,152.440,45.492,35.127,58.497,59.799
23,1188.854,124.605,157.590,46.875,32.292,13.117,45.345
24,650.623,133.819,101.488,30.926,26.786,109.033,65.156
25,709.530,134.458,109.447,34.348,26.301,32.632,65.886
26,731.079,131.598,120.354,43.126,21.584,42.643,65.572
27,448.765,142.566,89.978,28.060,20.363,162.163,76.630
28,1712.817,127.339,174.515,49.935,43.673,23.882,52.585
29,1321.630,129.839,146.855,46.206,36.418,98.237,53.089
30,899.201,122.461,119.656,36.186,31.639,6.955,36.880
31,686.099,127.300,107.980,33.463,26.105,23.814,58.551
32,577.518,124.390,99.797,30.163,24.378,51.194,42.977
33,421.264,129.761,83.695,26.106,20.546,33.704,62.040
34,773.577,120.423,112.194,34.231,28.774,79.316,29.591
35,675.559,129.217,113.551,33.975,25.317,45.941,57.833
36,763.649,136.213,112.910,34.200,28.430,102.641,71.792
37,675.159,133.688,104.378,32.289,26.624,108.896,66.728
38,579.059,125.653,101.325,30.535,24.145,20.100,54.015
39,721.304,120.572,115.821,33.029,27.806,6.839,32.587
40,687.298,130.237,110.380,33.555,26.080,148.335,67.825
41,1102.035,124.063,141.258,44.765,31.345,90.206,47.493
42,959.708,141.117,129.580,39.750,30.740,68.112,81.641
43,659.115,121.994,104.977,31.558,26.592,67.556,37.093
44,509.907,141.931,88.370,28.734,22.595,159.052,68.754
45,331.598,138.794,84.857,26.752,15.782,3.176,75.297
