 ,Area,Mean,Perim.,Major,Minor,Angle,%Area
1,1035.553,135.461,128.186,38.771,34.008,97.521,79.122
2,971.317,122.234,131.934,45.249,27.332,110.473,43.390
3,1354.071,124.168,147.489,44.872,38.421,82.553,45.003
4,811.652,128.745,113.364,34.238,30.184,26.125,59.142
5,1125.913,124.678,145.619,46.318,30.950,117.429,50.953
6,1026.178,132.159,134.861,41.254,31.671,117.982,69.480
7,1417.930,129.404,155.021,50.726,35.591,26.071,61.984
8,1006.511,126.801,131.900,40.601,31.564,162.578,51.494
9,968.953,122.008,132.344,37.214,33.152,3.973,38.247
10,1245.326,121.228,151.305,44.484,35.645,144.933,37.002
11,786.551,134.701,119.924,36.258,27.621,38.684,72.341
12,563.156,140.617,97.937,31.165,23.008,16.122,71.959
13,1065.582,123.847,148.797,46.409,29.234,178.221,46.909
14,821.650,133.059,118.997,35.443,29.517,75.505,69.487
15,1430.245,130.865,169.035,50.519,36.047,59.547,66.087
16,400.962,143.621,106.801,25.025,20.401,134.095,78.467
17,1266.852,126.999,156.227,48.022,33.589,175.281,57.633
18,915.104,140.426,130.128,37.171,31.346,118.112,87.291
19,736.925,137.033,108.552,32.140,29.194,113.131,76.645
20,788.362,137.893,114.208,35.922,27.943,39.456,77.262
21,916.445,131.950,131.125,46.112,25.305,47.957,71.870
22,1418.895,131.298,154.982,49.491,36.503,114.463,60.995
23,1798.578,128.087,179.887,49.970,45.828,172.249,55.298
24,936.088,123.019,122.540,36.592,32.571,18.074,42.462
25,767.966,130.763,112.875,34.460,28.375,177.814,71.370
26,764.567,130.794,118.702,33.350,29.189,37.916,67.026
27,853.797,121.116,118.484,37.221,29.206,93.760,33.873
28,842.023,139.919,116.951,36.314,29.523,112.669,77.695
29,732.302,136.864,109.087,32.243,28.917,141.279,76.136
30,659.339,128.625,108.529,33.756,24.869,23.001,67.148
31,751.428,121.361,118.182,33.012,28.982,153.103,37.202
32,768.131,134.755,118.927,36.571,26.743,140.465,78.404
33,1190.865,124.848,150.340,45.335,33.446,92.739,53.638
34,1117.291,139.885,138.689,44.167,32.209,64.153,82.287
35,1422.470,130.403,156.733,47.598,38.051,108.235,59.914
36,732.902,123.129,113.044,33.032,28.250,59.332,45.346
37,1717.452,128.471,177.169,49.912,43.812,50.267,56.173
38,843.305,134.715,116.659,38.073,28.202,81.843,74.245
39,623.804,137.084,106.546,37.657,21.092,51.025,87.051
40,596.656,147.198,104.468,33.537,22.652,41.732,92.560
41,589.281,127.408,103.165,35.217,21.305,173.644,61.803
