 ,Area,Mean,Min,Max,Slice,microns
1,599073.660,1311.362,27,4315,1,0.000
2,599073.660,1298.077,30,5493,2,1.200
3,599073.660,1297.007,23,5181,3,2.399
4,599073.660,1291.561,28,5315,4,3.599
5,599073.660,1306.967,28,5949,5,4.799
6,599073.660,1318.879,33,5271,6,5.999
7,599073.660,1321.118,31,5290,7,7.198
8,599073.660,1322.516,28,5260,8,8.398
9,599073.660,1331.952,31,5290,9,9.598
10,599073.660,1330.558,27,6034,10,10.798
11,599073.660,1356.833,26,6122,11,11.997
12,599073.660,1366.109,31,6972,12,13.197
13,599073.660,1371.815,29,6098,13,14.397
14,599073.660,1387.800,28,5549,14,15.596
15,599073.660,1402.907,32,5763,15,16.796
16,599073.660,1426.648,25,6109,16,17.996
17,599073.660,1442.973,33,6855,17,19.196
18,599073.660,1466.091,32,7494,18,20.395
19,599073.660,1481.219,22,5998,19,21.595
20,599073.660,1514.501,31,6590,20,22.795
21,599073.660,1555.887,32,6259,21,23.994
22,599073.660,1585.441,27,5982,22,25.194
23,599073.660,1633.380,29,6053,23,26.394
24,599073.660,1682.321,23,6119,24,27.594
25,599073.660,1739.597,30,6575,25,28.793
26,599073.660,1790.033,28,6246,26,29.993
27,599073.660,1834.379,29,6529,27,31.193
28,599073.660,1890.508,31,6868,28,32.393
29,599073.660,1937.562,29,7790,29,33.592
30,599073.660,1996.043,26,7082,30,34.792
31,599073.660,2070.320,28,7758,31,35.992
32,599073.660,2141.968,21,8265,32,37.191
33,599073.660,2217.205,25,8364,33,38.391
34,599073.660,2282.725,25,8257,34,39.591
35,599073.660,2325.093,21,8686,35,40.791
36,599073.660,2372.988,25,9046,36,41.990
37,599073.660,2420.231,27,9188,37,43.190
38,599073.660,2448.584,32,10597,38,44.390
39,599073.660,2468.911,25,10472,39,45.589
40,599073.660,2488.414,26,10577,40,46.789
41,599073.660,2507.065,27,10814,41,47.989
42,599073.660,2524.036,28,10950,42,49.189
43,599073.660,2539.815,27,11277,43,50.388
44,599073.660,2541.490,32,11960,44,51.588
45,599073.660,2548.455,29,11894,45,52.788
46,599073.660,2551.376,24,11351,46,53.988
47,599073.660,2580.755,28,11237,47,55.187
48,599073.660,2609.598,28,10346,48,56.387
49,599073.660,2634.953,29,10367,49,57.587
50,599073.660,2654.414,28,11300,50,58.786
51,599073.660,2692.649,34,11001,51,59.986
52,599073.660,2700.396,28,10591,52,61.186
53,599073.660,2726.118,26,11259,53,62.386
54,599073.660,2735.431,27,11158,54,63.585
55,599073.660,2761.313,29,11609,55,64.785
56,599073.660,2776.575,26,11382,56,65.985
57,599073.660,2813.734,32,11109,57,67.185
58,599073.660,2851.622,30,11148,58,68.384
59,599073.660,2879.339,28,11000,59,69.584
60,599073.660,2917.950,31,11668,60,70.784
