 ,Area,Mean,Min,Max,Slice,microns
1,599073.660,1897.873,34,8703,1,0.000
2,599073.660,1869.872,28,8539,2,1.200
3,599073.660,1813.703,35,7753,3,2.399
4,599073.660,1794.350,33,7424,4,3.599
5,599073.660,1786.951,34,7119,5,4.799
6,599073.660,1788.106,35,8201,6,5.999
7,599073.660,1785.550,32,7174,7,7.198
8,599073.660,1785.653,28,6971,8,8.398
9,599073.660,1782.982,33,6830,9,9.598
10,599073.660,1781.269,35,7547,10,10.798
11,599073.660,1806.000,37,8047,11,11.997
12,599073.660,1798.568,34,7852,12,13.197
13,599073.660,1791.266,34,7679,13,14.397
14,599073.660,1799.831,39,8197,14,15.596
15,599073.660,1784.519,32,7487,15,16.796
16,599073.660,1770.660,27,8960,16,17.996
17,599073.660,1773.718,35,8323,17,19.196
18,599073.660,1757.835,32,8606,18,20.395
19,599073.660,1734.347,30,7522,19,21.595
20,599073.660,1738.340,38,7931,20,22.795
21,599073.660,1708.003,30,7692,21,23.994
22,599073.660,1694.908,35,8604,22,25.194
23,599073.660,1704.109,38,8499,23,26.394
24,599073.660,1694.122,34,8970,24,27.594
25,599073.660,1689.555,30,8483,25,28.793
26,599073.660,1679.706,33,9414,26,29.993
27,599073.660,1676.543,29,8674,27,31.193
28,599073.660,1669.370,31,9034,28,32.393
29,599073.660,1659.080,28,8412,29,33.592
30,599073.660,1653.324,29,7911,30,34.792
31,599073.660,1647.592,36,7928,31,35.992
32,599073.660,1638.913,30,7561,32,37.191
33,599073.660,1643.189,33,8999,33,38.391
34,599073.660,1638.047,31,9240,34,39.591
35,599073.660,1637.350,29,8355,35,40.791
36,599073.660,1638.855,36,8099,36,41.990
37,599073.660,1645.996,34,7528,37,43.190
38,599073.660,1648.479,36,6747,38,44.390
39,599073.660,1634.216,27,6781,39,45.589
40,599073.660,1643.055,31,7262,40,46.789
41,599073.660,1645.578,36,6836,41,47.989
42,599073.660,1637.713,30,6360,42,49.189
43,599073.660,1641.514,33,6976,43,50.388
44,599073.660,1638.529,34,6703,44,51.588
45,599073.660,1634.843,29,6118,45,52.788
46,599073.660,1634.294,29,6209,46,53.988
47,599073.660,1631.583,27,6004,47,55.187
48,599073.660,1654.029,31,6189,48,56.387
49,599073.660,1675.892,37,6745,49,57.587
50,599073.660,1687.558,33,6900,50,58.786
51,599073.660,1683.461,32,8023,51,59.986
52,599073.660,1665.213,33,7823,52,61.186
53,599073.660,1632.405,35,7416,53,62.386
54,599073.660,1596.748,37,7602,54,63.585
55,599073.660,1531.341,37,7613,55,64.785
56,599073.660,1458.630,34,8287,56,65.985
57,599073.660,1353.060,33,8235,57,67.185
58,599073.660,1038.058,56,4286,58,68.384
