 ,Area,Mean,Min,Max,Slice,microns
1,599073.660,1242.896,44,6092,1,0.000
2,599073.660,1223.306,41,6115,2,1.200
3,599073.660,1227.569,46,6385,3,2.400
4,599073.660,1235.878,39,6568,4,3.601
5,599073.660,1248.736,42,7011,5,4.801
6,599073.660,1258.390,40,6197,6,6.001
7,599073.660,1273.261,41,6410,7,7.201
8,599073.660,1296.685,44,6276,8,8.401
9,599073.660,1301.548,44,6450,9,9.602
10,599073.660,1338.921,45,6162,10,10.802
11,599073.660,1355.144,45,6749,11,12.002
12,599073.660,1371.827,45,6600,12,13.202
13,599073.660,1394.418,46,6973,13,14.402
14,599073.660,1422.380,42,6932,14,15.603
15,599073.660,1443.675,41,6944,15,16.803
16,599073.660,1461.320,39,6736,16,18.003
17,599073.660,1487.871,44,7036,17,19.203
18,599073.660,1517.577,49,6862,18,20.403
19,599073.660,1538.603,48,6394,19,21.604
20,599073.660,1557.640,45,6537,20,22.804
21,599073.660,1566.253,40,6288,21,24.004
22,599073.660,1598.262,43,6526,22,25.204
23,599073.660,1632.796,38,6477,23,26.404
24,599073.660,1669.075,43,7038,24,27.605
25,599073.660,1688.631,42,6500,25,28.805
26,599073.660,1714.268,36,6722,26,30.005
27,599073.660,1747.411,44,6723,27,31.205
28,599073.660,1775.749,42,7464,28,32.405
29,599073.660,1801.689,42,7709,29,33.606
30,599073.660,1830.687,45,7941,30,34.806
31,599073.660,1866.161,43,7746,31,36.006
32,599073.660,1890.313,35,8132,32,37.206
33,599073.660,1932.788,37,8226,33,38.406
34,599073.660,1987.186,46,8139,34,39.607
35,599073.660,2002.893,43,7726,35,40.807
36,599073.660,2047.578,40,9820,36,42.007
37,599073.660,2075.284,39,9361,37,43.207
38,599073.660,2108.045,41,9166,38,44.407
39,599073.660,2121.309,38,10031,39,45.608
40,599073.660,2139.774,40,9917,40,46.808
41,599073.660,2151.595,41,11536,41,48.008
42,599073.660,2166.265,44,10883,42,49.208
43,599073.660,2166.295,44,10184,43,50.408
44,599073.660,2171.400,41,10012,44,51.609
45,599073.660,2170.728,40,10758,45,52.809
46,599073.660,2182.610,47,12040,46,54.009
47,599073.660,2184.304,40,11719,47,55.209
48,599073.660,2207.963,41,11250,48,56.409
49,599073.660,2219.515,44,13094,49,57.610
50,599073.660,2221.504,42,12210,50,58.810
51,599073.660,2223.330,41,13134,51,60.010
52,599073.660,2228.236,40,12346,52,61.210
53,599073.660,2223.182,39,10774,53,62.410
54,599073.660,2211.810,36,9943,54,63.611
55,599073.660,2205.361,42,11499,55,64.811
56,599073.660,2211.955,37,10046,56,66.011
57,599073.660,2208.829,43,10693,57,67.211
58,599073.660,2209.489,42,10229,58,68.411
59,599073.660,2221.173,43,10104,59,69.612
60,599073.660,2218.505,37,10798,60,70.812
