 ,Area,Mean,Min,Max,Slice,microns
1,599073.660,1531.879,32,6815,1,0.000
2,599073.660,1502.363,39,6665,2,1.200
3,599073.660,1447.453,33,6364,3,2.399
4,599073.660,1430.426,29,7570,4,3.599
5,599073.660,1422.231,33,6959,5,4.799
6,599073.660,1426.319,32,7446,6,5.999
7,599073.660,1432.205,32,6969,7,7.198
8,599073.660,1428.387,26,7031,8,8.398
9,599073.660,1427.730,30,6808,9,9.598
10,599073.660,1432.646,34,6929,10,10.798
11,599073.660,1448.887,28,6812,11,11.997
12,599073.660,1447.714,33,7015,12,13.197
13,599073.660,1444.335,34,6609,13,14.397
14,599073.660,1460.296,38,7428,14,15.596
15,599073.660,1447.111,30,8001,15,16.796
16,599073.660,1450.200,36,7301,16,17.996
17,599073.660,1450.079,37,7064,17,19.196
18,599073.660,1438.943,31,6956,18,20.395
19,599073.660,1431.508,29,7168,19,21.595
20,599073.660,1431.556,29,7077,20,22.795
21,599073.660,1412.535,29,7756,21,23.994
22,599073.660,1416.578,31,8147,22,25.194
23,599073.660,1427.072,36,7165,23,26.394
24,599073.660,1431.467,34,7388,24,27.594
25,599073.660,1446.046,34,6884,25,28.793
26,599073.660,1441.529,30,7022,26,29.993
27,599073.660,1457.067,35,7432,27,31.193
28,599073.660,1468.674,28,7387,28,32.393
29,599073.660,1452.436,30,7156,29,33.592
30,599073.660,1463.632,32,7703,30,34.792
31,599073.660,1470.011,36,7059,31,35.992
32,599073.660,1482.130,29,7185,32,37.191
33,599073.660,1499.274,32,7768,33,38.391
34,599073.660,1507.667,32,7398,34,39.591
35,599073.660,1498.412,26,7286,35,40.791
36,599073.660,1516.487,34,9566,36,41.990
37,599073.660,1516.766,31,8012,37,43.190
38,599073.660,1525.580,36,7232,38,44.390
39,599073.660,1524.257,33,7107,39,45.589
40,599073.660,1532.865,31,6897,40,46.789
41,599073.660,1529.640,30,6417,41,47.989
42,599073.660,1536.965,26,6629,42,49.189
43,599073.660,1531.985,29,6927,43,50.388
44,599073.660,1534.230,33,7247,44,51.588
45,599073.660,1522.771,28,6910,45,52.788
46,599073.660,1528.528,32,6642,46,53.988
47,599073.660,1539.803,33,6895,47,55.187
48,599073.660,1543.927,29,6862,48,56.387
49,599073.660,1556.546,29,7044,49,57.587
50,599073.660,1573.036,34,7045,50,58.786
51,599073.660,1567.773,31,7030,51,59.986
52,599073.660,1565.402,31,7274,52,61.186
53,599073.660,1566.961,31,7275,53,62.386
54,599073.660,1549.975,30,6868,54,63.585
55,599073.660,1541.317,31,7011,55,64.785
56,599073.660,1532.768,30,7486,56,65.985
57,599073.660,1517.458,30,7024,57,67.185
58,599073.660,1516.339,37,7133,58,68.384
59,599073.660,1498.390,36,7423,59,69.584
60,599073.660,1488.423,30,7309,60,70.784
