 ,Area,Mean,Min,Max,Slice,microns
1,599073.660,1066.400,31,3261,1,0.000
2,599073.660,1032.705,31,3054,2,1.200
3,599073.660,999.087,26,3065,3,2.399
4,599073.660,980.596,28,3113,4,3.599
5,599073.660,966.078,28,3174,5,4.799
6,599073.660,963.917,19,2930,6,5.999
7,599073.660,969.191,28,3124,7,7.198
8,599073.660,974.055,30,3158,8,8.398
9,599073.660,960.047,24,3118,9,9.598
10,599073.660,962.834,26,2956,10,10.798
11,599073.660,982.152,18,3086,11,11.997
12,599073.660,974.534,28,3004,12,13.197
13,599073.660,977.025,23,3090,13,14.397
14,599073.660,979.060,29,3235,14,15.596
15,599073.660,978.771,31,2979,15,16.796
16,599073.660,968.018,22,2978,16,17.996
17,599073.660,972.675,26,3054,17,19.196
18,599073.660,964.116,31,2955,18,20.395
19,599073.660,956.397,23,2916,19,21.595
20,599073.660,957.428,25,2866,20,22.795
21,599073.660,955.327,29,3055,21,23.994
22,599073.660,951.294,29,3029,22,25.194
23,599073.660,950.978,26,3090,23,26.394
24,599073.660,963.296,31,2958,24,27.594
25,599073.660,952.219,25,2772,25,28.793
26,599073.660,958.410,33,2888,26,29.993
27,599073.660,960.541,29,2968,27,31.193
28,599073.660,955.523,30,2942,28,32.393
29,599073.660,952.159,25,2886,29,33.592
30,599073.660,963.353,27,3291,30,34.792
31,599073.660,953.285,22,3237,31,35.992
32,599073.660,968.069,30,3255,32,37.191
33,599073.660,975.335,28,3388,33,38.391
34,599073.660,983.067,26,3409,34,39.591
35,599073.660,990.550,23,3622,35,40.791
36,599073.660,991.602,19,3419,36,41.990
37,599073.660,1003.786,20,3556,37,43.190
38,599073.660,1021.526,28,4432,38,44.390
39,599073.660,1027.711,25,4366,39,45.589
40,599073.660,1031.630,25,3562,40,46.789
41,599073.660,1044.122,30,3899,41,47.989
42,599073.660,1049.930,28,3841,42,49.189
43,599073.660,1055.586,28,3751,43,50.388
44,599073.660,1062.073,27,4510,44,51.588
45,599073.660,1069.455,27,4542,45,52.788
46,599073.660,1072.509,19,4218,46,53.988
47,599073.660,1084.970,22,4129,47,55.187
48,599073.660,1100.068,27,4100,48,56.387
49,599073.660,1116.626,27,4402,49,57.587
50,599073.660,1122.851,18,4900,50,58.786
51,599073.660,1133.133,24,4759,51,59.986
52,599073.660,1149.752,28,4953,52,61.186
53,599073.660,1153.577,29,4726,53,62.386
54,599073.660,1159.932,25,5191,54,63.585
55,599073.660,1167.923,28,5683,55,64.785
56,599073.660,1184.501,26,6500,56,65.985
57,599073.660,1097.565,26,6622,57,67.185
58,599073.660,1054.591,27,6780,58,68.384
59,599073.660,1038.435,36,7892,59,69.584
60,599073.660,1001.209,38,7322,60,70.784
