 ,Area,X,Y,Perim.,Major,Minor,Angle
1,961.292,338.375,23.412,125.991,44.255,27.657,163.297
2,646.259,370.649,23.480,102.435,31.775,25.896,87.077
3,774.333,297.655,27.715,119.422,43.607,22.609,16.945
4,372.445,395.421,30.551,79.418,28.201,16.816,154.733
5,924.489,237.845,39.077,136.702,51.654,22.788,13.828
6,646.259,328.391,46.184,99.714,32.767,25.112,143.072
7,1105.559,274.906,58.928,136.702,45.469,30.958,105.711
8,571.181,391.692,47.194,101.552,37.032,19.638,166.814
9,650.675,424.790,49.781,100.131,32.307,25.644,6.235
10,1095.255,362.866,57.404,132.143,45.491,30.655,127.839
11,403.360,204.717,49.932,89.125,24.586,20.889,29.898
12,681.590,302.589,52.090,104.984,33.946,25.565,150.888
13,1043.731,241.032,63.526,133.981,43.198,30.763,27.273
14,1114.392,456.576,69.930,137.413,48.059,29.524,105.584
15,1208.608,206.078,79.784,138.418,43.576,35.314,72.531
16,731.642,340.384,74.213,109.177,35.983,25.889,132.871
17,896.519,396.733,72.995,116.528,35.836,31.853,164.470
18,940.682,430.038,79.242,123.686,39.722,30.152,125.295
19,1037.842,153.654,85.950,138.174,53.396,24.748,47.709
20,328.282,182.130,76.985,72.555,24.053,17.377,69.420
21,1246.883,314.113,84.431,143.738,49.638,31.983,146.252
22,1173.277,262.986,97.228,142.388,47.164,31.674,74.701
23,711.032,364.516,91.695,105.278,34.715,26.078,15.007
24,769.917,235.058,97.224,117.289,33.148,29.573,91.208
25,837.634,289.039,105.312,113.858,37.538,28.411,75.666
26,755.196,170.515,102.737,113.025,41.022,23.439,35.241
27,1232.161,407.688,106.124,148.003,50.729,30.926,132.717
28,605.040,498.583,103.345,99.420,30.282,25.440,100.954
29,690.423,471.458,107.176,103.735,33.280,26.414,104.910
30,1196.831,443.897,115.541,136.702,41.553,36.673,111.302
31,790.527,342.974,116.946,109.421,38.616,26.065,100.120
32,557.932,119.764,116.847,99.592,38.026,18.682,61.021
33,893.575,192.689,119.587,124.275,42.785,26.592,72.539
34,1201.247,385.185,122.928,137.169,45.560,33.571,141.005
35,925.961,218.738,122.562,121.310,38.776,30.405,58.609
36,953.931,317.035,122.919,120.721,41.631,29.175,103.637
37,691.895,140.527,123.923,118.711,39.196,22.476,81.814
38,161.933,360.948,113.610,54.269,19.225,10.725,89.870
39,868.549,490.514,131.418,121.726,35.929,30.779,165.199
40,1286.630,164.381,139.830,144.155,44.380,36.913,80.291
41,1414.704,260.106,144.662,155.232,51.990,34.646,88.311
42,920.073,230.273,147.073,129.717,46.492,25.198,59.242
43,1118.808,291.850,142.982,130.133,42.985,33.140,96.293
44,503.464,362.307,140.999,85.155,27.128,23.630,131.882
45,370.973,123.993,141.235,77.580,22.977,20.557,103.507
46,984.846,461.339,148.258,126.701,37.159,33.746,47.749
47,1313.128,425.222,151.952,148.125,44.731,37.377,50.980
48,532.906,337.437,148.741,92.140,29.777,22.786,85.514
49,1243.938,195.170,160.582,138.296,43.619,36.310,45.840
50,728.698,392.160,152.677,108.416,35.663,26.016,24.880
51,499.047,494.967,156.701,87.997,25.645,24.777,119.549
52,924.489,313.574,166.652,122.315,42.158,27.921,65.296
53,634.482,106.412,163.235,105.034,37.210,21.711,43.982
54,978.957,516.835,173.732,138.591,47.883,26.031,104.159
55,796.415,149.162,167.900,113.441,36.786,27.566,135.484
56,410.720,75.762,164.982,85.571,26.895,19.444,47.242
57,566.765,124.682,172.565,106.161,37.184,19.407,72.465
58,1395.566,363.140,174.860,151.556,49.362,35.997,112.551
59,406.304,476.465,170.874,79.591,24.567,21.058,113.025
60,646.259,227.155,181.978,109.126,36.471,22.562,89.343
61,1266.020,285.561,190.156,147.708,51.818,31.108,91.301
62,607.984,392.678,181.043,108.294,36.739,21.070,48.194
63,1109.976,465.334,192.613,153.861,57.180,24.716,118.804
64,1117.336,252.879,186.743,130.966,41.640,34.165,62.342
65,956.876,333.044,189.270,125.869,39.585,30.778,62.536
66,1039.314,427.098,186.006,138.713,45.543,29.056,51.263
67,920.073,494.640,192.929,126.579,42.698,27.436,94.571
68,1162.972,173.145,194.957,138.002,46.759,31.668,95.329
69,786.110,88.587,200.284,128.123,49.956,20.036,81.819
70,923.017,68.954,198.660,137.119,53.770,21.856,74.154
71,590.319,107.874,195.976,101.136,34.712,21.653,87.702
72,1277.797,202.343,202.054,148.419,52.502,30.988,73.730
73,921.545,541.728,201.586,125.869,44.915,26.124,98.764
74,1292.518,140.662,204.031,146.459,48.029,34.265,102.563
75,463.717,400.686,198.511,83.144,28.141,20.981,38.402
76,924.489,305.883,215.876,133.443,49.113,23.967,76.089
