 ,Area,X,Y,Perim.,Major,Minor,Angle
1,662.452,294.675,24.897,108.172,36.135,23.342,2.461
2,793.471,358.017,21.629,131.433,48.742,20.727,8.805
3,893.575,394.712,31.533,126.579,43.803,25.974,160.603
4,1295.462,231.094,40.325,153.739,55.206,29.878,18.045
5,794.943,319.725,42.668,110.131,34.259,29.544,17.196
6,1464.756,258.986,54.468,184.919,70.523,26.445,32.005
7,547.627,348.092,46.122,89.419,29.157,23.914,131.347
8,780.222,377.110,49.331,120.305,38.654,25.700,148.186
9,1099.671,181.248,56.943,145.038,53.754,26.047,43.342
10,1320.488,293.781,68.874,149.008,49.588,33.905,99.242
11,1245.410,416.163,66.175,140.428,45.538,34.822,133.212
12,1232.161,201.788,75.256,149.180,49.918,31.428,52.263
13,812.608,451.197,66.747,116.112,36.816,28.103,150.962
14,990.734,326.830,73.384,122.975,36.158,34.887,114.112
15,734.586,356.621,73.702,110.548,34.731,26.930,52.789
16,755.196,483.397,77.665,111.015,40.314,23.851,134.463
17,501.992,388.872,74.718,91.429,28.313,22.574,156.304
18,1470.644,263.432,91.777,151.312,47.004,39.837,89.161
19,1192.414,142.029,97.941,150.013,54.103,28.062,78.962
20,731.642,224.302,87.506,107.167,37.260,25.002,45.815
21,534.378,165.861,86.768,96.282,27.363,24.865,142.313
22,1003.983,444.053,101.996,133.149,48.276,26.479,114.134
23,1656.131,377.686,110.046,167.121,57.255,36.829,81.166
24,1090.838,472.497,103.687,136.997,49.160,28.253,119.691
25,1679.685,414.380,112.714,170.259,53.100,40.276,96.444
26,949.515,345.047,106.383,119.543,39.151,30.880,60.987
27,945.099,169.393,112.959,140.185,49.235,24.441,50.742
28,1463.284,309.206,113.258,160.552,49.722,37.470,85.687
29,668.341,500.866,111.576,111.137,40.219,21.158,111.271
30,1928.473,244.190,127.855,208.597,72.018,34.094,134.394
31,933.322,191.379,119.677,132.488,50.193,23.676,52.925
32,1215.968,118.016,134.856,155.333,55.553,27.869,73.387
33,808.192,279.665,125.319,113.147,34.704,29.651,128.441
34,837.634,206.611,136.224,122.731,39.092,27.282,49.887
35,1675.268,459.304,146.896,166.827,55.684,38.306,94.782
36,1192.414,143.488,148.169,145.160,49.081,30.933,74.375
37,1323.433,494.469,146.484,149.130,48.002,35.104,97.337
38,1525.113,335.939,143.586,169.598,56.992,34.072,14.629
39,1036.370,428.582,152.318,131.138,44.770,29.474,121.102
40,927.433,172.039,156.347,121.432,40.373,29.249,96.242
41,2317.111,397.018,170.243,204.749,71.408,41.315,110.711
42,1162.972,523.369,163.367,141.017,44.885,32.990,95.099
43,794.943,228.909,159.892,114.446,37.131,27.259,63.998
44,1410.288,292.089,165.972,149.597,47.540,37.771,65.407
45,771.389,364.277,165.406,110.009,37.367,26.284,119.468
46,1307.239,95.864,174.696,144.033,47.760,34.849,98.412
47,513.769,199.850,162.491,91.135,30.167,21.684,33.036
48,787.582,249.666,173.822,115.157,43.329,23.144,48.396
49,465.189,121.673,174.805,89.003,29.874,19.826,78.314
50,1656.131,319.578,192.400,163.324,51.741,40.754,98.706
51,977.485,349.884,185.470,137.464,45.574,27.309,124.327
52,1887.253,475.519,192.836,181.437,54.820,43.833,97.285
53,1018.705,144.464,186.376,134.448,46.701,27.774,44.799
54,696.311,212.764,185.165,116.162,34.908,25.398,162.382
55,1707.655,267.088,203.848,183.620,56.565,38.438,84.283
56,1656.131,177.068,198.438,160.603,49.817,42.328,43.330
57,1252.771,434.565,199.228,140.306,47.323,33.706,73.204
58,881.798,506.791,197.292,118.711,41.979,26.745,90.234
59,1093.782,552.084,202.842,147.830,52.922,26.315,90.410
60,453.412,532.808,194.511,88.708,28.826,20.027,84.948
61,895.047,81.088,212.195,131.138,43.759,26.043,64.461
62,828.802,110.854,209.063,123.148,42.752,24.683,43.364
63,1329.321,375.118,214.622,136.580,42.046,40.255,59.205
64,998.095,232.932,213.039,129.300,45.615,27.860,127.400
65,1223.329,211.284,228.758,146.876,51.232,30.403,124.141
66,995.151,140.203,224.069,131.433,45.061,28.119,64.042
67,2024.160,300.443,235.490,187.173,57.590,44.751,114.219
68,1572.220,526.568,239.743,176.411,65.014,30.791,87.200
69,1401.455,341.350,237.854,159.719,55.122,32.372,86.808
70,1389.678,411.122,234.399,151.018,53.932,32.808,101.428
71,1916.696,446.020,240.954,186.585,67.903,35.940,61.885
72,917.129,500.585,236.481,123.564,43.767,26.681,101.962
73,764.028,55.262,239.589,120.427,43.649,22.287,72.088
74,2016.799,180.301,256.590,200.261,75.921,33.823,85.394
75,844.995,111.774,238.121,116.406,37.962,28.341,60.918
76,1795.982,149.732,264.910,204.576,80.825,28.292,79.356
77,1148.251,478.098,252.250,141.017,47.889,30.529,96.758
78,1099.671,80.717,251.334,142.855,50.070,27.964,76.268
79,815.552,554.953,244.212,110.720,38.456,27.002,72.832
80,1592.830,247.501,259.599,161.263,52.856,38.369,78.434
81,1529.529,371.606,258.087,158.592,51.945,37.490,60.805
82,716.921,279.780,262.719,107.288,38.424,23.756,119.501
83,1045.203,123.862,279.057,145.698,55.224,24.098,86.367
84,771.389,212.528,264.184,106.283,32.694,30.041,130.891
85,593.263,101.091,269.220,97.288,32.315,23.375,62.960
86,1291.046,316.938,278.691,146.754,50.671,32.441,61.188
87,1135.002,394.420,278.944,143.027,54.577,26.479,59.027
88,733.114,57.876,275.131,110.009,37.960,24.590,92.030
89,766.973,566.383,279.553,127.290,47.122,20.724,104.167
90,1040.786,452.325,280.591,124.742,39.518,33.534,13.991
91,1173.277,497.656,287.460,139.718,51.598,28.952,73.465
92,858.244,542.468,284.425,119.005,39.044,27.988,101.435
93,800.831,408.713,295.739,134.621,54.920,18.566,59.126
94,1946.138,512.599,318.074,226.172,85.011,29.148,71.426
95,1542.778,75.841,310.248,182.392,70.644,27.806,83.276
96,1157.084,346.637,293.114,133.443,42.972,34.283,23.180
97,1770.956,467.446,317.359,190.849,65.478,34.437,72.041
98,1876.948,220.926,312.623,192.149,71.117,33.604,77.328
99,1193.886,259.492,301.102,138.418,46.785,32.491,84.740
100,613.873,195.938,297.009,96.577,32.214,24.263,70.176
101,1775.372,287.944,316.504,186.585,68.594,32.954,83.229
102,2206.703,428.105,323.303,201.439,69.971,40.155,88.718
103,1333.737,101.147,316.965,159.253,64.243,26.434,91.315
104,1245.410,164.134,313.303,136.164,45.544,34.817,82.202
105,883.270,555.232,317.482,131.727,45.366,24.790,86.684
106,1030.481,49.791,331.101,143.566,55.538,23.624,78.220
107,1413.232,355.034,323.112,169.426,53.441,33.671,41.275
108,1597.246,132.723,331.036,164.329,54.314,37.443,106.941
109,1285.158,568.892,347.232,191.265,80.019,20.449,75.756
110,1186.526,319.550,332.353,134.986,45.177,33.440,97.191
111,625.649,384.277,325.873,98.882,33.752,23.601,62.326
112,1399.983,531.199,343.817,168.888,58.349,30.549,71.008
113,1154.139,189.381,338.001,137.464,42.565,34.523,94.235
114,1092.310,240.855,340.670,135.748,49.300,28.210,66.300
115,1500.087,396.506,359.554,158.176,56.452,33.834,71.234
116,1707.655,478.812,361.831,176.878,57.185,38.021,75.668
117,1148.251,263.111,359.648,142.022,48.754,29.987,83.044
118,1267.492,159.785,362.244,136.042,42.874,37.641,60.251
119,1107.032,91.001,367.836,157.120,55.635,25.335,88.186
120,1279.269,361.028,361.206,137.707,42.138,38.654,83.547
121,1386.734,67.234,373.212,160.380,62.968,28.040,94.597
122,1795.982,292.624,375.663,172.025,62.675,36.485,69.027
123,1042.258,119.485,367.937,126.285,42.601,31.150,110.887
124,868.549,542.887,375.375,129.422,49.567,22.311,69.844
125,1258.660,209.408,377.547,173.274,56.998,28.116,95.801
126,646.259,325.088,368.651,99.003,32.960,24.965,54.579
127,1613.440,446.444,385.419,169.131,61.651,33.321,87.162
128,1182.109,416.608,385.816,140.134,49.071,30.672,75.803
129,1027.537,186.069,387.436,127.585,42.136,31.049,110.026
130,1447.090,509.459,391.772,160.308,56.486,32.619,69.989
131,1979.997,235.964,398.785,198.596,69.074,36.497,71.382
132,1108.504,339.788,395.937,142.022,49.537,28.491,84.487
133,1628.161,157.052,406.509,184.452,68.238,30.379,118.398
134,1288.102,360.662,414.012,170.725,67.826,24.180,72.582
135,549.099,483.643,398.591,97.288,32.327,21.627,75.006
136,1273.381,99.047,411.471,152.318,51.932,31.220,92.062
137,1327.849,548.733,420.959,190.016,79.175,21.353,68.211
138,1240.994,129.350,411.989,149.962,52.364,30.175,121.343
139,914.184,313.615,408.007,118.883,39.032,29.821,107.916
140,1198.303,386.501,413.352,138.296,49.152,31.041,70.169
141,1068.757,252.921,421.334,150.774,61.790,22.023,53.702
142,1227.745,523.980,422.499,151.729,53.831,29.039,65.677
143,1757.707,453.181,435.326,193.743,67.208,33.300,71.655
144,315.033,68.155,414.997,73.854,24.165,16.599,68.591
145,1504.503,261.714,448.498,197.296,72.404,26.457,67.440
146,633.010,188.249,420.121,97.998,30.752,26.209,94.159
147,1697.350,291.234,441.221,183.153,65.166,33.164,74.748
148,1447.090,412.025,431.831,156.166,55.850,32.990,50.593
149,902.407,83.028,441.348,139.596,48.701,23.593,100.268
150,624.177,207.979,433.182,102.019,32.893,24.161,82.442
151,948.043,476.915,440.512,141.017,56.545,21.347,61.776
152,1355.819,492.086,456.004,175.457,64.483,26.771,61.248
153,1888.725,322.448,455.867,181.904,70.625,34.050,54.530
154,948.043,117.099,453.743,140.723,53.269,22.660,106.561
155,1083.478,141.461,451.926,139.251,45.849,30.088,79.643
156,605.040,173.953,449.622,99.298,29.991,25.686,22.672
157,1545.722,370.705,461.680,170.015,55.848,35.240,61.371
158,842.051,192.933,465.369,124.864,44.105,24.309,65.186
159,833.218,227.326,459.031,118.000,39.437,26.901,140.982
160,1394.094,423.281,469.512,159.719,49.680,35.729,71.853
161,1003.983,512.591,470.922,140.773,54.816,23.320,52.808
162,731.642,103.472,471.495,118.467,43.076,21.626,122.863
