 ,Area,X,Y,Perim.,Major,Minor,Angle
1,634.482,274.772,23.420,107.877,36.542,22.107,47.798
2,1139.418,370.681,25.037,141.850,45.010,32.232,25.051
3,1117.336,329.936,27.231,134.276,46.832,30.377,167.980
4,675.701,243.036,33.580,111.259,37.011,23.245,15.033
5,553.516,416.023,32.698,101.014,38.361,18.372,150.078
6,940.682,288.658,40.633,131.311,47.838,25.037,28.014
7,529.962,395.137,39.436,95.450,32.276,20.906,159.736
8,493.159,207.677,45.829,90.718,33.990,18.473,33.067
9,802.303,321.819,54.836,113.147,34.057,29.995,131.269
10,777.277,388.893,57.446,120.843,44.122,22.430,163.072
11,1382.317,356.747,67.007,146.876,51.110,34.436,116.021
12,1062.868,233.007,57.254,146.114,56.416,23.988,16.064
13,827.329,425.735,59.720,112.558,35.560,29.623,25.700
14,928.905,296.360,69.040,120.427,37.757,31.325,133.580
15,1317.544,267.339,81.573,149.719,51.166,32.787,89.364
16,443.107,195.361,68.576,82.261,26.430,21.347,18.812
17,1305.767,457.120,79.796,149.008,48.584,34.220,95.821
18,1316.072,231.930,86.540,148.541,45.056,37.191,42.790
19,395.999,171.025,80.220,96.993,32.306,15.607,40.525
20,921.545,333.084,88.453,118.173,39.452,29.741,132.431
21,1162.972,392.775,87.028,131.260,41.332,35.826,17.567
22,1130.585,428.810,94.569,133.859,42.136,34.164,117.394
23,655.092,482.702,94.320,101.724,33.980,24.546,98.351
24,1411.760,194.201,100.956,147.414,46.921,38.309,68.175
25,1513.336,305.686,106.490,160.603,50.967,37.806,149.011
26,387.167,166.728,101.833,77.824,25.644,19.223,65.220
27,855.300,361.394,108.299,116.162,36.617,29.740,171.985
28,1289.574,137.072,118.364,154.155,57.898,28.359,56.040
29,362.141,503.049,115.955,100.425,30.225,15.255,70.409
30,1422.064,254.164,126.352,150.673,52.271,34.639,73.457
31,1436.786,405.093,125.502,164.867,55.789,32.791,122.804
32,889.158,473.355,121.823,121.015,38.309,29.552,123.999
33,1052.563,223.158,125.844,139.423,40.298,33.256,107.206
34,1463.284,444.264,133.171,154.866,47.141,39.522,116.856
35,1096.727,283.079,134.777,142.144,45.824,30.473,66.171
36,1068.757,336.623,134.620,127.585,44.556,30.541,89.305
37,950.987,156.532,134.801,133.027,51.569,23.480,54.611
38,478.438,523.311,130.225,97.704,26.750,22.773,19.372
39,1539.834,382.792,147.452,155.871,50.952,38.479,135.442
40,1167.388,180.341,146.718,150.429,53.921,27.566,74.474
41,306.200,357.045,136.462,78.119,31.155,12.514,79.172
42,1129.113,490.954,151.033,139.007,40.153,35.804,176.370
43,1224.801,206.574,155.512,141.606,44.261,35.233,62.039
44,1215.968,311.075,155.436,140.601,46.920,32.997,97.221
45,660.980,107.524,157.159,110.009,42.250,19.919,69.439
46,766.973,523.687,155.563,110.842,31.615,30.888,94.152
47,822.913,128.887,163.971,132.143,44.410,23.593,85.055
48,821.441,431.507,166.597,114.863,38.290,27.315,117.144
49,1193.886,460.560,174.223,145.282,45.636,33.310,74.423
50,712.504,353.985,167.482,107.167,33.769,26.864,143.542
51,1597.246,250.871,181.555,168.370,61.102,33.283,86.881
52,1656.131,155.597,181.680,161.730,48.306,43.652,73.754
53,1382.317,282.970,179.472,151.434,52.402,33.587,87.863
54,1127.641,220.819,185.787,143.982,49.343,29.097,72.349
55,923.017,537.845,183.276,125.574,42.737,27.499,85.760
56,815.552,328.060,184.313,114.324,41.171,25.221,61.452
57,752.251,73.776,185.932,116.701,43.465,22.036,76.001
58,920.073,385.579,180.493,135.281,47.328,24.752,26.315
59,638.899,490.987,182.259,101.846,35.136,23.152,88.804
60,1319.016,513.688,200.171,161.435,60.662,27.685,96.252
61,528.490,113.363,187.628,92.434,29.198,23.046,108.638
62,512.297,90.834,190.936,98.293,38.694,16.857,70.599
63,1545.722,188.059,203.877,161.313,54.981,35.796,79.529
64,658.036,408.425,190.648,101.308,34.398,24.357,59.248
65,641.843,558.194,201.601,131.727,41.737,19.580,75.320
66,1251.299,422.841,211.993,170.309,57.998,27.470,66.240
67,1717.960,350.369,209.799,163.273,52.765,41.455,83.885
68,1095.255,299.292,209.553,136.753,49.331,28.269,58.972
69,535.850,471.627,202.349,89.297,27.469,24.837,114.971
70,1374.957,457.969,225.097,162.318,62.422,28.045,119.120
71,796.415,98.880,216.212,115.452,39.591,25.612,70.145
72,970.125,144.854,215.938,133.859,39.380,31.366,140.047
73,833.218,383.099,213.980,129.422,41.728,25.424,60.388
74,668.341,119.885,222.474,112.436,41.796,20.360,83.767
75,1101.143,491.704,226.709,135.870,46.864,29.917,91.802
76,1492.726,269.930,236.419,164.451,60.262,31.539,89.880
77,1136.474,537.392,231.809,144.155,51.298,28.208,88.853
78,828.802,217.401,225.314,131.433,41.038,25.714,81.797
79,565.293,70.843,222.819,95.277,33.370,21.569,51.166
80,1093.782,316.447,233.154,129.595,41.828,33.294,59.781
81,1233.634,240.420,236.543,147.414,55.991,28.053,73.530
82,739.002,394.896,236.034,105.573,31.970,29.431,40.204
83,1293.990,169.073,246.885,152.145,54.223,30.385,97.202
84,834.690,430.912,243.465,115.452,40.362,26.331,47.515
85,690.423,562.674,246.321,109.421,39.532,22.237,105.552
86,1351.403,195.709,258.298,159.131,61.353,28.045,77.708
87,1042.258,73.153,261.790,156.532,65.281,20.328,85.620
88,1478.005,138.023,258.320,161.313,53.313,35.298,104.120
89,1036.370,92.658,265.577,154.816,62.196,21.216,95.428
90,655.092,109.286,256.113,115.279,46.122,18.084,96.684
91,1129.113,512.052,256.366,134.448,43.186,33.289,71.765
92,1161.500,345.289,254.859,149.424,49.912,29.630,63.958
93,540.267,54.938,258.575,99.247,38.898,17.684,87.329
94,1104.087,286.397,269.492,145.870,54.222,25.926,72.045
95,727.226,370.776,260.797,104.984,36.842,25.132,86.543
96,563.821,450.871,259.187,91.724,27.630,25.981,66.518
97,1023.121,478.189,269.326,128.590,44.560,29.234,63.018
98,1139.418,313.366,273.366,136.408,45.253,32.059,67.314
99,839.106,396.015,267.705,115.523,37.922,28.173,88.576
100,886.214,213.824,280.107,135.575,49.449,22.819,80.408
101,874.437,545.729,275.239,119.422,42.476,26.212,89.766
102,1324.905,251.957,285.634,156.998,60.412,27.924,86.710
103,683.062,420.879,273.672,105.989,32.827,26.493,59.518
104,703.672,230.899,291.610,126.529,50.799,17.637,87.682
105,1123.225,522.878,296.624,146.409,54.222,26.375,90.804
106,1461.812,159.822,298.036,159.303,57.092,32.600,75.149
107,1258.660,124.936,299.045,151.312,54.979,29.149,97.852
108,865.604,446.281,287.354,116.995,34.485,31.959,34.181
109,1367.596,357.498,293.911,148.419,43.980,39.592,27.913
110,1296.935,495.667,300.989,148.419,48.595,33.981,105.379
111,769.917,53.860,296.624,116.995,42.919,22.840,92.673
112,999.567,322.542,308.753,136.997,46.188,27.554,79.917
113,814.080,89.637,310.402,132.976,49.551,20.918,97.928
114,1295.462,385.041,312.002,149.840,52.335,31.517,57.905
115,980.430,417.028,307.841,125.280,41.182,30.313,73.508
116,1380.845,180.567,323.625,162.268,64.934,27.076,79.199
117,1363.180,270.323,321.263,159.009,57.754,30.052,87.539
118,721.337,107.960,321.294,129.128,49.483,18.561,94.462
119,921.545,469.608,318.455,130.133,49.976,23.478,90.133
120,797.887,72.572,320.636,127.707,48.061,21.138,99.921
121,1366.124,203.427,331.183,176.411,72.104,24.124,87.163
122,1383.789,297.978,324.871,161.974,61.843,28.490,97.125
123,747.835,544.360,314.884,116.284,39.813,23.916,68.311
124,1168.860,440.926,325.015,139.718,47.837,31.111,52.453
125,320.921,572.320,318.338,89.297,23.068,17.714,45.702
126,1098.199,228.227,336.917,148.125,53.393,26.188,78.657
127,1186.526,340.846,335.281,134.742,48.595,31.088,55.572
128,999.567,141.552,339.872,132.316,46.858,27.161,96.817
129,1052.563,490.938,342.469,128.712,43.409,30.873,69.169
130,812.608,519.032,343.946,148.297,40.830,25.340,76.508
131,830.274,249.141,349.878,119.716,42.405,24.929,83.373
132,1890.197,391.538,354.764,185.701,62.557,38.472,59.015
133,928.905,545.455,353.156,137.829,51.467,22.980,68.338
134,572.653,162.154,356.543,107.999,38.509,18.934,99.902
135,765.501,359.953,356.773,113.441,40.494,24.070,90.364
136,1029.009,123.446,361.178,134.448,46.801,27.994,117.310
137,534.378,99.155,356.875,101.258,40.544,16.782,101.308
138,752.251,452.378,355.830,111.431,39.276,24.386,69.980
139,528.490,61.836,359.942,109.004,35.194,19.120,75.752
140,550.572,83.170,359.347,104.567,38.520,18.199,107.990
141,865.604,322.102,378.919,155.404,63.506,17.355,87.155
142,1329.321,426.467,369.710,145.992,50.359,33.610,103.636
143,875.909,274.812,367.495,126.874,43.590,25.585,78.221
144,864.132,304.122,371.015,121.848,43.179,25.481,91.669
145,984.846,467.070,376.335,131.311,46.035,27.239,64.363
146,686.006,184.418,370.788,105.156,33.379,26.168,89.072
147,837.634,341.945,382.895,121.137,45.445,23.468,84.403
148,1469.172,493.606,386.290,159.892,60.211,31.068,57.618
149,688.950,218.551,382.923,121.554,48.631,18.038,106.126
150,612.400,76.392,384.549,98.882,32.291,24.147,106.279
151,613.873,164.237,389.744,124.447,37.522,20.831,99.866
152,476.966,234.771,385.023,95.694,39.318,15.446,101.240
153,1104.087,253.499,395.750,153.861,53.151,26.449,82.884
154,1099.671,147.222,400.787,157.587,59.752,23.432,102.819
155,665.397,203.430,394.344,119.594,43.345,19.546,107.754
156,1055.507,394.781,397.179,133.737,48.016,27.989,51.402
157,471.077,117.160,387.660,87.287,26.014,23.057,150.718
158,559.404,282.720,397.192,120.132,46.798,15.220,71.566
159,688.950,536.220,391.434,106.405,36.424,24.083,78.968
