 ,Area,X,Y,Perim.,Major,Minor,Angle
1,441.635,308.839,15.235,95.988,37.203,15.114,13.546
2,641.843,251.171,22.688,125.280,49.196,16.612,12.717
3,582.958,399.117,31.031,97.998,33.397,22.225,159.354
4,515.241,335.934,30.714,91.846,29.110,22.536,160.498
5,976.013,282.757,41.400,128.001,37.709,32.955,92.110
6,967.180,369.456,39.562,122.731,40.203,30.631,131.864
7,588.847,310.807,35.207,97.410,30.611,24.493,155.670
8,559.404,429.335,38.267,91.551,30.963,23.003,2.230
9,856.772,249.055,43.068,122.681,39.936,27.316,16.192
10,1033.426,215.841,57.973,125.991,39.625,33.206,53.143
11,889.158,459.930,58.872,122.853,39.875,28.391,118.644
12,580.014,345.765,54.082,94.739,30.921,23.883,142.566
13,762.556,401.338,55.988,114.396,36.038,26.942,156.565
14,1014.288,320.448,63.040,132.438,47.356,27.271,153.088
15,814.080,433.198,65.039,116.406,36.889,28.098,132.964
16,1020.177,269.562,74.867,126.823,40.947,31.723,66.868
17,563.821,367.618,69.401,91.724,31.542,22.759,17.802
18,646.259,243.199,72.819,105.573,31.992,25.720,84.260
19,702.200,296.539,79.441,105.867,32.857,27.211,72.304
20,719.865,181.454,78.784,110.720,40.222,22.787,35.224
21,1018.705,410.829,85.735,147.586,50.866,25.499,135.484
22,1442.674,344.813,105.930,164.156,63.785,28.798,73.576
23,572.653,474.265,89.612,95.866,29.261,24.918,118.199
24,800.831,202.779,94.384,121.554,42.906,23.765,67.546
25,1090.838,385.623,94.701,141.728,47.363,29.325,152.550
26,793.471,226.147,96.607,111.603,37.581,26.883,61.095
27,1054.035,447.121,96.311,130.549,38.476,34.880,147.642
28,803.776,321.089,95.285,111.431,36.770,27.833,77.212
29,646.259,149.211,99.186,109.299,36.257,22.695,77.410
30,1177.693,173.357,112.489,141.850,41.868,35.814,56.943
31,822.913,237.851,118.656,122.559,43.292,24.202,62.160
32,1179.165,264.938,115.751,142.510,46.956,31.974,83.921
33,925.961,294.212,112.495,117.706,37.708,31.266,81.186
34,762.556,489.631,113.503,113.858,34.968,27.766,154.765
35,382.750,131.835,115.082,81.012,23.523,20.717,127.539
36,401.888,368.706,113.880,77.997,23.141,22.112,44.908
37,1190.942,426.814,128.080,133.687,39.745,38.152,115.241
38,900.935,460.706,127.441,117.706,35.379,32.423,74.819
39,600.623,396.020,122.473,95.694,29.859,25.612,15.235
40,1090.838,203.227,131.680,128.590,41.998,33.070,35.345
41,830.274,313.487,134.471,112.192,35.824,29.509,56.310
42,649.203,112.699,133.358,103.318,35.031,23.596,31.755
43,662.452,158.229,137.810,104.567,34.158,24.693,153.397
44,500.520,132.975,142.214,95.450,33.996,18.746,63.057
