 ,Area,X,Y,Perim.,Major,Minor,Angle
1,936.266,265.312,24.520,121.310,40.575,29.380,26.516
2,1320.488,326.804,28.756,143.271,46.566,36.106,176.472
3,759.612,234.803,36.832,112.852,35.784,27.028,179.075
4,618.289,416.116,33.692,107.288,38.557,20.417,150.053
5,1062.868,283.217,43.634,137.169,50.940,26.566,30.085
6,607.984,392.623,39.717,104.446,35.762,21.646,157.878
7,618.289,200.820,51.248,101.724,38.367,20.518,37.949
8,908.296,385.654,58.906,130.133,47.514,24.340,158.388
9,906.824,316.752,60.244,117.289,37.325,30.934,139.295
10,1529.529,354.316,70.418,157.293,54.550,35.701,118.574
11,931.850,425.928,61.584,117.828,37.624,31.535,0.293
12,1218.912,227.916,63.165,155.993,58.790,26.399,20.421
13,1003.983,290.626,74.684,124.153,39.919,32.022,133.260
14,1395.566,262.978,89.211,154.694,56.449,31.478,100.158
15,507.880,189.717,77.091,92.262,29.451,21.957,34.801
16,812.608,138.576,91.750,135.159,45.956,22.514,37.883
17,1413.232,227.670,95.154,153.394,45.237,39.776,32.281
18,1227.745,393.027,90.105,133.687,42.936,36.408,20.051
19,469.605,164.673,90.867,95.572,31.996,18.688,44.418
20,1012.816,329.560,94.448,123.026,39.785,32.413,138.565
21,1211.552,429.546,96.915,137.413,43.092,35.798,99.686
22,697.783,482.687,95.002,103.735,33.924,26.190,104.282
23,1548.666,188.412,112.361,158.125,53.476,36.873,69.710
24,1619.328,302.148,114.565,164.623,50.345,40.953,138.451
25,933.322,360.261,113.115,122.021,39.559,30.040,2.890
26,743.419,502.241,118.346,115.452,37.137,25.488,86.895
27,499.047,159.911,115.764,88.952,28.335,22.425,79.820
28,983.374,472.316,122.949,128.590,42.052,29.774,125.639
29,1416.176,130.553,131.388,161.852,59.533,30.288,66.062
30,1567.804,405.110,130.736,167.294,57.004,35.019,117.907
31,1553.083,444.081,138.149,157.293,49.562,39.899,104.520
32,1572.220,247.282,137.016,161.263,54.339,36.839,67.461
33,1111.448,215.240,135.795,151.434,42.343,33.421,87.908
34,658.036,524.378,131.554,104.273,29.997,27.931,134.942
35,1179.165,277.677,145.932,144.449,50.037,30.005,66.422
36,1140.890,331.829,142.631,135.159,46.639,31.146,84.995
37,1653.187,378.589,152.630,161.852,48.783,43.148,129.801
38,360.669,352.803,142.792,90.840,35.558,12.915,74.344
39,1127.641,152.934,151.041,142.144,50.579,28.386,65.301
40,1226.273,490.131,155.469,141.850,40.537,38.516,111.552
41,1286.630,180.260,162.565,150.135,51.959,31.528,84.823
42,1370.540,304.216,167.136,150.896,48.444,36.022,79.886
43,842.051,522.611,158.534,118.833,34.457,31.115,20.832
44,1345.514,207.938,174.642,154.744,49.346,34.717,70.166
45,784.638,103.635,171.902,120.721,45.955,21.739,73.668
46,939.210,426.653,172.997,121.015,37.943,31.516,106.236
47,1285.158,458.277,179.063,148.297,48.030,34.068,61.021
48,927.433,126.327,180.378,139.718,45.393,26.014,85.706
49,736.058,247.076,178.373,109.715,35.152,26.661,83.002
50,778.750,347.429,177.642,112.020,32.867,30.168,140.840
51,986.318,535.342,187.389,133.149,45.333,27.702,81.249
52,1447.090,272.757,193.904,155.455,52.776,34.911,70.666
53,1002.511,378.366,188.213,150.551,48.404,26.371,37.371
54,1450.035,511.444,208.121,170.725,63.549,29.052,92.293
55,1862.227,154.915,199.828,171.020,52.634,45.048,52.499
56,1224.801,223.237,204.948,148.591,49.620,31.428,66.716
57,684.534,489.184,189.877,102.557,33.387,26.105,97.426
58,878.854,321.123,196.467,119.178,41.604,26.896,67.283
59,1067.284,556.980,202.387,140.845,53.651,25.329,81.822
60,736.058,400.110,197.250,108.588,39.009,24.025,60.808
61,862.660,72.486,204.407,121.554,43.386,25.316,83.616
62,557.932,90.609,211.114,109.004,43.443,16.352,77.465
63,619.761,112.225,207.304,98.293,33.473,23.574,110.066
64,1379.373,414.394,219.929,178.594,61.598,28.512,64.055
65,1622.272,188.157,223.898,166.167,54.881,37.637,90.466
66,1851.922,344.592,223.036,169.426,56.844,41.481,85.446
67,594.735,467.277,209.028,95.450,30.107,25.152,75.789
68,1152.667,292.318,220.584,140.773,45.681,32.128,64.297
69,1544.250,450.282,231.045,172.736,67.871,28.970,115.663
70,625.649,246.560,219.299,100.425,34.004,23.427,81.865
71,1288.102,485.407,235.632,150.013,52.008,31.535,90.333
72,861.188,376.448,227.008,129.422,43.736,25.071,66.904
73,1271.909,534.626,240.696,153.861,53.470,30.287,80.336
74,868.549,98.255,240.572,122.437,43.890,25.196,74.114
75,1070.229,146.452,237.097,140.428,42.310,32.206,141.934
76,755.196,121.211,244.316,115.573,41.342,23.258,95.020
77,1557.499,267.317,254.509,161.435,57.300,34.609,92.252
78,1196.831,310.318,248.144,133.737,44.769,34.038,63.225
79,903.879,215.840,247.021,146.703,46.761,24.611,74.752
80,952.459,424.366,252.450,125.452,41.472,29.242,57.901
81,828.802,559.909,257.201,120.427,44.530,23.698,101.193
82,831.746,388.260,253.228,112.020,33.515,31.599,76.446
83,1352.875,236.222,263.740,149.840,55.084,31.271,80.173
84,1220.385,506.436,266.491,141.728,48.031,32.351,76.301
85,1342.570,169.578,268.366,159.719,57.309,29.828,84.266
86,1183.582,339.426,270.430,147.708,46.084,32.701,70.170
87,1466.228,194.459,284.691,170.725,61.132,30.538,76.101
88,666.869,444.975,270.947,101.430,31.123,27.281,52.251
89,1107.032,73.646,287.446,154.938,66.863,21.081,88.172
90,709.560,111.700,279.038,116.995,44.782,20.174,95.886
91,1514.808,139.431,283.869,156.876,54.334,35.498,94.137
92,749.307,367.231,278.240,115.868,41.135,23.193,104.868
93,1021.649,94.005,289.832,150.379,59.750,21.771,97.577
94,1101.143,286.157,290.326,150.429,58.380,24.015,82.182
95,613.873,54.888,282.871,110.964,44.565,17.538,84.153
96,1084.950,473.290,281.192,128.417,46.200,29.900,82.021
97,924.489,543.402,283.852,125.574,44.981,26.169,110.420
98,840.578,390.423,288.284,132.976,45.886,23.324,80.071
99,1170.333,311.746,294.300,148.419,50.494,29.511,75.753
100,697.783,414.857,285.468,102.263,33.846,26.250,71.935
101,1186.526,521.372,306.186,150.135,53.560,28.206,91.684
102,1503.031,252.737,309.002,164.989,57.482,33.292,72.335
103,933.322,443.669,300.667,115.990,35.364,33.603,168.862
104,978.957,210.237,310.031,133.443,49.968,24.945,65.084
105,1413.232,493.766,315.718,156.288,53.108,33.881,101.817
106,1395.566,352.847,309.994,149.719,44.173,40.226,8.545
107,744.891,228.123,320.440,133.392,49.900,19.007,81.245
108,1304.295,157.493,322.754,156.876,55.417,29.967,66.102
109,1192.414,125.170,326.278,146.581,55.644,27.285,103.030
110,945.099,415.312,320.737,130.011,42.946,28.020,90.644
111,872.965,55.811,324.607,131.727,46.656,23.823,95.015
112,940.682,467.544,334.095,136.286,51.835,23.106,86.591
113,962.764,320.211,329.582,128.173,40.625,30.174,96.369
114,437.219,394.021,322.403,82.139,26.338,21.136,96.857
115,964.236,91.249,338.117,143.099,56.898,21.577,92.498
116,1261.604,438.536,339.689,146.703,51.158,31.399,51.461
117,1358.763,267.779,344.128,149.302,51.681,33.475,83.963
118,1398.511,174.338,351.733,163.862,62.003,28.719,79.763
119,746.363,109.584,350.563,132.976,48.998,19.395,92.452
120,1323.433,296.289,350.191,157.709,52.348,32.189,89.854
121,774.333,72.785,348.353,123.686,48.525,20.317,86.658
122,401.888,368.070,333.155,77.997,24.622,20.782,61.977
123,1410.288,199.450,361.532,161.852,63.922,28.091,87.740
124,1959.387,389.976,366.628,199.134,69.337,35.980,76.736
