 ,Area,X,Y,Perim.,Major,Minor,Angle
1,406.304,305.222,13.131,83.855,28.283,18.291,148.483
2,474.021,262.862,18.509,92.018,33.394,18.073,44.425
3,512.297,285.912,23.949,87.459,27.848,23.423,58.368
4,462.245,303.366,37.871,87.581,26.458,22.245,68.134
5,990.734,353.039,41.504,122.021,38.936,32.398,173.270
6,902.407,400.470,39.868,117.756,39.553,29.049,21.045
7,824.385,237.477,44.940,111.847,36.516,28.744,72.125
8,476.966,263.434,41.477,87.997,27.895,21.771,39.164
9,435.746,323.593,43.876,84.566,27.709,20.023,123.780
10,1005.456,204.805,53.438,128.001,41.114,31.137,18.818
11,574.125,464.937,52.695,102.313,36.972,19.772,127.452
12,990.734,421.825,61.045,133.027,43.059,29.296,75.325
13,674.229,280.650,54.604,106.628,35.395,24.254,32.094
14,543.211,447.022,58.533,97.998,35.446,19.513,122.982
15,528.490,377.185,59.981,91.185,28.440,23.660,24.327
16,786.110,300.048,71.787,113.441,32.888,30.434,117.772
17,532.906,324.087,70.053,99.420,31.317,21.666,127.840
18,1288.102,250.486,79.856,148.297,52.108,31.475,73.628
19,493.159,346.878,66.169,96.161,31.599,19.871,160.186
20,431.330,397.284,70.291,80.718,23.833,23.043,48.937
21,363.613,175.559,73.847,75.864,27.759,16.678,48.490
22,1090.838,221.491,85.564,136.408,45.234,30.705,93.295
23,781.694,481.552,83.166,119.300,41.719,23.857,117.389
24,347.419,360.959,80.433,79.591,28.785,15.367,37.104
25,513.769,194.423,81.422,89.713,27.940,23.413,43.923
26,811.136,431.307,90.885,115.573,35.515,29.080,67.402
27,1130.585,460.861,95.956,142.439,49.044,29.351,116.409
28,1087.894,272.747,96.488,135.748,48.014,28.849,55.993
29,577.070,378.784,90.670,93.734,28.054,26.190,74.013
30,535.850,334.070,92.535,92.434,28.935,23.579,176.518
31,965.708,400.321,104.463,136.702,50.092,24.547,73.055
32,1220.385,168.936,105.737,140.428,43.861,35.426,59.366
33,1411.760,298.106,117.025,164.156,53.974,33.303,86.873
34,917.129,347.728,116.114,138.713,51.341,22.745,70.694
35,603.568,514.014,110.038,106.283,40.729,18.868,112.202
36,644.787,322.025,114.439,109.715,39.581,20.742,100.921
37,884.742,198.844,114.036,118.467,39.802,28.302,53.783
38,556.460,498.602,117.973,103.857,38.178,18.558,114.156
39,918.601,370.084,122.291,127.707,42.049,27.815,63.470
40,950.987,413.180,128.027,126.874,46.659,25.951,57.000
41,1017.232,444.247,126.778,132.438,44.646,29.010,97.877
42,906.824,227.277,122.322,127.168,43.310,26.659,33.745
43,920.073,478.732,131.077,131.900,40.678,28.799,98.411
44,547.627,142.407,124.840,94.272,32.397,21.523,64.045
45,552.044,256.107,132.365,100.841,38.542,18.237,90.729
46,834.690,274.239,142.737,124.864,40.949,25.953,75.415
47,200.208,181.532,133.660,57.579,20.021,12.732,111.573
48,959.820,161.880,149.698,137.829,50.269,24.311,74.192
49,734.586,234.296,147.429,114.568,38.148,24.518,39.112
50,1067.284,198.893,152.866,135.159,47.686,28.497,60.818
51,656.564,524.437,152.553,130.844,45.553,18.351,96.781
52,778.750,462.093,154.830,115.035,34.553,28.696,100.449
53,481.382,108.417,146.437,89.297,30.661,19.990,52.437
54,1698.822,327.389,166.095,189.844,73.200,29.549,76.025
55,830.274,373.370,149.719,119.594,41.921,25.217,28.263
56,671.285,508.972,157.629,123.514,50.361,16.972,96.563
57,487.271,120.141,161.456,122.853,43.739,14.184,80.300
58,900.935,137.665,160.660,135.525,48.903,23.457,74.741
59,805.248,423.264,154.451,112.020,38.226,26.821,46.805
60,622.705,492.395,160.703,112.142,39.410,20.118,88.844
61,1055.507,301.184,164.689,143.566,49.093,27.375,86.273
