PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 9, filenames: A:[9]AVI_Pos011_TimeSrs0011_TgUtrmcherry_K4K8MO.avi & B:[10]AVI_Pos011_TimeSrs0011_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-1.32392931,1.792633653,1
47,65,0.08520135283,-2.155465603,1
47,97,1.185370207,-2.687863827,1
47,129,-0.3333932161,0.3393186331,1
47,161,0.3938114643,1.313631535,1
47,193,1.52251327,2.083906174,1
47,225,1.668254137,1.924183607,1
47,257,1.214936256,1.536043406,1
47,289,0.7924391031,0.254090488,1
47,321,0.656460166,-0.02291435003,1
47,353,0.9857822657,-0.1785451174,1
47,385,1.19077301,-0.7418944836,1
47,417,0.9757624865,-0.0570384264,1
47,449,0.6786526442,-0.6253731251,1
47,481,0.9994984269,-2.26206708,1
47,513,0.5771235824,-1.639370441,1
47,545,0.4910442829,0.0931738615,1
47,577,1.687808037,1.32276988,1
47,609,2.051270962,1.775907755,1
47,641,1.353543758,2.113913774,1
47,673,1.390644073,1.529097557,1
47,705,3.585309982,0.7756092548,1
47,737,4.687496185,2.175355196,1
47,769,3.022315025,0.8179306984,1
47,801,1.042090893,-0.5973787308,1
47,833,-0.6497462988,0.2028961182,1
47,865,-0.704895854,0.4507848024,1
47,897,0.2205706686,1.05942452,1
47,929,0.4621737599,-0.1264591813,1
47,961,0.2355825752,-1.055454493,1
47,993,0.09498935938,-1.740286946,1
47,1025,-0.3162471652,-1.232134581,1
47,1057,0.6682219505,-0.9870289564,1
47,1089,1.109201193,-1.253686666,1
47,1121,1.307486176,-0.3253804445,1
47,1153,1.3011868,-0.2404402494,1
47,1185,0.7056193948,-0.9174427986,1
47,1217,0.2096433043,-2.311452866,1
47,1249,-0.09630948305,-1.669104815,1
47,1281,-0.5382572412,-0.6365085244,1
47,1313,-0.4389419556,0.5090069175,1
47,1345,0.08227348328,1.204869032,1
47,1377,0.05093812943,0.7391854525,1
47,1409,0.4043672085,0.08564412594,1
47,1441,1.432443857,-0.7375410199,1
47,1473,2.068481445,-1.222277164,1
47,1505,1.10535121,-0.6632171869,1
47,1537,-0.1149299145,0.3186625838,1
47,1569,-0.5810855031,-0.5206099749,1
47,1601,0.4970715344,0.1827199459,1
47,1633,0.8983798027,0.8691128492,1
47,1665,0.3795114756,0.3055580258,1
47,1697,0.8898119926,-1.007261395,1
47,1729,0.8851701021,0.05049660802,1
47,1761,-0.4512243271,0.878344059,1
47,1793,-0.4373007417,0.316381216,1
47,1825,0.5197929144,0.2296269536,1
47,1857,0.2090156078,-0.1177090406,1
47,1889,-1.0741961,1.326465249,1
47,1921,-3.541866302,2.134935856,1
47,1953,-4.685763359,2.27922678,1
47,1985,NaN,NaN,2
47,2017,NaN,NaN,2
79,33,-0.1403456032,1.850888014,1
79,65,-0.1313143075,-2.017191887,1
79,97,-0.1393276155,-2.39707756,1
79,129,-1.013575554,-1.129438639,1
79,161,-0.007377654314,0.1323527098,1
79,193,0.5731668472,1.360898733,1
