PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 60, filenames: A:[60]AVI_Pos011_TimeSrs0011_TgUtrmcherry_K4K8MO.avi & B:[61]AVI_Pos011_TimeSrs0011_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-3.173628807,0.2597821951,1
47,65,-0.9945721626,-0.2235304862,1
47,97,-1.162447333,-0.113563776,1
47,129,-1.056074977,-0.3464884162,1
47,161,-1.034112096,-0.2675307989,1
47,193,-0.7507151961,-0.733974278,1
47,225,-0.5846437216,-2.400033474,1
47,257,-1.356464267,-4.179208755,1
47,289,-2.434073687,-3.722244978,1
47,321,-1.926240921,-3.273717403,1
47,353,-1.262434721,-1.016615391,1
47,385,-1.125873208,0.2306222916,1
47,417,-1.572821498,0.8111472726,1
47,449,-1.72944963,0.502427578,1
47,481,-2.529401302,1.396676421,1
47,513,-2.019033194,0.02986502647,1
47,545,-3.045258045,-1.084687233,1
47,577,-3.867856026,-2.09205389,1
47,609,-2.562731743,-1.876226664,1
47,641,-0.4170103073,-0.7806974053,1
47,673,-0.6281539202,-0.2871184945,1
47,705,-2.114377975,-0.4969022274,1
47,737,-2.062394142,-1.693672419,1
47,769,-0.6372789741,0.4635002613,1
47,801,0.3072221279,0.8613436818,1
47,833,0.2091383785,-0.2140814662,1
47,865,-0.240724206,-0.7809621096,1
47,897,-0.1754717231,-0.2254287004,1
47,929,0.3414317369,-0.07456970215,1
47,961,0.7680135965,-0.5331064463,1
47,993,0.3002960086,0.3090553284,1
47,1025,0.1079117805,-0.09075003862,1
47,1057,0.5278354883,-1.585786819,1
47,1089,-1.177879453,-4.092131138,1
47,1121,-3.510891914,-4.565282822,1
47,1153,-4.025508881,-2.676753044,1
47,1185,NaN,NaN,2
47,1217,-5.758435249,-5.794610977,1
47,1249,-2.76900959,-1.892982841,1
47,1281,-0.6172811985,0.2195241451,1
47,1313,-1.045297623,-0.1952317655,1
47,1345,-2.47341013,-1.149329782,1
47,1377,-1.320816994,-0.6150081158,1
47,1409,-1.126864672,-0.01647305489,1
47,1441,-4.078475475,-0.2758858204,1
47,1473,NaN,NaN,2
47,1505,NaN,NaN,2
47,1537,NaN,NaN,2
47,1569,NaN,NaN,2
47,1601,-0.4781463146,-2.10319519,1
47,1633,-0.3713303804,-2.339108467,1
47,1665,0.4196079969,-0.9766077995,1
47,1697,-0.2871766686,-0.4800834656,1
47,1729,-0.4554715157,-0.542476058,1
47,1761,-0.7450839281,-0.767565608,1
47,1793,NaN,NaN,2
47,1825,-7.904702663,-2.375049591,1
47,1857,-7.518261909,-3.430089951,1
47,1889,-5.168182373,-1.614049911,1
47,1921,-3.148792267,-0.965621531,1
47,1953,-1.303342104,-0.25891155,1
47,1985,0.9778659344,0.09537751228,1
47,2017,-0.8681950569,-2.385035038,1
79,33,0.1161667109,0.3339121342,1
79,65,-0.6345034838,0.2314706892,1
79,97,-0.4960291982,-0.6609340906,1
79,129,-0.5102293491,-1.032072425,1
79,161,-0.84005934,-0.7044164538,1
79,193,-0.727869451,-0.7109212875,1
79,225,-0.7918773293,-2.799889565,1
79,257,-1.197841287,-3.297540665,1
79,289,-1.018767357,-1.721201539,1
79,321,-1.325420856,-4.252215862,1
79,353,-1.7168262,-3.440671921,1
79,385,-0.9487069845,-0.6178259254,1
79,417,-0.7665872574,-0.5240363479,1
79,449,-0.3593409061,-0.4992980659,1
79,481,-2.966980457,0.1143927574,1
79,513,-1.618732095,0.1686194539,1
79,545,-2.344615936,0.1790559292,1
79,577,-4.072203636,-0.34065485,1
79,609,-1.951332927,-0.9382528663,1
79,641,-0.5787147284,-0.9506061673,1
79,673,-0.3283665776,-0.4610441327,1
79,705,-1.146898031,0.07343584299,1
79,737,-0.8727908731,-0.05358690023,1
79,769,-0.3806949854,0.3557619452,1
79,801,0.1059298813,1.132961988,1
79,833,0.2947022319,-0.4467668533,1
79,865,1.080522299,-1.110892296,1
79,897,1.276922226,-1.289419889,1
79,929,0.6531857252,-1.168617487,1
79,961,0.442854017,-1.274634838,1
79,993,0.02036963403,0.02255648375,1
79,1025,-0.09460133314,-0.283682704,1
79,1057,-0.1423009038,-5.57497406,1
79,1089,-0.5098558664,-4.188368797,1
79,1121,-1.017327905,-3.925129175,1
79,1153,-1.379443169,-3.290367126,1
79,1185,-2.460269928,-3.265809536,1
79,1217,-1.706471443,-2.538035393,1
79,1249,-1.228728294,-1.168566823,1
79,1281,-0.7987816334,-0.05579505861,1
79,1313,-0.5036997795,-0.1696731299,1
79,1345,-0.6591140032,-0.4030039608,1
79,1377,-0.5069999099,-0.1234539151,1
79,1409,-0.9560658932,-0.07803797722,1
79,1441,-1.927928448,-0.8013115525,1
79,1473,-1.573710561,-1.280935287,1
79,1505,-1.500391006,-2.980314016,1
79,1537,NaN,NaN,2
79,1569,NaN,NaN,2
79,1601,0.2155777216,-0.1741394997,1
79,1633,-0.4112186432,-0.522608161,1
79,1665,-0.6481023431,-1.027729869,1
79,1697,-0.65544945,-0.7899102569,1
79,1729,-1.052890301,-0.1721288562,1
79,1761,-6.226157188,-2.463803291,1
79,1793,NaN,NaN,2
79,1825,-3.64856863,-1.570423365,1
79,1857,-4.585478783,-2.259051561,1
79,1889,-3.660112619,-1.559165955,1
79,1921,-3.033801079,-0.9589920044,1
79,1953,-3.532431841,-1.093894362,1
79,1985,-0.02892686427,0.06927255541,1
79,2017,-0.3158254623,-1.270372033,1
111,33,0.2634060681,0.3388181925,1
111,65,-0.4265003204,-0.3071671128,1
111,97,-0.5658061504,-1.062235951,1
111,129,-0.69384408,-1.451678038,1
111,161,-0.9347548485,-3.401634932,1
111,193,-0.3885627389,-0.6176674366,1
111,225,0.2123662829,-1.104421973,1
111,257,-0.5527004004,-1.376731157,1
111,289,-0.3177782893,-1.195791602,1
111,321,-1.684148312,-3.663843155,1
111,353,-0.5548378229,-1.374992609,1
111,385,-0.7316121459,-1.255544901,1
111,417,-0.6873663068,-1.170557737,1
111,449,-0.4010057449,-1.074371815,1
111,481,-1.956863403,-0.6660874486,1
111,513,-2.219402313,0.2483194768,1
111,545,-1.557733774,1.33083272,1
111,577,-1.904757142,0.06770974398,1
111,609,-2.671621799,-1.250299454,1
111,641,-1.030697584,-0.8976404667,1
111,673,-0.3964731693,-0.1428966075,1
111,705,-0.5740277767,0.5009877682,1
111,737,-1.192200899,0.7306621075,1
111,769,-1.387001753,0.5796003342,1
111,801,-0.988800168,0.9446313977,1
111,833,-0.6769717932,-0.6026498079,1
111,865,0.311496675,-1.339670777,1
111,897,0.8035379052,-1.346884608,1
111,929,0.6522161961,-1.484215975,1
111,961,0.2139970064,-1.506761551,1
111,993,-0.1355585158,-1.126029253,1
111,1025,-0.3290227652,-0.5593370199,1
111,1057,NaN,NaN,2
111,1089,0.03818362951,-3.75294137,1
111,1121,2.301149845,-5.453876019,1
111,1153,-0.1248892546,-2.030231476,1
111,1185,-1.599637032,-3.441341877,1
111,1217,-0.6280899048,-2.081180573,1
111,1249,-1.125661373,-1.127544403,1
111,1281,-1.075422049,-0.3357946873,1
111,1313,-0.5840178728,0.3818922043,1
111,1345,-0.4076112509,0.4522348642,1
111,1377,-0.5402896404,0.4350446463,1
111,1409,-1.065248489,-0.6428661942,1
111,1441,-0.8313751221,-1.229480267,1
111,1473,-1.982824326,-2.013128996,1
111,1505,-1.78034389,-1.268683791,1
111,1537,-1.657211781,0.2995691299,1
111,1569,-1.805559516,1.997262478,1
111,1601,-1.252463341,1.768476486,1
111,1633,-0.9300415516,0.1252582669,1
111,1665,-2.71391654,-2.152191162,1
111,1697,NaN,NaN,2
111,1729,NaN,NaN,2
111,1761,NaN,NaN,2
111,1793,-2.102248669,-0.8720493913,1
111,1825,-2.819940329,-0.8455677032,1
111,1857,-3.671694517,-1.937379837,1
111,1889,-2.514397144,-1.215968966,1
111,1921,-0.8268488646,-0.441812396,1
111,1953,-0.2883618474,-0.1969433129,1
111,1985,-0.2824906111,0.07467228919,1
111,2017,-0.1142685413,-0.3178532422,1
143,33,-0.8845088482,0.3304420412,1
143,65,-1.207921267,-0.5053586364,1
143,97,-0.8516097069,-1.110939145,1
143,129,-0.5168656111,-1.178216219,1
143,161,-1.308922768,-2.846330166,1
143,193,-0.6427030563,-1.146549344,1
143,225,-0.1849259138,-0.6547031403,1
143,257,-0.3073712587,-0.7055238485,1
143,289,-0.1882252693,-0.9046884775,1
143,321,-0.7380988598,-0.7704373598,1
143,353,-0.507081449,-0.989565134,1
143,385,-0.3967639804,-1.641451955,1
143,417,-3.279967785,-2.400711298,1
143,449,-1.142326593,-1.572850943,1
143,481,-1.267496109,-1.098993778,1
143,513,-1.460241675,-0.194314599,1
143,545,-1.206635475,-0.05906966329,1
143,577,-1.375205517,-0.4603418708,1
143,609,-0.9679761529,-0.7360927463,1
143,641,-0.3086801171,-0.4524373412,1
143,673,-0.6120872498,-0.06197471917,1
143,705,-0.5922161937,0.1435472667,1
143,737,-0.6775072217,0.5065199137,1
143,769,-1.846543312,1.435988188,1
143,801,-0.3521094024,0.2140538543,1
143,833,-0.3436325192,-0.7883093357,1
143,865,-1.646602869,-1.565700412,1
143,897,-1.394108534,-1.013622284,1
143,929,-0.6129939556,-1.769254804,1
143,961,-0.3897753656,-2.078825712,1
143,993,-0.4814760089,-2.001731157,1
143,1025,-0.3698309958,-1.440020084,1
143,1057,-0.1919283867,-0.8758738041,1
143,1089,0.3684450984,-1.03787756,1
143,1121,2.206938267,-3.511985779,1
143,1153,-0.5585371852,-0.2747392654,1
143,1185,-2.328545094,-3.665783405,1
143,1217,-1.694033742,-2.975869179,1
143,1249,-0.6954870224,-0.8953757286,1
143,1281,-0.6048180461,-0.2742825747,1
143,1313,NaN,NaN,2
143,1345,-0.8593040109,3.402143717,1
143,1377,-1.174781799,1.587127447,1
143,1409,-0.9721301794,-0.5257356167,1
143,1441,-1.328847528,-1.675812483,1
143,1473,-2.161629677,-1.683942676,1
143,1505,-1.967943788,-0.8952866793,1
143,1537,-2.238628149,1.779270887,1
143,1569,-4.08345747,3.075768471,1
143,1601,NaN,NaN,2
143,1633,-1.556103706,0.4486281872,1
143,1665,-1.168689489,-1.023183823,1
143,1697,-0.765391469,-1.426154017,1
143,1729,-0.70695436,-0.5722155571,1
143,1761,-0.4486472607,-0.8769123554,1
143,1793,-2.099787235,-0.007204592228,1
143,1825,-3.302926064,0.6118428707,1
143,1857,-3.125465393,-0.5479552746,1
143,1889,-2.253328323,-1.013206959,1
143,1921,-0.3827462196,-0.3889493644,1
143,1953,0.223193109,0.0305172503,1
143,1985,-0.1338968277,0.2134312689,1
143,2017,-0.1579648256,-0.03875136375,1
175,33,-1.103627682,0.3916800618,1
175,65,-1.587986469,-0.4784969091,1
175,97,-1.081264496,-0.8995170593,1
175,129,-0.5810778141,-0.2134467959,1
175,161,-1.011919141,-0.7077105045,1
175,193,-0.8685705662,-0.7268083096,1
175,225,-0.2716630101,-0.9502884746,1
175,257,-0.1006097794,-0.8092657328,1
175,289,-0.1304613352,-1.026691437,1
175,321,-0.5841081738,-3.246181726,1
175,353,-0.4939581156,-0.645532012,1
175,385,-0.7182472944,-0.9346255064,1
175,417,-3.873322487,-1.895830512,1
175,449,-1.589165688,-1.498055696,1
175,481,-1.403629899,-1.355790377,1
175,513,-1.176462293,-0.9835739136,1
175,545,-1.00865376,-0.4714923501,1
175,577,-1.163971782,-0.6894901991,1
175,609,-0.8527896404,-0.9357032776,1
175,641,-0.386624217,-0.3073319793,1
175,673,-0.734100759,-0.02685810626,1
175,705,-0.6712428927,0.05627655983,1
175,737,-0.7158745527,0.2232937366,1
175,769,-0.8057617545,0.2609135509,1
175,801,0.3065714836,0.21590662,1
175,833,0.1228792667,-0.5342899561,1
175,865,-2.897902012,-1.731006503,1
175,897,-2.638875008,-1.437918186,1
175,929,-1.504468679,-2.097524643,1
175,961,-0.8708586693,-2.463107824,1
175,993,-0.8926458359,-2.919614553,1
175,1025,-0.6691739559,-2.119288445,1
175,1057,-0.3656407893,-0.7523561716,1
175,1089,-0.2377914935,-0.474378705,1
175,1121,-0.4480652213,-0.7219256163,1
175,1153,-0.5172688961,-0.8838332295,1
175,1185,-1.132753134,-1.289163351,1
175,1217,-0.7451819181,-1.257472157,1
175,1249,0.1774765849,-1.408449173,1
175,1281,-0.03384655714,-1.242235422,1
175,1313,-0.2682120204,1.042170405,1
175,1345,-0.747379303,2.606246233,1
175,1377,-1.324293375,1.55335474,1
175,1409,-1.201725841,0.2621910572,1
175,1441,-1.038355112,-0.4412606955,1
175,1473,-0.9441988468,-1.125314951,1
175,1505,-0.731369257,-0.768461585,1
175,1537,-1.699899673,1.179438114,1
175,1569,-2.133514404,2.136959076,1
175,1601,-1.964087009,0.9397664666,1
175,1633,-1.317222953,0.07474306226,1
175,1665,-0.8232096434,-0.1846120656,1
175,1697,-0.9792406559,-0.5526309609,1
