PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 44, filenames: A:[44]AVI_Pos011_TimeSrs0011_TgUtrmcherry_K4K8MO.avi & B:[45]AVI_Pos011_TimeSrs0011_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.061245203,0.02001368999,1
47,65,-2.257817745,0.6917204857,1
47,97,-2.805638552,0.4513506293,1
47,129,-3.06108427,-0.1428118348,1
47,161,-1.919495106,-0.6117156744,1
47,193,-5.088460922,-2.562827826,1
47,225,-4.580122471,-1.621727467,1
47,257,-0.8921611905,1.110182285,1
47,289,-0.915623188,0.7773489952,1
47,321,-3.469817162,0.0009361505508,1
47,353,-2.799281597,2.173167467,1
47,385,-1.542326212,4.118609905,1
47,417,-0.5833749771,4.031092644,1
47,449,-0.8168367147,3.990951538,1
47,481,-0.494328618,3.908799171,1
47,513,-0.2495716214,5.188293457,1
47,545,0.5174603462,5.268908024,1
47,577,0.1040167809,6.702136993,1
47,609,0.3875099421,0.3159916401,1
47,641,0.02436742187,0.8471271992,1
47,673,0.2929899693,1.891157627,1
47,705,0.6168984771,2.304274559,1
47,737,1.068047047,4.518938541,1
47,769,0.7575404048,1.922362328,1
47,801,0.1988708973,0.9870331287,1
47,833,-0.7779817581,1.199188232,1
47,865,-0.931588769,0.5282831192,1
47,897,-0.7572344542,0.0380987525,1
47,929,-0.2558736801,0.2918440104,1
47,961,0.8182707429,1.362665415,1
47,993,1.013100147,1.114204168,1
47,1025,0.7170488834,1.108052254,1
47,1057,0.7130081654,0.8133254051,1
47,1089,0.4743395746,0.3975127935,1
47,1121,0.09362709522,-0.07286345959,1
47,1153,-0.6251066923,0.5270636082,1
47,1185,-1.566911459,-0.8608984947,1
47,1217,-2.687516928,0.156370908,1
47,1249,-2.427045345,0.8163642883,1
47,1281,-0.5375478268,0.7745965719,1
47,1313,-0.4977321625,0.1034648865,1
47,1345,-0.6945259571,-1.084811807,1
47,1377,-0.6375391483,-0.9834519625,1
47,1409,-0.507986784,-1.268701196,1
47,1441,-0.832541585,-0.9239611626,1
47,1473,-0.7360671759,-0.7196897268,1
47,1505,0.005406737328,-0.5299692154,1
47,1537,-0.1202559471,-1.2937994,1
47,1569,-0.5055940151,-0.6933467388,1
47,1601,-0.3443175554,-1.155751824,1
47,1633,0.162047267,-0.9343285561,1
