PIVlab, ASCII chart output - 21-Nov-2024
FRAME: 6, filenames: A:[6]AVI_Pos011_TimeSrs0011_TgUtrmcherry_K4K8MO.avi & B:[7]AVI_Pos011_TimeSrs0011_TgUtrmcherry_K4K8MO.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,3.395162106,3.022478342,1
47,65,1.405691862,0.4491734505,1
47,97,0.2036803961,0.2856781483,1
47,129,0.9589165449,-0.8411784172,1
47,161,2.38635993,-1.349006057,1
47,193,3.023573399,-2.100771666,1
47,225,0.6360150576,0.1026841402,1
47,257,-1.25835371,0.7616724968,1
47,289,-0.9148955345,2.131353378,1
47,321,1.973861814,1.344395638,1
47,353,4.968057632,0.2697123289,1
47,385,6.19664669,-0.2978640199,1
47,417,6.641808987,0.2865658998,1
47,449,7.103572845,-0.2466652393,1
47,481,5.561656952,-1.108252645,1
47,513,NaN,NaN,2
47,545,3.385868073,-2.714033365,1
47,577,4.013096809,-2.958079338,1
47,609,6.481508255,-1.286530495,1
47,641,7.486478806,1.105617762,1
47,673,6.189578056,2.009251118,1
47,705,3.525421381,1.636942387,1
47,737,1.24157238,0.5247235298,1
47,769,1.808139324,0.08289909363,1
47,801,4.075134277,-0.03032588959,1
47,833,NaN,NaN,2
47,865,6.628722191,-2.536799908,1
47,897,6.35544157,-0.9812233448,1
47,929,8.306769371,0.2419177294,1
47,961,10.52484417,-0.956024766,1
47,993,10.42684078,-2.929273844,1
47,1025,NaN,NaN,2
47,1057,9.949056625,-2.71635437,1
47,1089,8.71961689,-2.869189262,1
47,1121,7.538017273,-5.034072876,1
47,1153,7.445082664,-5.325362206,1
47,1185,7.274288654,-4.981505394,1
47,1217,7.463596344,-4.256182194,1
47,1249,7.737157345,-3.244656324,1
47,1281,8.788515091,-0.9536657333,1
47,1313,11.19925404,-2.85559988,1
47,1345,11.86348343,-3.166120052,1
47,1377,8.501677513,-3.909453392,1
47,1409,7.767115593,-3.139279842,1
47,1441,3.780411243,-5.443518162,1
47,1473,NaN,NaN,2
47,1505,5.018369675,-1.894896507,1
47,1537,5.762966156,-0.05647039413,1
47,1569,NaN,NaN,2
47,1601,3.152431011,-1.712704539,1
47,1633,4.037774563,-2.21163702,1
47,1665,4.450816154,-2.38005209,1
47,1697,3.758810282,-3.182448626,1
47,1729,2.565895557,-1.060774326,1
47,1761,3.749043703,-3.193983316,1
47,1793,4.092001915,-4.917712212,1
47,1825,4.83780241,-2.490371466,1
47,1857,2.817854881,-1.329560041,1
47,1889,1.633051872,-0.9885079861,1
