 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1519.224,23.609,291.550,29.851,155.699,51.498,37.562,6.690,51.875,218,25,10.784,38.468
2,1631.105,24.329,335.168,39.751,160.846,47.450,43.768,5.705,50.800,261,18,139.844,43.165
3,677.174,22.889,373.324,30.190,102.141,33.480,25.753,9.359,35.207,293,22,178.025,25.479
4,984.846,14.174,434.151,34.331,128.712,42.160,29.742,128.393,45.138,342,16,143.746,30.417
5,2050.658,23.821,241.144,47.859,178.716,58.516,44.620,33.469,62.152,177,55,38.660,44.868
6,1399.983,20.899,406.589,48.645,150.896,48.107,37.053,123.382,49.508,316,35,162.897,34.970
7,1264.548,22.015,197.133,54.937,142.144,45.349,35.504,71.721,48.075,155,65,79.824,36.399
8,1176.221,25.752,379.166,63.491,140.012,51.280,29.205,132.718,52.678,297,37,141.546,28.603
9,1438.258,25.165,289.766,63.332,151.312,53.258,34.384,4.491,57.142,215,52,3.652,36.399
10,809.664,24.218,456.032,64.469,117.584,36.593,28.172,144.391,40.058,359,47,144.866,29.131
11,990.734,21.180,162.963,65.887,126.285,37.763,33.405,16.232,40.786,129,70,59.621,32.946
12,1847.506,24.041,348.602,80.993,176.289,57.582,40.852,143.313,61.986,264,53,139.764,43.951
13,856.772,25.540,427.508,76.953,119.178,35.277,30.923,19.794,39.128,335,67,7.125,32.517
14,1183.582,20.787,487.187,81.800,139.129,45.385,33.204,112.043,51.190,392,49,121.430,35.270
15,1485.365,27.888,256.817,86.138,164.278,54.265,34.851,163.710,57.539,190,65,155.056,39.500
16,1776.845,26.680,206.436,95.062,173.446,59.415,38.077,49.119,61.209,155,100,50.631,40.339
17,1472.116,21.916,133.556,93.919,149.302,49.626,37.769,57.039,51.548,97,95,63.435,39.432
18,1139.418,26.137,304.761,90.688,137.291,46.467,31.221,31.952,48.910,234,85,43.995,32.014
19,909.768,23.981,171.006,95.412,123.564,40.038,28.931,50.297,42.742,126,86,34.592,30.898
20,686.006,15.208,515.370,95.419,103.857,36.083,24.207,104.023,37.377,418,63,103.134,25.479
21,1292.518,25.658,456.592,100.249,145.282,44.151,37.274,120.796,48.487,368,64,121.701,36.897
22,1560.443,28.068,422.215,111.605,171.852,57.527,34.537,125.318,64.954,333,67,122.800,38.263
23,1310.184,25.446,388.734,107.530,150.551,51.209,32.576,105.334,53.220,312,70,114.228,35.373
24,952.459,24.445,330.086,111.380,121.899,38.375,31.602,12.469,41.890,255,93,10.008,31.744
25,878.854,31.116,255.070,113.467,121.848,41.430,27.009,155.897,44.761,192,84,147.171,29.268
26,743.419,21.651,491.883,114.960,111.431,36.981,25.595,177.473,39.128,390,98,7.125,27.306
