 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,647.731,26.305,309.838,34.248,101.724,34.663,23.792,4.243,35.519,240,26,172.147,25.896
2,886.214,24.068,275.991,49.218,122.386,36.313,31.073,47.846,41.502,218,54,52.125,32.513
3,543.211,24.884,248.046,51.483,91.968,27.329,25.308,158.622,31.639,193,38,147.529,24.266
4,615.345,25.779,325.503,55.676,99.176,29.670,26.406,64.533,32.849,267,60,85.764,26.842
5,337.115,24.995,299.049,54.167,79.418,23.556,18.221,28.161,27.932,237,54,34.380,20.599
6,532.906,23.547,438.718,58.762,95.572,34.355,19.750,150.287,34.997,349,42,146.310,19.534
7,805.248,23.752,403.055,63.630,112.558,34.264,29.922,157.826,36.681,322,40,124.216,29.268
8,711.032,24.126,346.570,69.260,110.720,30.842,29.353,119.835,37.456,282,41,114.905,30.672
9,440.163,24.734,374.679,62.648,83.683,28.114,19.934,10.793,29.371,299,59,38.290,19.413
10,597.679,24.196,304.334,73.647,101.603,30.639,24.838,17.699,35.705,237,55,170.218,26.693
11,739.002,24.049,248.267,76.373,109.837,32.453,28.993,12.586,36.399,198,77,53.130,30.310
12,886.214,28.679,279.734,84.008,119.422,39.804,28.348,121.463,42.065,219,55,123.232,29.202
13,628.594,27.135,200.800,83.575,101.674,31.679,25.264,21.966,35.436,153,78,38.047,26.693
14,563.821,26.343,225.088,86.571,102.557,31.264,22.962,91.112,35.374,179,84,67.834,24.851
15,413.665,21.331,137.693,82.391,91.307,28.353,18.577,45.671,28.840,110,80,67.751,18.876
16,591.791,25.047,171.737,83.178,95.988,30.290,24.876,6.641,33.139,127,67,156.251,24.266
17,500.520,27.199,376.618,81.334,95.572,31.510,20.225,177.638,33.842,296,70,14.534,22.942
18,553.516,23.468,319.329,89.204,100.597,30.564,23.058,49.363,34.531,247,75,18.435,25.433
19,638.899,24.694,399.229,93.302,100.425,30.956,26.279,42.843,33.316,317,84,33.111,28.091
20,652.148,23.887,342.913,95.973,108.832,29.386,28.256,29.184,37.041,269,86,31.608,27.625
21,501.992,29.167,426.079,95.166,92.140,29.311,21.806,157.265,33.117,340,68,151.557,22.247
22,522.601,21.534,149.003,99.414,94.323,28.242,23.560,78.301,32.961,124,96,83.660,25.503
23,599.151,32.617,257.542,100.813,100.892,29.445,25.908,2.225,34.744,198,78,167.905,26.584
24,600.623,27.937,368.792,101.543,103.146,30.229,25.299,153.058,33.117,296,71,118.443,25.602
25,565.293,31.534,304.980,107.668,98.171,31.785,22.645,141.009,32.849,238,85,175.764,23.369
26,574.125,25.677,170.843,107.185,101.968,33.707,21.687,29.084,38.368,127,97,34.695,23.908
27,537.322,26.755,200.234,105.809,93.267,31.173,21.947,9.365,31.848,154,79,162.255,23.053
28,591.791,30.796,233.510,111.365,103.318,28.380,26.550,158.634,33.842,190,106,75.466,25.515
29,686.006,23.630,132.350,116.058,107.461,34.538,25.289,148.225,35.519,95,93,172.147,26.588
30,500.520,26.450,413.488,115.760,88.292,28.132,22.653,121.304,29.621,329,90,145.008,23.781
31,772.861,31.536,278.239,118.002,112.020,33.939,28.994,21.822,37.632,213,96,178.152,30.589
32,599.151,30.131,333.384,118.855,102.730,31.019,24.593,144.646,33.558,261,99,12.529,25.791
33,762.556,25.062,392.435,123.570,115.746,38.465,25.241,130.725,39.670,318,86,113.429,27.550
34,787.582,29.008,211.396,126.997,117.584,36.418,27.536,172.710,39.203,159,99,158.199,32.014
35,565.293,22.455,483.001,121.738,94.689,28.560,25.202,142.417,33.006,391,90,126.027,25.268
36,758.140,31.054,362.116,126.880,114.152,34.230,28.201,144.403,37.456,289,92,114.905,29.276
37,426.914,25.779,179.348,124.778,84.149,26.872,20.228,15.939,28.403,135,100,160.017,19.739
38,687.478,32.271,248.872,131.558,104.324,30.820,28.401,34.873,34.167,190,110,6.116,28.773
39,650.675,24.975,157.672,135.133,105.451,32.860,25.212,128.891,35.829,125,97,118.301,25.780
