 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,996.623,24.620,323.096,57.012,127.757,36.040,35.209,17.924,41.696,262,31,98.366,33.956
2,587.374,24.266,363.152,57.605,105.745,38.498,19.426,151.020,37.377,284,42,144.246,18.918
3,968.653,25.070,293.941,65.989,138.296,40.573,30.398,134.292,47.860,230,44,149.534,32.717
4,1043.731,24.548,349.824,77.084,139.596,45.673,29.096,172.929,50.465,268,68,9.689,33.974
5,622.705,22.912,228.597,73.678,99.298,32.230,24.600,24.332,35.684,174,65,17.819,25.255
6,858.244,25.352,261.905,80.793,115.452,36.461,29.970,159.283,38.902,200,67,3.576,30.886
7,847.939,24.828,180.941,87.293,117.289,36.266,29.770,87.025,38.560,144,87,77.276,31.546
8,911.240,27.972,208.445,95.447,122.386,38.728,29.958,112.683,43.965,161,62,129.401,30.333
9,730.170,25.580,387.657,92.016,117.584,39.995,23.245,127.355,42.466,310,62,126.870,26.596
10,862.660,28.027,286.722,97.706,118.883,37.631,29.188,42.109,38.311,220,83,10.954,30.889
11,856.772,28.946,240.341,100.392,115.035,33.577,32.489,28.385,37.671,185,91,14.931,32.556
12,844.995,25.975,321.920,103.871,126.163,39.622,27.154,111.430,43.746,267,68,93.180,31.246
13,939.210,22.902,156.022,105.763,121.554,39.712,30.113,84.143,40.786,116,99,59.621,30.695
14,655.092,24.880,345.748,104.529,104.811,33.524,24.880,98.047,36.419,275,74,119.982,25.479
15,746.363,27.058,372.025,108.273,108.710,34.741,27.354,145.794,37.788,298,76,132.397,29.050
16,920.073,26.808,462.646,112.753,117.167,38.714,30.260,139.147,39.128,374,78,119.745,29.362
17,718.393,27.792,426.547,113.810,109.177,34.381,26.604,155.738,38.845,335,89,165.530,28.914
18,1149.723,31.834,259.037,123.715,137.585,41.548,35.234,23.539,45.300,194,109,20.376,37.370
19,1517.752,30.362,301.108,129.576,151.729,45.918,42.085,166.171,48.350,230,97,162.474,43.378
20,884.742,21.950,517.500,124.608,120.721,37.318,30.186,124.230,41.056,424,87,108.970,32.342
21,965.708,27.501,404.512,129.780,123.442,40.362,30.464,114.792,41.056,324,93,124.160,30.386
22,914.184,30.674,215.415,125.249,123.736,41.626,27.963,0.317,45.040,158,102,4.635,28.952
23,852.355,31.579,376.018,135.372,140.428,45.984,23.601,145.364,52.859,290,101,148.134,29.874
24,1404.399,30.360,441.436,144.236,149.058,45.943,38.921,74.689,52.299,364,141,86.009,41.181
25,905.352,25.468,135.150,139.975,151.729,50.523,22.816,44.827,61.401,97,133,37.776,25.593
26,681.590,28.901,343.069,135.268,104.740,33.442,25.951,140.264,34.934,277,100,110.323,26.565
27,1342.570,29.924,184.266,144.243,146.998,46.289,36.929,115.158,51.619,138,103,119.578,39.262
28,802.303,26.323,153.094,151.360,117.289,39.364,25.951,58.986,44.547,116,139,60.642,28.312
29,577.070,30.809,471.559,143.768,99.420,31.146,23.590,67.920,31.848,379,128,49.635,24.417
30,1293.990,27.118,248.903,152.974,152.440,49.502,33.282,162.313,53.852,185,115,165.651,36.722
31,871.493,25.649,511.280,154.498,121.726,36.899,30.072,90.073,42.379,413,111,103.241,31.546
32,640.371,32.302,329.924,153.470,105.745,33.179,24.574,150.677,36.500,258,125,164.578,24.792
33,1298.407,27.310,214.691,164.548,148.713,45.460,36.366,88.507,49.135,171,116,110.225,38.057
34,466.661,25.948,489.145,155.416,88.414,30.834,19.270,81.681,32.238,400,140,70.201,20.626
35,647.731,37.626,365.242,155.924,99.176,31.825,25.914,4.964,34.510,288,133,10.125,27.130
36,1812.175,34.496,288.194,171.544,176.584,58.454,39.473,37.366,61.986,219,159,40.236,42.635
37,1573.692,32.061,419.229,172.091,167.588,61.747,32.450,136.221,65.034,323,128,143.344,34.318
38,1319.016,28.120,532.290,177.740,145.160,45.632,36.804,56.648,47.319,431,164,67.380,37.750
39,897.991,37.695,381.154,176.379,121.726,40.056,28.544,54.096,42.742,302,157,55.408,29.366
40,1145.307,32.640,169.852,177.687,143.444,47.926,30.427,170.422,52.859,117,140,170.754,33.099
41,694.839,26.173,125.603,175.572,102.730,32.121,27.543,5.080,33.842,89,147,14.534,28.250
42,1014.288,34.884,347.784,182.001,128.295,40.557,31.842,113.479,43.085,271,139,147.653,32.236
43,683.062,32.018,318.057,182.485,105.695,32.340,26.892,29.377,36.196,248,159,39.560,27.906
44,644.787,26.489,495.960,183.897,98.709,29.673,27.667,165.981,32.032,400,141,142.696,27.906
45,909.768,33.152,246.470,185.648,122.265,39.131,29.602,0.066,41.890,185,155,169.992,27.906
46,1148.251,34.462,145.931,203.167,138.591,44.520,32.839,71.723,49.270,111,187,80.074,34.027
47,1205.663,34.805,208.838,200.928,144.987,45.323,33.870,133.905,52.186,160,148,125.538,36.084
48,943.627,31.617,403.300,198.694,121.360,37.410,32.116,143.244,41.413,314,162,174.958,30.028
49,1127.641,29.783,109.880,201.374,139.129,44.934,31.952,176.394,48.729,70,171,18.886,33.380
50,1868.116,35.200,377.725,219.410,177.295,58.305,40.795,145.030,61.974,289,170,156.949,45.871
51,1498.615,31.779,503.520,217.196,186.585,49.243,38.748,68.434,56.559,404,201,67.286,41.897
52,896.519,32.481,179.722,211.358,119.594,37.283,30.616,121.900,39.072,137,162,115.769,32.444
53,728.698,31.116,296.597,214.399,118.538,45.260,20.500,101.763,43.493,234,162,120.141,20.906
54,1123.225,33.661,469.082,212.562,138.956,44.999,31.781,113.983,50.800,371,162,130.156,31.969
55,899.463,35.016,322.141,207.759,123.564,39.681,28.861,13.466,42.673,250,161,165.174,30.778
56,973.069,37.233,272.606,215.188,127.828,39.553,31.323,105.134,43.493,218,162,120.141,33.108
57,1460.339,33.308,432.690,218.223,156.998,48.746,38.144,35.783,51.505,338,192,43.091,38.963
58,647.731,26.309,538.033,210.785,102.019,30.980,26.621,132.263,34.253,430,165,157.068,26.921
59,856.772,34.062,241.890,214.076,118.538,34.105,31.986,58.898,39.799,188,185,37.569,30.933
60,1625.217,31.118,337.129,234.710,166.461,48.714,42.479,26.014,53.880,253,193,172.235,43.710
61,1242.466,31.229,90.327,231.798,143.982,44.878,35.251,124.370,49.135,66,173,122.905,36.259
62,1732.681,22.831,558.749,242.755,170.137,61.075,36.121,86.772,63.278,457,176,94.399,37.613
63,1114.392,34.429,161.050,234.894,143.149,48.543,29.230,163.359,53.399,111,189,158.682,31.471
64,672.757,31.604,120.058,230.891,102.852,32.378,26.455,120.469,34.997,86,180,123.690,27.241
65,1064.340,31.664,529.335,246.841,144.865,52.614,25.757,106.124,56.832,433,179,106.113,28.713
66,1148.251,43.421,206.783,236.261,134.692,46.353,31.540,5.527,47.583,152,203,19.359,31.546
67,1008.400,32.776,267.164,244.939,138.296,41.526,30.919,153.711,42.931,204,191,137.291,33.059
68,1539.834,37.690,443.680,253.826,159.963,49.632,39.503,54.419,55.015,349,223,48.576,40.287
