 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,709.560,22.964,335.256,30.521,107.116,32.293,27.976,117.160,36.196,263,17,140.440,28.415
2,1252.771,22.932,257.861,34.722,143.149,48.277,33.040,29.655,52.102,196,40,27.759,33.773
3,789.054,24.760,308.162,32.150,120.010,43.036,23.345,141.086,46.201,235,20,150.068,25.781
4,828.802,24.614,363.817,38.329,114.152,36.447,28.953,109.848,38.902,298,16,93.576,30.333
5,865.604,20.887,393.669,38.599,129.422,37.153,29.664,131.754,41.413,311,22,148.173,32.860
6,646.259,22.543,223.192,37.089,98.831,30.793,26.722,27.697,33.733,173,39,37.694,26.693
7,675.701,24.446,292.266,45.700,109.055,36.160,23.793,142.137,38.845,227,34,165.530,23.056
8,774.333,23.064,430.217,53.623,118.173,38.773,25.428,129.270,40.696,341,36,153.435,25.495
9,671.285,17.871,455.432,48.173,103.735,35.803,23.872,147.788,37.632,360,33,159.228,24.880
10,945.099,21.050,190.803,53.654,120.843,40.771,29.515,31.852,43.205,142,54,38.157,31.152
11,755.196,24.303,272.253,60.863,116.457,38.459,25.002,163.268,42.673,206,48,165.174,28.334
12,871.493,23.307,342.288,59.473,120.305,39.863,27.836,165.202,44.165,264,43,164.055,29.843
13,983.374,24.010,225.915,63.370,131.311,43.708,28.646,9.505,47.876,167,56,8.746,32.268
14,706.616,25.808,381.161,68.089,110.720,38.183,23.563,124.137,41.324,300,49,139.764,24.994
15,877.381,23.807,408.899,69.220,123.686,37.737,29.603,132.632,44.745,322,47,139.399,31.432
16,562.348,25.049,309.187,65.430,96.871,32.067,22.328,25.551,32.669,241,58,31.329,22.009
17,554.988,17.375,479.841,67.271,115.035,30.926,22.849,156.749,35.374,382,53,157.834,28.137
18,921.545,25.096,447.265,78.948,127.412,40.656,28.860,13.788,44.547,350,72,29.358,32.114
19,582.958,28.096,241.317,83.927,107.288,29.365,25.276,72.389,36.033,186,74,45.000,27.750
20,921.545,23.285,161.132,89.543,124.864,45.610,25.725,59.506,49.135,119,88,57.095,27.454
21,686.006,27.057,264.884,83.997,111.675,33.869,25.789,123.444,42.065,208,54,123.232,26.693
22,612.400,27.721,361.586,81.942,100.181,29.115,26.781,155.133,32.961,299,54,96.340,27.421
23,1295.462,26.312,198.387,85.999,143.566,49.219,33.512,166.789,50.334,145,62,164.624,35.507
24,1065.812,22.772,325.401,88.052,127.879,40.947,33.141,48.539,43.493,253,82,30.141,33.460
25,818.497,26.960,291.921,89.890,114.568,35.806,29.106,73.333,38.560,233,89,77.276,28.923
26,844.995,23.952,498.126,101.497,118.711,39.872,26.983,91.831,44.282,404,101,80.538,26.693
27,764.028,22.388,473.879,100.745,116.112,38.574,25.219,104.040,42.897,384,67,118.740,26.999
28,404.832,27.449,382.282,95.015,86.992,28.014,18.399,13.350,29.966,304,85,31.759,19.964
29,468.133,28.244,409.003,94.123,87.531,28.426,20.969,1.421,29.621,329,86,34.992,19.413
30,1104.087,27.786,348.873,109.463,136.997,41.230,34.096,17.715,44.431,272,103,34.992,38.331
31,1154.139,28.020,442.481,107.960,143.566,45.102,32.582,152.951,51.491,350,73,145.561,34.903
32,825.857,29.706,228.058,108.502,115.868,33.688,31.213,53.980,36.901,180,104,80.538,32.602
33,772.861,25.830,179.169,113.941,109.421,33.666,29.230,91.461,36.500,145,79,111.448,29.119
34,1052.563,32.049,261.726,114.710,128.468,38.718,34.614,23.543,42.673,199,99,14.826,35.730
35,808.192,22.513,126.534,116.302,113.563,37.816,27.211,65.365,39.372,99,112,56.310,27.673
36,1058.452,29.330,308.046,118.605,136.164,43.273,31.143,160.065,49.568,234,90,158.459,34.184
