 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,Feret,FeretX,FeretY,FeretAngle,MinFeret
1,1560.443,23.067,257.825,35.989,159.009,46.435,42.787,106.830,52.566,206,49,71.147,42.323
2,830.274,24.515,317.308,32.970,115.452,35.160,30.066,2.327,38.311,246,26,169.046,30.191
3,931.850,21.368,386.500,40.826,123.026,39.565,29.988,146.475,43.358,301,26,162.072,30.959
4,1538.362,24.681,223.515,56.031,162.146,51.158,38.287,161.827,55.335,162,38,164.745,42.086
5,1133.530,23.280,359.484,53.371,133.859,43.815,32.940,131.739,46.693,279,34,155.433,33.225
6,1280.741,24.765,293.555,57.960,140.134,43.806,37.225,114.412,46.201,232,31,119.932,39.325
7,884.742,24.148,329.954,61.004,123.980,36.291,31.040,143.320,40.551,259,41,141.072,33.482
8,775.805,21.601,460.202,59.200,118.294,42.837,23.059,128.772,45.479,367,36,133.919,24.417
9,696.311,20.280,186.427,62.372,103.562,34.852,25.438,83.791,35.931,152,36,101.689,25.479
10,808.192,23.615,409.449,66.123,118.589,40.553,25.375,111.967,41.270,335,38,114.305,28.544
11,912.712,23.110,434.284,66.472,126.701,42.670,27.235,105.583,46.122,346,40,116.565,27.666
12,893.575,24.815,263.727,75.112,116.579,36.230,31.403,153.050,38.311,202,59,169.046,32.305
13,937.738,25.808,390.981,82.239,127.168,44.659,26.735,122.688,45.608,315,50,118.610,27.620
14,666.869,26.213,208.152,82.975,101.136,31.000,27.390,176.730,32.849,158,66,4.236,26.693
15,1054.035,27.886,364.053,90.471,134.154,44.870,29.910,131.379,46.819,288,59,121.218,31.478
16,606.512,29.722,456.837,86.666,98.293,28.863,26.755,31.638,32.238,364,75,19.799,26.045
17,1389.678,22.988,326.952,93.997,150.724,46.756,37.843,127.708,50.698,257,60,111.038,39.074
18,1115.864,27.832,238.642,96.067,133.737,41.941,33.875,109.373,44.098,196,98,82.093,33.807
19,1567.804,23.071,487.347,101.040,158.592,46.446,42.979,101.188,49.568,394,63,111.541,42.252
20,925.961,24.632,178.471,97.752,121.015,39.954,29.508,59.066,41.837,140,96,60.461,29.276
21,998.095,28.495,294.293,98.129,126.701,43.017,29.542,98.162,44.165,235,65,105.945,28.971
22,939.210,28.168,425.848,101.127,124.031,36.778,32.515,152.744,40.113,334,83,3.468,33.328
23,656.564,31.344,268.941,105.762,105.278,31.053,26.921,103.591,33.316,223,101,79.509,28.655
24,1868.116,30.568,210.443,121.861,170.431,53.537,44.428,119.666,56.870,162,79,123.690,46.138
25,1076.117,22.801,124.620,117.869,130.428,44.072,31.089,57.534,45.608,95,114,61.390,32.457
26,781.694,28.518,457.370,116.209,115.157,40.486,24.584,135.952,42.118,367,82,131.496,26.596
27,1127.641,25.849,396.056,118.503,136.042,40.669,35.303,164.516,45.479,309,92,170.789,36.157
28,905.352,22.909,151.446,123.245,121.432,43.140,26.721,67.079,43.981,116,118,65.556,27.084
29,1435.314,31.465,352.505,126.213,148.591,45.362,40.287,48.287,48.910,272,113,29.745,40.724
30,766.973,30.800,315.124,126.576,107.583,34.027,28.699,130.322,35.332,255,90,105.945,29.301
31,700.727,23.072,512.929,127.820,108.294,37.197,23.986,105.889,38.368,421,90,108.435,26.584
32,1717.960,28.698,253.853,141.272,170.898,56.184,38.933,110.985,59.502,208,93,92.337,42.952
33,858.244,27.139,174.509,135.292,120.599,39.187,27.886,56.244,41.907,139,128,67.891,29.843
34,874.437,32.102,284.950,135.468,121.726,38.087,29.233,83.640,42.535,233,131,86.730,30.604
35,1311.656,28.997,450.176,145.317,162.857,55.739,29.962,113.353,62.009,354,99,120.579,35.018
36,815.552,33.455,421.614,139.458,114.446,37.341,27.808,106.162,39.128,347,131,82.875,29.843
37,856.772,27.996,493.814,142.028,124.031,44.035,24.773,126.562,45.785,394,104,122.005,24.489
38,746.363,32.939,381.133,144.852,108.466,33.919,28.017,118.237,37.632,310,104,110.772,27.454
39,843.523,22.564,97.828,149.901,119.005,38.557,27.855,58.612,41.784,73,139,64.179,30.332
40,1311.656,31.780,480.093,167.135,168.888,51.581,32.377,103.565,63.057,391,108,101.094,37.832
41,984.846,25.931,123.347,157.666,130.844,45.865,27.340,70.562,47.799,94,149,66.038,26.474
42,562.348,37.170,304.353,152.708,94.567,30.136,23.759,8.878,32.556,237,131,26.565,25.461
43,1292.518,35.083,336.980,163.710,151.851,52.343,31.441,118.159,54.935,262,119,136.790,33.739
44,1564.860,30.822,190.460,164.719,155.577,50.054,39.806,38.946,53.178,139,148,34.778,39.366
45,637.426,31.892,407.090,159.951,106.161,37.143,21.851,122.658,40.786,328,117,120.379,22.306
46,1014.288,22.751,73.602,170.831,138.002,51.569,25.043,89.555,54.720,61,162,86.186,27.481
47,1263.076,31.459,150.546,167.335,143.149,46.920,34.275,83.338,48.350,116,119,107.526,35.299
48,1332.265,29.049,231.992,169.176,146.043,49.404,34.335,124.113,50.465,187,119,99.689,33.460
49,822.913,24.902,520.593,164.078,114.568,34.827,30.085,89.527,36.721,428,150,82.405,31.546
50,674.229,37.929,364.631,165.100,103.146,34.455,24.915,108.457,35.829,290,124,118.301,26.858
51,640.371,25.385,545.591,165.731,101.552,36.867,22.116,94.701,36.721,448,152,82.405,20.626
52,546.155,29.754,433.460,169.662,93.440,27.568,25.224,139.291,29.843,347,132,153.435,25.738
53,1492.726,34.598,274.260,189.183,171.020,58.477,32.502,100.714,64.351,227,183,87.839,35.130
54,990.734,32.694,304.599,176.924,135.403,43.012,29.328,156.297,48.045,234,131,135.000,31.709
55,1233.634,36.059,390.859,185.630,150.185,45.549,34.484,93.171,51.190,318,175,84.560,39.226
56,619.761,19.823,98.251,181.493,97.410,29.733,26.539,57.635,32.782,71,159,51.009,26.588
57,961.292,29.590,505.202,194.063,122.731,38.708,31.620,95.442,42.379,414,142,103.241,33.449
58,1049.619,31.280,450.776,194.425,135.159,42.539,31.416,72.051,46.677,374,182,81.027,34.184
59,1298.407,33.744,210.641,199.071,144.033,42.769,38.654,64.667,46.834,164,182,73.443,38.891
60,709.560,30.584,421.252,194.837,105.156,35.169,25.689,116.662,37.219,341,147,109.026,27.386
61,715.449,29.163,121.231,194.394,106.161,36.435,25.002,53.719,37.041,91,173,58.392,25.238
62,653.620,28.210,531.888,195.960,102.557,34.928,23.827,85.823,36.581,440,147,95.711,23.053
63,1692.934,34.025,176.049,210.976,169.720,59.670,36.124,102.450,65.034,138,148,104.036,37.916
64,1314.600,31.982,336.870,207.467,150.724,52.173,32.082,106.473,56.832,269,150,106.113,32.214
65,1027.537,35.579,366.925,204.668,129.717,45.440,28.792,114.248,47.319,296,150,112.620,30.642
66,924.489,21.314,553.471,206.454,127.585,45.206,26.039,87.353,47.459,455,189,85.601,29.200
67,1009.872,24.777,58.561,207.838,126.874,43.736,29.399,81.882,46.170,47,190,86.987,29.513
68,1423.537,36.202,253.746,215.877,165.872,57.797,31.360,106.059,59.650,207,152,94.667,35.621
69,1224.801,33.417,142.290,212.794,147.292,48.542,32.126,76.275,52.998,111,198,74.055,36.399
70,978.957,33.042,471.684,212.695,135.453,47.457,26.265,67.257,48.547,387,196,88.568,25.503
71,1158.556,26.419,90.395,214.343,141.434,44.369,33.246,89.411,48.774,69,159,95.711,35.306
72,983.374,35.938,305.721,210.233,127.118,38.907,32.181,128.775,42.931,241,160,137.291,34.503
73,708.088,34.875,409.648,218.757,114.324,36.738,24.540,109.680,41.890,333,165,100.008,27.113
74,752.251,37.588,229.680,224.677,112.314,36.657,26.129,95.555,41.413,190,202,84.958,29.030
75,755.196,29.916,485.012,234.283,138.713,53.535,17.961,76.861,57.347,399,215,83.928,20.934
76,1148.251,36.013,435.599,231.859,143.200,42.979,34.016,64.972,48.669,357,172,94.289,33.851
77,1027.537,31.419,526.591,233.197,150.551,51.394,25.456,90.681,55.029,428,172,104.036,29.721
78,953.931,32.762,115.796,233.030,124.325,39.843,30.484,99.130,43.948,90,174,96.340,32.014
79,1204.191,40.279,505.273,243.767,160.258,59.432,25.798,97.786,64.168,410,175,105.350,28.844
80,554.988,35.931,392.486,229.935,96.161,33.841,20.881,121.330,34.701,318,176,126.469,20.527
81,1123.225,20.311,570.733,240.517,140.723,49.236,29.047,97.804,52.859,469,176,99.246,30.062
82,867.077,33.057,293.078,237.628,123.026,43.823,25.192,125.368,46.614,227,184,128.660,25.738
83,1192.414,41.916,207.070,243.186,138.469,43.968,34.531,133.343,46.440,163,182,123.275,33.332
84,1339.626,33.416,367.547,243.723,149.769,49.618,34.376,134.940,51.619,293,182,119.578,34.627
85,870.021,32.106,71.923,242.886,115.573,39.506,28.040,94.506,40.930,53,216,78.024,29.119
86,1168.860,32.183,323.651,247.095,141.017,44.455,33.477,85.340,48.910,266,185,97.125,34.626
87,959.820,24.910,49.381,253.259,136.408,54.023,22.621,96.118,54.491,36,186,101.560,24.509
88,880.326,35.386,157.807,245.009,115.208,34.636,32.361,134.770,38.902,129,187,93.576,30.028
89,702.200,25.729,545.850,248.958,108.710,37.779,23.666,83.053,39.297,446,220,81.119,25.479
90,930.378,39.045,455.422,253.614,126.163,44.068,26.881,59.011,43.948,374,227,83.660,26.612
91,1380.845,31.270,277.387,260.577,156.754,53.635,32.780,120.520,59.502,224,192,106.587,34.810
92,1108.504,31.910,97.571,263.405,137.169,44.232,31.909,90.700,47.459,79,197,94.399,35.015
93,1659.075,35.569,136.668,271.455,167.050,54.871,38.497,112.234,60.968,110,199,95.711,40.190
94,1040.786,42.736,243.038,260.922,126.285,38.754,34.194,104.756,40.332,197,199,105.709,34.503
95,1208.608,36.830,349.249,271.242,146.043,45.562,33.775,104.059,55.335,283,200,105.255,36.033
96,884.742,38.931,422.303,263.414,121.432,40.624,27.730,119.842,44.115,336,201,121.504,29.920
97,1450.035,42.020,181.503,270.493,153.028,46.868,39.392,90.856,51.833,146,201,110.556,41.735
98,734.586,36.297,397.667,263.712,112.730,39.009,23.977,94.076,42.742,329,236,83.480,26.366
99,625.649,44.282,470.822,272.645,102.019,36.601,21.765,70.337,37.671,383,239,75.069,22.637
100,1423.537,42.414,311.749,287.121,168.177,51.063,35.495,102.802,63.302,252,214,102.171,38.214
