 ,Area,Mean,Min,Max,Angle,Slice,Length
1,7.314E-7,184.209,102,492,-90,1,0.004
2,7.314E-7,170.208,103,339,-90,2,0.004
3,7.314E-7,154.185,97,349,-90,3,0.004
4,7.314E-7,137.316,93,338,-90,4,0.004
5,7.314E-7,132.760,91,380,-90,5,0.004
6,7.314E-7,131.990,93,361,-90,6,0.004
7,7.314E-7,131.880,94,400,-90,7,0.004
8,7.314E-7,132.064,92,384,-90,8,0.004
9,7.314E-7,131.517,90,338,-90,9,0.004
10,7.314E-7,131.577,90,376,-90,10,0.004
11,7.314E-7,131.901,93,397,-90,11,0.004
12,7.314E-7,131.813,89,400,-90,12,0.004
13,7.314E-7,132.285,92,411,-90,13,0.004
14,7.314E-7,132.068,92,396,-90,14,0.004
15,7.314E-7,132.716,89,417,-90,15,0.004
16,7.314E-7,132.707,93,382,-90,16,0.004
17,7.314E-7,133.002,95,398,-90,17,0.004
18,7.314E-7,133.308,91,414,-90,18,0.004
19,7.314E-7,133.922,94,410,-90,19,0.004
20,7.314E-7,134.198,93,428,-90,20,0.004
21,7.314E-7,135.062,95,414,-90,21,0.004
22,7.314E-7,135.630,94,398,-90,22,0.004
23,7.314E-7,135.824,94,402,-90,23,0.004
24,7.314E-7,136.215,94,429,-90,24,0.004
25,7.314E-7,136.920,94,412,-90,25,0.004
26,7.314E-7,137.397,96,409,-90,26,0.004
27,7.314E-7,137.644,92,397,-90,27,0.004
28,7.314E-7,138.386,95,414,-90,28,0.004
29,7.314E-7,139.156,96,391,-90,29,0.004
30,7.314E-7,139.175,95,424,-90,30,0.004
31,7.314E-7,140.101,97,416,-90,31,0.004
32,7.314E-7,140.265,97,417,-90,32,0.004
33,7.314E-7,141.062,95,404,-90,33,0.004
34,7.314E-7,141.988,97,408,-90,34,0.004
35,7.314E-7,142.315,94,411,-90,35,0.004
36,7.314E-7,143.143,97,388,-90,36,0.004
37,7.314E-7,143.384,96,399,-90,37,0.004
38,7.314E-7,144.479,95,410,-90,38,0.004
39,7.314E-7,144.514,99,416,-90,39,0.004
40,7.314E-7,145.466,99,421,-90,40,0.004
41,7.314E-7,146.300,98,425,-90,41,0.004
42,7.314E-7,146.979,98,391,-90,42,0.004
43,7.314E-7,147.196,97,403,-90,43,0.004
44,7.314E-7,148.482,99,399,-90,44,0.004
45,7.314E-7,149.133,98,385,-90,45,0.004
46,7.314E-7,149.796,98,393,-90,46,0.004
47,7.314E-7,151.017,95,377,-90,47,0.004
48,7.314E-7,152.482,99,394,-90,48,0.004
49,7.314E-7,152.941,100,407,-90,49,0.004
50,7.314E-7,153.999,99,395,-90,50,0.004
51,7.314E-7,154.689,98,408,-90,51,0.004
52,7.314E-7,155.495,96,403,-90,52,0.004
53,7.314E-7,156.635,99,441,-90,53,0.004
54,7.314E-7,157.441,99,412,-90,54,0.004
55,7.314E-7,158.089,99,413,-90,55,0.004
56,7.314E-7,158.658,98,407,-90,56,0.004
57,7.314E-7,159.149,96,419,-90,57,0.004
58,7.314E-7,160.156,102,392,-90,58,0.004
59,7.314E-7,160.755,94,391,-90,59,0.004
60,7.314E-7,161.582,101,422,-90,60,0.004
61,7.314E-7,162.856,101,412,-90,61,0.004
62,7.314E-7,163.671,98,388,-90,62,0.004
63,7.314E-7,164.430,92,412,-90,63,0.004
64,7.314E-7,165.213,101,432,-90,64,0.004
65,7.314E-7,165.149,98,372,-90,65,0.004
66,7.314E-7,166.349,99,399,-90,66,0.004
67,7.314E-7,166.418,101,407,-90,67,0.004
68,7.314E-7,167.483,97,399,-90,68,0.004
69,7.314E-7,168.110,101,387,-90,69,0.004
70,7.314E-7,168.738,101,410,-90,70,0.004
71,7.314E-7,169.095,100,385,-90,71,0.004
72,7.314E-7,170.253,96,384,-90,72,0.004
73,7.314E-7,171.280,102,393,-90,73,0.004
74,7.314E-7,172.157,100,388,-90,74,0.004
75,7.314E-7,172.476,101,402,-90,75,0.004
76,7.314E-7,173.406,102,393,-90,76,0.004
77,7.314E-7,173.019,98,404,-90,77,0.004
78,7.314E-7,173.987,100,373,-90,78,0.004
79,7.314E-7,174.440,98,387,-90,79,0.004
80,7.314E-7,175.220,100,378,-90,80,0.004
81,7.314E-7,176.463,91,385,-90,81,0.004
82,7.314E-7,177.004,98,389,-90,82,0.004
83,7.314E-7,177.245,96,397,-90,83,0.004
84,7.314E-7,177.680,100,389,-90,84,0.004
85,7.314E-7,178.081,92,387,-90,85,0.004
86,7.314E-7,178.604,97,367,-90,86,0.004
87,7.314E-7,180.144,97,379,-90,87,0.004
88,7.314E-7,180.696,99,399,-90,88,0.004
89,7.314E-7,180.792,90,383,-90,89,0.004
90,7.314E-7,181.370,95,396,-90,90,0.004
91,7.314E-7,181.273,100,385,-90,91,0.004
92,7.314E-7,182.747,97,413,-90,92,0.004
93,7.314E-7,183.322,93,396,-90,93,0.004
94,7.314E-7,183.840,98,422,-90,94,0.004
95,7.314E-7,184.516,96,393,-90,95,0.004
96,7.314E-7,184.247,100,407,-90,96,0.004
97,7.314E-7,185.367,101,402,-90,97,0.004
98,7.314E-7,185.372,100,403,-90,98,0.004
99,7.314E-7,185.773,98,395,-90,99,0.004
100,7.314E-7,186.815,91,416,-90,100,0.004
101,7.314E-7,186.823,97,427,-90,101,0.004
102,7.314E-7,187.479,100,419,-90,102,0.004
103,7.314E-7,188.069,98,435,-90,103,0.004
104,7.314E-7,188.740,99,416,-90,104,0.004
105,7.314E-7,188.776,99,413,-90,105,0.004
106,7.314E-7,189.475,95,381,-90,106,0.004
107,7.314E-7,189.815,98,442,-90,107,0.004
108,7.314E-7,190.128,101,474,-90,108,0.004
109,7.314E-7,191.089,98,410,-90,109,0.004
110,7.314E-7,190.649,91,404,-90,110,0.004
111,7.314E-7,191.623,99,434,-90,111,0.004
112,7.314E-7,192.401,100,410,-90,112,0.004
113,7.314E-7,192.195,96,436,-90,113,0.004
114,7.314E-7,192.964,97,408,-90,114,0.004
115,7.314E-7,193.040,99,436,-90,115,0.004
116,7.314E-7,193.682,96,424,-90,116,0.004
117,7.314E-7,194.120,99,405,-90,117,0.004
118,7.314E-7,194.723,100,419,-90,118,0.004
119,7.314E-7,195.668,96,427,-90,119,0.004
120,7.314E-7,195.726,98,430,-90,120,0.004
121,7.314E-7,195.703,101,412,-90,121,0.004
122,7.314E-7,194.763,94,450,-90,122,0.004
123,7.314E-7,196.174,99,448,-90,123,0.004
124,7.314E-7,196.876,101,432,-90,124,0.004
125,7.314E-7,197.079,98,429,-90,125,0.004
126,7.314E-7,196.813,99,418,-90,126,0.004
127,7.314E-7,197.613,98,430,-90,127,0.004
128,7.314E-7,198.105,92,427,-90,128,0.004
129,7.314E-7,198.964,98,415,-90,129,0.004
130,7.314E-7,198.315,99,427,-90,130,0.004
131,7.314E-7,198.694,96,399,-90,131,0.004
132,7.314E-7,199.073,99,417,-90,132,0.004
133,7.314E-7,199.522,97,406,-90,133,0.004
134,7.314E-7,200.342,98,406,-90,134,0.004
135,7.314E-7,199.878,98,405,-90,135,0.004
136,7.314E-7,199.077,93,400,-90,136,0.004
137,7.314E-7,200.445,92,393,-90,137,0.004
138,7.314E-7,199.683,102,397,-90,138,0.004
139,7.314E-7,200.499,100,400,-90,139,0.004
140,7.314E-7,201.675,93,402,-90,140,0.004
141,7.314E-7,201.008,100,410,-90,141,0.004
142,7.314E-7,200.397,101,397,-90,142,0.004
143,7.314E-7,200.675,100,391,-90,143,0.004
144,7.314E-7,199.885,94,403,-90,144,0.004
145,7.314E-7,200.238,98,410,-90,145,0.004
146,7.314E-7,199.829,104,384,-90,146,0.004
147,7.314E-7,200.401,100,386,-90,147,0.004
148,7.314E-7,200.471,97,382,-90,148,0.004
149,7.314E-7,201.432,97,374,-90,149,0.004
150,7.314E-7,201.007,102,388,-90,150,0.004
151,7.314E-7,201.847,101,375,-90,151,0.004
152,7.314E-7,201.043,99,375,-90,152,0.004
153,7.314E-7,201.697,98,379,-90,153,0.004
154,7.314E-7,202.123,97,367,-90,154,0.004
155,7.314E-7,201.572,94,372,-90,155,0.004
156,7.314E-7,202.119,101,394,-90,156,0.004
157,7.314E-7,202.459,97,373,-90,157,0.004
158,7.314E-7,202.513,100,377,-90,158,0.004
159,7.314E-7,202.861,98,371,-90,159,0.004
160,7.314E-7,202.432,93,369,-90,160,0.004
161,7.314E-7,202.867,98,368,-90,161,0.004
162,7.314E-7,203.422,96,380,-90,162,0.004
163,7.314E-7,203.432,101,376,-90,163,0.004
164,7.314E-7,203.848,98,373,-90,164,0.004
165,7.314E-7,203.520,103,380,-90,165,0.004
166,7.314E-7,203.094,103,361,-90,166,0.004
167,7.314E-7,203.636,97,373,-90,167,0.004
168,7.314E-7,202.895,100,379,-90,168,0.004
169,7.314E-7,203.104,100,374,-90,169,0.004
170,7.314E-7,203.127,99,371,-90,170,0.004
171,7.314E-7,203.895,98,370,-90,171,0.004
172,7.314E-7,203.108,97,380,-90,172,0.004
173,7.314E-7,202.771,102,391,-90,173,0.004
174,7.314E-7,202.695,102,417,-90,174,0.004
175,7.314E-7,202.698,98,395,-90,175,0.004
176,7.314E-7,202.922,100,396,-90,176,0.004
177,7.314E-7,202.655,98,386,-90,177,0.004
178,7.314E-7,202.273,100,384,-90,178,0.004
179,7.314E-7,201.926,103,400,-90,179,0.004
180,7.314E-7,202.533,101,407,-90,180,0.004
181,7.314E-7,201.790,102,401,-90,181,0.004
182,7.314E-7,201.641,95,385,-90,182,0.004
183,7.314E-7,202.178,103,398,-90,183,0.004
184,7.314E-7,201.045,97,415,-90,184,0.004
185,7.314E-7,201.793,101,409,-90,185,0.004
186,7.314E-7,200.439,93,402,-90,186,0.004
187,7.314E-7,200.764,102,391,-90,187,0.004
188,7.314E-7,200.909,98,382,-90,188,0.004
189,7.314E-7,201.218,102,388,-90,189,0.004
190,7.314E-7,200.943,102,392,-90,190,0.004
191,7.314E-7,201.378,100,406,-90,191,0.004
192,7.314E-7,200.636,102,415,-90,192,0.004
193,7.314E-7,200.623,99,405,-90,193,0.004
194,7.314E-7,200.994,105,409,-90,194,0.004
195,7.314E-7,200.435,97,400,-90,195,0.004
196,7.314E-7,199.777,103,422,-90,196,0.004
197,7.314E-7,200.727,101,414,-90,197,0.004
198,7.314E-7,200.432,104,409,-90,198,0.004
199,7.314E-7,200.893,101,427,-90,199,0.004
200,7.314E-7,200.789,102,398,-90,200,0.004
201,7.314E-7,200.474,100,405,-90,201,0.004
202,7.314E-7,200.520,102,395,-90,202,0.004
