 ,Area,Mean,Min,Max,Angle,Slice,Length
1,5.783E-7,166.946,107,317,1.548,5,0.002
2,5.783E-7,155.086,97,324,1.548,6,0.002
3,5.783E-7,131.841,96,268,1.548,7,0.002
4,5.783E-7,129.051,92,277,1.548,8,0.002
5,5.783E-7,129.301,93,285,1.548,9,0.002
6,5.783E-7,128.812,94,254,1.548,10,0.002
7,5.783E-7,128.136,91,271,1.548,11,0.002
8,5.783E-7,128.274,92,294,1.548,12,0.002
9,5.783E-7,127.870,90,268,1.548,13,0.002
10,5.783E-7,128.308,90,272,1.548,14,0.002
11,5.783E-7,128.382,89,263,1.548,15,0.002
12,5.783E-7,127.893,91,270,1.548,16,0.002
13,5.783E-7,128.294,88,264,1.548,17,0.002
14,5.783E-7,128.069,92,258,1.548,18,0.002
15,5.783E-7,127.803,90,266,1.548,19,0.002
16,5.783E-7,128.107,90,257,1.548,20,0.002
17,5.783E-7,128.110,90,273,1.548,21,0.002
18,5.783E-7,128.494,90,292,1.548,22,0.002
19,5.783E-7,128.356,89,270,1.548,23,0.002
20,5.783E-7,129.180,92,294,1.548,24,0.002
21,5.783E-7,129.603,92,261,1.548,25,0.002
22,5.783E-7,130.728,93,315,1.548,26,0.002
23,5.783E-7,130.950,91,290,1.548,27,0.002
24,5.783E-7,131.593,94,291,1.548,28,0.002
25,5.783E-7,132.929,93,271,1.548,29,0.002
26,5.783E-7,132.990,90,289,1.548,30,0.002
27,5.783E-7,134.277,95,290,1.548,31,0.002
28,5.783E-7,134.954,94,305,1.548,32,0.002
29,5.783E-7,136.189,95,311,1.548,33,0.002
30,5.783E-7,137.277,93,326,1.548,34,0.002
31,5.783E-7,137.640,94,331,1.548,35,0.002
32,5.783E-7,139.208,96,321,1.548,36,0.002
33,5.783E-7,139.943,96,329,1.548,37,0.002
34,5.783E-7,141.322,96,313,1.548,38,0.002
35,5.783E-7,141.823,96,306,1.548,39,0.002
36,5.783E-7,143.428,96,304,1.548,40,0.002
37,5.783E-7,144.652,96,337,1.548,41,0.002
38,5.783E-7,144.698,98,346,1.548,42,0.002
39,5.783E-7,146.818,96,321,1.548,43,0.002
40,5.783E-7,147.656,97,350,1.548,44,0.002
41,5.783E-7,148.541,95,350,1.548,45,0.002
42,5.783E-7,149.668,97,332,1.548,46,0.002
43,5.783E-7,150.680,95,348,1.548,47,0.002
44,5.783E-7,151.675,94,348,1.548,48,0.002
45,5.783E-7,152.808,98,334,1.548,49,0.002
46,5.783E-7,154.253,96,336,1.548,50,0.002
47,5.783E-7,154.721,100,363,1.548,51,0.002
48,5.783E-7,155.814,100,342,1.548,52,0.002
49,5.783E-7,157.183,102,382,1.548,53,0.002
50,5.783E-7,159.103,102,389,1.548,54,0.002
51,5.783E-7,160.097,99,401,1.548,55,0.002
52,5.783E-7,161.380,99,390,1.548,56,0.002
53,5.783E-7,162.782,102,407,1.548,57,0.002
54,5.783E-7,163.658,101,417,1.548,58,0.002
55,5.783E-7,165.521,94,384,1.548,59,0.002
56,5.783E-7,166.251,102,393,1.548,60,0.002
57,5.783E-7,167.251,104,424,1.548,61,0.002
58,5.783E-7,169.066,104,434,1.548,62,0.002
59,5.783E-7,169.961,103,437,1.548,63,0.002
60,5.783E-7,171.491,104,429,1.548,64,0.002
61,5.783E-7,172.956,107,440,1.548,65,0.002
62,5.783E-7,175.224,105,434,1.548,66,0.002
63,5.783E-7,176.711,105,462,1.548,67,0.002
64,5.783E-7,178.522,105,433,1.548,68,0.002
65,5.783E-7,179.918,108,443,1.548,69,0.002
66,5.783E-7,181.384,109,437,1.548,70,0.002
67,5.783E-7,182.990,109,440,1.548,71,0.002
68,5.783E-7,185.379,110,470,1.548,72,0.002
69,5.783E-7,186.438,106,435,1.548,73,0.002
70,5.783E-7,188.090,105,451,1.548,74,0.002
71,5.783E-7,190.013,109,481,1.548,75,0.002
72,5.783E-7,191.613,113,454,1.548,76,0.002
73,5.783E-7,193.619,113,454,1.548,77,0.002
74,5.783E-7,193.637,110,471,1.548,78,0.002
75,5.783E-7,196.976,115,479,1.548,79,0.002
76,5.783E-7,197.763,115,487,1.548,80,0.002
77,5.783E-7,199.075,113,501,1.548,81,0.002
78,5.783E-7,200.721,111,474,1.548,82,0.002
79,5.783E-7,201.500,114,496,1.548,83,0.002
80,5.783E-7,202.708,115,489,1.548,84,0.002
81,5.783E-7,204.229,120,491,1.548,85,0.002
82,5.783E-7,206.197,114,490,1.548,86,0.002
83,5.783E-7,207.447,113,478,1.548,87,0.002
84,5.783E-7,208.106,120,491,1.548,88,0.002
85,5.783E-7,209.387,121,505,1.548,89,0.002
86,5.783E-7,210.415,122,505,1.548,90,0.002
87,5.783E-7,212.136,120,500,1.548,91,0.002
88,5.783E-7,213.504,122,520,1.548,92,0.002
89,5.783E-7,213.862,114,535,1.548,93,0.002
90,5.783E-7,215.262,119,544,1.548,94,0.002
91,5.783E-7,217.129,121,541,1.548,95,0.002
92,5.783E-7,218.710,120,506,1.548,96,0.002
93,5.783E-7,220.321,115,531,1.548,97,0.002
94,5.783E-7,221.941,112,566,1.548,98,0.002
95,5.783E-7,223.186,123,564,1.548,99,0.002
96,5.783E-7,223.813,119,590,1.548,100,0.002
97,5.783E-7,225.435,121,611,1.548,101,0.002
98,5.783E-7,226.743,121,585,1.548,102,0.002
99,5.783E-7,228.708,126,558,1.548,103,0.002
100,5.783E-7,229.107,121,590,1.548,104,0.002
101,5.783E-7,230.595,120,594,1.548,105,0.002
102,5.783E-7,231.615,124,585,1.548,106,0.002
103,5.783E-7,231.215,118,633,1.548,107,0.002
104,5.783E-7,232.774,122,607,1.548,108,0.002
105,5.783E-7,232.592,127,607,1.548,109,0.002
106,5.783E-7,232.551,127,616,1.548,110,0.002
107,5.783E-7,234.036,131,606,1.548,111,0.002
108,5.783E-7,234.613,124,647,1.548,112,0.002
109,5.783E-7,237.450,128,598,1.548,113,0.002
110,5.783E-7,238.626,130,615,1.548,114,0.002
111,5.783E-7,241.519,122,598,1.548,115,0.002
112,5.783E-7,242.759,131,622,1.548,116,0.002
113,5.783E-7,244.045,127,623,1.548,117,0.002
114,5.783E-7,244.603,127,652,1.548,118,0.002
115,5.783E-7,245.909,128,638,1.548,119,0.002
116,5.783E-7,248.017,131,668,1.548,120,0.002
117,5.783E-7,248.768,131,654,1.548,121,0.002
118,5.783E-7,249.504,135,633,1.548,122,0.002
119,5.783E-7,250.506,133,639,1.548,123,0.002
120,5.783E-7,252.926,133,646,1.548,124,0.002
121,5.783E-7,253.369,133,674,1.548,125,0.002
122,5.783E-7,254.936,134,654,1.548,126,0.002
123,5.783E-7,255.428,138,634,1.548,127,0.002
124,5.783E-7,256.377,141,673,1.548,128,0.002
125,5.783E-7,257.091,132,691,1.548,129,0.002
126,5.783E-7,259.480,139,715,1.548,130,0.002
127,5.783E-7,259.868,127,660,1.548,131,0.002
128,5.783E-7,261.369,132,684,1.548,132,0.002
129,5.783E-7,261.658,129,691,1.548,133,0.002
130,5.783E-7,264.741,136,723,1.548,134,0.002
131,5.783E-7,264.390,135,712,1.548,135,0.002
132,5.783E-7,265.119,139,711,1.548,136,0.002
133,5.783E-7,266.714,124,683,1.548,137,0.002
134,5.783E-7,267.822,139,732,1.548,138,0.002
135,5.783E-7,269.374,139,722,1.548,139,0.002
136,5.783E-7,269.404,130,711,1.548,140,0.002
137,5.783E-7,270.658,137,725,1.548,141,0.002
138,5.783E-7,271.618,136,746,1.548,142,0.002
139,5.783E-7,272.022,129,726,1.548,143,0.002
140,5.783E-7,273.651,128,721,1.548,144,0.002
141,5.783E-7,273.302,127,726,1.548,145,0.002
142,5.783E-7,274.643,131,689,1.548,146,0.002
143,5.783E-7,275.588,132,759,1.548,147,0.002
144,5.783E-7,274.774,124,698,1.548,148,0.002
145,5.783E-7,276.198,133,707,1.548,149,0.002
146,5.783E-7,276.117,127,743,1.548,150,0.002
147,5.783E-7,277.552,127,752,1.548,151,0.002
148,5.783E-7,278.122,128,710,1.548,152,0.002
149,5.783E-7,279.316,125,699,1.548,153,0.002
150,5.783E-7,279.366,126,731,1.548,154,0.002
151,5.783E-7,279.336,119,761,1.548,155,0.002
152,5.783E-7,280.299,128,779,1.548,156,0.002
153,5.783E-7,282.484,122,775,1.548,157,0.002
154,5.783E-7,282.501,125,753,1.548,158,0.002
155,5.783E-7,282.901,119,736,1.548,159,0.002
156,5.783E-7,283.124,114,780,1.548,160,0.002
157,5.783E-7,284.081,117,741,1.548,161,0.002
158,5.783E-7,285.319,124,755,1.548,162,0.002
159,5.783E-7,287.196,124,689,1.548,163,0.002
160,5.783E-7,288.675,121,720,1.548,164,0.002
161,5.783E-7,290.489,120,770,1.548,165,0.002
162,5.783E-7,290.967,117,729,1.548,166,0.002
163,5.783E-7,294.148,118,723,1.548,167,0.002
164,5.783E-7,292.955,116,708,1.548,168,0.002
165,5.783E-7,294.299,120,727,1.548,169,0.002
166,5.783E-7,294.595,117,689,1.548,170,0.002
167,5.783E-7,296.121,117,739,1.548,171,0.002
168,5.783E-7,297.560,118,773,1.548,172,0.002
169,5.783E-7,298.976,112,749,1.548,173,0.002
170,5.783E-7,301.251,124,744,1.548,174,0.002
171,5.783E-7,301.156,117,728,1.548,175,0.002
172,5.783E-7,301.685,118,729,1.548,176,0.002
173,5.783E-7,301.847,123,699,1.548,177,0.002
174,5.783E-7,302.306,114,754,1.548,178,0.002
175,5.783E-7,303.919,120,727,1.548,179,0.002
176,5.783E-7,303.952,114,723,1.548,180,0.002
177,5.783E-7,305.017,114,725,1.548,181,0.002
178,5.783E-7,305.370,115,750,1.548,182,0.002
179,5.783E-7,306.687,113,755,1.548,183,0.002
180,5.783E-7,308.498,115,769,1.548,184,0.002
181,5.783E-7,307.583,112,761,1.548,185,0.002
182,5.783E-7,307.370,122,754,1.548,186,0.002
183,5.783E-7,307.311,113,769,1.548,187,0.002
184,5.783E-7,309.407,113,751,1.548,188,0.002
185,5.783E-7,310.338,113,774,1.548,189,0.002
186,5.783E-7,309.866,108,738,1.548,190,0.002
187,5.783E-7,311.506,114,800,1.548,191,0.002
188,5.783E-7,312.879,113,756,1.548,192,0.002
189,5.783E-7,313.306,111,740,1.548,193,0.002
190,5.783E-7,314.531,109,768,1.548,194,0.002
191,5.783E-7,315.882,112,805,1.548,195,0.002
192,5.783E-7,315.696,111,805,1.548,196,0.002
193,5.783E-7,318.020,110,775,1.548,197,0.002
194,5.783E-7,318.709,110,807,1.548,198,0.002
195,5.783E-7,320.489,111,845,1.548,199,0.002
196,5.783E-7,321.410,106,802,1.548,200,0.002
197,5.783E-7,324.154,113,873,1.548,201,0.002
198,5.783E-7,324.195,112,823,1.548,202,0.002
199,5.783E-7,325.157,107,803,1.548,203,0.002
200,5.783E-7,326.835,110,833,1.548,204,0.002
201,5.783E-7,328.032,111,809,1.548,205,0.002
202,5.783E-7,328.232,110,824,1.548,206,0.002
203,5.783E-7,328.590,110,838,1.548,207,0.002
204,5.783E-7,330.303,110,821,1.548,208,0.002
205,5.783E-7,330.425,112,799,1.548,209,0.002
206,5.783E-7,330.017,109,865,1.548,210,0.002
207,5.783E-7,332.534,112,845,1.548,211,0.002
208,5.783E-7,330.528,111,849,1.548,212,0.002
209,5.783E-7,333.481,110,856,1.548,213,0.002
210,5.783E-7,333.915,107,857,1.548,214,0.002
211,5.783E-7,334.031,109,848,1.548,215,0.002
212,5.783E-7,335.413,110,877,1.548,216,0.002
213,5.783E-7,335.970,106,878,1.548,217,0.002
214,5.783E-7,336.317,112,893,1.548,218,0.002
215,5.783E-7,336.506,110,903,1.548,219,0.002
216,5.783E-7,337.523,108,905,1.548,220,0.002
217,5.783E-7,337.317,108,881,1.548,221,0.002
218,5.783E-7,338.947,112,875,1.548,222,0.002
219,5.783E-7,338.853,108,914,1.548,223,0.002
220,5.783E-7,339.206,106,953,1.548,224,0.002
221,5.783E-7,340.051,102,901,1.548,225,0.002
222,5.783E-7,340.488,110,942,1.548,226,0.002
223,5.783E-7,341.724,103,917,1.548,227,0.002
224,5.783E-7,342.121,104,918,1.548,228,0.002
225,5.783E-7,342.688,105,929,1.548,229,0.002
226,5.783E-7,343.387,107,963,1.548,230,0.002
227,5.783E-7,342.874,107,956,1.548,231,0.002
228,5.783E-7,343.754,105,943,1.548,232,0.002
229,5.783E-7,345.500,109,961,1.548,233,0.002
230,5.783E-7,344.091,102,1014,1.548,234,0.002
231,5.783E-7,345.982,105,997,1.548,235,0.002
232,5.783E-7,345.563,107,982,1.548,236,0.002
233,5.783E-7,347.515,100,1015,1.548,237,0.002
234,5.783E-7,347.158,102,998,1.548,238,0.002
235,5.783E-7,348.112,104,968,1.548,239,0.002
236,5.783E-7,349.375,110,1017,1.548,240,0.002
237,5.783E-7,350.045,109,995,1.548,241,0.002
238,5.783E-7,349.587,105,1027,1.548,242,0.002
239,5.783E-7,350.643,108,1003,1.548,243,0.002
240,5.783E-7,351.630,101,1048,1.548,244,0.002
241,5.783E-7,350.700,100,1001,1.548,245,0.002
242,5.783E-7,352.026,108,1053,1.548,246,0.002
243,5.783E-7,352.432,107,1010,1.548,247,0.002
244,5.783E-7,352.142,100,996,1.548,248,0.002
245,5.783E-7,353.054,105,1035,1.548,249,0.002
246,5.783E-7,355.320,101,1061,1.548,250,0.002
247,5.783E-7,354.555,101,1082,1.548,251,0.002
248,5.783E-7,354.877,102,1028,1.548,252,0.002
249,5.783E-7,354.936,103,1079,1.548,253,0.002
250,5.783E-7,356.161,98,1107,1.548,254,0.002
251,5.783E-7,356.204,95,1105,1.548,255,0.002
252,5.783E-7,356.194,99,1066,1.548,256,0.002
253,5.783E-7,356.777,101,1040,1.548,257,0.002
254,5.783E-7,356.166,104,1067,1.548,258,0.002
255,5.783E-7,357.684,100,1074,1.548,259,0.002
256,5.783E-7,356.738,98,1014,1.548,260,0.002
257,5.783E-7,358.319,106,1089,1.548,261,0.002
258,5.783E-7,358.790,100,1153,1.548,262,0.002
259,5.783E-7,358.603,102,1138,1.548,263,0.002
260,5.783E-7,358.140,102,1114,1.548,264,0.002
261,5.783E-7,359.816,100,1074,1.548,265,0.002
262,5.783E-7,360.339,102,1160,1.548,266,0.002
263,5.783E-7,360.885,102,1152,1.548,267,0.002
264,5.783E-7,361.193,97,1187,1.548,268,0.002
265,5.783E-7,361.355,98,1121,1.548,269,0.002
266,5.783E-7,362.366,102,1110,1.548,270,0.002
267,5.783E-7,360.945,99,1203,1.548,271,0.002
268,5.783E-7,361.698,101,1213,1.548,272,0.002
269,5.783E-7,362.273,101,1180,1.548,273,0.002
270,5.783E-7,362.936,100,1155,1.548,274,0.002
271,5.783E-7,363.040,98,1136,1.548,275,0.002
272,5.783E-7,362.756,101,1176,1.548,276,0.002
273,5.783E-7,363.576,99,1312,1.548,277,0.002
274,5.783E-7,364.198,98,1218,1.548,278,0.002
275,5.783E-7,364.297,98,1141,1.548,279,0.002
276,5.783E-7,362.556,99,1235,1.548,280,0.002
277,5.783E-7,364.704,98,1230,1.548,281,0.002
278,5.783E-7,363.870,102,1258,1.548,282,0.002
279,5.783E-7,365.698,99,1292,1.548,283,0.002
280,5.783E-7,365.064,99,1237,1.548,284,0.002
281,5.783E-7,366.743,100,1247,1.548,285,0.002
282,5.783E-7,365.696,95,1193,1.548,286,0.002
283,5.783E-7,366.974,96,1222,1.548,287,0.002
284,5.783E-7,367.737,103,1234,1.548,288,0.002
285,5.783E-7,367.234,101,1260,1.548,289,0.002
286,5.783E-7,367.191,102,1259,1.548,290,0.002
287,5.783E-7,368.337,104,1277,1.548,291,0.002
288,5.783E-7,367.686,93,1151,1.548,292,0.002
289,5.783E-7,367.497,101,1318,1.548,293,0.002
290,5.783E-7,367.783,98,1156,1.548,294,0.002
291,5.783E-7,368.507,100,1260,1.548,295,0.002
292,5.783E-7,367.917,104,1150,1.548,296,0.002
293,5.783E-7,368.110,99,1297,1.548,297,0.002
294,5.783E-7,368.260,102,1255,1.548,298,0.002
295,5.783E-7,367.343,101,1324,1.548,299,0.002
296,5.783E-7,368.062,101,1306,1.548,300,0.002
297,5.783E-7,368.945,101,1245,1.548,301,0.002
298,5.783E-7,369.669,97,1252,1.548,302,0.002
299,5.783E-7,367.967,102,1293,1.548,303,0.002
300,5.783E-7,369.902,100,1310,1.548,304,0.002
301,5.783E-7,369.495,102,1281,1.548,305,0.002
