 ,Area,Mean,Min,Max,Angle,Slice,Length
1,8.150E-7,130.484,97,196,-90,1,0.004
2,8.150E-7,132.658,96,208,-90,2,0.004
3,8.150E-7,127.608,98,205,-90,3,0.004
4,8.150E-7,117.528,93,207,-90,4,0.004
5,8.150E-7,114.441,94,186,-90,5,0.004
6,8.150E-7,113.702,94,186,-90,6,0.004
7,8.150E-7,113.734,94,208,-90,7,0.004
8,8.150E-7,113.418,94,204,-90,8,0.004
9,8.150E-7,112.802,95,211,-90,9,0.004
10,8.150E-7,112.709,91,199,-90,10,0.004
11,8.150E-7,113.041,93,191,-90,11,0.004
12,8.150E-7,112.953,95,202,-90,12,0.004
13,8.150E-7,112.843,94,216,-90,13,0.004
14,8.150E-7,112.982,95,197,-90,14,0.004
15,8.150E-7,113.112,94,221,-90,15,0.004
16,8.150E-7,113.220,91,195,-90,16,0.004
17,8.150E-7,113.443,95,187,-90,17,0.004
18,8.150E-7,113.449,93,193,-90,18,0.004
19,8.150E-7,113.685,89,195,-90,19,0.004
20,8.150E-7,114.051,94,198,-90,20,0.004
21,8.150E-7,114.042,95,200,-90,21,0.004
22,8.150E-7,114.331,93,201,-90,22,0.004
23,8.150E-7,114.228,93,204,-90,23,0.004
24,8.150E-7,114.660,93,209,-90,24,0.004
25,8.150E-7,114.790,95,191,-90,25,0.004
26,8.150E-7,114.899,93,206,-90,26,0.004
27,8.150E-7,115.007,94,205,-90,27,0.004
28,8.150E-7,115.088,95,188,-90,28,0.004
29,8.150E-7,115.254,94,207,-90,29,0.004
30,8.150E-7,115.327,97,193,-90,30,0.004
31,8.150E-7,115.187,95,191,-90,31,0.004
32,8.150E-7,115.741,95,200,-90,32,0.004
33,8.150E-7,116.217,96,204,-90,33,0.004
34,8.150E-7,116.244,95,215,-90,34,0.004
35,8.150E-7,116.336,94,192,-90,35,0.004
36,8.150E-7,116.359,94,198,-90,36,0.004
37,8.150E-7,116.875,94,226,-90,37,0.004
38,8.150E-7,116.790,94,187,-90,38,0.004
39,8.150E-7,117.051,95,196,-90,39,0.004
40,8.150E-7,117.188,96,189,-90,40,0.004
41,8.150E-7,117.329,96,199,-90,41,0.004
42,8.150E-7,117.537,96,190,-90,42,0.004
43,8.150E-7,117.570,92,185,-90,43,0.004
44,8.150E-7,117.875,98,195,-90,44,0.004
45,8.150E-7,118.208,95,199,-90,45,0.004
46,8.150E-7,118.271,95,199,-90,46,0.004
47,8.150E-7,118.175,96,188,-90,47,0.004
48,8.150E-7,118.709,96,195,-90,48,0.004
49,8.150E-7,118.732,98,197,-90,49,0.004
50,8.150E-7,118.978,96,196,-90,50,0.004
51,8.150E-7,119.239,96,199,-90,51,0.004
52,8.150E-7,119.839,99,198,-90,52,0.004
53,8.150E-7,119.515,96,198,-90,53,0.004
54,8.150E-7,119.988,98,207,-90,54,0.004
55,8.150E-7,120.121,98,198,-90,55,0.004
56,8.150E-7,120.351,99,203,-90,56,0.004
57,8.150E-7,120.647,95,218,-90,57,0.004
58,8.150E-7,120.618,96,207,-90,58,0.004
59,8.150E-7,120.935,93,205,-90,59,0.004
60,8.150E-7,121.007,94,205,-90,60,0.004
61,8.150E-7,121.150,96,200,-90,61,0.004
62,8.150E-7,121.547,98,205,-90,62,0.004
63,8.150E-7,121.865,99,203,-90,63,0.004
64,8.150E-7,122.192,97,212,-90,64,0.004
65,8.150E-7,122.387,95,207,-90,65,0.004
66,8.150E-7,122.794,99,198,-90,66,0.004
