 ,Area,Mean,Min,Max,Angle,Slice,Length
1,7.721E-7,199.952,102,454,-88.109,1,0.003
2,7.721E-7,189.324,101,416,-88.109,2,0.003
3,7.721E-7,173.416,101,383,-88.109,3,0.003
4,7.721E-7,159.945,100,401,-88.109,4,0.003
5,7.721E-7,156.109,99,375,-88.109,5,0.003
6,7.721E-7,153.352,96,385,-88.109,6,0.003
7,7.721E-7,151.665,99,374,-88.109,7,0.003
8,7.721E-7,149.554,98,388,-88.109,8,0.003
9,7.721E-7,149.131,98,354,-88.109,9,0.003
10,7.721E-7,148.366,97,350,-88.109,10,0.003
11,7.721E-7,147.640,97,350,-88.109,11,0.003
12,7.721E-7,147.182,95,344,-88.109,12,0.003
13,7.721E-7,146.671,98,343,-88.109,13,0.003
14,7.721E-7,146.498,98,337,-88.109,14,0.003
15,7.721E-7,146.732,100,353,-88.109,15,0.003
16,7.721E-7,147.254,97,358,-88.109,16,0.003
17,7.721E-7,147.163,99,346,-88.109,17,0.003
18,7.721E-7,146.804,100,328,-88.109,18,0.003
19,7.721E-7,147.446,98,349,-88.109,19,0.003
20,7.721E-7,147.667,99,345,-88.109,20,0.003
21,7.721E-7,147.428,98,357,-88.109,21,0.003
22,7.721E-7,147.669,100,332,-88.109,22,0.003
23,7.721E-7,147.412,99,355,-88.109,23,0.003
24,7.721E-7,147.377,100,323,-88.109,24,0.003
25,7.721E-7,148.091,99,327,-88.109,25,0.003
26,7.721E-7,148.662,100,339,-88.109,26,0.003
27,7.721E-7,148.310,101,337,-88.109,27,0.003
28,7.721E-7,149.030,101,379,-88.109,28,0.003
29,7.721E-7,149.154,100,353,-88.109,29,0.003
30,7.721E-7,149.794,99,357,-88.109,30,0.003
31,7.721E-7,149.396,99,348,-88.109,31,0.003
32,7.721E-7,149.616,97,362,-88.109,32,0.003
33,7.721E-7,150.116,102,311,-88.109,33,0.003
34,7.721E-7,150.420,102,364,-88.109,34,0.003
35,7.721E-7,150.766,103,329,-88.109,35,0.003
36,7.721E-7,150.833,101,322,-88.109,36,0.003
37,7.721E-7,150.785,101,320,-88.109,37,0.003
38,7.721E-7,151.735,101,320,-88.109,38,0.003
39,7.721E-7,151.663,101,306,-88.109,39,0.003
40,7.721E-7,152.670,99,334,-88.109,40,0.003
41,7.721E-7,152.566,95,321,-88.109,41,0.003
42,7.721E-7,152.838,102,316,-88.109,42,0.003
43,7.721E-7,153.566,101,319,-88.109,43,0.003
44,7.721E-7,153.477,102,329,-88.109,44,0.003
45,7.721E-7,154.038,102,317,-88.109,45,0.003
46,7.721E-7,154.764,102,324,-88.109,46,0.003
47,7.721E-7,154.664,100,321,-88.109,47,0.003
48,7.721E-7,154.936,101,325,-88.109,48,0.003
49,7.721E-7,155.293,98,321,-88.109,49,0.003
50,7.721E-7,155.421,103,326,-88.109,50,0.003
51,7.721E-7,155.888,102,318,-88.109,51,0.003
52,7.721E-7,156.883,103,329,-88.109,52,0.003
53,7.721E-7,156.957,103,343,-88.109,53,0.003
54,7.721E-7,158.233,100,342,-88.109,54,0.003
55,7.721E-7,157.841,102,319,-88.109,55,0.003
56,7.721E-7,159.146,103,335,-88.109,56,0.003
57,7.721E-7,158.847,103,313,-88.109,57,0.003
58,7.721E-7,159.952,102,321,-88.109,58,0.003
59,7.721E-7,160.378,103,339,-88.109,59,0.003
60,7.721E-7,160.617,104,326,-88.109,60,0.003
61,7.721E-7,160.965,102,354,-88.109,61,0.003
62,7.721E-7,161.238,104,329,-88.109,62,0.003
63,7.721E-7,161.991,104,329,-88.109,63,0.003
64,7.721E-7,162.101,103,330,-88.109,64,0.003
65,7.721E-7,162.702,102,358,-88.109,65,0.003
66,7.721E-7,163.881,104,329,-88.109,66,0.003
67,7.721E-7,164.117,105,341,-88.109,67,0.003
68,7.721E-7,164.524,103,339,-88.109,68,0.003
69,7.721E-7,164.978,102,353,-88.109,69,0.003
70,7.721E-7,165.596,99,326,-88.109,70,0.003
71,7.721E-7,166.583,100,347,-88.109,71,0.003
72,7.721E-7,166.905,98,358,-88.109,72,0.003
73,7.721E-7,167.699,97,350,-88.109,73,0.003
74,7.721E-7,168.348,104,347,-88.109,74,0.003
75,7.721E-7,169.249,106,357,-88.109,75,0.003
76,7.721E-7,169.410,101,353,-88.109,76,0.003
77,7.721E-7,170.273,102,350,-88.109,77,0.003
78,7.721E-7,171.040,103,379,-88.109,78,0.003
79,7.721E-7,171.421,102,356,-88.109,79,0.003
80,7.721E-7,172.431,103,374,-88.109,80,0.003
81,7.721E-7,172.330,103,360,-88.109,81,0.003
82,7.721E-7,173.406,104,358,-88.109,82,0.003
83,7.721E-7,174.860,103,386,-88.109,83,0.003
84,7.721E-7,175.604,102,377,-88.109,84,0.003
85,7.721E-7,176.303,106,365,-88.109,85,0.003
86,7.721E-7,176.108,105,371,-88.109,86,0.003
87,7.721E-7,177.053,103,367,-88.109,87,0.003
88,7.721E-7,178.085,102,368,-88.109,88,0.003
89,7.721E-7,178.443,102,374,-88.109,89,0.003
90,7.721E-7,179.102,101,388,-88.109,90,0.003
91,7.721E-7,179.779,105,378,-88.109,91,0.003
92,7.721E-7,181.118,98,361,-88.109,92,0.003
93,7.721E-7,182.388,103,371,-88.109,93,0.003
94,7.721E-7,182.188,101,364,-88.109,94,0.003
95,7.721E-7,183.226,105,367,-88.109,95,0.003
96,7.721E-7,183.581,102,343,-88.109,96,0.003
97,7.721E-7,184.609,103,381,-88.109,97,0.003
98,7.721E-7,185.189,103,383,-88.109,98,0.003
99,7.721E-7,185.202,105,360,-88.109,99,0.003
100,7.721E-7,186.291,100,375,-88.109,100,0.003
101,7.721E-7,187.137,105,371,-88.109,101,0.003
102,7.721E-7,188.069,103,363,-88.109,102,0.003
103,7.721E-7,187.930,102,392,-88.109,103,0.003
104,7.721E-7,189.238,100,364,-88.109,104,0.003
105,7.721E-7,189.597,102,374,-88.109,105,0.003
106,7.721E-7,190.655,100,367,-88.109,106,0.003
107,7.721E-7,191.676,99,367,-88.109,107,0.003
108,7.721E-7,192.157,104,370,-88.109,108,0.003
109,7.721E-7,191.955,103,369,-88.109,109,0.003
110,7.721E-7,192.271,104,362,-88.109,110,0.003
111,7.721E-7,193.622,102,367,-88.109,111,0.003
112,7.721E-7,194.078,101,374,-88.109,112,0.003
113,7.721E-7,194.277,102,374,-88.109,113,0.003
114,7.721E-7,194.842,105,382,-88.109,114,0.003
115,7.721E-7,195.369,101,376,-88.109,115,0.003
