 ,Area,Mean,Min,Max,Angle,Slice,Length
1,6.119E-7,132.696,90,221,-88.929,1,0.003
2,6.119E-7,134.937,100,225,-88.929,2,0.003
3,6.119E-7,128.789,97,257,-88.929,3,0.003
4,6.119E-7,117.391,96,182,-88.929,4,0.003
5,6.119E-7,116.876,96,175,-88.929,5,0.003
6,6.119E-7,117.038,94,178,-88.929,6,0.003
7,6.119E-7,116.882,93,184,-88.929,7,0.003
8,6.119E-7,116.942,91,175,-88.929,8,0.003
9,6.119E-7,117.545,90,173,-88.929,9,0.003
10,6.119E-7,117.046,95,176,-88.929,10,0.003
11,6.119E-7,117.201,95,179,-88.929,11,0.003
12,6.119E-7,117.041,97,171,-88.929,12,0.003
13,6.119E-7,117.361,95,179,-88.929,13,0.003
14,6.119E-7,117.651,93,173,-88.929,14,0.003
15,6.119E-7,117.822,96,176,-88.929,15,0.003
16,6.119E-7,117.750,96,179,-88.929,16,0.003
17,6.119E-7,117.892,96,174,-88.929,17,0.003
18,6.119E-7,118.201,97,172,-88.929,18,0.003
19,6.119E-7,118.472,94,174,-88.929,19,0.003
20,6.119E-7,118.263,94,178,-88.929,20,0.003
21,6.119E-7,118.554,96,175,-88.929,21,0.003
22,6.119E-7,118.384,95,180,-88.929,22,0.003
23,6.119E-7,118.857,88,180,-88.929,23,0.003
24,6.119E-7,118.653,93,180,-88.929,24,0.003
25,6.119E-7,119.002,95,171,-88.929,25,0.003
26,6.119E-7,118.877,94,178,-88.929,26,0.003
27,6.119E-7,119.268,94,192,-88.929,27,0.003
28,6.119E-7,119.110,90,183,-88.929,28,0.003
29,6.119E-7,119.247,96,182,-88.929,29,0.003
30,6.119E-7,119.370,97,186,-88.929,30,0.003
31,6.119E-7,119.301,98,193,-88.929,31,0.003
32,6.119E-7,119.316,97,193,-88.929,32,0.003
33,6.119E-7,119.539,98,198,-88.929,33,0.003
34,6.119E-7,119.402,96,194,-88.929,34,0.003
35,6.119E-7,119.751,98,198,-88.929,35,0.003
36,6.119E-7,119.798,97,205,-88.929,36,0.003
37,6.119E-7,119.471,97,191,-88.929,37,0.003
38,6.119E-7,119.837,96,179,-88.929,38,0.003
39,6.119E-7,119.693,96,220,-88.929,39,0.003
40,6.119E-7,120.086,93,186,-88.929,40,0.003
41,6.119E-7,119.986,99,185,-88.929,41,0.003
42,6.119E-7,120.202,96,203,-88.929,42,0.003
43,6.119E-7,120.115,96,206,-88.929,43,0.003
44,6.119E-7,119.984,96,212,-88.929,44,0.003
45,6.119E-7,120.070,94,201,-88.929,45,0.003
46,6.119E-7,119.860,95,183,-88.929,46,0.003
47,6.119E-7,120.035,94,198,-88.929,47,0.003
48,6.119E-7,120.051,94,210,-88.929,48,0.003
49,6.119E-7,120.038,97,182,-88.929,49,0.003
50,6.119E-7,120.158,94,204,-88.929,50,0.003
51,6.119E-7,120.083,96,200,-88.929,51,0.003
52,6.119E-7,120.148,97,190,-88.929,52,0.003
53,6.119E-7,120.372,95,199,-88.929,53,0.003
54,6.119E-7,120.304,97,191,-88.929,54,0.003
55,6.119E-7,120.504,96,201,-88.929,55,0.003
56,6.119E-7,120.565,97,180,-88.929,56,0.003
57,6.119E-7,120.848,95,182,-88.929,57,0.003
58,6.119E-7,120.593,98,182,-88.929,58,0.003
