 ,Area,Mean,Min,Max,Angle,Slice,Length
1,7.410E-7,179.076,99,496,-89.397,1,0.005
2,7.410E-7,178.795,100,455,-89.397,2,0.005
3,7.410E-7,179.590,104,487,-89.397,3,0.005
4,7.410E-7,179.931,97,457,-89.397,4,0.005
5,7.410E-7,179.343,101,457,-89.397,5,0.005
6,7.410E-7,137.671,98,376,-89.397,6,0.005
7,7.410E-7,140.147,96,373,-89.397,7,0.005
8,7.410E-7,142.727,99,330,-89.397,8,0.005
9,7.410E-7,144.796,96,341,-89.397,9,0.005
10,7.410E-7,146.683,96,365,-89.397,10,0.005
11,7.410E-7,147.938,101,350,-89.397,11,0.005
12,7.410E-7,149.779,97,366,-89.397,12,0.005
13,7.410E-7,151.516,101,342,-89.397,13,0.005
14,7.410E-7,152.637,100,352,-89.397,14,0.005
15,7.410E-7,153.313,98,343,-89.397,15,0.005
16,7.410E-7,154.154,99,350,-89.397,16,0.005
17,7.410E-7,155.082,99,351,-89.397,17,0.005
18,7.410E-7,155.736,98,351,-89.397,18,0.005
19,7.410E-7,156.919,98,371,-89.397,19,0.005
20,7.410E-7,157.104,100,346,-89.397,20,0.005
21,7.410E-7,157.920,97,337,-89.397,21,0.005
22,7.410E-7,158.768,97,321,-89.397,22,0.005
23,7.410E-7,159.677,100,352,-89.397,23,0.005
24,7.410E-7,160.223,100,341,-89.397,24,0.005
25,7.410E-7,161.019,97,319,-89.397,25,0.005
26,7.410E-7,161.276,93,336,-89.397,26,0.005
27,7.410E-7,162.730,98,326,-89.397,27,0.005
28,7.410E-7,163.850,95,335,-89.397,28,0.005
29,7.410E-7,164.525,94,320,-89.397,29,0.005
30,7.410E-7,164.870,99,320,-89.397,30,0.005
31,7.410E-7,165.388,96,338,-89.397,31,0.005
32,7.410E-7,166.663,100,312,-89.397,32,0.005
33,7.410E-7,167.137,97,329,-89.397,33,0.005
34,7.410E-7,167.443,99,304,-89.397,34,0.005
35,7.410E-7,168.294,94,327,-89.397,35,0.005
36,7.410E-7,168.889,100,329,-89.397,36,0.005
37,7.410E-7,169.959,100,317,-89.397,37,0.005
38,7.410E-7,170.920,99,330,-89.397,38,0.005
39,7.410E-7,171.930,94,332,-89.397,39,0.005
40,7.410E-7,172.649,98,337,-89.397,40,0.005
41,7.410E-7,174.003,96,326,-89.397,41,0.005
42,7.410E-7,174.818,102,320,-89.397,42,0.005
43,7.410E-7,175.072,101,330,-89.397,43,0.005
44,7.410E-7,176.275,98,354,-89.397,44,0.005
45,7.410E-7,177.136,100,320,-89.397,45,0.005
46,7.410E-7,178.107,98,320,-89.397,46,0.005
47,7.410E-7,179.351,101,324,-89.397,47,0.005
48,7.410E-7,180.663,96,325,-89.397,48,0.005
49,7.410E-7,181.105,100,336,-89.397,49,0.005
50,7.410E-7,183.054,97,326,-89.397,50,0.005
51,7.410E-7,183.926,96,342,-89.397,51,0.005
52,7.410E-7,185.231,99,350,-89.397,52,0.005
53,7.410E-7,186.968,102,332,-89.397,53,0.005
54,7.410E-7,187.831,99,335,-89.397,54,0.005
55,7.410E-7,189.132,102,354,-89.397,55,0.005
56,7.410E-7,189.515,97,362,-89.397,56,0.005
