 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,1102.893,532.053,170.096,24.576,138.508,46.776,30.020,89.492,56.042
2,1195.560,642.523,119.077,31.990,148.386,49.059,31.028,67.571,47.684
3,811.612,681.200,146.764,29.824,120.825,40.269,25.662,92.511,69.553
4,458.856,737.889,95.210,21.117,87.540,25.545,22.871,179.777,72.788
5,864.184,801.481,73.166,41.521,146.175,51.063,21.548,69.539,64.519
6,1025.822,442.343,29.582,45.620,138.108,51.384,25.419,86.068,46.565
7,854.827,725.780,52.543,43.678,126.830,47.625,22.854,76.216,61.105
8,594.133,508.414,10.284,46.662,106.611,39.576,19.114,97.734,41.456
9,1164.772,589.681,190.853,52.918,133.832,41.633,35.621,173.552,56.420
10,600.924,814.997,92.818,49.344,99.181,29.438,25.991,32.388,64.529
11,969.930,669.902,132.142,63.038,134.435,43.250,28.554,61.439,44.507
12,1276.756,903.047,155.418,74.119,151.291,53.372,30.458,63.157,70.393
13,595.692,814.608,109.630,76.475,104.378,37.252,20.360,88.574,57.444
14,1272.581,724.091,83.500,81.022,149.006,48.657,33.301,69.969,70.952
15,1259.602,850.224,32.656,93.598,174.286,64.431,24.892,84.533,70.465
16,933.457,933.003,55.757,87.260,131.578,46.546,25.534,74.586,61.337
17,939.142,705.107,210.552,83.693,124.288,37.405,31.968,14.762,65.465
18,882.395,603.597,179.790,86.094,124.506,40.313,27.870,49.679,66.152
19,905.436,577.870,11.122,98.085,137.641,50.932,22.635,87.216,49.011
20,752.954,505.596,125.735,102.031,112.118,37.772,25.381,68.838,56.117
21,723.574,772.960,102.231,108.384,106.852,34.374,26.802,97.696,58.792
22,887.778,806.968,215.034,113.167,125.077,40.176,28.135,72.257,66.504
23,679.153,758.755,140.887,115.767,120.084,40.966,21.108,55.023,65.311
24,1076.482,741.880,190.469,121.990,140.469,47.516,28.845,94.692,77.933
25,841.193,668.880,164.229,117.768,119.149,36.825,29.085,83.741,57.634
26,1283.246,1240.279,53.455,127.679,147.633,51.233,31.891,71.673,94.845
27,509.566,726.478,80.354,117.219,93.475,27.253,23.806,101.409,66.176
28,768.901,582.060,116.746,144.430,123.977,45.309,21.607,77.847,52.519
29,573.305,551.626,97.269,138.319,108.601,36.963,19.748,53.512,49.631
30,637.246,896.971,73.545,143.730,112.535,39.720,20.427,49.671,81.385
31,789.175,651.074,134.249,151.724,132.154,47.568,21.124,64.867,50.258
32,849.645,507.730,158.243,149.574,121.203,39.459,27.416,63.216,44.976
33,646.000,619.739,178.136,158.955,119.744,38.442,21.396,75.496,52.878
34,874.748,1016.027,17.451,152.043,129.485,44.643,24.948,33.976,79.106
35,1217.746,657.015,200.366,166.243,142.286,49.543,31.296,83.782,56.978
36,167.826,624.385,31.344,159.472,56.274,19.511,10.952,42.309,63.429
37,965.705,744.286,90.502,165.676,131.679,45.619,26.953,174.137,69.827
38,516.307,614.095,137.308,176.511,99.212,33.781,19.460,11.120,53.688
39,711.651,570.745,164.826,182.797,109.853,36.026,25.151,173.304,50.742
40,620.595,1072.894,14.557,130.635,112.180,35.357,22.348,4.082,88.416
41,413.931,1036.675,223.015,171.580,89.995,34.514,15.270,86.905,76.726
42,538.543,612.038,220.431,141.461,114.003,33.650,20.377,76.360,57.282
43,688.510,717.254,45.329,13.231,109.312,33.242,26.371,162.299,69.071
44,459.308,676.536,69.964,9.241,94.019,26.923,21.722,161.769,69.014
