 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,646.905,718.350,68.735,14.097,103.362,31.375,26.252,84.231,75.255
2,436.117,999.096,120.740,11.341,84.435,25.381,21.878,24.358,90.472
3,777.856,730.409,43.443,17.383,111.882,35.011,28.289,120.414,76.542
4,412.371,756.988,145.553,14.169,81.881,27.206,19.299,13.434,75.918
5,1097.511,651.323,170.151,34.918,133.990,45.151,30.949,82.075,69.829
6,499.001,884.612,93.456,29.730,90.209,26.542,23.937,4.067,83.083
7,1211.860,731.707,116.807,42.117,148.300,50.714,30.425,66.121,55.689
8,1063.955,440.938,206.778,37.431,130.574,44.722,30.291,154.748,55.681
9,835.911,803.576,145.275,41.134,122.466,39.369,27.035,88.193,80.753
10,1105.258,478.923,27.856,53.271,146.686,55.662,25.282,88.222,53.509
11,902.418,936.530,70.133,51.379,143.583,54.141,21.222,69.773,71.569
12,910.718,836.498,50.132,52.810,135.221,51.940,22.325,78.614,69.303
13,639.661,554.322,8.980,52.797,114.663,45.148,18.039,94.799,44.098
14,673.619,988.738,90.050,59.330,107.156,31.213,27.478,60.598,75.026
15,1214.174,701.715,189.246,63.955,138.844,43.405,35.616,1.655,65.705
16,1060.685,818.707,129.540,74.131,138.395,43.995,30.697,63.308,53.391
17,1346.030,1080.778,152.305,86.358,160.852,59.503,28.802,62.770,79.410
18,698.068,932.274,105.494,89.001,108.732,39.201,22.673,85.395,66.028
19,1264.834,813.477,79.537,93.468,151.444,51.710,31.144,78.142,77.464
20,1079.098,863.818,208.104,94.781,132.468,42.405,32.401,33.371,74.261
21,1299.194,948.983,30.539,104.409,178.881,66.854,24.743,80.752,77.394
22,930.892,1096.531,53.689,100.457,133.033,47.295,25.061,74.297,69.050
23,875.453,631.609,9.942,108.809,144.116,54.631,20.403,84.937,54.442
24,964.145,692.201,176.018,98.492,134.330,42.648,28.784,49.525,74.542
25,730.315,598.249,120.388,114.539,112.449,39.786,23.372,66.941,67.948
26,744.401,850.402,96.945,122.544,109.892,35.655,26.583,89.865,65.290
27,969.126,879.449,212.702,125.417,130.020,39.476,31.258,63.210,74.886
28,686.045,833.411,134.487,129.483,121.013,39.385,22.179,53.510,71.680
29,1112.552,891.770,186.145,136.370,141.181,47.647,29.730,90.389,86.480
30,921.836,747.983,159.311,130.945,125.833,38.483,30.500,74.752,62.721
31,1332.598,1374.386,47.466,142.019,151.068,53.091,31.959,67.714,98.509
32,506.748,897.241,75.549,131.945,94.164,27.518,23.447,115.267,79.152
33,781.981,1123.931,14.073,147.942,112.017,33.648,29.590,142.909,92.248
34,822.127,628.155,110.574,157.631,131.711,46.999,22.272,78.631,60.268
35,493.316,673.530,91.256,154.300,99.751,34.463,18.226,59.113,67.234
36,820.114,687.149,128.725,165.313,135.557,47.558,21.956,63.907,56.631
37,818.756,580.570,152.306,163.897,121.311,40.303,25.866,68.104,52.799
38,703.904,652.504,171.665,173.340,124.765,40.483,22.139,75.205,55.496
39,1210.703,732.730,193.771,181.263,143.741,50.891,30.291,80.836,67.244
40,694.949,1215.317,15.186,172.050,112.004,37.229,23.768,24.006,90.162
41,1028.589,790.552,83.561,180.854,138.431,49.508,26.453,173.636,80.730
42,582.260,671.587,129.367,191.250,104.691,34.751,21.333,7.914,62.355
43,731.171,619.496,157.872,198.213,108.738,36.054,25.821,170.751,58.917
44,709.589,979.360,67.636,158.217,119.767,41.705,21.664,43.576,90.762
45,760.601,1126.146,218.384,186.362,113.843,41.903,23.111,78.475,82.175
46,692.484,680.450,217.042,153.538,116.794,34.140,25.826,57.704,64.737
47,585.882,478.989,95.730,9.661,111.790,33.829,22.051,7.192,51.099
