 ,Area,Mean,X,Y,Perim.,Major,Minor,Angle,%Area
1,722.870,825.799,69.233,17.716,111.161,36.035,25.542,64.598,83.993
2,543.272,712.560,20.083,18.423,102.968,34.196,20.228,81.631,64.682
3,900.355,837.157,42.907,21.527,120.504,39.657,28.907,108.524,85.523
4,1272.028,747.441,169.734,42.204,151.517,50.909,31.814,82.211,78.248
5,527.777,1025.268,91.127,35.771,93.653,27.204,24.702,169.971,88.476
6,974.559,961.476,144.182,49.232,130.844,45.175,27.468,83.388,87.709
7,1132.022,540.403,25.063,57.958,151.639,57.559,25.041,83.851,63.763
8,979.439,1046.052,66.904,58.503,155.723,59.185,21.070,67.050,79.552
9,929.282,1002.798,46.893,60.745,139.921,54.780,21.599,72.899,81.247
10,458.202,757.006,7.964,60.848,101.337,38.468,15.166,90.061,59.739
11,724.681,1066.068,86.949,67.419,110.119,33.059,27.911,63.783,81.257
12,1326.963,805.883,188.060,73.869,143.538,44.805,37.709,7.876,74.163
13,1102.742,941.951,125.795,84.776,137.321,44.896,31.273,61.866,61.013
14,1336.824,1245.288,148.864,96.087,163.105,60.914,27.943,58.799,84.379
15,709.488,1022.549,100.227,98.137,109.408,38.695,23.345,81.692,72.899
16,1292.704,856.668,73.969,101.747,158.903,52.380,31.423,80.996,82.445
17,1387.534,1075.556,25.742,114.199,184.110,72.513,24.364,85.538,83.764
18,1080.859,1043.203,205.344,103.286,138.757,47.119,29.207,31.782,83.402
19,961.982,1182.196,48.314,110.144,134.424,47.658,25.700,81.071,73.894
20,995.487,824.149,170.632,109.469,139.337,46.535,27.237,44.823,83.662
21,774.033,662.259,113.233,124.622,115.675,41.098,23.980,62.164,74.607
22,721.059,944.357,90.041,132.394,109.856,38.334,23.949,89.356,75.685
23,1062.245,1053.003,207.559,132.190,138.268,42.640,31.719,28.223,86.086
24,747.420,884.735,127.905,139.898,121.199,41.074,23.169,57.571,78.603
25,1184.442,1036.870,178.225,147.409,144.189,49.788,30.290,87.419,92.457
26,922.440,808.178,151.561,143.356,126.644,39.895,29.440,76.732,69.257
27,1380.491,1530.101,43.842,154.853,159.152,56.754,30.970,74.401,99.515
28,561.533,1028.376,69.817,143.023,98.079,30.985,23.074,107.352,82.987
29,1057.868,816.445,214.484,160.358,143.333,38.895,34.630,47.129,74.933
30,841.294,1313.695,13.510,163.252,116.852,37.032,28.926,114.906,96.765
31,818.907,683.942,103.549,167.204,130.125,47.373,22.010,79.607,67.250
32,346.670,923.002,86.740,164.500,80.456,29.590,14.917,78.802,77.333
33,752.853,1013.322,64.640,172.045,119.680,41.798,22.933,42.123,95.550
34,871.378,752.329,120.678,178.355,138.358,48.115,23.059,64.711,63.720
35,923.547,629.897,146.168,177.205,122.154,39.559,29.725,69.658,58.917
36,1223.028,895.949,190.132,191.233,143.827,51.640,30.155,80.071,77.549
37,679.605,752.900,167.506,187.016,119.648,38.740,22.336,79.336,69.050
38,841.998,1336.422,215.908,195.982,116.794,40.618,26.394,75.934,90.835
39,732.579,1368.904,15.628,189.559,111.052,37.717,24.730,16.165,96.621
40,1076.432,849.590,78.628,193.915,141.231,48.381,28.328,176.124,88.022
41,584.926,745.166,124.451,203.780,105.720,35.854,20.772,5.195,69.020
42,772.121,707.656,153.566,211.461,113.156,37.241,26.398,176.661,66.171
43,1339.742,780.267,115.043,50.197,164.041,53.645,31.798,64.223,61.582
44,312.058,968.242,144.485,20.953,73.579,22.863,17.378,31.437,90.698
45,502.975,1120.303,120.453,17.044,91.491,27.644,23.167,63.968,92.869
46,760.299,524.040,97.239,12.395,128.057,33.795,28.644,18.126,61.788
47,283.282,445.119,135.598,6.517,92.805,22.663,15.915,167.294,45.782
48,426.307,511.097,160.673,9.404,86.021,28.047,19.353,166.646,63.040
49,1278.417,493.940,207.097,42.535,146.460,44.904,36.249,158.594,63.025
50,449.247,565.647,185.729,15.031,85.963,26.593,21.509,147.084,55.431
