LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(sec),(sec),(sec),(pixel),(pixel),(pixel),(pixel),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(pixel/sec),(quality),(pixel),(pixel),,(pixel/sec),,(rad/sec)
Track_175,8,8,13,0,0,0,0,0,12.0,0.0,12.0,134.38522426603785,1137.237428540093,1435.2907221582768,0.0,24.742228511946298,177.4384451857087,0.43085718542814383,11.7148401920575,48.79012741185942,83779.0,296.9067421433556,177.4384451857087,0.45261762429481167,11.198768688836488,0.4526176242948117,1.8394716533563547
Track_176,9,9,13,0,0,0,0,0,12.0,0.0,12.0,129.8985996045924,1350.762294597112,1260.2718292754057,0.0,22.113236385017046,112.6730897378064,3.200110901303049,13.09001897811303,29.865143722016196,96562.23076923077,265.35883662020456,134.1576943786013,0.48952053475615004,10.8248833003827,0.4895205347561501,1.7458769177392526
Track_177,10,10,13,0,0,0,0,0,12.0,0.0,12.0,102.09446985614805,1753.691362440906,609.5028447118658,0.0,13.521462128600081,70.09833183844934,1.3257666055987598,6.5005465772638065,19.406532914384847,55294.07692307692,162.257545543201,113.24447921500727,0.6292124629049405,8.507872488012337,0.6292124629049406,1.3418403473811056
Track_178,11,11,3,0,0,0,0,0,2.0,0.0,2.0,154.4235606797583,770.1756552072535,1177.3204708850317,0.0,77.43907018747569,107.56888320686436,47.30925716808703,107.56888320686436,42.609990203784896,49817.0,154.87814037495139,154.4235606797583,0.9970649202392761,77.21178033987916,0.9970649202392761,0.1664106068861312
Track_179,12,12,13,0,0,0,0,0,12.0,0.0,12.0,160.49416584272,913.6580059706265,1076.6640778931403,0.0,27.234517881718013,113.13938872615219,2.859623775873116,20.73910471086956,30.05401322224361,39867.38461538462,326.8142145806162,213.81181740656703,0.4910868581670289,13.374513820226667,0.49108685816702896,0.8881526008100417
Track_180,13,13,13,0,0,0,0,0,12.0,0.0,12.0,134.90593207576381,1704.8466066902138,390.3710662529599,0.0,15.180445470670794,67.99493862844903,1.5111309770892802,9.184592955351272,18.017094321940984,70114.30769230769,182.1653456480495,134.90593207576381,0.7405685839742938,11.242161006313651,0.7405685839742938,1.448344813933368
Track_181,14,14,13,0,0,0,0,0,12.0,0.0,12.0,146.9031505751999,1212.2410330216105,762.1869451795617,0.0,81.39603123183137,131.55149320719772,6.168125032253607,100.0582618696346,38.63705448398212,86170.61538461539,976.7523747819765,267.7786566678171,0.15039958373071838,12.241929214599992,0.1503995837307184,2.1947755185714914
Track_182,15,15,13,0,0,0,0,0,12.0,0.0,12.0,173.28033108988652,1225.2955305771595,324.8158203055689,0.0,32.56846992224581,71.29595213563263,6.920576247134019,32.82895399770354,19.281253772308595,68100.30769230769,390.82163906694973,207.15985862759655,0.4433744546580818,14.440027590823876,0.4433744546580818,1.3603792777497332
Track_183,16,16,13,0,0,0,0,0,12.0,0.0,12.0,270.3781734683702,1126.855455465518,575.454155368693,0.0,31.2847649671873,85.39787585008078,3.0136536253151016,22.178282153808976,26.608661697150968,51288.769230769234,375.41717960624766,270.3781734683702,0.7202072471801997,22.53151445569752,0.7202072471801998,1.5229686613727822
Track_184,17,17,3,0,0,0,0,0,2.0,0.0,2.0,128.44736914006842,1059.6476335473264,760.3462148580301,0.0,65.73101286798317,97.99439006270258,33.46763567326377,97.99439006270258,45.627305596731,34206.666666666664,131.46202573596634,128.44736914006842,0.9770682326016132,64.22368457003421,0.9770682326016132,0.49378503730029705
