LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(sec),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID3537,3537,2,83832.0,413.54138164107155,1301.6112747875354,0.0,9.0,9,163.35943524306626,1,,22.99954670165812,23.0,0.0,30.0,1928052.0,0.24358749863701756,0.060469361150536166,10.76791283674584,-6.324157668311935,5.3712377150719455,253.30476253852848,109.31431634368637,2.3993673524444734,2.3172148993013257,83837.50000000003,1258.7258898666203,0.6649451969894689,0.9808366140005036,4.347223865875662
ID3318,3318,2,81715.0,417.67189931611483,1304.5079545245949,0.0,7.0,7,161.27781370841237,1,,23.00154171815924,23.0,0.0,32.0,1879847.0,0.2082942819335127,0.06408064583393144,13.30031510364622,-2.6208142857765133,0.46904282631098737,248.78863683296237,107.03454926687836,-0.7845077255599624,2.3243769281695807,81714.5,1266.6603515735699,0.6400127683899357,0.9779491843890998,4.431090426007375
ID3192,3192,2,87206.0,407.62685655979686,1314.5051132422657,0.0,5.0,5,166.62659051735434,1,,18.003151790216844,18.0,0.0,37.0,1570811.0,0.34228318341626174,0.02000282767044724,2.062922886363046,-3.7570256899778114,1.523119991983488,251.90445790273276,114.89708580578912,2.3234820771427906,2.192435570807493,87224.50000000009,1278.7542029126528,0.6703076939709333,0.973612684663769,4.329799937460113
ID3262,3262,2,92087.0,381.4732685539542,1335.8922337124195,0.0,3.0,3,171.2271235572024,1,,18.020027789236014,18.0,0.0,37.0,1660041.0,0.6831320272761034,-0.08375595991963146,-4.822645762861431,-2.8553279628230905,1.0743757991237364,233.3980880600277,127.7681781327346,2.264375513038142,1.8267309706612338,92107.49999999985,1283.9445828686662,0.7021215456473683,0.9495324886859154,4.230568991980244
ID3456,3456,3,113930.0,281.8805806183588,517.9022521415532,0.0,10.0,10,190.43884895744455,1,,7.998420276627115,8.0,0.0,18.0,911372.0,0.21114260538510746,0.0460900607240003,3.3380784912251182,4.006071006118073,9.946137509271137,253.2358469734268,157.10014179128814,1.380866445279485,1.6119390096404724,113936.00000000001,1603.0537291432088,0.5571532586949609,0.772300851363809,4.749168674360596
ID3457,3457,3,108630.0,269.7434983826517,504.68332658159477,0.0,11.0,11,185.93791968817493,1,,8.000515573068672,8.0,0.0,17.0,868992.0,0.17083653366163032,0.08239591755316196,7.12995466615975,11.077072911662409,11.786818503656104,247.2505837059094,157.4385166449095,1.3622483764344735,1.5704580364128058,108613.99999999985,1563.1366744921074,0.5586010744539422,0.7706126503245937,4.743010091157932
ID3588,3588,3,102095.0,257.01936215332023,533.9105566629282,0.0,12.0,12,180.27027033070323,1,,34.97514299145969,35.0,0.0,36.0,3571102.0,0.8752255332844405,0.49799428512012217,26.569520561082392,15.432773396062535,6.683991053804036,264.44447006442863,137.47469192446727,1.1924064829897185,1.9235865624614192,102093.49999999994,1663.5118662209184,0.46361358187036183,0.7176769966714817,5.206272034252791
ID3366,3366,3,103826.0,302.7669832463221,513.3703532463863,0.0,2.0,2,181.78640148214842,1,,32.99218960668747,33.0,0.0,40.0,3425777.0,0.6074977017357792,0.4224976557061658,32.26036227618481,14.221756580554924,0.2228264161855492,258.7919811865992,150.1382004312463,1.257624485169354,1.723691774933118,103818.00000000025,1577.9093802900534,0.5239844589562247,0.7723375526798388,4.897176185256991
ID3210,3210,3,104420.0,280.8407071171378,477.2295545085421,0.0,0.0,0,182.31618566341325,1,,25.987981920211443,26.0,0.0,27.0,2713821.0,0.5280353485116449,0.4290500487631095,29.552897772803014,-6.254134105654482,16.161301380004957,266.77986759557723,148.7309091672026,1.8125098412262175,1.793708309115925,104424.00000000006,1678.5216092828925,0.46575370204608413,0.7105244356745543,5.194296953236814
ID3341,3341,3,99363.0,297.95295029336876,516.9500400886984,0.0,5.0,5,177.84326026273797,1,,35.972083568150715,36.0,0.0,36.0,3574474.0,0.9482178066480953,0.5533984933760951,27.02978401763575,15.98421587644796,8.807054679188616,240.83509121838966,156.0095789566195,1.2431542226563383,1.5437198973875637,99362.99999999988,1617.6697970376988,0.47714986512684804,0.7126550548138259,5.131892250289045
ID3407,3407,3,109241.0,279.62598600596255,521.6092273375016,0.0,8.0,8,186.47041866488865,1,,7.998800629898191,8.0,0.0,18.0,873661.0,0.17457803392473312,0.036571398682368986,3.2330142469461896,9.104857035015728,7.444229011189929,255.21972735535644,153.4204527562168,1.3525618753295579,1.6635313139174306,109237.00000000035,1605.7022313862242,0.5324141714692797,0.7480193104392809,4.858253012535744
