PIVlab_0001,PIVlab_0002,PIVlab_0003,PIVlab_0004,PIVlab_0005,PIVlab_0006,PIVlab_0007,PIVlab_0008
"[ 1.1363528   1.11181066  1.09012261  0.99726026  0.98565337  1.03200463
  1.1751274   1.18416482  1.1740127   1.13638214  0.99001148  0.69285577
  0.72365522  0.7194576   0.74410543  0.79478585  0.85544317  0.8442955
  0.78793884  0.67971307  0.61780053  0.71210701  0.63833849  0.56612821
  0.57151063  0.5147029   0.34092389  0.17145732  0.19983726  0.15252899
  0.08118205  0.06287694 -0.02069004 -0.09826324 -0.11628156 -0.09715407
 -0.06166136 -0.06590217  0.02313263 -0.01724178 -0.05692646  0.0150468
 -0.01405479 -0.10353671 -0.0933367  -0.08172951 -0.13214696 -0.21915693
 -0.308366   -0.35579867 -0.41130042 -0.42409829 -0.55182318 -0.54750184
 -0.53133491 -0.46455634 -0.47360909 -0.48863174 -0.43479677 -0.48640703
 -0.4908822 ]","[ 0.44432278  0.42331485  0.63327606  0.66190117  0.66269675  0.73055793
  0.82449805  0.87205664  0.94675612  0.91427074  0.91926547  0.91934504
  1.00192412  1.13144499  1.20512474  1.16457488  1.10100191  1.08346671
  0.92752244  0.85365658  0.74340263  0.538942    0.45047421  0.4417613
  0.48289784  0.43705809  0.41882894  0.32951869  0.17254402  0.1223244
  0.16133819  0.14342483  0.05999988  0.00349626 -0.03157578 -0.10824867
 -0.24308981 -0.31405219 -0.28617339 -0.31267228 -0.40443873 -0.35982719
 -0.52773403 -0.60640068 -0.59461097 -0.57743788 -0.52185028 -0.48679946
 -0.55090806 -0.65839492 -0.62994166 -0.5987993  -0.6216062  -0.63132669
 -0.69477899 -0.61344654 -0.62029151 -0.66565068 -0.58348829 -0.67269507
 -0.77589846]","[ 6.20828880e-01  5.94233645e-01  6.75754408e-01  7.61395169e-01
  8.12860948e-01  8.00687637e-01  8.16303700e-01  7.77489026e-01
  7.47863957e-01  9.41009707e-01  8.15121619e-01  8.84249265e-01
  9.27783418e-01  9.14171763e-01  8.03325814e-01  6.28422019e-01
  5.38230810e-01  4.98543999e-01  5.43815409e-01  5.66994537e-01
  5.46151098e-01  5.82952594e-01  5.93091725e-01  5.44862258e-01
  4.29586890e-01  3.76445299e-01  4.37181786e-01  5.38831318e-01
  6.36493193e-01  6.81762151e-01  6.51389928e-01  6.21558580e-01
  3.90354921e-01  2.06477349e-01  1.17189647e-01  5.99942739e-02
 -7.05554064e-05 -2.13746234e-02  3.44505559e-02 -3.34984261e-02
 -9.19430959e-02 -1.01935573e-03 -1.37282956e-01 -2.33800885e-01
 -3.41416354e-01 -4.67113893e-01 -4.96141330e-01 -5.67985000e-01
 -5.52123024e-01 -4.95574798e-01 -4.97648206e-01 -5.89444641e-01
 -6.05518621e-01 -4.97809186e-01 -5.31190557e-01 -5.29742169e-01
 -4.90006879e-01 -4.57472880e-01 -4.59278864e-01 -4.26046729e-01
 -3.24744769e-01]","[ 0.85724666  0.85066351  0.901072    0.83372804  0.80575616  0.92405567
  0.94743551  0.86415145  0.83143106  0.92652783  0.94952437  0.98667543
  0.83158216  0.80468491  0.85569761  0.82060919  0.68563897  0.59160866
  0.49548579  0.50103951  0.53424074  0.58652154  0.70057242  0.79393021
  0.83567156  0.76418083  0.68191392  0.55110928  0.40235576  0.33184177
  0.34305462  0.31183074  0.25713572  0.25736089  0.27790549  0.18531933
  0.02839464 -0.05154645 -0.04335761 -0.21620174 -0.36394851 -0.43679547
 -0.4447834  -0.36929869 -0.33307395 -0.42074564 -0.59307337 -0.71523223
 -0.5365081  -0.44174189 -0.50410184 -0.57882856 -0.49016331 -0.4555872
 -0.37163278 -0.31008354 -0.31843572 -0.5336574  -0.57291302 -0.44324774
 -0.23705991]","[ 0.89794239  1.07789363  1.06825004  1.00150774  1.08586812  0.97071447
  1.11682854  1.12514652  1.02520471  0.88173509  0.89626409  0.880739
  0.95879245  1.14947586  1.25794751  1.29411912  1.31872249  1.39818107
  1.51320758  1.58909496  1.44705544  1.22199375  1.12867371  1.01847145
  1.00561769  0.96721701  1.03497135  1.05608899  0.87293058  0.79310399
  0.81088856  0.75388375  0.67705019  0.78125819  0.90598132  0.8846872
  0.69709585  0.61554048  0.49723237  0.436827    0.450316    0.34744277
  0.24383064  0.21139553  0.16689157  0.15289757  0.09440099 -0.00717878
  0.00240289  0.12897152  0.17568114  0.13504962  0.08558285  0.24021688
  0.2611054   0.08647341  0.17540272  0.37883374  0.26207708  0.1190705
  0.09407205]","[ 0.123164    0.08933001  0.28910544  0.42684409  0.36006992  0.51934246
  0.58942341  0.61321125  0.70075818  0.71104263  0.69925514  0.70754715
  0.57647357  0.59766372  0.48418308  0.45629148  0.57815249  0.48547631
  0.32108906  0.21725312  0.13385566  0.13085284  0.03967656  0.00209462
  0.03374596  0.0256929  -0.06237667 -0.12021911 -0.08949244  0.0064653
  0.15797365  0.29382459  0.31476468  0.25710875  0.04868565 -0.16058919
 -0.28277607 -0.34744683 -0.38157821 -0.3961592  -0.36359304 -0.34732917
 -0.35910669 -0.38996794 -0.45307146 -0.40461089 -0.46224407 -0.41263787
 -0.49799761 -0.48405875 -0.46978658 -0.55079791 -0.50573379 -0.49467394
 -0.46470377 -0.39038394 -0.28990514 -0.3429933  -0.29312163 -0.27415924
 -0.40199404]","[ 1.98212038  1.82298873  1.60330923  1.69667434  1.85229764  1.68079827
  1.5795311   1.44840889  1.52755833  1.52683923  1.51845466  1.64245489
  1.70075962  1.92347188  1.90167301  1.83313454  1.77425061  1.74369161
  1.69648853  1.74048391  1.79455463  1.89998735  1.97080605  1.82793826
  1.64553065  1.61844035  1.54125435  1.46292838  1.45583236  1.37213353
  1.32994832  1.25835074  1.20685124  1.27207177  1.42438659  1.38732101
  1.25222061  1.20396602  1.10382438  0.96243988  0.92823247  0.87909492
  0.82839275  0.7308167   0.70088802  0.62726303  0.65341382  0.61513351
  0.50724057  0.262348    0.19184818  0.03876584  0.06954081  0.04883524
 -0.08643298 -0.06272166 -0.10689625 -0.01927149 -0.12534299 -0.0111669
  0.12485174]","[ 0.36737016  0.47498871  0.53690354  0.43038746  0.52173202  0.61980561
  0.64256599  0.79512362  0.8073302   0.75188404  0.69129854  0.59088046
  0.58113792  0.57455282  0.5931604   0.64781498  0.61297558  0.53365333
  0.48787656  0.41620246  0.3352454   0.16617509  0.14236529  0.10668937
  0.10074883  0.15712302  0.20006679  0.14650154  0.07205666 -0.1031735
 -0.06788531 -0.00126893 -0.0953297  -0.21208425 -0.27555873 -0.24935298
 -0.24273419 -0.25240944 -0.42988825 -0.40530635 -0.37715226 -0.37383761
 -0.26395595 -0.28327789 -0.33960193 -0.38699296 -0.41224939 -0.46575054
 -0.35989778 -0.39067263 -0.53482903 -0.63296522 -0.72946405 -0.67888331
 -0.69889596 -0.79693268 -0.71537672 -0.82084664 -0.7126111  -0.81856571
 -0.73962188]"
"[0.60107039 0.35724514 0.33555501 0.36372754 0.49482567 0.48826898
 0.51865067 0.54473489 0.50477523 0.44281293 0.45104442 0.5490306
 0.53800368 0.44281183 0.44105281 0.48712857 0.53971431 0.40415353
 0.38814357 0.47116899 0.63260891 0.71607424 0.60467608 0.64693331
 0.67299047 0.65697893 0.56957189 0.46089653 0.49721244 0.46247212
 0.45459762 0.48889271 0.36313078 0.30981192 0.35811972 0.38901765
 0.29354679 0.33597543 0.34227506 0.35891764 0.33380385 0.3143632
 0.42204196 0.45592049 0.39755952 0.38473747 0.37306861 0.29492515
 0.33428989 0.40043059 0.31692838 0.40158927 0.55811987 0.51984309
 0.46253122 0.49748982 0.50759248 0.58844378 0.57024144 0.46330167
 0.58279474]","[0.57539947 0.42195871 0.48699785 0.56569522 0.40796111 0.41053986
 0.49136945 0.52129039 0.48386868 0.49452873 0.40668741 0.33459628
 0.41018481 0.54032058 0.37988919 0.50643137 0.42262171 0.3468319
 0.3122984  0.39292835 0.37523729 0.4403781  0.43792946 0.40867628
 0.42255311 0.35263655 0.33665028 0.41964331 0.27125642 0.32929037
 0.52998541 0.42948546 0.33233176 0.42279044 0.49328994 0.55761006
 0.47756776 0.40407819 0.40379816 0.49891122 0.53840466 0.49007207
 0.33686239 0.36213881 0.34156329 0.39750099 0.39952365 0.37882394
 0.44962605 0.49172595 0.4124747  0.40969791 0.36950561 0.46602994
 0.397793   0.52386616 0.5125519  0.49899166 0.41706197 0.42227431
 0.51757781]","[0.56616479 0.63670059 0.46971486 0.50550838 0.6048389  0.53793465
 0.60921586 0.47005989 0.48795796 0.48007162 0.46972319 0.27956254
 0.3004098  0.36938716 0.52980777 0.52441517 0.50182928 0.44457809
 0.44854333 0.48417022 0.48527201 0.42149083 0.36311211 0.3603204
 0.46823762 0.46335267 0.3805226  0.3887811  0.37240395 0.37738538
 0.41879346 0.50893892 0.45556278 0.45672115 0.39825407 0.4351216
 0.44958794 0.46022497 0.42301314 0.39800022 0.44912821 0.52420519
 0.48546435 0.44714161 0.39259263 0.33596721 0.32854366 0.52149894
 0.3681011  0.38838916 0.40884851 0.52535896 0.57778147 0.67839995
 0.57691304 0.51200033 0.51733301 0.52467973 0.4784533  0.58937082
 0.73553522]","[0.74322208 0.67989218 0.65968697 0.64367089 0.54754821 0.60878474
 0.62111191 0.61097323 0.64360153 0.55285858 0.56551847 0.54451057
 0.53526966 0.57926219 0.4976849  0.54008012 0.38238631 0.34738759
 0.37626555 0.54965063 0.4295218  0.42614643 0.40638477 0.40831311
 0.44134778 0.47199738 0.44107157 0.41287238 0.50167935 0.45284168
 0.40858099 0.45333182 0.41792821 0.5287488  0.58402617 0.70885101
 0.68413917 0.69374503 0.59063835 0.49866053 0.43146006 0.53414849
 0.38825321 0.3528435  0.39892607 0.42765497 0.41592466 0.42672
 0.36627311 0.52152241 0.33381543 0.38751404 0.31678754 0.49193217
 0.44782916 0.57763403 0.65819208 0.54725808 0.53936519 0.49003362
 0.6209571 ]","[0.54288235 0.43469181 0.29758282 0.39885424 0.45227515 0.45528542
 0.5377296  0.70096267 0.69297833 0.81664569 0.78494697 0.75805661
 0.7237522  0.64605716 0.73646823 0.6321629  0.60353834 0.67413577
 0.70715998 0.6950703  0.6034684  0.55436719 0.48943994 0.48969749
 0.43234297 0.4198971  0.38911067 0.50867182 0.60428589 0.40509457
 0.39225499 0.40737085 0.49728761 0.48727903 0.44681698 0.49273618
 0.49078082 0.46677798 0.53479489 0.5610349  0.49574372 0.45826807
 0.45185216 0.46762692 0.45775448 0.48835245 0.47402871 0.4999782
 0.48166968 0.48153198 0.54378523 0.5311457  0.53147373 0.47815363
 0.51812585 0.51176695 0.47837359 0.4886476  0.65442119 0.52583858
 0.58842006]","[0.54039512 0.33342821 0.49720076 0.47874095 0.47428582 0.4929501
 0.39474391 0.48837401 0.62779215 0.69751661 0.51257177 0.51146905
 0.47533013 0.46300561 0.41475274 0.46611914 0.54851367 0.62065918
 0.59054476 0.49330479 0.50342875 0.55622364 0.55506054 0.44797024
 0.43785756 0.48422573 0.53224563 0.5437723  0.64263575 0.54808355
 0.44571279 0.46401466 0.38336122 0.34104242 0.35997624 0.43644279
 0.40669339 0.45979035 0.41790597 0.45693755 0.5119565  0.54039859
 0.51041719 0.43549779 0.49924706 0.51819306 0.59857722 0.55440346
 0.49102821 0.39238865 0.41530003 0.41822413 0.48550241 0.55284463
 0.59407465 0.63550851 0.68817984 0.64007144 0.63125184 0.51522878
 0.63032969]","[0.5041522  0.42226092 0.59258441 0.44898975 0.35430789 0.61752316
 0.44988642 0.4942218  0.44470504 0.42316948 0.39539852 0.32472393
 0.36569887 0.34133813 0.41084996 0.41178164 0.47861765 0.46021377
 0.39141805 0.33856808 0.39111331 0.51881828 0.52729525 0.50205654
 0.5501677  0.62322721 0.60702393 0.63125205 0.5115154  0.47331835
 0.37131546 0.46997807 0.44205187 0.40088047 0.34234472 0.32686949
 0.34796286 0.32344564 0.36084638 0.5058623  0.46737031 0.36201418
 0.40707958 0.37011203 0.32178612 0.46417862 0.31260117 0.39522047
 0.45949674 0.47945528 0.52138602 0.48297067 0.52721226 0.56892834
 0.61424913 0.52309179 0.47195908 0.73474019 0.67925562 0.58820819
 0.55283662]","[0.40616646 0.66239738 0.77774719 0.58257481 0.54680261 0.61403835
 0.5884825  0.59311493 0.65766289 0.34444936 0.31659787 0.44466503
 0.4713282  0.55013744 0.45528969 0.3966003  0.41322436 0.63495753
 0.65785961 0.55716061 0.47942431 0.47081568 0.46327974 0.39429864
 0.45931652 0.6910115  0.69395273 0.74041049 0.73584297 0.73274774
 0.684788   0.59776747 0.52379421 0.45600297 0.46641932 0.46495398
 0.48264819 0.50069706 0.57701782 0.57650282 0.58797604 0.62032594
 0.4807626  0.38571782 0.38954073 0.34033926 0.39650427 0.3787095
 0.49576217 0.61680724 0.53852651 0.46353135 0.42255961 0.4918813
 0.64944574 0.50350804 0.56059556 0.66127567 0.62915342 0.50617291
 0.49531196]"
