 ,Area,Mean,Min,Max,Slice,microns
1,385906.487,179.799,0,1423,1,0.000
2,385906.487,186.081,0,1897,2,0.999
3,385906.487,193.970,0,1627,3,1.999
4,385906.487,197.605,0,1644,4,2.998
5,385906.487,200.856,0,1748,5,3.998
6,385906.487,205.065,0,1965,6,4.997
7,385906.487,213.292,0,2021,7,5.997
8,385906.487,224.883,0,1742,8,6.996
9,385906.487,234.945,0,2108,9,7.996
10,385906.487,254.679,0,2396,10,8.995
11,385906.487,260.680,0,2196,11,9.995
12,385906.487,276.307,0,2385,12,10.994
13,385906.487,293.221,0,2354,13,11.993
14,385906.487,312.729,0,2760,14,12.993
15,385906.487,331.977,0,2918,15,13.992
16,385906.487,363.498,0,2604,16,14.992
17,385906.487,382.032,0,2564,17,15.991
18,385906.487,400.992,0,2993,18,16.991
19,385906.487,419.577,0,3296,19,17.990
20,385906.487,432.764,0,3226,20,18.990
21,385906.487,443.570,0,2922,21,19.989
22,385906.487,469.375,0,3524,22,20.988
23,385906.487,481.231,0,3228,23,21.988
24,385906.487,491.530,0,3202,24,22.987
25,385906.487,499.424,0,3637,25,23.987
26,385906.487,513.703,0,3499,26,24.986
27,385906.487,532.689,0,3646,27,25.986
28,385906.487,544.629,0,3789,28,26.985
29,385906.487,554.000,0,4291,29,27.985
30,385906.487,556.821,0,3279,30,28.984
31,385906.487,555.953,0,3211,31,29.984
32,385906.487,543.125,0,4925,32,30.983
33,385906.487,543.822,0,4057,33,31.982
34,385906.487,548.624,0,3766,34,32.982
35,385906.487,545.091,0,3611,35,33.981
36,385906.487,541.175,0,3530,36,34.981
37,385906.487,538.192,0,3575,37,35.980
38,385906.487,525.159,0,3488,38,36.980
39,385906.487,543.631,0,3668,39,37.979
