PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 22, filenames: A:[22]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[23]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.8154603243,0.397392869,1
47,65,0.1212890148,0.2001476884,1
47,97,-0.1656169891,0.2550709248,1
47,129,-1.078728795,0.3678989708,1
47,161,-1.043903589,0.03097090125,1
47,193,-0.4864993095,-0.2353685349,1
47,225,-0.1037277579,0.1820284128,1
47,257,0.01697841287,0.2451941371,1
47,289,0.08483213186,-0.2217524648,1
47,321,2.448841095,-0.9030559659,1
47,353,2.053076267,-1.391035914,1
47,385,1.535029888,-1.723730206,1
47,417,2.123363972,-0.751303196,1
47,449,2.004794598,0.3598712087,1
47,481,0.9709004164,1.376958251,1
47,513,1.457608461,0.3933028281,1
47,545,0.8661378026,0.1976547837,1
47,577,-0.09299436212,0.7243394852,1
47,609,-0.0961534977,3.237687349,1
47,641,0.2724619508,4.382659912,1
47,673,0.8516153097,2.03148818,1
47,705,1.851191044,0.4318554401,1
47,737,1.381108284,0.3682692349,1
47,769,0.8439731598,-0.4093796015,1
47,801,0.3221718073,1.250414848,1
47,833,0.9362028837,3.187501431,1
47,865,1.623016357,2.577114582,1
47,897,0.8644025326,2.6612463,1
47,929,1.562384844,3.811061382,1
47,961,2.499760389,4.755171776,1
47,993,1.624310493,4.414250851,1
47,1025,0.4964086413,3.110484123,1
47,1057,0.5169035196,2.265645266,1
47,1089,0.8469266891,2.723693848,1
47,1121,1.058332443,2.956782341,1
47,1153,1.234698296,2.727684736,1
47,1185,1.205726862,2.522412777,1
47,1217,1.009202838,3.958297253,1
47,1249,-0.1243811846,3.134754419,1
47,1281,-1.747793436,1.47569406,1
47,1313,-2.97972393,1.729176164,1
47,1345,-3.683467865,1.601763725,1
47,1377,-3.143938065,1.148192406,1
47,1409,-1.964696407,1.998917699,1
47,1441,-1.464278221,2.154574394,1
47,1473,-1.411741972,1.744058609,1
47,1505,-3.372908831,2.171528816,1
47,1537,-2.973731041,2.21791172,1
47,1569,-2.244863272,1.292691231,1
47,1601,-2.284490108,0.725171566,1
47,1633,-3.046294689,2.607332468,1
47,1665,-4.171483994,2.584840298,1
47,1697,-4.10829258,1.768286467,1
47,1729,-2.911779642,2.136917591,1
47,1761,-1.55388689,0.6731991768,1
47,1793,-0.5496926308,-0.01417648792,1
47,1825,-1.710907936,1.047795534,1
47,1857,-1.647468805,0.7185468674,1
47,1889,-0.941906929,0.2396745682,1
47,1921,-0.3134388924,0.1585998535,1
47,1953,-0.3683769703,-0.009778738022,1
47,1985,-1.640948534,2.721582413,1
47,2017,2.105956078,-9.992639542,1
79,33,0.1051489264,0.2284146845,1
79,65,0.04939761758,-0.1421704888,1
79,97,-0.2017610371,-0.05716904253,1
79,129,-0.2789423168,-0.01832871884,1
79,161,-0.2617022693,-0.07658419758,1
79,193,-0.0126812458,0.004544794559,1
79,225,0.1916716695,-0.01521879435,1
79,257,0.306145221,-0.5028499365,1
79,289,0.9202045202,-1.294191837,1
79,321,1.449075222,-0.7061562538,1
79,353,1.367385864,-0.3045574725,1
79,385,0.7579942942,-0.1865803003,1
79,417,1.37530899,0.8385759592,1
79,449,3.584131718,2.235874176,1
79,481,1.030841351,0.7284501195,1
79,513,0.1721354723,0.8003385067,1
79,545,0.4811493754,0.5739133358,1
79,577,-0.07555278391,0.4566141367,1
79,609,-0.2010939419,1.850424767,1
79,641,0.2164920866,2.528111935,1
79,673,0.3532780707,0.5695916414,1
79,705,0.02023875713,-0.7687554955,1
79,737,-0.04528608918,-0.1849674582,1
79,769,0.424891293,0.2371428013,1
79,801,0.8832077384,0.942688942,1
79,833,0.464993,2.490824223,1
79,865,0.3823708892,2.632926464,1
79,897,0.3269453645,3.069589615,1
79,929,0.6891642213,3.619607687,1
79,961,1.474264145,3.998962879,1
79,993,1.716160774,4.373794079,1
79,1025,0.8240745068,3.968909502,1
79,1057,0.6915143728,3.44601059,1
79,1089,1.03025949,3.029621363,1
79,1121,1.148867607,2.357617378,1
79,1153,1.366117716,1.433204055,1
79,1185,1.855291128,0.1732797623,1
79,1217,0.5533798337,2.117404222,1
79,1249,-0.4927837253,1.551152468,1
79,1281,-1.967080832,0.4239656329,1
79,1313,-2.629473686,0.9860957861,1
79,1345,-2.836452484,1.595877647,1
79,1377,-2.651028633,1.290488958,1
79,1409,-2.511524677,1.250662208,1
79,1441,-1.636819363,1.641834259,1
79,1473,-1.078109741,2.042309761,1
79,1505,-0.2559816837,0.396497488,1
79,1537,-4.749808788,-0.1140403748,1
79,1569,-4.480446339,-0.527985096,1
79,1601,-3.190252542,-0.8279536963,1
79,1633,-3.744252682,1.641076565,1
79,1665,-3.424929619,1.454574347,1
79,1697,-3.508563995,1.530978441,1
79,1729,-3.173787117,1.42328167,1
79,1761,-2.360271454,0.6638630629,1
79,1793,-1.485775948,0.5707643032,1
79,1825,-1.930550337,2.096221209,1
79,1857,-1.982264519,2.829835415,1
79,1889,-2.175871372,3.408931255,1
79,1921,-1.958755255,4.745574951,1
79,1953,-0.8367729187,7.677103043,1
79,1985,-3.481509447,7.119560242,1
79,2017,0.1389107704,-0.9503803253,1
111,33,0.348526299,0.1938866675,1
111,65,0.2519902587,-0.2408495545,1
111,97,0.09469718486,-0.2724038959,1
111,129,0.1114802212,-0.02547781169,1
111,161,0.08670657873,0.4338819981,1
111,193,0.2439827323,0.5219513774,1
111,225,0.4057626724,-0.6172553897,1
111,257,0.735850811,-1.262205839,1
111,289,1.310905695,-1.040892601,1
111,321,2.328510761,-0.1949400008,1
111,353,1.470921516,0.1384381354,1
111,385,0.4678241014,0.5558781028,1
111,417,1.073218822,0.02182486653,1
111,449,2.313493013,0.2141188383,1
111,481,2.064267635,0.1229636967,1
111,513,0.903565228,0.2016709447,1
111,545,0.4048442841,0.435023129,1
111,577,-0.2782011926,0.3940600157,1
111,609,-0.5021897554,0.9646984935,1
111,641,-0.3194670677,0.7949634194,1
111,673,-0.2701476812,0.3566081524,1
111,705,-0.4371476471,-0.169615835,1
111,737,-0.549839735,-0.4143091142,1
111,769,0.3414987922,0.4417890906,1
111,801,1.005438566,1.052404523,1
111,833,0.5073912144,1.653059602,1
111,865,0.04504272342,2.811042309,1
111,897,-0.5417675972,3.291757107,1
111,929,-0.7107961178,3.661132574,1
111,961,0.4296016693,4.336582184,1
111,993,2.286351681,4.127039909,1
111,1025,1.495889783,3.88617897,1
111,1057,0.6237220764,3.610904455,1
111,1089,1.067026615,2.832099915,1
111,1121,1.158947349,2.02677536,1
111,1153,0.7958883047,1.272312641,1
111,1185,0.2838144302,0.4516791105,1
111,1217,-0.5243371725,0.6126831174,1
111,1249,-1.030369759,0.5466412902,1
111,1281,-1.87366724,-0.2574676275,1
111,1313,-2.274183273,0.2667604685,1
111,1345,-2.231916904,1.438531518,1
111,1377,-2.145787716,1.137637138,1
111,1409,-2.128832102,1.434206724,1
111,1441,-2.321300983,2.200576305,1
111,1473,-2.957681179,2.593221188,1
