PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 34, filenames: A:[34]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[35]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.5035736561,-0.3375329971,1
47,65,2.177965164,7.047071934,1
47,97,-0.09166097641,0.7731347084,1
47,129,0.02711987495,0.08280444145,1
47,161,0.5403631926,-0.4321832657,1
47,193,-1.156116724,-6.19487381,1
47,225,-0.3982229233,-1.892325401,1
47,257,0.1119378805,0.2972841263,1
47,289,-0.2453338504,0.6907072067,1
47,321,-1.439494848,1.35449028,1
47,353,-0.2481517792,4.427649498,1
47,385,-0.4773545861,5.285077095,1
47,417,-0.1818803549,5.14478159,1
47,449,0.3044933081,5.344638348,1
47,481,-0.3679097593,5.633682251,1
47,513,-0.4036374986,4.85981226,1
47,545,-1.431644917,4.021697044,1
47,577,-2.189770937,2.267845631,1
47,609,-1.864765644,1.244978666,1
47,641,-1.39873302,1.24818635,1
47,673,-1.541525602,1.021725893,1
47,705,-1.475982189,0.7671051025,1
47,737,-0.7456005812,1.632672071,1
47,769,-0.2349268198,3.705145359,1
47,801,-0.6622056365,4.745761395,1
47,833,-1.324252605,4.538799286,1
47,865,-1.425257206,5.028893471,1
47,897,-1.849337101,4.716785431,1
47,929,-1.11434567,5.062844753,1
47,961,0.1605413556,5.452534676,1
47,993,1.3681463,5.442799568,1
47,1025,1.599408865,3.939664364,1
47,1057,-1.301440597,-12.11470413,1
47,1089,2.097625732,4.862324715,1
47,1121,1.934136629,4.458599567,1
47,1153,1.334975839,4.510241032,1
47,1185,0.7790389657,1.724843502,1
47,1217,1.639151931,2.30841136,1
47,1249,1.567130566,2.307262659,1
47,1281,2.770577908,5.287182808,1
47,1313,-18.71778297,5.823282242,1
47,1345,-0.1749244928,3.214974403,1
47,1377,1.48565793,1.214796305,1
47,1409,1.689887643,-0.08915674686,1
47,1441,-0.4649734497,-1.4316082,1
47,1473,0.2703539133,-1.755794764,1
47,1505,0.6651544571,-0.08009424806,1
47,1537,0.9651763439,1.943144321,1
47,1569,0.8226877451,1.086301327,1
47,1601,1.349347472,3.619128942,1
47,1633,4.451764107,16.55150032,1
47,1665,-1.719295025,1.452548027,1
47,1697,-2.018360853,8.035799026,1
47,1729,-0.889064908,10.47245026,1
47,1761,-1.348418236,9.08272934,1
47,1793,-1.483195305,5.002783775,1
47,1825,-1.029952049,4.164727211,1
47,1857,-1.172540903,5.178783417,1
47,1889,0.8738365173,4.356865406,1
47,1921,2.774945498,2.299418449,1
47,1953,2.849267721,0.8736789227,1
47,1985,1.575667858,0.3741612434,1
47,2017,-1.376332521,0.3255534172,1
79,33,-0.3944308758,4.388838768,1
79,65,0.3194518089,4.884152889,1
79,97,-1.170208216,-0.9880640507,1
79,129,0.1380930245,3.984490871,1
79,161,1.736017942,5.819868565,1
79,193,14.37585163,-6.889062881,1
79,225,-6.336355209,18.38939857,1
79,257,0.3669548631,0.9526968002,1
79,289,-3.384723663,5.503813267,1
79,321,-2.227296829,3.50103569,1
79,353,0.1028284431,4.553357124,1
79,385,0.7569074631,4.754393578,1
79,417,1.073350906,4.490188122,1
79,449,1.010409594,4.945772648,1
79,481,0.6673762798,5.211460114,1
79,513,0.4591398239,5.013384819,1
79,545,-0.1352927685,5.50679636,1
79,577,-0.4172202051,3.930416584,1
79,609,-0.7135094404,2.849446774,1
79,641,-0.3282307386,3.188878059,1
79,673,-0.5664657354,3.023796082,1
79,705,-0.911119163,2.351035118,1
79,737,-0.7722959518,2.724295378,1
79,769,-0.7410405874,3.473099232,1
79,801,-0.7983811498,4.384900093,1
79,833,-0.8885418177,5.132904053,1
79,865,-0.9608478546,4.771172047,1
79,897,-2.691165686,3.661315918,1
79,929,-2.391795397,4.202698231,1
79,961,-0.8911210299,5.064841747,1
79,993,0.413616091,4.694890976,1
79,1025,0.8556346893,3.978345871,1
79,1057,1.194807291,5.025100708,1
79,1089,1.421590567,4.632303238,1
79,1121,1.360826254,4.213855743,1
79,1153,1.004752159,4.1308465,1
79,1185,1.05872798,3.584594488,1
79,1217,2.563784122,3.76562047,1
79,1249,2.807837486,3.463199377,1
79,1281,3.020434856,3.583985806,1
79,1313,1.411774278,3.676382065,1
79,1345,-0.1787602007,2.98323369,1
79,1377,0.1713253856,2.483966827,1
79,1409,0.08886620402,1.42379427,1
79,1441,-1.45108223,0.3410485983,1
79,1473,-0.4082585573,-0.1604955792,1
79,1505,0.1963142753,-0.003970220685,1
79,1537,0.6095882654,0.5814459324,1
79,1569,0.1757502854,0.08464670181,1
79,1601,-0.08867917955,0.3165724277,1
79,1633,-0.008491143584,0.6075541973,1
79,1665,-0.05891959369,3.097655296,1
79,1697,-0.3131191432,5.463780403,1
79,1729,0.4988020957,6.179411888,1
79,1761,0.3013692498,5.547929764,1
79,1793,0.3075902462,4.440209866,1
79,1825,1.230322361,3.994687557,1
79,1857,1.904052615,4.746664047,1
79,1889,2.172478199,5.025699139,1
79,1921,2.192734957,3.183654785,1
79,1953,2.054237366,-0.3150036335,1
79,1985,1.260670066,-0.0473414436,1
79,2017,-0.9636595249,-2.034606934,1
111,33,-3.832534552,7.524570465,1
111,65,-0.4438976943,0.3947887421,1
111,97,-0.4026609063,-0.7073502541,1
111,129,-0.8174782991,-0.8347034454,1
111,161,-1.523066878,-0.9158375263,1
111,193,0.5347261429,-1.284411907,1
111,225,0.182010293,-0.6997046471,1
111,257,0.9368530512,5.477824688,1
111,289,0.6906227469,5.685959816,1
111,321,0.5616487265,5.267047405,1
111,353,0.5406247973,5.25530529,1
111,385,0.613484025,5.395905018,1
111,417,0.7894864678,3.870291233,1
111,449,0.7616847754,4.382856369,1
111,481,0.6333756447,5.151501179,1
111,513,0.4081023335,5.038908482,1
111,545,0.1061216891,4.608368397,1
111,577,-0.2690733373,2.688859463,1
111,609,0.3270384669,3.721019745,1
111,641,0.6184594631,3.788530827,1
111,673,-0.05453783274,3.938521385,1
111,705,-0.3749164939,3.728742123,1
111,737,-0.767999351,2.263255119,1
111,769,-1.233175039,1.929727316,1
111,801,-0.4645420313,3.961748362,1
111,833,-0.7368426919,4.819592476,1
111,865,-0.9650499821,5.505972385,1
111,897,-2.115897179,4.051889896,1
111,929,-1.707122087,4.318078041,1
111,961,-0.7976033688,4.43089056,1
111,993,-0.6572967768,4.110263824,1
111,1025,0.1815959364,4.959406376,1
111,1057,0.9406827688,5.355926514,1
111,1089,0.6635494232,4.912129402,1
111,1121,0.6865717173,4.492051601,1
111,1153,0.9114791155,3.887306213,1
111,1185,1.011426687,3.476475954,1
111,1217,2.60609293,4.627243042,1
111,1249,2.798125982,4.866676331,1
111,1281,1.84426713,2.671676159,1
111,1313,0.9599323273,2.127646923,1
111,1345,-0.2644944191,2.113594294,1
111,1377,-0.7563107014,2.484371662,1
111,1409,-0.9068408012,2.128874302,1
111,1441,-0.5297819972,0.8972449303,1
111,1473,-0.2753152251,0.7841426134,1
111,1505,1.147753358,1.258842707,1
111,1537,0.4763110876,0.339622736,1
111,1569,-0.3579897881,0.295501709,1
111,1601,-0.6175854206,0.3110663891,1
111,1633,-0.3735265434,1.818611145,1
111,1665,0.1780615747,3.319196463,1
111,1697,0.634634614,4.18187809,1
111,1729,2.671042681,5.777520657,1
111,1761,1.23304987,2.74682188,1
111,1793,0.7114803791,1.887918472,1
111,1825,2.991253376,4.111106873,1
111,1857,3.173699856,5.002633095,1
111,1889,3.107727289,5.398728371,1
111,1921,2.835340738,3.3507092,1
111,1953,1.680756807,-0.5318470001,1
111,1985,1.909797668,6.111915588,1
111,2017,0.6160285473,-3.479816914,1
143,33,-5.179237843,7.231964111,1
143,65,-0.6193039417,1.137649298,1
143,97,-0.2619956434,-0.003575086594,1
143,129,-0.1909074485,0.156717062,1
143,161,0.06759643555,0.3944063187,1
143,193,-0.2379238605,0.831182003,1
143,225,1.453074932,5.825629234,1
143,257,1.09419632,6.21579361,1
143,289,0.6069563627,5.52375412,1
143,321,0.5348619223,4.961595535,1
143,353,0.3308419287,4.969823837,1
143,385,0.3737374544,5.34813261,1
143,417,0.510545969,6.27287674,1
143,449,0.4297274351,5.335630894,1
143,481,0.5845766664,4.186657906,1
143,513,0.9063805342,4.604675293,1
143,545,-0.1566943526,3.859121799,1
143,577,-0.2082571983,2.211550236,1
143,609,-0.2115641534,4.490938187,1
143,641,-0.239512682,4.412361622,1
143,673,-0.5884978175,4.557751179,1
143,705,-0.9017570019,3.975291014,1
143,737,-0.8507589698,1.789240837,1
143,769,-0.9962054491,2.453094959,1
143,801,-0.1480848789,4.048483849,1
143,833,-0.5183548927,3.490055561,1
143,865,-0.514836669,3.514092922,1
143,897,-1.407273531,4.013100624,1
143,929,-1.984428406,4.100914955,1
143,961,-1.755089521,4.517413616,1
143,993,-1.184229732,5.301374435,1
143,1025,-0.09479698539,5.334184647,1
143,1057,0.8064968586,5.538458824,1
143,1089,0.5697718859,5.306489468,1
143,1121,0.9957600832,5.028803349,1
143,1153,1.659718394,4.4481287,1
143,1185,1.96889782,1.9028759,1
143,1217,3.494879723,3.805572271,1
143,1249,2.992161512,3.745348692,1
143,1281,1.75092113,2.163331509,1
143,1313,0.5967311859,1.642268419,1
143,1345,0.2004925013,1.794623613,1
143,1377,-0.3774567246,2.005932331,1
143,1409,-1.566903591,2.19246769,1
143,1441,-1.588348508,1.797529578,1
143,1473,0.04263144732,1.559666872,1
143,1505,1.648578882,2.160239697,1
143,1537,0.7696802616,0.8891311884,1
143,1569,-0.6711623073,0.6088330746,1
143,1601,-2.638629675,3.795434713,1
143,1633,-0.8697496653,2.961375475,1
143,1665,0.292448163,3.089453936,1
143,1697,1.050407171,3.299996376,1
143,1729,12.89083099,1.858552456,1
143,1761,0.5993270874,1.369239807,1
143,1793,0.9638786316,1.35066247,1
143,1825,3.264242649,4.165777206,1
143,1857,3.522222757,4.692975044,1
143,1889,3.373985767,4.164228916,1
143,1921,1.190346718,2.841549873,1
143,1953,0.2444281578,1.517197609,1
143,1985,0.1200944185,2.157593012,1
