PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 4, filenames: A:[4]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[5]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.351786375,1.86762023,1
47,65,-0.1322340369,0.570174098,1
47,97,-0.8028362393,0.4381423295,1
47,129,-0.695589304,-0.2074537277,1
47,161,0.15671736,-0.1197515726,1
47,193,0.3907812834,-0.06527227163,1
47,225,0.1615810096,0.2378852963,1
47,257,0.1148760319,0.4296468198,1
47,289,0.1805486381,-0.09657242894,1
47,321,0.3244838715,-0.714333415,1
47,353,0.06562656164,-0.4025220871,1
47,385,-0.02412223816,-0.07565310597,1
47,417,0.2038992643,-0.3393384218,1
47,449,0.008705377579,-0.4483047724,1
47,481,-0.7551524639,-0.1763839722,1
47,513,-2.014544487,-2.050156116,1
47,545,-1.751955032,-1.254144669,1
47,577,0.2319841385,-0.739276886,1
47,609,6.363033772,-3.128099918,1
47,641,5.048685074,5.022502899,1
47,673,-18.39097404,3.847866535,1
47,705,-16.82971001,0.6713805199,1
47,737,4.761301994,-0.4434146881,1
47,769,5.631905556,-37.58550262,1
47,801,29.82404327,-22.70098686,1
47,833,29.41121101,-20.98177719,1
47,865,3.224988937,-22.67448044,1
47,897,43.71617889,-27.70979118,1
47,929,49.86523056,-20.85163498,1
47,961,49.77335358,-27.13682175,1
47,993,29.6619854,-16.50392342,1
47,1025,26.61654282,-10.03747368,1
47,1057,2.653169632,-17.61770058,1
47,1089,17.92122269,-24.51105309,1
47,1121,45.90054703,-15.80842972,1
47,1153,46.2387619,-0.8752384186,1
47,1185,15.55790138,-9.078708649,1
47,1217,23.43394852,-14.21410084,1
47,1249,23.74525642,-14.29978371,1
47,1281,21.67366791,-12.82251835,1
47,1313,48.56659317,-35.30947113,1
47,1345,44.65007782,-18.07703209,1
47,1377,44.12353516,-15.9016552,1
47,1409,43.47547531,-16.54092979,1
47,1441,38.73381424,-17.15101242,1
47,1473,37.93810654,-18.3754406,1
47,1505,41.6337738,-22.31747818,1
47,1537,24.44881821,-6.017598152,1
47,1569,13.59464645,-5.096811295,1
47,1601,28.53225708,-0.381696701,1
47,1633,28.81857491,-6.324812889,1
47,1665,30.0725708,-13.53579903,1
47,1697,32.4885025,-17.02843475,1
47,1729,28.50110435,-16.07878876,1
47,1761,23.3972683,-16.0867157,1
47,1793,15.74046612,-24.4059124,1
47,1825,14.89890575,-30.07365799,1
47,1857,15.86586475,-30.62126541,1
47,1889,15.12390041,-30.35617256,1
47,1921,17.30382347,-27.79040337,1
47,1953,7.447257996,-26.99869919,1
47,1985,32.53694916,-31.28858566,1
47,2017,11.2567873,-69.33202362,1
79,33,-0.04462635517,1.432796121,1
79,65,0.2031580508,0.3251603246,1
79,97,-0.1657902896,0.08945812285,1
79,129,-0.3307996988,-0.4720759988,1
79,161,-0.2072174251,-0.346693635,1
79,193,0.1816457212,-0.2070858777,1
79,225,-0.01781767607,0.1458358318,1
79,257,-0.1877414286,0.3066200614,1
79,289,0.1006333232,0.1320714653,1
79,321,0.04128795862,-0.2968612611,1
79,353,-0.1646375656,-0.09216791391,1
79,385,-0.03454698622,0.258690238,1
