PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 12, filenames: A:[12]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[13]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.5661215186,-0.08304035664,1
47,65,0.2108839303,0.136581704,1
47,97,0.3263246715,-0.1469763517,1
47,129,0.01881092787,-0.07947579026,1
47,161,-0.06346701086,0.07450158149,1
47,193,0.1082238257,-0.2291745543,1
47,225,0.1532496363,-0.5365450382,1
47,257,0.08415231109,-0.931976974,1
47,289,0.01935130358,-0.4246973395,1
47,321,-0.1003941298,-0.02786397934,1
47,353,-0.4218176603,-1.105045319,1
47,385,-0.3688358068,-1.701771498,1
47,417,0.7690544724,-0.9884188175,1
47,449,0.8361194134,1.234025002,1
47,481,0.6509869099,1.344184875,1
47,513,0.1727406979,0.7951805592,1
47,545,-0.1326568127,1.075450659,1
47,577,0.3514539599,1.157739401,1
47,609,-0.08031445742,0.1287353039,1
47,641,-0.1408163905,0.0160150528,1
47,673,-0.9510430098,-2.578550816,1
47,705,-0.1999560297,-3.423561096,1
47,737,-0.8699535131,-1.421879292,1
47,769,-0.8349455595,-0.1576802731,1
47,801,0.4111466408,-0.3105508685,1
47,833,1.599087715,-0.3954807222,1
47,865,0.6497192383,0.541746676,1
47,897,0.2665258646,0.9477449656,1
47,929,1.687726021,0.6303451061,1
47,961,1.123786926,-0.2042555809,1
47,993,1.414568305,0.396132946,1
47,1025,3.165208817,1.952548981,1
47,1057,4.510770798,1.297212839,1
47,1089,5.135921001,-0.004835426807,1
47,1121,4.615691185,-0.6603168845,1
47,1153,4.555819511,0.3225072622,1
47,1185,4.533501148,2.617621422,1
47,1217,5.883790016,2.864819527,1
47,1249,8.479516029,1.858987331,1
47,1281,10.38933659,1.203760266,1
47,1313,8.663671494,1.420304656,1
47,1345,7.119898319,0.9079079032,1
47,1377,9.151062012,-1.345611811,1
47,1409,-1.56802845,-2.132242441,1
47,1441,8.067012787,-4.662622929,1
47,1473,9.316345215,-2.482854843,1
47,1505,6.19522047,-2.131120443,1
47,1537,4.820299149,-2.574147701,1
47,1569,3.67648983,-1.283919096,1
47,1601,1.196971893,-1.022063017,1
47,1633,2.728465319,-2.810297012,1
47,1665,2.930330753,-2.911216974,1
47,1697,2.465335369,-2.279927254,1
47,1729,3.211597919,-2.435792923,1
47,1761,5.026532173,-4.117774963,1
47,1793,5.864673615,-4.736755848,1
47,1825,4.677680969,-1.952372074,1
47,1857,2.111265182,0.4580392838,1
47,1889,2.625878096,2.011621475,1
47,1921,1.086118698,1.112166405,1
47,1953,0.1395049095,0.3594145775,1
47,1985,0.9950766563,0.4582132101,1
47,2017,3.377886772,-2.705178976,1
79,33,-0.1043499112,-0.04950795323,1
79,65,0.04841041565,0.08156369627,1
79,97,-0.03431758285,0.07100535929,1
79,129,-0.1588169038,0.01589947939,1
79,161,-0.2897720635,-0.008785403334,1
79,193,-0.2201528102,-0.01393423975,1
79,225,0.2770260572,-0.1048813462,1
79,257,0.1438424885,-0.4507520497,1
79,289,0.02885327488,0.0107845664,1
79,321,-0.0003151148558,0.3563069701,1
79,353,0.02172990888,-0.099614501,1
79,385,-0.04587456211,-0.171173811,1
79,417,0.53272295,0.2128565609,1
79,449,0.3545643985,-0.1752445698,1
79,481,-0.4002488256,-1.927160263,1
79,513,-0.1436588168,-1.401870251,1
79,545,-0.3968536854,-0.293851018,1
79,577,-0.455978632,-0.5430419445,1
79,609,-1.474617958,-2.550285339,1
79,641,-1.368695021,-2.79325819,1
79,673,-0.9173907042,-3.580410719,1
79,705,-0.1271148175,-2.741616011,1
79,737,-0.2806688845,-0.726398468,1
79,769,-0.5288153291,0.4001637697,1
79,801,0.9173202515,-0.1720160246,1
79,833,1.222186923,-0.538659513,1
79,865,1.275633097,-0.1139073372,1
79,897,1.481986761,-0.2416512966,1
79,929,1.816220284,-0.0168197453,1
79,961,1.497046709,0.3069282174,1
79,993,2.282498121,1.077157974,1
79,1025,3.668012619,1.951184392,1
79,1057,4.52256012,1.809844971,1
79,1089,4.277242184,0.1185542345,1
79,1121,4.185931206,-0.4960970283,1
79,1153,4.068406105,0.5706400275,1
79,1185,4.312885284,3.158503532,1
79,1217,5.652860165,2.051022053,1
79,1249,7.300510406,0.8862800598,1
79,1281,9.350020409,-0.3050608635,1
79,1313,10.53430176,1.177924871,1
