PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 16, filenames: A:[16]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[17]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.8895891905,-0.1682808399,1
47,65,-0.005074203014,0.1178069636,1
47,97,-0.04746732116,0.2977299094,1
47,129,-0.1885565817,0.2884888053,1
47,161,0.1430232227,0.02848103642,1
47,193,0.6463353634,0.01193720102,1
47,225,0.3573789001,0.123843357,1
47,257,0.05022534728,-0.09820485115,1
47,289,-0.9867340922,0.0750925988,1
47,321,-1.793953419,-0.7260861397,1
47,353,-1.885090828,-1.11203289,1
47,385,-1.324422359,-0.722129941,1
47,417,-0.2679476738,-0.3041298389,1
47,449,0.5443171263,0.06313371658,1
47,481,0.1284561753,0.9818611741,1
47,513,-0.6175128818,-0.1159374118,1
47,545,-1.52868104,0.5119422674,1
47,577,-3.49480772,0.5796525478,1
47,609,-2.181304216,0.06639528275,1
47,641,-1.133285046,-1.300080657,1
47,673,-0.9766976237,-1.450026989,1
47,705,-0.4563918114,-0.1670361608,1
47,737,-0.619948864,0.2791512012,1
47,769,-1.042369843,0.7622234821,1
47,801,-0.5356447697,0.1743469834,1
47,833,0.05329665542,0.2401533127,1
47,865,-0.3258828521,1.292325974,1
47,897,-0.7910544872,1.98147738,1
47,929,-0.6706346273,2.311657429,1
47,961,-1.007449389,2.669023991,1
47,993,-0.4844601154,2.138919115,1
47,1025,-0.4166817963,2.462697268,1
47,1057,-0.280189842,2.74650383,1
47,1089,-0.1912921667,2.167910814,1
47,1121,-0.3754739761,1.498528242,1
47,1153,-0.05499619246,1.940211535,1
47,1185,-0.05971598625,3.778037548,1
47,1217,0.4353671074,4.037620544,1
47,1249,0.9202561378,3.796808243,1
47,1281,1.122199774,2.853812695,1
47,1313,1.671026349,1.679158926,1
47,1345,1.188392639,0.2079144716,1
47,1377,-0.4727993011,-0.7098300457,1
47,1409,-1.234856606,-0.7217361927,1
47,1441,-0.4440634251,0.1536304951,1
47,1473,0.08617019653,-0.3471930027,1
47,1505,2.100159645,-0.6432232261,1
47,1537,1.862499952,-0.1800875664,1
47,1569,1.020838141,-0.106303215,1
47,1601,1.199595928,0.4593395591,1
47,1633,0.9448224306,1.676377296,1
47,1665,1.020384431,2.352933407,1
47,1697,1.276718974,2.079977989,1
47,1729,1.549593449,1.086773634,1
