PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 28, filenames: A:[28]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[29]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,0.1696076989,-0.2998819351,1
47,65,0.08497095108,0.4254504442,1
47,97,0.0556627512,0.4203336239,1
47,129,0.560262382,0.4388851523,1
47,161,0.6450022459,-0.4173939824,1
47,193,0.6615095139,-1.191024542,1
47,225,0.3432507515,-0.7748241425,1
47,257,0.5973650813,-0.8165485859,1
47,289,0.4215020239,-0.448474884,1
47,321,-0.8094888926,0.2463053465,1
47,353,-2.06411314,0.7230738401,1
47,385,-3.473875046,2.977659225,1
47,417,-3.270740032,3.636658192,1
47,449,-1.912876129,1.458409667,1
47,481,-1.651832819,0.8263455033,1
47,513,-0.5344424248,0.583214879,1
47,545,0.2829800248,0.8417342901,1
47,577,-0.7912955284,0.4134012461,1
47,609,-1.494902372,2.08921814,1
47,641,-0.5864706039,2.851015806,1
47,673,-0.00253880024,2.676029205,1
47,705,0.7649939656,1.484640241,1
47,737,1.743078113,1.149256706,1
47,769,2.107588291,2.001939774,1
47,801,0.3845419884,2.131997585,1
47,833,-2.108487129,4.728752136,1
47,865,-0.8510098457,3.521717072,1
47,897,-0.2359656543,2.639996529,1
47,929,-0.9404982924,2.382119656,1
47,961,-0.8731246591,1.876226664,1
47,993,-1.279678226,1.250198483,1
47,1025,-1.910153985,0.8471490145,1
47,1057,-1.901741147,0.952688694,1
47,1089,-1.90828228,1.206605554,1
47,1121,-1.890173912,1.017562747,1
47,1153,-1.58875823,0.4766472578,1
47,1185,-1.738083839,-0.08036506176,1
47,1217,-2.379864454,0.08673131466,1
47,1249,-2.784157753,-0.1491613388,1
47,1281,-2.793587685,0.2818653584,1
47,1313,-2.389308929,-1.296750665,1
47,1345,-1.698908806,-2.010249615,1
47,1377,-1.329548359,-2.278592587,1
47,1409,-1.720822453,-1.453808427,1
47,1441,-0.09688866138,0.06123071909,1
47,1473,-0.08661532402,1.045332193,1
47,1505,-0.8686752319,1.56435442,1
47,1537,-4.21260643,1.371798038,1
47,1569,-4.215134621,-1.343760252,1
47,1601,-4.375583172,-0.7719510198,1
47,1633,-3.587341309,1.781198978,1
47,1665,-4.267579079,5.059316635,1
47,1697,-3.450022697,3.302226305,1
47,1729,-1.893328667,1.735828996,1
47,1761,-0.9969500303,3.724467278,1
47,1793,0.06731808186,5.424625397,1
47,1825,1.838806033,3.662530899,1
47,1857,0.9924485683,1.30440402,1
47,1889,-2.442810535,3.119559526,1
47,1921,-4.402495384,6.770993233,1
47,1953,-4.424263,23.56620979,1
47,1985,-12.1238966,2.618263245,1
47,2017,33.66640472,-10.89774704,1
79,33,-16.50201797,1.164341688,1
79,65,0.1393671632,0.3925399184,1
79,97,0.3481448591,-0.3748549819,1
79,129,0.5845367908,0.009016498923,1
79,161,0.2902955413,0.2455374599,1
79,193,0.203381598,0.2154425979,1
79,225,-0.02401930094,0.2965657115,1
79,257,-0.03552415967,0.5206815004,1
79,289,-0.1805671304,0.6601233482,1
79,321,-0.7144254446,0.6691766977,1
79,353,-1.415138721,1.431075811,1
79,385,-1.120042682,2.765657425,1
79,417,-1.111395717,3.157450676,1
79,449,-1.304229498,1.710274696,1
79,481,-1.32215035,0.7005499601,1
79,513,-1.280348539,0.3957346678,1
79,545,-1.246165276,0.4097493887,1
79,577,0.2792554498,0.7012531757,1
79,609,0.5125223994,1.261861086,1
79,641,0.3138620257,1.63533926,1
79,673,0.03792864084,2.084724188,1
79,705,-0.03998240829,2.066454887,1
79,737,0.9389854074,0.8863489628,1
79,769,1.261998653,1.54753983,1
79,801,0.7582730651,1.473420858,1
79,833,0.2324360609,5.352322578,1
79,865,0.2093839645,3.543526649,1
79,897,-0.1698274612,2.494283915,1
79,929,-0.581145227,2.300943851,1
79,961,-0.6872286797,2.072845936,1
79,993,-1.03671813,1.383247137,1
79,1025,-1.362805128,1.262060523,1
79,1057,-1.759847522,1.194960594,1
79,1089,-2.308004856,1.00063622,1
79,1121,-2.857555866,0.9977881908,1
79,1153,-1.948677301,-0.2578989267,1
79,1185,-1.450361013,0.1894648075,1
79,1217,0.3774893284,0.723479867,1
79,1249,-0.567322731,1.138037205,1
79,1281,-2.269152641,0.826056242,1
79,1313,-2.014914751,0.1334424019,1
79,1345,-1.688279867,0.8842250705,1
79,1377,-0.982883811,-0.4284561872,1
79,1409,-0.524849236,-0.3981737494,1
79,1441,-0.0973662138,0.370646596,1
79,1473,0.05655986071,0.5916397572,1
79,1505,-0.2190355062,0.7449994683,1
79,1537,-1.142661095,0.4071345329,1
79,1569,-2.217064857,-0.1173270345,1
79,1601,-4.393532753,0.7522033453,1
79,1633,-3.219389439,2.181875467,1
79,1665,-3.485827446,2.772609234,1
79,1697,-3.009674072,2.599339485,1
79,1729,-2.367142916,2.854847908,1
79,1761,-1.707798958,3.765150547,1
79,1793,-1.273425102,4.112850189,1
79,1825,0.7446217537,3.094228745,1
79,1857,-0.2832126617,1.767908573,1
79,1889,-3.124925375,1.863346338,1
79,1921,-3.652883053,2.554131031,1
79,1953,-8.069656372,4.115623951,1
79,1985,-5.420852661,0.9763627052,1
79,2017,2.371374607,-7.989775658,1
111,33,-0.5645335913,2.039687395,1
111,65,0.1723266244,0.1838593781,1
111,97,0.5655457973,-0.1187877357,1
111,129,0.2621009946,-0.03514890373,1
111,161,0.01360635459,0.2372867167,1
111,193,0.05111092329,0.4083485007,1
111,225,0.1686334759,0.7348294258,1
111,257,0.2924615145,2.398114443,1
111,289,0.001515254378,2.3118608,1
111,321,-0.2080423385,1.98456645,1
111,353,0.1397674084,1.856574774,1
111,385,0.2258208394,2.465565205,1
111,417,-0.03094133735,2.207625866,1
111,449,-0.2525877357,0.8653618097,1
