PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 2, filenames: A:[2]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[3]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
111,417,0.995070219,2.019169807,1
111,449,3.238549709,35.42642593,1
111,481,-0.6262574196,21.27588844,1
111,513,5.328794479,28.53659439,1
111,545,6.500571251,53.55236053,1
111,577,7.978454113,59.62792969,1
111,609,8.292715073,60.31292343,1
111,641,32.38645935,45.06044388,1
111,673,18.97797203,46.26652527,1
111,705,2.10585022,57.28745651,1
111,737,35.82341003,41.71502304,1
111,769,15.71589088,17.29036522,1
111,801,3.684812546,20.44549179,1
111,833,5.411092758,6.646352768,1
111,865,31.48274803,-6.327075005,1
111,897,24.31609344,20.53425598,1
111,929,22.78948402,7.873921394,1
111,961,17.65008545,4.82113409,1
111,993,36.40029144,-3.297225952,1
111,1025,41.23568726,-12.15039349,1
111,1057,37.62995529,-16.65443802,1
111,1089,47.47305679,-20.35959053,1
111,1121,25.66817284,-12.81591988,1
111,1153,24.38791084,-1.754680634,1
111,1185,47.62382507,-10.54683495,1
111,1217,44.41599655,-12.43490219,1
111,1249,46.0333519,-11.23825645,1
111,1281,26.0989418,-18.91157341,1
111,1313,33.57733917,-22.74682808,1
111,1345,34.18906021,-14.32290268,1
111,1377,39.03892136,-17.01833916,1
111,1409,40.40626144,-35.05587006,1
111,1441,59.15156555,-23.55326843,1
111,1473,57.94161987,-40.4147377,1
111,1505,57.2386322,-26.40927124,1
111,1537,49.56625366,-16.76580048,1
111,1569,64.4309082,-8.062438965,1
111,1601,80.80119324,-22.34818268,1
111,1633,76.31272888,-25.91588402,1
111,1665,70.26676941,-24.65193367,1
111,1697,47.58761597,-3.303108215,1
111,1729,45.13871384,-20.55393982,1
111,1761,41.44645309,-20.17312622,1
111,1793,54.09329605,-32.23284912,1
111,1825,36.35451126,-16.79471016,1
111,1857,19.94361687,-30.58277893,1
111,1889,15.74204445,-27.1355629,1
111,1921,33.22788239,-23.53590775,1
111,1953,19.61496544,9.029857635,1
111,1985,23.01690674,2.921565056,1
111,2017,16.62671852,-4.200356483,1
143,33,0.03148502111,0.1555649042,1
143,65,0.05881965905,0.01898406446,1
143,97,0.03925473988,0.05082048476,1
143,129,-0.1100829691,-0.2381772995,1
143,161,-0.2749309242,-0.3352350593,1
143,193,-0.3274538219,-0.6719450951,1
143,225,-0.1572048664,-0.3547876477,1
143,257,-0.1847589165,0.2288882434,1
143,289,-0.3242686987,-0.681987524,1
143,321,0.1613552868,-0.7675790787,1
143,353,0.8402499557,-0.2924633026,1
143,385,0.5494959354,13.20246315,1
143,417,21.75883865,9.977863312,1
143,449,8.367509842,7.883642197,1
143,481,5.101812363,6.563869476,1
143,513,22.78203392,38.45405579,1
143,545,7.01783371,47.2233696,1
143,577,8.010475159,51.19935226,1
143,609,-1.07722187,27.74201775,1
143,641,5.723276138,55.40567398,1
143,673,3.532649994,42.35369873,1
143,705,16.09820557,54.54487228,1
143,737,19.64068604,53.73667145,1
143,769,23.59038734,21.4193573,1
143,801,39.28466034,17.90402222,1
143,833,39.63058472,11.89470482,1
143,865,21.60226059,-10.70402622,1
143,897,17.85839653,-16.98741913,1
143,929,22.96538925,5.055297852,1
143,961,22.71106148,10.84138012,1
143,993,27.38592148,-32.38685226,1
143,1025,6.23169899,-23.30722237,1
143,1057,30.9737587,-28.12403107,1
143,1089,28.7559185,-39.85224152,1
143,1121,20.37516022,-16.70714569,1
143,1153,36.18815613,-15.60538483,1
143,1185,46.1624527,-10.38498497,1
143,1217,31.8710556,-24.07462311,1
143,1249,25.17637062,-28.03091812,1
143,1281,25.7857933,-26.54140091,1
143,1313,58.31788254,-23.50490761,1
143,1345,62.23558426,-11.55296707,1
143,1377,66.48106384,-13.99729538,1
143,1409,35.91175079,-12.74977303,1
143,1441,66.47921753,-24.96754265,1
143,1473,45.54455948,-36.06523895,1
143,1505,44.82685089,-25.10473824,1
143,1537,51.32876587,-10.47241974,1
143,1569,84.59418488,-32.02696609,1
143,1601,66.55200958,-8.078504562,1
143,1633,64.11895752,-35.0091095,1
143,1665,67.07187653,-22.99857712,1
143,1697,44.40642166,-34.79348755,1
143,1729,55.10707474,-8.371917725,1
143,1761,48.58369064,-31.47640228,1
143,1793,51.91031647,-17.18862534,1
143,1825,54.09350586,-14.20083618,1
143,1857,33.29637909,-1.376369476,1
143,1889,42.37110138,-16.15779305,1
143,1921,33.02155304,-25.10785675,1
143,1953,19.19253349,6.145222664,1
143,1985,4.529399872,4.156867027,1
143,2017,18.1811676,-7.339072227,1
175,33,0.02425279468,0.05580446869,1
175,65,0.007286369801,0.02199948207,1
175,97,0.1429614425,0.03113490343,1
175,129,-0.02098464966,-0.5049701929,1
175,161,-0.129658848,-0.5626916885,1
175,193,-0.3498357236,-0.7243129611,1
175,225,-0.2436643839,-0.3242951035,1
175,257,-0.1393359154,0.2649317384,1
175,289,-0.2120361924,-0.4799752831,1
175,321,0.2449611425,-0.6938086748,1
175,353,0.9018614292,-0.2559838295,1
175,385,-6.183623314,23.19432831,1
175,417,3.409495831,16.48537064,1
175,449,11.30552864,33.29780579,1
175,481,5.951275349,6.306756973,1
175,513,-7.232582569,39.82187653,1
175,545,-8.383516312,42.08414841,1
175,577,2.040202141,36.24383926,1
175,609,26.2876606,29.67848206,1
175,641,-0.9557819366,31.14782524,1
175,673,1.869953156,40.73949051,1
175,705,12.46615124,48.12749863,1
175,737,7.31606102,36.09825897,1
175,769,1.824338913,34.13615417,1
175,801,1.039644241,27.47276688,1
175,833,4.147407532,21.83690262,1
175,865,19.54755211,26.72327042,1
175,897,22.1573925,-18.41799545,1
175,929,26.40749359,2.896940708,1
175,961,34.95304108,3.059532166,1
175,993,23.36367798,-40.18474579,1
175,1025,25.95509338,-31.40831757,1
175,1057,9.041038513,-36.80884171,1
175,1089,29.87153244,-42.31639862,1
175,1121,32.5710144,-30.57362175,1
175,1153,34.0617218,-18.1108017,1
175,1185,21.53760529,-4.192033768,1
175,1217,32.36291504,-25.33201981,1
175,1249,38.64328766,-28.05223465,1
175,1281,49.2195015,-12.7692852,1
175,1313,50.89360046,-21.16283417,1
175,1345,53.70930481,-8.727157593,1
175,1377,62.70694733,-22.42379951,1
175,1409,66.78157043,-26.09220314,1
175,1441,63.2792511,-23.24862099,1
175,1473,38.73643494,-17.37097168,1
175,1505,43.98967743,-36.01528168,1
175,1537,49.02205658,-10.16881371,1
175,1569,44.01796341,-21.83806419,1
175,1601,61.90532684,-6.014978409,1
175,1633,59.64466095,-29.50097466,1
175,1665,63.51062393,-29.77966118,1
175,1697,54.16001892,-22.25799942,1
175,1729,59.80088806,-26.58832932,1
175,1761,54.88912201,-24.62581825,1
175,1793,45.06206894,-21.19434547,1
175,1825,18.61655617,-28.57523155,1
175,1857,20.5222168,-21.222229,1
175,1889,10.06523323,-10.04680252,1
175,1921,23.29718971,4.933459282,1
175,1953,21.66713524,-5.842144012,1
175,1985,13.64407158,-27.78829575,1
175,2017,29.18673897,-9.789325714,1
207,33,-0.1975654662,0.2670685649,1
207,65,-0.2919678986,-0.1039863974,1
207,97,-0.1220779121,0.001933813095,1
207,129,0.01989400387,-0.2649017572,1
207,161,-0.1124861538,-0.3609859347,1
207,193,-0.3210113645,-0.2024139762,1
207,225,-0.1474002898,-0.09282612801,1
207,257,0.02847355604,0.2474412322,1
207,289,-0.07298649848,0.6487627029,1
207,321,0.2842186689,0.1037077904,1
207,353,-0.087703228,-6.466492653,1
207,385,20.12849045,16.85667419,1
207,417,3.758258581,17.23838615,1
207,449,17.84630013,15.14193249,1
207,481,18.41055298,18.32907867,1
207,513,-12.25547791,22.81850052,1
207,545,-11.80437851,27.66663742,1
207,577,12.17929935,39.03008652,1
207,609,-1.709978104,27.66119003,1
207,641,16.80748177,48.14945221,1
207,673,-0.03270244598,14.67303085,1
207,705,6.011442184,44.97085571,1
207,737,32.59525299,32.41284943,1
207,769,-2.828277588,21.11825371,1
207,801,-1.930261612,20.11449623,1
207,833,37.06112289,3.988941193,1
207,865,19.45528793,25.24773979,1
207,897,23.37971497,19.54883003,1
207,929,21.18261719,-5.314679623,1
207,961,22.98694611,-12.64922905,1
207,993,29.36024094,-45.61378479,1
207,1025,29.75199509,-23.34115219,1
207,1057,29.37426758,-18.22779846,1
207,1089,15.64894676,-23.5801239,1
207,1121,32.97615814,-22.83330154,1
207,1153,38.33483124,-3.40918541,1
207,1185,36.47520828,-15.72400284,1
207,1217,14.79418945,-27.10383415,1
207,1249,16.92643738,-27.27939987,1
207,1281,24.25278091,-34.64347839,1
207,1313,31.65266228,-21.49963951,1
207,1345,27.39279366,-9.145360947,1
207,1377,29.44009399,-11.07660103,1
207,1409,58.38147354,-36.14247131,1
207,1441,42.06820679,-13.01432991,1
207,1473,41.11381531,-37.12981033,1
207,1505,59.81464767,-38.24351501,1
207,1537,61.89767456,-34.50928497,1
207,1569,68.03112793,-16.50592613,1
207,1601,69.8079834,-36.2575798,1
207,1633,68.12219238,-35.56398773,1
207,1665,62.27206421,-37.33869171,1
207,1697,66.38069153,-31.62362289,1
207,1729,54.46887207,-22.29353523,1
207,1761,48.46691513,-32.1981926,1
207,1793,42.47327042,-22.54256248,1
207,1825,22.02886391,-32.03090668,1
207,1857,29.27534485,-23.44464493,1
207,1889,24.66754341,4.159664154,1
207,1921,21.47818184,4.187273026,1
207,1953,26.05121803,-11.41162395,1
207,1985,4.62597084,-18.88220024,1
207,2017,35.70170593,-10.7752142,1
239,33,-0.2412282079,0.7219067812,1
239,65,-0.4297344387,0.005150131881,1
239,97,-0.5085704327,0.5120952129,1
239,129,-0.2005589604,-0.009562045336,1
239,161,-0.05692631751,-0.01522761583,1
239,193,-0.1313134581,0.1453556418,1
239,225,0.05641210079,-0.1570140719,1
239,257,0.02352669835,-0.01027867198,1
239,289,-0.05097895861,1.266105175,1
239,321,-0.9079123735,-1.650396109,1
239,353,3.096166849,11.71971512,1
239,385,-4.648450851,21.20267296,1
239,417,-2.514873981,-6.491184235,1
239,449,21.65313721,25.839571,1
239,481,25.46639061,21.15618324,1
239,513,7.247125149,19.9889679,1
239,545,23.63227844,35.47987747,1
239,577,26.22953987,22.40581512,1
239,609,28.58643341,23.33457184,1
239,641,19.0737915,31.55630684,1
239,673,20.62969208,32.9997406,1
239,705,29.0314827,37.00832367,1
239,737,33.25194931,24.59311676,1
239,769,17.21737671,-1.292713165,1
239,801,2.242208481,26.94630432,1
239,833,7.711483002,21.92670441,1
239,865,21.59649467,12.05602264,1
239,897,19.43320084,19.19416046,1
239,929,22.0121479,-5.491472721,1
239,961,23.87315941,-13.70114899,1
239,993,31.36138725,-33.53186798,1
239,1025,8.433609009,-25.20951462,1
239,1057,19.99102211,-39.54067993,1
239,1089,22.04941559,-4.110015869,1
239,1121,46.83461761,-18.64824867,1
239,1153,32.63456345,-26.66528893,1
239,1185,37.37299728,-26.14864349,1
239,1217,46.02629471,-9.709550858,1
239,1249,47.48251343,-9.03250885,1
239,1281,17.54954147,-14.74224281,1
239,1313,27.4362545,-27.071558,1
239,1345,50.34498596,-36.19974518,1
239,1377,55.17579269,-38.00417328,1
239,1409,64.02371216,-32.5760498,1
239,1441,69.21095276,-25.00138664,1
239,1473,58.73891068,-41.24037933,1
239,1505,65.55957031,-24.75725365,1
239,1537,74.74435425,-17.16988182,1
239,1569,64.7434082,-16.47441864,1
239,1601,64.64736938,-38.56166458,1
239,1633,69.04784393,-22.19723892,1
239,1665,65.76773834,-21.43671227,1
239,1697,67.27227783,-26.09606743,1
239,1729,63.02983475,-26.81396675,1
239,1761,43.45280457,-39.10264587,1
239,1793,37.67912674,0.7771682739,1
239,1825,19.14551163,-32.75469971,1
239,1857,31.55528259,-22.3633213,1
239,1889,30.03029823,-13.78484344,1
239,1921,28.36664391,-13.80344868,1
239,1953,7.086101532,-25.28700447,1
239,1985,5.393010139,-20.78185081,1
239,2017,27.67588425,-10.27532578,1
271,33,-0.3180998564,1.241953373,1
271,65,-0.4090388417,0.1024101377,1
271,97,-0.1439157724,0.4609147608,1
271,129,-0.1590954065,0.1471040249,1
271,161,0.01654803753,-0.1887524128,1
271,193,-0.01007173955,-0.2092208862,1
271,225,-0.3412823975,-0.7370299101,1
271,257,-0.3709717393,-0.6847307086,1
271,289,0.7571531534,5.731651783,1
271,321,8.316357613,8.562934875,1
271,353,7.552893162,13.69090843,1
271,385,9.596998215,22.18370056,1
271,417,12.74304962,9.289587975,1
271,449,14.4014616,15.72620964,1
271,481,2.114117146,24.32141304,1
271,513,4.507150173,27.18410301,1
271,545,-0.5705747604,13.89795113,1
271,577,-1.031045914,5.934272766,1
271,609,3.196617126,28.31533051,1
271,641,-2.405082703,28.91090775,1
271,673,9.143108368,3.030397415,1
271,705,-1.376815796,34.78118134,1
271,737,27.71055984,4.578933716,1
271,769,6.86082077,14.81480026,1
271,801,26.20185089,4.69524765,1
271,833,9.394800186,-9.018959045,1
271,865,11.14258003,-13.83726501,1
271,897,18.30612755,-2.318731308,1
271,929,38.82166672,-4.664099216,1
271,961,32.37812042,-18.97486115,1
271,993,21.18330002,-0.9606132507,1
271,1025,9.967876434,-19.9047451,1
271,1057,37.9848175,-36.63285828,1
271,1089,16.1125679,-2.848579407,1
271,1121,26.23630524,-16.2212944,1
271,1153,28.57120132,-19.50237465,1
271,1185,20.34065247,-2.088695526,1
271,1217,22.23654747,-22.19519424,1
271,1249,30.20422173,-20.2501297,1
271,1281,20.20620346,-32.89932251,1
271,1313,18.06885529,-17.23801422,1
271,1345,43.29889679,-36.83733749,1
271,1377,39.54036713,-40.3924942,1
271,1409,45.68534851,-40.95440674,1
271,1441,57.40511322,-39.41435242,1
271,1473,67.05725098,-25.69239235,1
271,1505,68.93417358,-22.19411087,1
271,1537,59.8591156,-25.09106255,1
271,1569,57.02367783,-34.18386078,1
271,1601,57.68464661,-5.651649475,1
271,1633,57.13669586,-21.13269615,1
271,1665,63.87606812,-21.04202271,1
271,1697,65.39849854,-16.88220978,1
271,1729,62.96305084,-23.48786736,1
271,1761,52.6247406,-34.51900482,1
271,1793,54.2911644,-15.27438164,1
271,1825,45.02432251,-4.919685364,1
271,1857,24.87233162,-5.295871735,1
271,1889,40.1749382,-19.45160675,1
271,1921,37.66716003,-14.9889555,1
271,1953,13.09993744,-31.897089,1
271,1985,12.19455338,-30.83115768,1
271,2017,28.73716736,-11.99421787,1
303,33,-0.5429038405,1.54275167,1
303,65,-0.4395879507,-0.09594705701,1
303,97,0.08621326089,-0.09956911206,1
303,129,0.09183481336,0.2682534158,1
303,161,0.1767526269,0.1569360942,1
303,193,0.09289699048,-0.1129934788,1
303,225,-0.1259927154,-0.8281279206,1
303,257,-0.7916123867,-1.835108519,1
303,289,-0.791359365,0.1916048527,1
303,321,-7.63437748,15.81615639,1
303,353,-1.124735355,-0.9794778824,1
303,385,-3.135377169,3.991017342,1
303,417,-2.294579029,28.66884232,1
303,449,-1.468323231,33.01047516,1
303,481,5.907383442,23.80631447,1
303,513,7.613132,25.91447639,1
303,545,2.916948318,33.79879761,1
303,577,2.460212708,39.38944244,1
303,609,5.663165092,1.627117157,1
303,641,9.359768867,1.438844681,1
303,673,11.75298882,30.16226768,1
303,705,14.42552948,29.40042877,1
303,737,25.92640114,3.334354401,1
303,769,23.59667397,32.78437042,1
303,801,28.05959702,3.537366867,1
303,833,30.74540901,-1.085215569,1
303,865,33.56959152,-4.875330925,1
303,897,28.81712341,-11.78005505,1
303,929,34.46444321,-10.27401257,1
303,961,30.65423965,-20.9995842,1
303,993,22.38962364,5.78638649,1
303,1025,7.626531601,-13.85152912,1
303,1057,34.64811707,-32.30910492,1
303,1089,38.52371216,-19.943573,1
303,1121,21.44696808,-34.89187241,1
303,1153,44.13414001,-25.84692955,1
303,1185,13.01036072,-7.315074921,1
303,1217,16.26411247,-32.47648239,1
303,1249,25.71543312,-5.889160156,1
303,1281,16.28158188,-12.17974854,1
303,1313,39.35042572,-38.83708954,1
303,1345,41.78668976,-36.86967087,1
303,1377,41.17703629,-13.44854736,1
303,1409,38.43944168,-17.5896759,1
303,1441,53.90408325,-40.12221909,1
303,1473,54.68746567,-21.69350243,1
303,1505,56.82459641,-34.33233261,1
303,1537,68.22085571,-22.18544579,1
303,1569,59.48186493,-40.49499512,1
303,1601,56.60037994,-24.72680092,1
303,1633,55.23798752,-20.62997627,1
303,1665,63.98294449,-20.03080177,1
303,1697,53.69336319,-8.097442627,1
303,1729,62.13014221,-20.75729942,1
303,1761,51.40798569,-35.05978775,1
303,1793,25.99026871,-28.24550819,1
303,1825,35.98269272,-37.8869133,1
303,1857,30.91738129,0.3643302917,1
303,1889,10.20519257,-33.77864075,1
303,1921,15.60972214,3.999674797,1
303,1953,11.99442673,-7.670850754,1
303,1985,6.323859692,-29.86526871,1
303,2017,13.43950367,-7.963039398,1
335,33,-0.581374228,1.889676809,1
335,65,-0.1484736204,-0.2521414459,1
335,97,0.0908793211,-0.1757928431,1
335,129,0.1933006942,0.2073852122,1
335,161,0.1792279184,0.291184932,1
335,193,-0.3596467674,0.251347065,1
335,225,-0.6570168734,0.1956433058,1
335,257,9.603215218,20.41592216,1
335,289,8.037649155,23.20177269,1
335,321,-10.13833237,17.12374115,1
335,353,9.944416046,-9.762059212,1
335,385,14.09977722,-2.4223032,1
335,417,3.308232307,26.95566368,1
335,449,0.1853795052,28.28311539,1
335,481,26.3106041,13.03388977,1
335,513,26.8989315,17.04837608,1
335,545,22.23791122,4.271127701,1
335,577,3.240037918,10.86796188,1
335,609,22.97145081,34.14278412,1
335,641,23.25379372,34.33024216,1
335,673,20.96640778,32.36846924,1
335,705,15.60773945,28.40148354,1
335,737,15.69108868,25.03419685,1
335,769,3.994868279,17.73954391,1
335,801,-0.40883255,20.10253906,1
335,833,15.53946304,24.14401054,1
335,865,14.99628639,20.50335884,1
335,897,14.76597404,21.18088341,1
335,929,23.58137512,0.02379155159,1
335,961,37.23918152,-12.48653698,1
335,993,19.99550438,10.6645546,1
335,1025,2.019966125,-4.7202425,1
335,1057,5.07695961,-2.65451622,1
335,1089,11.91963387,2.369180679,1
335,1121,4.342611313,-11.57151318,1
335,1153,8.02101326,-24.91995621,1
335,1185,13.12180328,-21.52641678,1
335,1217,16.10817337,-1.091873169,1
335,1249,30.44584465,-11.55961418,1
335,1281,51.34729767,-18.19005203,1
335,1313,43.52048492,-1.995527267,1
335,1345,41.8572464,-30.59876251,1
335,1377,26.13382721,-16.54113007,1
335,1409,33.01816559,-16.56500816,1
335,1441,53.92017746,-38.83176804,1
335,1473,48.57440948,-41.16664124,1
335,1505,69.14588928,-14.71082878,1
335,1537,68.85871887,-17.51278114,1
335,1569,67.51289368,-22.58733559,1
335,1601,65.33571625,-28.62249184,1
335,1633,51.30844879,-19.69140625,1
335,1665,68.27787781,-17.36577034,1
335,1697,33.9131012,-25.9228344,1
335,1729,47.86243057,-39.07830811,1
335,1761,18.42658615,-28.31847572,1
335,1793,15.49478722,-23.76914978,1
335,1825,35.43027496,-2.829818726,1
335,1857,26.47915649,0.2503204346,1
335,1889,18.91044235,1.670719147,1
335,1921,30.33467102,-22.79320145,1
335,1953,15.15049934,3.787434578,1
335,1985,7.054080009,3.053659439,1
335,2017,3.28578186,-2.748196125,1
367,33,-0.1200147122,3.10332346,1
367,65,0.1658891141,-0.5242019892,1
367,97,0.1324795187,-0.1215670258,1
367,129,-0.0609613806,0.08454760909,1
367,161,0.1440298557,-0.3133097887,1
367,193,0.5868616104,2.36961627,1
367,225,1.02550745,3.768306971,1
367,257,-9.167028427,13.02139854,1
367,289,2.076187849,12.92560387,1
367,321,2.793983459,15.71888542,1
367,353,8.551706314,21.08860779,1
367,385,8.764575958,21.40553284,1
367,417,7.734614849,24.74677277,1
367,449,0.04296159744,25.06573105,1
367,481,0.5411887169,26.99876022,1
367,513,18.34417915,1.525974274,1
367,545,4.789004803,9.540100098,1
367,577,4.679178238,9.961259842,1
367,609,13.87305927,37.15789795,1
367,641,23.1989212,33.67011261,1
367,673,12.67896652,12.37807465,1
367,705,3.455763817,19.66883278,1
367,737,5.847585678,20.81390381,1
367,769,8.583848953,7.713988304,1
367,801,13.3324604,-4.142710686,1
367,833,-0.165055275,-2.1833601,1
367,865,-4.375063896,9.492853165,1
367,897,28.10491562,1.8478508,1
367,929,29.1547699,-1.620560884,1
367,961,13.63230705,15.78487778,1
367,993,1.940555573,-16.99398422,1
367,1025,37.09622192,-17.74245071,1
367,1057,13.87867546,-22.83383751,1
367,1089,21.17014313,-15.95830631,1
367,1121,22.99131012,3.665797234,1
367,1153,20.20498848,-21.66044617,1
367,1185,44.82461548,-14.85614109,1
367,1217,28.14225769,-26.05130005,1
367,1249,34.4344635,-16.26365471,1
367,1281,49.30425262,-17.28792191,1
367,1313,27.88900566,-16.05570221,1
367,1345,51.35076523,-9.785171509,1
367,1377,27.20711517,-26.46422577,1
367,1409,28.29766464,-28.43818474,1
367,1441,60.61168289,-27.59241867,1
367,1473,61.22237778,-8.745172501,1
367,1505,67.48866272,-38.67538452,1
367,1537,58.74494934,-30.10714722,1
367,1569,69.57984924,-24.3330555,1
367,1601,42.83392334,-7.354606628,1
367,1633,50.38613892,-0.9797363281,1
367,1665,57.04995346,-37.28748322,1
367,1697,31.85095215,-22.85706329,1
367,1729,43.45217133,-38.44798279,1
367,1761,26.94070816,-37.66342926,1
367,1793,29.99957466,-41.94190216,1
367,1825,29.65877151,-2.227745056,1
367,1857,21.45124054,-1.31568718,1
367,1889,18.6499939,-2.940593719,1
367,1921,-1.275134087,-33.21676636,1
367,1953,5.311043739,-1.48148632,1
367,1985,-9.309894562,3.4578619,1
367,2017,-8.501314163,-4.755932808,1
399,33,1.301744461,5.470887184,1
399,65,0.04802398384,0.6075828075,1
399,97,0.120865427,-0.1603315473,1
399,129,0.07272295654,-0.07951629162,1
399,161,0.4064175487,0.609457016,1
399,193,-16.48356819,3.3184793,1
399,225,-16.02918243,5.035889149,1
