PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 37, filenames: A:[37]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[38]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.360978961,2.359192133,1
47,65,-0.2227597237,1.138067007,1
47,97,-0.778437376,-0.09874138236,1
47,129,-0.1303160787,-0.8316538334,1
47,161,0.8033366203,-0.1227724552,1
47,193,0.3866049051,0.211493969,1
47,225,-0.708291769,-0.1243710518,1
47,257,-0.5220583677,1.130817413,1
47,289,-0.09713107347,0.2460620403,1
47,321,-0.6018607616,0.8398683071,1
47,353,-0.8142899275,5.681032658,1
47,385,-0.9951859117,3.946147919,1
47,417,-0.9230605364,2.799909592,1
47,449,-1.765526056,3.013539314,1
47,481,-2.940142632,4.344069958,1
47,513,-3.202415943,5.47855854,1
47,545,-1.7018013,0.4701347351,1
47,577,-6.6049366,2.556261063,1
47,609,-2.404744625,1.269587517,1
47,641,-2.338984013,2.283144474,1
47,673,-1.88141036,2.118118286,1
47,705,-1.43675518,3.691101074,1
47,737,-2.328010559,5.331507206,1
47,769,-2.671083689,4.03985548,1
47,801,-1.595007181,3.595272541,1
47,833,-1.508381367,5.625577927,1
47,865,-1.475252151,6.121210098,1
47,897,-1.458456039,7.790992737,1
47,929,-0.9789953232,8.257305145,1
47,961,-1.789500237,6.30033493,1
47,993,-3.562280416,6.303460598,1
47,1025,-4.327863216,6.703593254,1
47,1057,-0.9113752842,6.362250328,1
47,1089,-1.54389143,5.994359016,1
47,1121,-0.1753773093,6.625592709,1
47,1153,-0.02739936113,6.048413754,1
47,1185,-0.4391719103,5.25809288,1
47,1217,-1.294043422,6.1010952,1
47,1249,-1.643551826,6.13686657,1
47,1281,-0.472640276,6.978452682,1
47,1313,-0.6195566654,7.163927555,1
47,1345,-1.878730655,5.313603401,1
47,1377,-1.679155111,5.752959251,1
47,1409,-1.44150877,6.153591633,1
47,1441,-3.469573498,7.133587837,1
47,1473,-4.555606842,6.6114645,1
47,1505,-3.436357975,5.014298439,1
47,1537,-1.255611777,4.442608833,1
47,1569,0.0995323658,1.67772007,1
47,1601,-0.5991836786,4.302496433,1
47,1633,0.6177247763,5.952722073,1
47,1665,1.283782005,7.026968956,1
47,1697,1.57933414,8.653116226,1
47,1729,0.8281977177,8.778611183,1
47,1761,-0.6774075031,7.182879448,1
47,1793,-2.711146116,6.955859184,1
47,1825,-4.209810257,7.261924744,1
47,1857,-3.719535828,8.148851395,1
47,1889,-0.7218241692,5.942933083,1
47,1921,0.9832488298,4.346657753,1
47,1953,0.2907171249,4.086126328,1
47,1985,-0.977887392,1.559288502,1
47,2017,-1.662412167,0.1690683365,1
79,33,-0.7566517591,3.641162157,1
79,65,-0.7557741404,1.274218082,1
79,97,-0.6249777079,-0.1553518772,1
79,129,-0.04830002785,-1.106162071,1
79,161,0.7249099612,-1.075954914,1
79,193,0.2548315525,-0.4354132414,1
79,225,0.004548072815,0.4563478231,1
79,257,-0.09755420685,0.5599300861,1
79,289,-0.4312841594,1.925453663,1
79,321,-1.039123058,2.419126034,1
79,353,-1.242336273,3.880571127,1
79,385,-0.9864617586,4.490894318,1
79,417,-0.9553345442,2.410480738,1
79,449,-1.607506871,2.128091812,1
79,481,-3.420646667,2.961047411,1
79,513,-1.530226469,4.2466259,1
79,545,-0.4044003487,1.824151516,1
79,577,-3.768381357,3.186442852,1
79,609,-3.79403615,1.872436047,1
79,641,-3.156843901,3.479461193,1
79,673,-2.131736994,4.105695724,1
79,705,-1.775491953,4.625619411,1
79,737,-2.257899284,4.964019299,1
79,769,-2.70048666,3.938468933,1
79,801,-2.291755676,4.604885101,1
79,833,-2.952095032,5.974673271,1
79,865,-2.59591341,7.387294769,1
79,897,-1.819595098,8.251989365,1
79,929,0.2125583887,7.751329899,1
79,961,0.35038203,7.568776608,1
79,993,-0.9219706059,7.682857513,1
79,1025,-1.537152767,7.718076706,1
79,1057,-2.966732979,8.103899002,1
79,1089,-1.372447491,6.367672443,1
79,1121,-0.2566178143,6.124259472,1
79,1153,-0.5618680716,5.90236187,1
79,1185,-1.235307693,6.166827202,1
79,1217,-1.094553471,7.058526993,1
79,1249,-1.33901608,7.348332882,1
79,1281,-0.9299716949,6.025728226,1
