PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 41, filenames: A:[41]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[42]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-4.692625999,6.0517416,1
47,65,2.153566122,0.7404856682,1
47,97,1.414802313,-0.5494809151,1
47,129,-0.0676265955,-0.2929940224,1
47,161,-0.8371413946,-2.002682686,1
47,193,-6.098021984,-5.925098419,1
47,225,0.8207640648,-2.369232178,1
47,257,1.239735365,1.362536907,1
47,289,0.1460820436,1.549605846,1
47,321,-0.04183900356,0.6311564445,1
47,353,1.807953,3.326706886,1
47,385,1.013818741,1.568800569,1
47,417,-0.7632168531,0.5139064789,1
47,449,-0.86965096,0.7344620228,1
47,481,1.670721769,2.563515663,1
47,513,5.218395233,6.408712864,1
47,545,4.912561893,8.036308289,1
47,577,2.043479681,9.964889526,1
47,609,-0.7003778219,9.167303085,1
47,641,-0.5355424881,5.085706711,1
47,673,-0.3973380029,4.536137581,1
47,705,0.1320586205,3.523027897,1
47,737,0.2681266665,4.531510353,1
47,769,0.1323119402,4.681397438,1
47,801,0.4249389172,5.116320133,1
47,833,0.6722769737,5.30113554,1
47,865,0.1236298084,6.300873756,1
47,897,1.059163928,4.677743912,1
47,929,2.10013175,6.119441032,1
47,961,2.71786809,5.776096821,1
47,993,1.900375724,5.380402088,1
47,1025,1.948264956,5.643754959,1
47,1057,3.805161238,5.989384174,1
47,1089,3.924835205,6.599504471,1
47,1121,3.793803215,7.05166626,1
47,1153,2.205893993,6.48748064,1
47,1185,1.664766312,5.052826881,1
47,1217,1.268808842,3.852143288,1
47,1249,0.05200374126,4.217559338,1
47,1281,0.9956234694,4.594547749,1
47,1313,2.802968502,5.703827858,1
47,1345,1.875663757,5.500666618,1
47,1377,0.8974612951,4.726799488,1
47,1409,0.188839972,6.41548872,1
47,1441,1.443890452,6.780001163,1
47,1473,1.496384144,3.693663836,1
47,1505,0.3769942522,1.175177813,1
47,1537,0.1308344901,-0.5328907967,1
47,1569,0.3908666372,0.1195112467,1
47,1601,0.6765829921,2.578136444,1
47,1633,-0.3896562755,6.470772743,1
47,1665,-1.054570913,8.511468887,1
47,1697,-0.0708347559,6.666331291,1
47,1729,1.233317256,4.766855717,1
47,1761,1.099122167,4.151668549,1
47,1793,0.5019932985,5.761828899,1
47,1825,-0.8607045412,7.72631073,1
47,1857,-2.013073683,6.062382221,1
47,1889,0.1324841976,6.646093369,1
47,1921,1.701954007,6.661885262,1
47,1953,1.664698124,4.423175812,1
47,1985,0.4712493718,1.638718128,1
47,2017,-4.503566265,-5.985999584,1
79,33,-14.70954895,6.851418495,1
79,65,1.156779528,-0.519133091,1
79,97,1.01837635,-1.593966007,1
79,129,4.283253193,14.50310898,1
79,161,-0.6720688343,-0.4464941025,1
79,193,0.0100812912,-1.337029219,1
79,225,18.95581627,-5.683191776,1
79,257,0.0696554184,0.3619055748,1
79,289,0.7585729957,5.593443871,1
79,321,0.2017092705,4.427454472,1
79,353,0.2568165064,3.585136175,1
79,385,0.563911736,3.404112339,1
79,417,0.01330640912,2.992070675,1
79,449,-0.4078882337,0.7627272606,1
79,481,3.190397739,3.842347622,1
79,513,4.852727413,5.732449055,1
79,545,4.945928097,6.717926979,1
79,577,2.089830875,10.54780293,1
79,609,-0.3636907935,9.902751923,1
79,641,0.3421683908,6.236516476,1
79,673,-0.48385638,5.856728554,1
79,705,-0.9643951058,6.324174881,1
79,737,-0.593034029,5.431729317,1
79,769,-0.1816247702,4.774947166,1
79,801,1.05106163,5.046348095,1
79,833,1.388633251,5.289746284,1
79,865,0.4711265564,5.645859718,1
79,897,0.9532974958,4.085249901,1
79,929,1.236372471,4.46674633,1
79,961,1.900077581,6.077393055,1
79,993,2.369173765,5.987704754,1
79,1025,3.144995689,6.414363861,1
79,1057,3.712851524,6.834547997,1
79,1089,2.307312965,6.163739204,1
79,1121,2.486922264,6.628423214,1
79,1153,2.369405031,6.388011932,1
79,1185,2.092325211,5.696480274,1
79,1217,1.702280283,5.46938467,1
79,1249,1.696624637,5.653173923,1
79,1281,1.893012643,5.862859726,1
79,1313,2.111922264,6.010361671,1
79,1345,1.849736333,5.006398201,1
79,1377,1.136178136,5.603764057,1
79,1409,0.4789498448,6.212733746,1
79,1441,0.2350896895,5.487421036,1
79,1473,0.1451918185,3.045834541,1
79,1505,-0.2752030194,2.367365599,1
79,1537,-0.2626737952,2.11785531,1
79,1569,-0.09191679955,2.08341074,1
79,1601,-0.01412951946,1.452240467,1
79,1633,-1.877507687,4.364622116,1
79,1665,-1.097417474,5.281361103,1
79,1697,-1.048235536,4.441993713,1
79,1729,-0.6732301712,3.881144524,1
79,1761,0.232283622,4.640937805,1
79,1793,0.5301747322,6.27345562,1
79,1825,0.1746392846,6.193970203,1
79,1857,0.1696335375,6.362080097,1
79,1889,1.963740349,6.543186188,1
79,1921,2.306189775,6.146481037,1
79,1953,0.5288643837,4.549402714,1
79,1985,0.4206779301,2.257809401,1
79,2017,-1.622739315,-5.981846333,1
111,33,-15.10055256,6.969263077,1
111,65,0.6800075769,-1.215176582,1
111,97,0.1854555905,-1.257569313,1
111,129,-0.1610568613,-0.2181000113,1
111,161,15.49123955,-10.73603439,1
111,193,-0.7540632486,0.04222142696,1
111,225,-0.2974368632,0.5084719658,1
111,257,0.7081888914,4.544078827,1
111,289,0.4620910287,5.22897625,1
111,321,-0.06141853333,4.492160797,1
111,353,-0.1368414909,3.966390133,1
111,385,0.3616577387,3.88834095,1
111,417,0.5661281943,4.002473354,1
111,449,1.567439914,3.915210724,1
111,481,2.301524162,5.001805782,1
111,513,2.884966135,5.748680115,1
111,545,3.507605791,5.77733326,1
111,577,1.977435112,8.158664703,1
111,609,0.09337840974,8.843233109,1
111,641,-0.6083273292,5.101620197,1
111,673,-0.6668996811,4.789038658,1
111,705,-0.3187708855,5.142595768,1
111,737,-0.4006567597,5.431655884,1
111,769,-0.3719288111,4.810879707,1
111,801,1.066496491,5.78492403,1
111,833,2.168340921,6.000791073,1
111,865,2.018778801,4.735087872,1
111,897,1.334007502,5.39907217,1
111,929,0.6294487715,5.902485847,1
111,961,1.335170269,5.901424408,1
111,993,2.824037075,6.33992672,1
111,1025,3.182419062,6.793179512,1
111,1057,3.200064659,7.03423214,1
111,1089,2.947556973,6.698421955,1
111,1121,2.695275784,6.306486607,1
111,1153,2.792505026,6.234253407,1
111,1185,2.776771069,6.114443779,1
111,1217,2.331978321,5.991000652,1
111,1249,2.134652615,6.750632763,1
111,1281,1.751609564,7.050244331,1
111,1313,1.983056188,6.887358665,1
111,1345,2.117380142,6.481359482,1
111,1377,0.880266428,5.823717117,1
111,1409,0.1747773886,5.905172825,1
111,1441,-0.2106572092,5.549464703,1
111,1473,-0.1109838784,2.782612324,1
111,1505,-0.2522194386,2.782813787,1
111,1537,-0.06951038539,4.722062111,1
111,1569,-0.06968133897,3.356472254,1
111,1601,-0.6522458792,1.609973192,1
111,1633,-1.803168654,3.348385811,1
111,1665,-0.9540821314,3.466171026,1
111,1697,-0.9937822223,3.480101824,1
111,1729,-0.7718007565,3.501855612,1
111,1761,-0.1219069958,4.702620029,1
111,1793,0.4397721589,6.421298981,1
111,1825,1.06579423,6.549355984,1
111,1857,1.004658818,5.999155998,1
111,1889,1.167301655,6.233138561,1
111,1921,1.595342636,5.766655922,1
111,1953,1.863087058,4.490517616,1
111,1985,2.759783745,5.824819088,1
111,2017,2.826515436,-6.962609768,1
143,33,5.851433754,6.601027966,1
143,65,0.5171549916,-0.4541506767,1
143,97,0.04995650053,-0.6445629597,1
143,129,-0.3914015591,-0.4405310154,1
143,161,-0.01600649953,0.04253005981,1
143,193,0.1343899965,-0.05602884293,1
143,225,0.2358905375,1.558213711,1
143,257,2.094080687,5.589566708,1
143,289,1.249275208,5.296313286,1
143,321,0.1624580026,4.690245628,1
143,353,0.171777755,4.358800411,1
143,385,0.6159908175,4.43362093,1
143,417,0.6651062369,4.299380302,1
143,449,0.5061125159,4.563837051,1
143,481,0.1450603604,5.396752357,1
143,513,0.3513915539,6.070427418,1
143,545,0.592559576,6.077403545,1
143,577,0.3697969615,6.327648163,1
143,609,-1.069243193,5.893670559,1
143,641,-1.523040533,4.950747013,1
143,673,-0.7065000534,4.358539104,1
143,705,-0.3347340524,5.019768715,1
143,737,0.2646547556,5.152380943,1
143,769,0.7696092129,5.222264767,1
143,801,1.052615285,6.131709576,1
143,833,1.75050056,6.588906765,1
143,865,1.946331024,5.106846809,1
143,897,1.712314844,5.73030138,1
143,929,2.096199512,6.857648373,1
143,961,2.280281544,6.595927715,1
143,993,2.770586014,6.63834095,1
143,1025,3.225384235,6.771742821,1
143,1057,3.040173531,7.159954548,1
