PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 3, filenames: A:[3]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[4]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.9774866104,-0.4495403767,1
47,65,0.1810902953,-0.892326951,1
47,97,0.8286231756,0.1730241179,1
47,129,0.6494762897,0.6801199913,1
47,161,-0.2322913408,1.1447016,1
47,193,-0.2976392508,0.9863299131,1
47,225,0.06908982992,0.1187413633,1
47,257,-0.2184807658,-0.08248406649,1
47,289,-0.8539981842,0.5447468758,1
47,321,-0.07414567471,0.9135415554,1
47,353,1.43407321,1.186466455,1
47,385,0.7929487228,0.2704510689,1
47,417,0.8655867577,-0.4827919006,1
47,449,0.1311416626,0.006727218628,1
47,481,0.8750772476,1.768718719,1
47,513,0.09882068634,0.887055397,1
47,545,29.6964016,17.73428726,1
47,577,29.9489212,21.62563896,1
47,609,17.95705795,4.758810043,1
47,641,-2.97356987,21.82166862,1
47,673,12.31905746,19.16039658,1
47,705,4.364217758,8.720533371,1
47,737,-25.24250031,39.08660507,1
47,769,-57.53443527,0.3667640686,1
47,801,-16.28844452,11.16607666,1
47,833,17.51234245,35.38555527,1
47,865,33.41405106,54.44278336,1
47,897,30.66189384,55.64330292,1
47,929,23.23287964,58.7272644,1
47,961,43.37677765,45.5134964,1
47,993,48.99429321,76.33711243,1
47,1025,54.33486176,73.73820496,1
47,1057,64.31785583,36.76418304,1
47,1089,64.8651123,51.6035347,1
47,1121,63.09440613,44.09051132,1
47,1153,84.07328033,28.79373741,1
47,1185,86.51249695,22.1844902,1
47,1217,89.55999756,25.44309807,1
47,1249,63.24349213,32.83674622,1
47,1281,80.87926483,17.34426498,1
47,1313,79.82955933,11.17519283,1
47,1345,88.93556976,10.34425545,1
47,1377,92.79522705,6.222441673,1
47,1409,84.97128296,-9.825334549,1
47,1441,86.06913757,6.060472965,1
47,1473,83.27244568,2.676932812,1
47,1505,80.91819763,2.93322587,1
47,1537,78.28585815,4.399178028,1
47,1569,74.68413544,5.290594578,1
47,1601,73.95251465,0.4339823723,1
47,1633,44.42958832,9.636590004,1
47,1665,56.91815186,-13.15494347,1
47,1697,32.53613281,-33.8119545,1
47,1729,26.87541389,-43.6721344,1
47,1761,42.76193237,-40.65725708,1
47,1793,50.80488586,-40.42513275,1
47,1825,46.21228409,-37.44992065,1
