PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 51, filenames: A:[51]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[52]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.071839809,14.70338631,1
47,65,0.1460528374,7.806011677,1
47,97,0.2831455171,-0.473174572,1
47,129,-0.7060775161,-0.7010483742,1
47,161,-0.6167042255,-1.085946083,1
47,193,-0.2460914999,-0.4786348343,1
47,225,0.2248725295,-0.3804011345,1
47,257,0.3118163347,-0.4921393394,1
47,289,-0.3081883192,0.1125969887,1
47,321,-1.350223899,2.292560101,1
47,353,-1.980288982,3.885361195,1
47,385,-2.688122749,4.391770363,1
47,417,-3.333116055,4.480507851,1
47,449,-2.218217611,5.509331703,1
47,481,-1.490342379,4.334904194,1
47,513,-1.062027693,4.535777569,1
47,545,-1.629836559,4.669001102,1
47,577,-3.663029671,5.246690273,1
47,609,-4.289010048,5.549204826,1
47,641,-2.298903465,3.881432056,1
47,673,-1.610085249,2.238143921,1
47,705,-1.675448775,4.584787369,1
47,737,-2.285081625,4.868584156,1
47,769,-3.883595228,5.003852844,1
47,801,-5.136550903,5.791341782,1
47,833,-5.571985722,7.057130337,1
47,865,-4.42891407,6.886222839,1
47,897,-2.348351955,6.327456951,1
47,929,-1.575482488,5.350809574,1
47,961,-0.8816221952,4.51920414,1
47,993,-1.212283373,4.019780159,1
47,1025,-1.563008785,5.283237457,1
47,1057,-1.62767601,5.446300983,1
47,1089,-0.779723227,3.962006092,1
47,1121,0.3712331057,2.416046143,1
47,1153,-1.443546057,4.436357975,1
47,1185,-0.7804193497,6.523318768,1
47,1217,-2.602307796,7.829536915,1
47,1249,-3.640185356,6.902321339,1
47,1281,-3.200323343,5.897854805,1
47,1313,-2.432350159,5.90204525,1
47,1345,-1.951644897,6.027202129,1
47,1377,-1.867827415,6.987825871,1
47,1409,-2.003803015,7.838524818,1
47,1441,-2.270410061,7.983038902,1
47,1473,-1.836647391,7.348968029,1
47,1505,-1.944636822,6.417412281,1
47,1537,-1.223000526,8.47465992,1
47,1569,-3.927505016,11.06456089,1
47,1601,-6.767964363,10.30899239,1
47,1633,-3.280288458,9.981365204,1
47,1665,-1.318486094,7.655879974,1
47,1697,-3.143019438,5.092531204,1
47,1729,-3.517100811,6.021879673,1
47,1761,-2.840148687,8.707219124,1
47,1793,-2.143415928,8.730316162,1
47,1825,-1.661944628,7.658315659,1
47,1857,-1.427715302,9.126545906,1
47,1889,-2.461958647,12.15179253,1
47,1921,-2.557576656,15.54149055,1
47,1953,-2.741477966,13.87425041,1
47,1985,-5.89998436,-2.182782888,1
47,2017,9.974815369,-39.56790543,1
79,33,-6.209889889,7.125592232,1
79,65,0.4682178795,2.749536037,1
79,97,-0.1850792468,-0.6708183289,1
79,129,0.01620602608,-1.713113427,1
79,161,-0.06466220319,0.1703286171,1
79,193,0.09701066464,0.6094758511,1
79,225,0.06215253472,0.1426159143,1
79,257,-0.1452272534,0.2751736641,1
79,289,-0.5695602894,1.120639563,1
79,321,-1.131236553,3.587861776,1
79,353,-1.197852135,3.77611208,1
79,385,-1.580544591,3.629467726,1
79,417,-2.123218536,3.405261755,1
79,449,-0.3734961748,1.40438199,1
79,481,-0.4342007637,1.440542698,1
79,513,-1.457032561,4.204906464,1
79,545,-0.4790682793,4.394670486,1
79,577,1.318138123,4.57242012,1
79,609,-1.900691271,6.460146904,1
79,641,-1.817126751,4.798197269,1
79,673,-1.761744738,3.91911602,1
79,705,-2.29284668,4.818307877,1
79,737,-2.47870779,4.929994106,1
79,769,-3.378803968,5.212249279,1
79,801,-3.37441349,6.135402679,1
79,833,-3.175592661,5.334676743,1
79,865,-4.128463745,4.223731041,1
79,897,-2.382219791,5.298039436,1
79,929,-1.896499991,4.814891815,1
79,961,-1.70700264,4.14917469,1
79,993,-0.7212535143,3.495308876,1
