PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 9, filenames: A:[9]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[10]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
751,993,4.615624428,13.65379333,1
751,1025,5.167314053,12.34011269,1
751,1057,0.9002342224,10.76652145,1
751,1089,1.010682106,5.628062248,1
751,1121,-1.740317345,4.341937065,1
751,1153,-0.2940988541,-1.041903496,1
751,1185,0.03534972668,-0.6249709129,1
751,1217,-0.07674667239,-0.09501507878,1
751,1249,-0.4703189135,-0.8118935227,1
751,1281,-0.430518806,-0.5342336893,1
751,1313,5.676891804,-5.294068813,1
751,1345,-0.7279071808,-0.07204771042,1
751,1377,19.13838768,3.089569569,1
751,1409,12.48847866,-2.364019156,1
751,1441,10.6705761,3.035497189,1
751,1473,6.643959999,14.49965668,1
751,1505,3.987855911,8.60827446,1
751,1537,10.21173859,5.315284729,1
751,1569,12.47151852,0.8157708645,1
751,1601,12.36379147,-0.7375671864,1
751,1633,12.27778912,-4.71634388,1
751,1665,12.39420605,-1.496644735,1
751,1697,11.35766888,-2.967057228,1
751,1729,9.707637787,-1.519541025,1
751,1761,8.178352356,-2.58075428,1
751,1793,7.412578583,-3.045658588,1
751,1825,9.805268288,-2.818907976,1
751,1857,10.60870743,-1.29631865,1
751,1889,5.839006424,-8.193987846,1
751,1921,6.481515884,-15.02334309,1
751,1953,11.83835506,-0.6931422949,1
751,1985,0.6333694458,-0.3218066692,1
751,2017,0.7902116776,-0.1177249551,1
783,33,0.3267920017,8.125653267,1
783,65,0.8341223001,9.786082268,1
783,97,1.282735109,10.73616886,1
783,129,1.61420393,12.16989613,1
783,161,2.314921856,13.90046787,1
783,193,2.619426966,12.56745052,1
783,225,3.643828154,11.81922626,1
783,257,0.1422552764,12.64287853,1
783,289,-0.5165135264,13.73350811,1
783,321,-0.2151808739,14.7972784,1
783,353,-0.1760300994,15.3774147,1
783,385,-0.9718242884,16.82557678,1
783,417,-2.42363596,18.74586296,1
783,449,-3.345788479,21.2134819,1
783,481,-4.239970684,21.65619087,1
783,513,-4.408453465,20.97365952,1
783,545,-3.988116026,19.65064812,1
783,577,-3.464732647,19.8507061,1
783,609,-2.630977869,20.6488266,1
783,641,-1.307900906,21.02050209,1
783,673,-2.148087978,21.79114723,1
783,705,-4.066116333,22.81796265,1
783,737,-2.275200367,24.73887444,1
783,769,0.2124910355,22.35818863,1
783,801,2.356179714,22.78209496,1
783,833,2.868795395,22.78766823,1
783,865,2.30550766,23.16815186,1
783,897,-1.891319275,25.71559334,1
783,929,-2.181010008,26.96147728,1
783,961,2.633839607,24.1557312,1
783,993,2.925573826,13.86303997,1
783,1025,6.762932777,22.99434471,1
783,1057,2.538012266,11.57115555,1
783,1089,2.402442694,7.635350227,1
783,1121,2.025047541,6.123053074,1
783,1153,5.82625103,4.962427616,1
783,1185,0.2775417566,0.4263000488,1
783,1217,0.1208415329,-0.6772790551,1
783,1249,-0.2205218077,-0.7192240953,1
783,1281,-0.4549292922,0.2233534008,1
783,1313,0.4364674091,1.358513951,1
783,1345,-0.732483387,0.02071905136,1
783,1377,8.602174759,-0.7851028442,1
783,1409,10.41819954,0.2485964298,1
783,1441,9.166650772,3.426865578,1
783,1473,8.212218285,5.730752945,1
783,1505,8.400647163,5.911929131,1
783,1537,11.33158112,3.00836277,1
783,1569,-4.88847065,-4.483771801,1
783,1601,-5.983668327,-4.329672337,1
783,1633,11.22311974,-1.298853159,1
783,1665,12.50520611,-2.978605986,1
783,1697,10.85601425,-4.633955479,1
783,1729,9.824728012,-2.049295902,1
783,1761,7.995114326,-2.481983662,1
783,1793,6.946109772,-1.787725687,1
783,1825,8.545742989,-0.9715320468,1
783,1857,9.499809265,-0.7920586467,1
783,1889,9.539699554,0.5820695758,1
783,1921,8.483323097,5.024414539,1
783,1953,7.405982494,4.005713463,1
783,1985,20.25597954,10.51207733,1
783,2017,-0.5080709457,-0.1272404194,1
815,33,0.250869751,8.012745857,1
815,65,0.9657258987,10.1412878,1
815,97,1.630794525,10.51162434,1
815,129,1.632551551,11.01930428,1
815,161,1.813732982,12.46025181,1
815,193,2.083084345,12.17268372,1
815,225,3.141665936,11.51377487,1
815,257,2.011508703,11.08088684,1
815,289,-0.1627122909,11.64904594,1
815,321,-0.7082872391,15.23295975,1
815,353,-0.8372251987,16.64682388,1
815,385,-1.602416635,18.25165939,1
815,417,-2.952974319,19.93816185,1
815,449,-4.104217529,21.33336639,1
815,481,-4.961315632,21.90692902,1
815,513,-5.359915257,21.1727581,1
815,545,-6.985739231,20.87057114,1
815,577,-4.943015099,21.29340172,1
815,609,-2.98098278,20.1908989,1
815,641,-3.01203537,20.71420479,1
815,673,-3.625118256,21.58433723,1
815,705,-4.219978333,22.51809502,1
815,737,-1.521245003,22.01963043,1
815,769,-0.1593748331,23.16189194,1
815,801,0.2587204576,24.22705078,1
815,833,0.861255765,23.65162277,1
815,865,-2.10593915,24.4028759,1
815,897,-1.141265035,28.26240349,1
815,929,-2.610407829,28.58967781,1
815,961,-1.852658868,26.37470818,1
815,993,-0.7098395824,25.25250626,1
815,1025,15.53453541,14.14033031,1
815,1057,1.416191578,20.91009903,1
815,1089,1.583910584,13.72754383,1
815,1121,1.473287821,5.319559097,1
815,1153,10.09881973,4.979255676,1
815,1185,-0.4614174664,-0.3607349396,1
815,1217,-0.3910644948,-0.3204011619,1
815,1249,-0.03330051899,-0.3651995063,1
815,1281,-0.03486043215,0.2316915095,1
815,1313,-0.3518867493,0.435012579,1
815,1345,-0.07610988617,0.1087377071,1
815,1377,0.3569965363,-0.01406526566,1
815,1409,7.825058937,3.839745283,1
815,1441,7.68654871,4.082001686,1
815,1473,7.007359028,4.880648613,1
815,1505,7.266416073,4.80860424,1
815,1537,8.594820976,3.434072733,1
815,1569,10.72393227,5.717073441,1
815,1601,8.342158318,1.036664248,1
815,1633,8.863846779,-0.5565103292,1
815,1665,6.133346558,-1.130159855,1
815,1697,6.109782219,-3.42390871,1
815,1729,10.11740875,-1.417677045,1
815,1761,8.403188705,-0.4933122396,1
815,1793,7.644410133,0.3295112252,1
815,1825,8.744671822,1.000326633,1
815,1857,8.225846291,-3.540379524,1
815,1889,9.40914917,1.376010656,1
815,1921,0.7019205093,4.322824955,1
815,1953,-0.01080322266,4.071856976,1
815,1985,2.724001884,1.154898524,1
815,2017,-2.213419199,-0.07936346531,1
847,33,0.4183396101,7.689834595,1
847,65,2.013586998,8.737678528,1
847,97,3.441010952,9.734548569,1
847,129,1.457002163,10.17234325,1
847,161,0.5780651569,11.09033871,1
847,193,0.02055513859,11.94072914,1
847,225,0.1989886165,12.09207726,1
847,257,0.3277878761,11.32888508,1
847,289,0.5703595877,11.62169552,1
847,321,0.6844321489,15.56568241,1
847,353,-0.2201201916,18.5891037,1
847,385,-1.695022821,19.00919724,1
847,417,-3.778348446,20.01786423,1
847,449,-6.091572285,19.86472321,1
847,481,-4.822929382,20.06513977,1
847,513,-4.62765789,20.25597763,1
847,545,-4.693748474,21.13908005,1
847,577,-4.078887939,21.3234539,1
847,609,-3.001677036,20.78155518,1
847,641,-2.927628279,21.02634811,1
847,673,-2.389286041,20.88223076,1
847,705,-1.899729967,21.58457756,1
847,737,-1.545785427,22.36851692,1
847,769,-1.582241058,23.93789101,1
847,801,-1.521696806,24.18185234,1
847,833,-0.104426384,23.89065552,1
847,865,-2.57982111,25.41918564,1
847,897,-2.645898581,28.57894325,1
847,929,-1.954942703,26.64488411,1
847,961,-1.105549335,25.21082878,1
847,993,2.111210585,23.97257233,1
847,1025,-9.085014343,21.55290604,1
847,1057,-0.1448173523,26.53200912,1
847,1089,-5.169794083,12.44745159,1
847,1121,-0.3491322994,-1.584553242,1
847,1153,0.06782132387,-0.6160821915,1
847,1185,-0.2170071006,-1.092319965,1
847,1217,-0.634493947,0.00337292254,1
847,1249,-0.4482058287,-0.6864313483,1
847,1281,-0.3844263852,-0.4154471457,1
847,1313,-0.4352544546,0.05112838745,1
847,1345,0.2760157585,0.2857866287,1
847,1377,0.1639709473,0.2342243195,1
847,1409,5.970570564,4.040922165,1
847,1441,6.255434036,3.316077471,1
847,1473,6.380495071,3.852503061,1
847,1505,6.416006565,4.300160885,1
847,1537,7.016334057,4.362306595,1
847,1569,7.698366165,5.458468437,1
847,1601,6.323683739,2.270118237,1
847,1633,7.442246437,-0.4753447771,1
847,1665,2.483433723,-1.321360826,1
847,1697,2.478417873,-0.5053098202,1
847,1729,6.503277302,0.4453068972,1
847,1761,8.431650162,1.087532282,1
847,1793,8.621024132,2.912656307,1
847,1825,8.683702469,3.687998533,1
847,1857,9.15124321,4.45489502,1
847,1889,0.6510076523,16.4809494,1
847,1921,3.931657791,3.370577812,1
847,1953,2.111374855,2.79170084,1
847,1985,2.254673004,1.154822588,1
847,2017,0.9696669579,-0.4032273889,1
879,33,1.890729666,7.679232597,1
879,65,3.507905245,8.521300316,1
879,97,2.701880217,9.742119789,1
879,129,0.2862406969,10.41582203,1
879,161,-0.2760135233,10.12219334,1
879,193,-0.005353391171,10.70350742,1
879,225,0.08006032556,10.11015034,1
879,257,-0.8348523378,9.361339569,1
879,289,-4.432658195,12.75186443,1
879,321,-4.018952847,14.31413078,1
879,353,-3.551704168,16.57142639,1
879,385,-3.616500139,17.42662811,1
879,417,-4.480645657,18.31391335,1
879,449,-5.752120972,18.76542091,1
879,481,-5.323327065,18.84111977,1
879,513,-4.987575531,19.21523666,1
879,545,-5.20536232,20.9208374,1
879,577,-4.45982933,21.21271133,1
879,609,-2.772277832,21.72488785,1
879,641,-2.413768053,21.32195854,1
879,673,-3.083602428,20.97707176,1
879,705,-2.75869894,21.69381332,1
879,737,-2.221206903,23.17624092,1
879,769,-2.514928579,24.50613594,1
879,801,-1.916680932,24.87907791,1
879,833,-0.7618445754,24.54778862,1
879,865,-0.4410544634,24.04720879,1
879,897,-0.6773067117,25.3605957,1
879,929,-1.148742914,25.51943398,1
879,961,-1.254487514,25.02999115,1
879,993,-1.298322439,22.85301781,1
879,1025,-15.53480434,23.41000175,1
879,1057,0.1272307634,30.57780647,1
879,1089,-0.2981870472,17.19306946,1
879,1121,0.5611913204,28.21738243,1
879,1153,15.94457912,14.68782043,1
879,1185,0.3047314882,-2.088798761,1
879,1217,-0.2929337323,0.1355714351,1
879,1249,-0.5503360033,-0.3991093636,1
879,1281,-0.405608058,-0.1846550107,1
879,1313,-0.08279633522,0.07425642014,1
879,1345,-0.002750635147,0.3773083687,1
879,1377,4.186979294,4.928822517,1
879,1409,4.540548801,4.027366638,1
879,1441,4.861827374,3.199520826,1
879,1473,5.210233688,3.024467945,1
879,1505,5.394919395,3.711708784,1
879,1537,7.610986233,5.581192017,1
879,1569,7.230434895,3.38431406,1
879,1601,6.370671272,3.413057327,1
879,1633,6.134841919,-0.6034091711,1
879,1665,7.243100166,0.1360352188,1
879,1697,5.141606331,-0.6678953171,1
879,1729,5.778935909,0.6985680461,1
879,1761,6.375999928,1.704679012,1
879,1793,7.467823029,3.130176306,1
879,1825,8.505929947,4.355556488,1
879,1857,8.523029327,3.038320303,1
879,1889,8.148142815,2.085969925,1
879,1921,7.431548119,4.429859638,1
879,1953,12.51050758,-0.5314042568,1
879,1985,5.283610344,4.364254475,1
879,2017,-1.339095116,-0.05198210478,1
911,33,2.457357883,7.15995121,1
911,65,4.603770733,6.941750526,1
911,97,3.535666943,10.07380486,1
911,129,-0.12664783,12.02562046,1
911,161,-0.7194350362,10.70246124,1
911,193,-0.6841194034,10.03554821,1
911,225,-0.1905173361,9.092460632,1
911,257,-0.1081230044,8.600432396,1
911,289,-0.8189877272,12.1679945,1
911,321,-3.063493252,13.22695446,1
911,353,-4.267234325,13.79165268,1
911,385,-4.728003979,15.24982452,1
911,417,-5.584953308,17.431036,1
911,449,-5.64672327,18.22598839,1
911,481,-4.112660408,17.97663879,1
911,513,-3.489515305,17.55590439,1
911,545,-3.225143433,19.83209038,1
911,577,-2.152568102,21.69494247,1
911,609,-1.52385354,21.36704826,1
911,641,-1.745641947,21.21132278,1
911,673,-2.639318943,21.21124649,1
911,705,-2.618150949,21.66566086,1
911,737,-2.195216894,23.71480751,1
911,769,-2.015755177,25.2714119,1
911,801,-1.747269392,25.41543198,1
911,833,-1.313323736,25.197052,1
911,865,-1.176663876,24.85594749,1
911,897,-0.8073906898,24.4450016,1
911,929,-0.3412430882,23.46810532,1
911,961,-0.47075212,23.82706642,1
911,993,-1.542335749,23.21968651,1
911,1025,-18.94823456,23.19145012,1
911,1057,-0.2328065038,32.35505676,1
911,1089,7.505002022,21.73427582,1
911,1121,11.00172615,24.02614975,1
911,1153,17.68473053,12.92421722,1
911,1185,0.2806606293,-1.045124769,1
911,1217,0.008892774582,-0.02567935735,1
911,1249,-0.07426804304,-0.05899727345,1
911,1281,-0.03702397645,0.1535876989,1
911,1313,0.4416690469,0.302226305,1
911,1345,1.614342928,2.462863445,1
911,1377,2.837700844,3.312102318,1
911,1409,3.545598984,3.675884247,1
911,1441,3.516792774,2.790477514,1
911,1473,-0.06647777557,-0.3126688004,1
911,1505,4.167656422,2.881249428,1
911,1537,5.121239185,3.263818741,1
911,1569,4.424294472,2.132893562,1
911,1601,3.0098176,1.282487392,1
911,1633,4.947115898,-0.09830641747,1
911,1665,5.498166084,0.4405437708,1
911,1697,5.283358097,0.3832745552,1
911,1729,5.211120605,0.4885042906,1
911,1761,4.859639645,1.795712948,1
911,1793,6.016798973,3.136813879,1
911,1825,7.443335533,3.652915001,1
911,1857,8.494690895,3.149346352,1
911,1889,8.135757446,2.694182158,1
911,1921,6.194610119,5.179397583,1
911,1953,4.030786037,4.512509346,1
911,1985,15.2104826,-11.53246403,1
911,2017,0.8147821426,0.2007696629,1
943,33,1.895540714,7.498138428,1
943,65,2.064756393,6.565110207,1
943,97,1.342558503,8.042878151,1
943,129,0.3863466978,9.231309891,1
943,161,-0.129873693,9.065849304,1
943,193,-1.103317976,8.394186974,1
943,225,-0.2548084855,9.289717674,1
943,257,2.570037842,11.61130905,1
943,289,1.437636375,11.86896801,1
943,321,-1.762823105,12.52306366,1
943,353,-4.461218357,13.16977882,1
943,385,-5.338715076,14.13806534,1
943,417,-5.229342461,16.83252525,1
943,449,-4.796699524,17.76111412,1
943,481,-4.185038567,17.46788788,1
943,513,-3.163555145,18.38175201,1
943,545,-2.419522524,19.73265076,1
943,577,-2.383073092,20.50751495,1
943,609,-2.83668232,20.01564407,1
943,641,-2.762457371,20.53967285,1
943,673,-3.075951338,20.7188549,1
943,705,-3.496609688,20.95154381,1
943,737,-1.298671007,22.81685638,1
943,769,0.5729014874,25.30649567,1
943,801,15.54483032,16.34346199,1
943,833,-2.183698654,25.38628578,1
943,865,-2.154459476,25.77807045,1
943,897,-1.401781917,25.67396927,1
943,929,-0.4288501143,24.26811981,1
943,961,0.1100592315,22.47477722,1
943,993,-0.3431433439,20.56632614,1
943,1025,2.930070162,18.11714554,1
943,1057,-1.326845884,31.29455566,1
943,1089,-1.365318418,24.23036194,1
943,1121,0.8554130793,28.83122253,1
943,1153,-17.72024536,-5.18350172,1
943,1185,-0.05430972576,0.5535330772,1
943,1217,-0.06218504906,-0.8762735128,1
943,1249,-0.07153320313,0.1903624535,1
943,1281,-0.186121583,0.4074548483,1
943,1313,0.38617751,12.60924339,1
943,1345,1.718069553,4.79070282,1
943,1377,2.265929222,4.56823349,1
943,1409,1.619062424,-8.131654739,1
943,1441,1.064553738,-8.043045044,1
943,1473,5.458856583,-5.968642235,1
943,1505,0.6506607533,0.4469306469,1
943,1537,3.119540215,1.540316582,1
943,1569,2.993717194,1.031417131,1
943,1601,3.482897282,0.977742672,1
943,1633,3.644479275,1.105155706,1
943,1665,4.484212399,1.167639971,1
943,1697,5.328844547,1.328097105,1
943,1729,4.638648033,1.110329151,1
943,1761,2.873008251,-0.07135009766,1
943,1793,4.827887058,2.550836325,1
943,1825,6.388762474,3.605823278,1
943,1857,7.448600769,3.504970789,1
943,1889,8.48764801,3.405768156,1
943,1921,7.409181118,4.110047817,1
943,1953,4.726220131,4.6703825,1
943,1985,6.884182453,8.980064392,1
943,2017,1.293485641,-0.2854501009,1
975,33,1.204230309,7.808745384,1
975,65,1.440212488,7.478864193,1
975,97,0.9193174839,6.875704288,1
975,129,0.6097948551,7.993414879,1
975,161,-0.1364584118,7.975010872,1
975,193,-1.259151936,8.940144539,1
975,225,-2.089848518,11.15899754,1
975,257,-1.474219322,11.24021244,1
975,289,-2.833437443,11.49286366,1
975,321,-4.266517162,13.03674507,1
975,353,-5.358248234,13.97522163,1
975,385,-5.403760433,14.56808281,1
975,417,-5.111392498,15.78757381,1
975,449,-4.336212158,16.97388077,1
975,481,-3.482119083,17.35028267,1
975,513,-3.615831375,18.18686676,1
975,545,-3.071739197,19.51588821,1
975,577,-2.769215345,19.29200745,1
975,609,-3.882434845,19.58560562,1
975,641,-3.989597797,20.0113945,1
975,673,-3.586708307,20.22692871,1
975,705,-3.136439323,20.53359222,1
975,737,-1.942962646,22.46609688,1
975,769,0.06618630886,24.51747322,1
975,801,0.7919335365,25.1889267,1
975,833,6.861316681,14.16049004,1
975,865,-2.85384059,26.1973381,1
975,897,-1.42235136,26.67403984,1
975,929,0.4452411532,26.06391525,1
975,961,0.6272178888,24.90782166,1
975,993,-0.3245529532,25.98624611,1
975,1025,-1.506607771,22.41350937,1
975,1057,-2.018914223,16.09486771,1
975,1089,2.4742558,27.07932854,1
975,1121,11.16982555,23.29391861,1
975,1153,0.3030965328,-1.29531765,1
975,1185,-11.35067177,-5.315389633,1
975,1217,-0.3274202347,0.3908758163,1
975,1249,-0.8637635708,1.527057648,1
975,1281,-1.898886085,-3.3507061,1
975,1313,-1.212407112,-0.4270735979,1
975,1345,-0.08809375763,0.8207247257,1
975,1377,0.9129426479,1.322785378,1
975,1409,-0.5463981628,-0.3438090086,1
975,1441,-0.958245039,-6.385154247,1
975,1473,-0.2063682079,0.2341966629,1
975,1505,3.003213406,2.231494427,1
975,1537,3.756601334,1.511030436,1
975,1569,4.516507626,1.005613685,1
975,1601,4.844099522,1.09743011,1
975,1633,4.5548172,1.545679092,1
975,1665,4.302718639,1.779374719,1
975,1697,4.399979115,1.650936484,1
975,1729,4.021245003,1.526685596,1
975,1761,1.264044762,-0.6731789112,1
975,1793,2.420418739,-0.04901576042,1
975,1825,4.204627991,-1.127807617,1
975,1857,5.930683136,3.862400293,1
975,1889,6.081635475,4.376013756,1
975,1921,5.778236389,4.482671261,1
975,1953,5.803142071,4.975221157,1
975,1985,7.658510685,5.462110519,1
975,2017,1.823872566,-1.984208584,1
1007,33,2.658088446,7.578369141,1
1007,65,2.172398329,7.717183113,1
1007,97,1.739085436,7.700865746,1
1007,129,1.156930923,8.516886711,1
1007,161,0.04060634971,8.592012405,1
1007,193,-1.4459759,9.402628899,1
1007,225,-3.006801128,10.91165924,1
1007,257,-3.915392876,11.104496,1
1007,289,-4.699998856,11.66513252,1
1007,321,-5.185772896,13.02144146,1
1007,353,-5.551517487,14.31794357,1
1007,385,-5.405160904,14.96554661,1
1007,417,-5.041330338,15.63798618,1
1007,449,-4.433643818,16.61711884,1
1007,481,-3.600217819,16.92860603,1
1007,513,-3.982114792,16.73692703,1
1007,545,-3.875205994,18.10045433,1
1007,577,-4.21517849,19.00530243,1
1007,609,-5.270919323,19.66671753,1
1007,641,-4.78572464,19.36339951,1
1007,673,-3.77692008,20.30105019,1
1007,705,-3.48110199,21.42816353,1
1007,737,-3.028297424,23.49999237,1
1007,769,-3.267802,23.46243668,1
1007,801,1.354543686,19.35356331,1
1007,833,0.4038920403,23.25400543,1
1007,865,0.6393084526,22.22168159,1
1007,897,-2.205423832,27.46806526,1
1007,929,0.5851483345,31.39558029,1
1007,961,4.05673933,26.97526169,1
1007,993,1.215335131,25.77735329,1
1007,1025,0.6373536587,19.88472176,1
1007,1057,5.168097496,34.27342224,1
1007,1089,-0.0812087059,-5.35246563,1
1007,1121,-0.06237125397,0.2381010056,1
1007,1153,0.07358503342,-0.588561058,1
1007,1185,0.6085557938,-1.86800909,1
1007,1217,-0.9659843445,1.246898174,1
1007,1249,-7.470959663,0.5776262283,1
1007,1281,-7.740636826,-5.91094017,1
1007,1313,-7.669253826,-0.8585284948,1
1007,1345,0.2453911304,-3.277749538,1
1007,1377,2.305553675,-1.654347897,1
1007,1409,0.7461881042,-3.109076738,1
1007,1441,2.108945608,-3.419465065,1
1007,1473,2.224888325,2.405284643,1
1007,1505,2.982633352,2.279755354,1
1007,1537,3.663217068,1.630235314,1
1007,1569,4.528727055,0.8280850649,1
1007,1601,4.555680275,1.011043429,1
1007,1633,4.038820267,1.75093019,1
1007,1665,3.635360718,2.80148983,1
1007,1697,2.68638134,2.005907536,1
1007,1729,3.188390732,0.6358299255,1
1007,1761,3.805093288,1.937627554,1
1007,1793,4.079095364,2.843284369,1
1007,1825,4.224950314,-0.9061846733,1
1007,1857,1.358584881,-0.08623409271,1
1007,1889,4.808887005,6.188127995,1
1007,1921,5.08006525,6.567621708,1
1007,1953,5.280609608,3.798977852,1
1007,1985,5.115593433,3.763742447,1
1007,2017,1.606451035,-2.042621374,1
1039,33,3.634230137,7.512164116,1
1039,65,2.8868258,7.759949684,1
1039,97,1.982501507,8.423963547,1
1039,129,2.836515665,8.614033699,1
1039,161,0.3878962994,9.276859283,1
1039,193,-2.474781752,9.12115097,1
1039,225,-3.683525085,10.18724251,1
1039,257,-4.703601837,10.76435471,1
1039,289,-5.602593422,11.66451359,1
1039,321,-5.260296345,12.79811287,1
1039,353,-4.601677418,14.03705502,1
1039,385,-4.387341976,15.2543726,1
1039,417,-4.226242065,16.40067291,1
1039,449,-4.544211864,16.12585258,1
1039,481,-5.102653503,16.05018616,1
1039,513,-4.607732773,15.18210602,1
1039,545,-4.802155495,15.52498436,1
1039,577,-7.130220413,19.36680412,1
1039,609,-7.109850883,20.14828682,1
1039,641,-4.684962749,20.50428009,1
1039,673,-2.832362652,21.07384872,1
1039,705,-3.221930504,22.42993927,1
1039,737,-4.158555031,24.7387085,1
1039,769,-5.84127903,23.42767525,1
1039,801,-3.045983315,24.16217232,1
1039,833,-0.5720281601,24.75470352,1
1039,865,-4.074929237,27.03514481,1
1039,897,-2.415589809,31.39597893,1
1039,929,-1.003982544,33.11602783,1
1039,961,17.20476532,26.72373009,1
1039,993,-2.627773762,23.92553139,1
1039,1025,-4.181918144,20.23670006,1
1039,1057,-11.3345747,20.23374367,1
1039,1089,-15.06129074,28.94113541,1
1039,1121,-0.6255455017,0.9151058197,1
1039,1153,-0.4242582321,-1.12748909,1
1039,1185,0.1335992813,-1.066986084,1
1039,1217,0.616610527,-1.819178104,1
1039,1249,-7.582437992,-4.708939552,1
1039,1281,-4.330282688,-13.60376263,1
1039,1313,-3.591302872,-3.313706398,1
1039,1345,-2.319512844,-9.63457489,1
1039,1377,-1.420216441,-8.253923416,1
1039,1409,1.847266912,-1.574468374,1
1039,1441,0.7868500948,1.717472434,1
1039,1473,2.489942551,2.266382933,1
1039,1505,2.713322163,2.000597239,1
1039,1537,2.780056715,1.043091297,1
1039,1569,3.296551228,-2.034378529,1
1039,1601,3.249175549,-0.6285947561,1
1039,1633,3.205038548,1.298799992,1
1039,1665,3.086792946,2.134432077,1
1039,1697,2.71441865,2.53188324,1
1039,1729,3.058223963,2.581550837,1
1039,1761,4.196177006,1.01565218,1
1039,1793,5.551434517,2.087700844,1
1039,1825,5.186916351,1.937475681,1
1039,1857,5.052690506,7.8427248,1
1039,1889,5.025151253,7.729810715,1
1039,1921,5.737051964,7.40967226,1
1039,1953,6.848032475,6.182449341,1
1039,1985,6.371464729,4.790307999,1
1039,2017,5.417085171,-1.564545393,1
1071,33,5.92433548,7.644922733,1
1071,65,3.086471081,6.768120766,1
1071,97,0.7069430351,9.104939461,1
1071,129,-2.257254601,9.979999542,1
1071,161,-1.878787875,9.009151459,1
1071,193,-3.332609415,8.592676163,1
1071,225,-4.597321987,9.829084396,1
1071,257,-4.611320972,10.18885994,1
1071,289,-5.144290447,11.48356152,1
1071,321,-5.164626122,12.52301407,1
1071,353,-2.462976933,13.85903072,1
1071,385,-2.835044861,14.68113995,1
1071,417,-3.334711075,15.04061413,1
1071,449,-4.966671467,15.15378189,1
1071,481,-6.04004097,15.6422863,1
1071,513,-6.653253078,16.6336174,1
1071,545,-7.143153667,19.48451614,1
1071,577,-6.430641174,19.76847839,1
1071,609,0.4273052216,2.180854797,1
1071,641,-4.61678791,21.94591141,1
1071,673,-3.859993935,23.18008804,1
1071,705,-3.613204479,24.19289398,1
1071,737,-3.737998009,25.75423622,1
1071,769,-7.186846256,30.52962303,1
1071,801,-5.167740345,28.05126572,1
1071,833,-4.93877697,26.42726707,1
1071,865,-5.188417435,25.93314934,1
1071,897,-5.283730984,26.63700294,1
1071,929,-4.312201977,27.42679596,1
1071,961,-10.16630745,26.52033043,1
1071,993,-10.90278721,23.85019684,1
1071,1025,-6.331238747,20.31049919,1
1071,1057,-10.06188583,36.74505234,1
1071,1089,-0.5570025444,-2.190164566,1
1071,1121,0.8291501999,-1.058367729,1
1071,1153,-0.1878657341,-1.041053772,1
1071,1185,-0.2125282288,-0.4471712112,1
1071,1217,-0.9145951271,-1.002650261,1
1071,1249,-6.051273346,-7.873203278,1
1071,1281,-9.093633652,-10.63705063,1
1071,1313,-10.72393608,-11.31033325,1
1071,1345,-3.785887957,-17.28620338,1
1071,1377,-2.52065444,-7.683712006,1
1071,1409,-1.379592299,-0.1530874968,1
1071,1441,-0.2981648445,1.114096522,1
1071,1473,0.476626277,1.623792171,1
1071,1505,1.04431963,1.179014206,1
1071,1537,0.4412500858,-0.329893887,1
1071,1569,2.362442255,-1.513604164,1
1071,1601,2.82243228,-0.7527549267,1
1071,1633,3.933244944,-2.282588482,1
1071,1665,2.686968327,-0.7024161816,1
1071,1697,1.826367855,2.764494181,1
1071,1729,2.318763733,3.882509947,1
1071,1761,3.397977591,5.05751133,1
1071,1793,4.509173393,5.759959698,1
1071,1825,5.244072437,7.704936981,1
1071,1857,5.24808979,7.896121979,1
1071,1889,4.715161324,7.393123627,1
1071,1921,4.245239258,7.778419971,1
1071,1953,3.748252153,7.698140144,1
1071,1985,4.058250904,7.345751762,1
1071,2017,5.72633028,2.375163555,1
1103,33,3.885563374,7.875422955,1
1103,65,3.570396185,5.71762085,1
1103,97,0.4871287346,7.494333267,1
1103,129,-3.554623842,9.68105793,1
1103,161,-4.792539597,8.847038269,1
1103,193,-3.12375474,8.527014732,1
1103,225,-3.605902433,8.734132767,1
1103,257,-3.828674316,8.589956284,1
1103,289,-3.982447147,9.947188377,1
1103,321,-3.957600117,11.58671856,1
1103,353,-3.749124289,12.64515686,1
1103,385,-4.20869875,13.86585236,1
1103,417,-5.235911369,14.7436142,1
1103,449,-6.334432602,14.76837349,1
1103,481,-7.06771183,15.89227104,1
1103,513,-7.456062317,14.89917374,1
1103,545,-7.6277771,18.76509666,1
1103,577,-6.863327026,19.6703434,1
1103,609,-6.358831882,19.1427803,1
1103,641,-5.400604725,23.30889893,1
1103,673,-4.36809063,25.13428688,1
1103,705,-3.692796707,26.65260506,1
1103,737,-4.328926086,27.3886261,1
1103,769,-5.279535294,27.82116127,1
1103,801,-5.628973007,26.70894623,1
1103,833,-7.164386272,26.13035774,1
1103,865,-7.812869549,26.6130867,1
1103,897,-6.92002964,26.63876152,1
1103,929,-5.751438618,27.95580101,1
1103,961,-4.091799736,28.89725304,1
1103,993,-7.450291634,25.60520744,1
1103,1025,-4.134602547,31.82821846,1
1103,1057,9.488905907,9.095394135,1
1103,1089,-0.2282352448,-1.873516083,1
1103,1121,-0.3855037689,-0.3147382736,1
