PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 27, filenames: A:[27]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[28]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.376345396,-0.280205965,1
47,65,-0.1446384788,0.7847543359,1
47,97,0.06410160661,0.4625816345,1
47,129,0.09536159039,0.5302052498,1
47,161,0.2573575974,0.7151050568,1
47,193,0.9264256954,1.057187438,1
47,225,0.3122155666,-0.02435135841,1
47,257,-0.1617637277,-0.2365540266,1
47,289,0.006665110588,0.1535975933,1
47,321,-1.06755662,3.891077042,1
47,353,-1.867447853,3.162358046,1
47,385,-2.341540813,2.063513279,1
47,417,-0.8290874958,2.839653969,1
47,449,0.06703305244,4.460459709,1
47,481,-0.7040725946,5.736584663,1
47,513,-1.774406791,5.096148491,1
47,545,-1.568686366,4.905784607,1
47,577,-1.655217648,2.295562506,1
47,609,-1.972383499,3.314008713,1
47,641,-1.812261581,5.980699539,1
47,673,-1.247097492,6.41954422,1
47,705,-1.54105866,4.911471367,1
47,737,-2.396301985,3.472039223,1
47,769,-3.192944288,3.063064575,1
47,801,-2.388480663,2.09539032,1
47,833,-2.654734612,3.757401943,1
47,865,-2.06436038,6.017432213,1
47,897,-1.558651328,7.284427643,1
47,929,-1.179033518,6.204604149,1
47,961,-0.3423122168,4.205237389,1
47,993,-0.2070575953,2.960938454,1
47,1025,-1.510454178,2.415681839,1
47,1057,-1.01644206,1.574547768,1
47,1089,0.5304360986,1.926107168,1
47,1121,1.86844635,2.40847683,1
47,1153,0.1682683229,1.741318226,1
47,1185,-1.62397337,1.887505531,1
47,1217,-1.406964421,2.289309502,1
47,1249,-0.02835488319,0.9429311752,1
47,1281,0.2864337862,-0.4539711475,1
47,1313,-0.03810310364,0.4131755829,1
47,1345,-1.124924898,0.6810986996,1
47,1377,-1.886219263,1.47468996,1
47,1409,-1.164564133,1.126652837,1
47,1441,1.4084934,-0.610494256,1
47,1473,0.5912917852,-0.2500696182,1
47,1505,-1.749043584,1.425373554,1
47,1537,-3.117367744,4.647702694,1
47,1569,-3.100221395,2.952363968,1
47,1601,0.3268082142,1.852310181,1
47,1633,0.2538981438,1.64387989,1
47,1665,-2.370498657,2.355578899,1
47,1697,-3.58195281,3.987210035,1
47,1729,-0.9383654594,3.72946763,1
47,1761,-0.5431475639,4.567939758,1
47,1793,-0.2757614851,4.921598434,1
47,1825,-0.5860179663,3.015596151,1
47,1857,-0.909539938,1.926566124,1
47,1889,-0.4069010019,4.630876541,1
47,1921,0.3071742058,1.87169838,1
47,1953,-0.134860605,2.690826893,1
47,1985,-2.787396431,0.9630994797,1
47,2017,-20.71183205,-16.23625565,1
79,33,0.2241950631,0.7301222682,1
79,65,-0.4640347064,0.6242275834,1
79,97,-0.1319366097,-0.4001615047,1
79,129,0.06697452068,-0.7692540884,1
79,161,0.1055915952,-0.3046029508,1
79,193,0.1051535606,-0.1374883056,1
79,225,0.07958832383,-0.2363574505,1
79,257,0.2260427475,-0.3308877945,1
79,289,-0.9260946512,2.360949039,1
79,321,-1.245718598,3.436303377,1
79,353,-1.581312776,3.722094536,1
79,385,-1.243699551,3.13811636,1
79,417,-0.4640055895,3.851147175,1
79,449,-0.09365403652,4.729757786,1
79,481,-1.430427074,5.673221588,1
79,513,-1.426638365,4.763370037,1
79,545,0.2669330835,2.058922768,1
79,577,0.2536398172,2.434855938,1
79,609,-0.8815963268,3.679226875,1
79,641,-1.143816829,4.880627632,1
79,673,-1.093431711,4.833857059,1
79,705,-0.9805619717,3.777842999,1
79,737,-1.144469976,2.663550615,1
79,769,-1.352125883,2.274023771,1
79,801,-0.7838056087,2.761528492,1
79,833,-2.510042906,4.999957085,1
79,865,-1.338993788,5.652642727,1
79,897,-0.342268765,6.358458519,1
79,929,-0.1579653323,5.74806881,1
79,961,0.1645153463,5.598101616,1
79,993,-0.05816394091,2.925700188,1
79,1025,-0.4514413476,2.37814641,1
79,1057,0.05710220337,1.990428686,1
79,1089,0.5604627132,1.469344854,1
79,1121,1.057120323,1.903767586,1
79,1153,0.5192518234,1.771227241,1
79,1185,-0.2834444046,0.9560288191,1
79,1217,-1.237212658,1.374048114,1
79,1249,-0.428676635,1.201379776,1
79,1281,-0.2671418488,0.7778248787,1
79,1313,-0.2885014117,1.028188348,1
79,1345,-0.6983063221,0.6755084991,1
79,1377,-1.286208034,0.9542981386,1
79,1409,-0.8976361752,0.8084073663,1
79,1441,0.8963451385,-0.06503018737,1
79,1473,0.8192863464,0.3408184052,1
79,1505,-0.6092553139,2.066236496,1
79,1537,-3.047541857,5.933466911,1
79,1569,-3.682752371,5.566687107,1
79,1601,-3.307549953,4.893610001,1
79,1633,-2.006653309,3.932335377,1
79,1665,-2.349703074,4.691732407,1
79,1697,-2.46527648,5.434953213,1
79,1729,-2.073117018,5.050494194,1
79,1761,-0.1697793007,4.568944931,1
79,1793,0.6108667254,4.33245945,1
79,1825,0.7342042923,4.711097717,1
79,1857,0.4278365374,5.202490807,1
79,1889,0.1252967119,3.303229809,1
79,1921,0.5969182849,4.861635208,1
79,1953,0.3412286043,4.978234768,1
79,1985,-0.4135783315,1.445153117,1
79,2017,-21.32760811,-8.911815643,1
111,33,-0.4645428658,1.945872307,1
111,65,-0.3841148913,0.05201262236,1
111,97,-0.3426311314,-0.3838883638,1
111,129,-0.05654441565,-0.5391972065,1
111,161,0.1348552555,-0.3485471904,1
111,193,0.03884237632,-0.08998954296,1
111,225,-0.4667530358,1.327214479,1
111,257,-0.230401516,1.205826998,1
111,289,-0.6359080076,2.749566078,1
111,321,-0.7580041289,3.243005276,1
111,353,-0.5335695744,3.087898254,1
111,385,-0.01545315981,4.534953594,1
111,417,1.157616735,5.383214951,1
111,449,0.2270794213,3.799470186,1
111,481,-0.6719010472,3.308570385,1
111,513,0.1923579574,2.17740202,1
111,545,0.1835210919,1.40971899,1
111,577,-0.3419649005,2.849768639,1
111,609,-0.2614121735,3.444940805,1
111,641,-0.4270302057,3.669295788,1
111,673,-0.591445744,3.081568003,1
111,705,-0.4901761413,2.289175272,1
111,737,-0.2388846874,1.87771368,1
111,769,-0.5775854588,2.609443665,1
111,801,-1.223046303,4.516677856,1
111,833,-1.261418343,5.009544373,1
111,865,0.02398252487,5.774235249,1
111,897,0.8962305784,7.404955387,1
111,929,0.2836224437,6.626461029,1
111,961,0.6725814342,7.005588531,1
111,993,1.022704124,4.965470314,1
111,1025,0.5627063513,3.448787212,1
111,1057,0.5451729298,2.640722036,1
111,1089,0.8596826792,1.676558256,1
111,1121,1.479174256,1.376855254,1
111,1153,1.631893516,1.104051113,1
111,1185,0.5605880022,0.8628975153,1
111,1217,0.4171087742,1.094536304,1
111,1249,-0.006813049316,1.403090715,1
111,1281,-0.6642201543,1.480874538,1
111,1313,-0.8416090012,1.145366669,1
111,1345,-0.4840676188,1.004494667,1
111,1377,-0.2355384529,0.7470313907,1
111,1409,0.08549928665,0.2758820057,1
111,1441,-0.1537449956,-0.2180906534,1
111,1473,-0.7023563385,0.6464664936,1
111,1505,-1.666318417,2.853799105,1
111,1537,-2.990878582,6.188962936,1
111,1569,-2.932405949,6.313548088,1
111,1601,-2.756064653,4.30988884,1
111,1633,-2.843374252,5.083142281,1
111,1665,-2.126028776,6.482834816,1
111,1697,-1.310325027,5.70352459,1
111,1729,-0.8053696156,5.283327579,1
111,1761,-0.215493083,3.96211338,1
111,1793,0.1717946827,3.130907536,1
111,1825,-0.04343015701,1.944799423,1
111,1857,0.2225382924,5.723681927,1
111,1889,-0.3409310877,5.032916546,1
111,1921,-0.6353643537,5.317195892,1
111,1953,0.3650231957,4.440234661,1
111,1985,-2.444392443,9.146733284,1
111,2017,20.33827972,-4.0927248,1
143,33,-0.5109739304,2.892247915,1
143,65,-0.06089208275,0.2121371031,1
143,97,0.08112697303,-0.5353361368,1
143,129,0.09946121275,-0.2007103711,1
143,161,0.5870809555,0.1595393717,1
143,193,0.02318689227,0.696305871,1
143,225,-0.4341499209,2.878479958,1
143,257,-0.6511116624,3.056865454,1
143,289,-1.08426559,3.253415346,1
143,321,-0.8550493717,2.76728797,1
143,353,-0.2788561285,2.894999266,1
143,385,0.1097891629,3.35667944,1
143,417,0.1341143548,3.662496805,1
143,449,-0.9336574078,3.488708496,1
143,481,-1.545497179,2.800220013,1
143,513,-0.1740587354,1.757937431,1
143,545,-0.4602868557,0.9219064713,1
143,577,-0.6728166342,2.341229439,1
143,609,-0.1573599577,3.555463314,1
143,641,-0.2497670352,2.714939594,1
143,673,-0.2261328995,1.648773074,1
143,705,0.07135906816,1.031561136,1
143,737,0.1048210859,1.09911406,1
143,769,-0.604270339,1.380211949,1
143,801,-0.6061973572,6.528197289,1
143,833,-0.3998511136,5.61471653,1
143,865,-0.04346501827,4.291872978,1
143,897,0.1910425723,4.457295895,1
143,929,0.3290141225,4.309938431,1
143,961,1.141121745,4.315413475,1
143,993,1.519076347,4.276258945,1
143,1025,1.265588999,3.818780899,1
143,1057,1.496086836,2.792897224,1
143,1089,1.768536091,1.653884649,1
143,1121,2.335538864,1.211709499,1
143,1153,2.434069633,0.8793758154,1
143,1185,1.718959332,0.9700099826,1
143,1217,3.08301878,1.321648002,1
143,1249,1.065404892,1.426398754,1
143,1281,-0.2177375555,1.398688316,1
143,1313,-0.6184678078,1.094958305,1
143,1345,0.2531581223,0.4379301071,1
143,1377,0.4270476103,0.2062672377,1
143,1409,0.01858720183,0.1678467989,1
143,1441,-0.4461022615,0.5603066087,1
143,1473,-1.393604994,1.433943033,1
143,1505,-2.532974482,3.201954603,1
143,1537,-3.401676893,5.412825584,1
143,1569,-2.842694521,5.805051804,1
143,1601,-2.562749386,3.948985577,1
143,1633,-2.795589447,4.876196384,1
143,1665,-2.377991676,5.790975094,1
143,1697,-1.353318095,5.680141926,1
143,1729,-0.9256023169,4.359138489,1
143,1761,-0.4578204155,3.444330692,1
143,1793,-0.4611936808,4.145046711,1
143,1825,-0.2131593227,5.824726105,1
143,1857,0.01723921299,6.573912621,1
143,1889,-1.091866732,7.632305622,1
