PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 46, filenames: A:[46]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[47]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.7109758258,6.427410126,1
47,65,-0.2606678009,0.4299759269,1
47,97,0.07539685071,-0.461106658,1
47,129,-0.08399808407,0.3634604216,1
47,161,-0.4039465785,0.4574325085,1
47,193,-0.5014508963,0.6973125935,1
47,225,-0.4134156108,0.2803878784,1
47,257,-0.362292707,0.007511973381,1
47,289,0.1576199532,0.009100675583,1
47,321,-0.9867842197,0.6487131119,1
47,353,-0.5726277828,1.989458084,1
47,385,-0.1225218177,5.756652832,1
47,417,-1.417455912,6.39923954,1
47,449,-3.233163595,5.375017166,1
47,481,-3.892066479,4.945552349,1
47,513,-3.565086603,5.745289803,1
47,545,-3.004876852,4.578800201,1
47,577,-1.979173899,1.175523043,1
47,609,-2.136415958,2.382479429,1
47,641,-1.325910807,4.085062027,1
47,673,-1.991071939,3.653294802,1
47,705,-3.219968796,2.043932915,1
47,737,-2.666694641,1.393210649,1
47,769,-2.163033485,1.95020628,1
47,801,-2.648016691,2.732651711,1
47,833,-2.143962383,1.521989107,1
47,865,-1.69074595,1.714631081,1
47,897,-2.833983898,3.587108135,1
47,929,-1.363555908,5.777127266,1
47,961,-1.144543648,4.101799488,1
47,993,-0.4263598919,3.25486207,1
47,1025,-0.4329819679,3.765348911,1
47,1057,-2.030537128,4.623091698,1
47,1089,-0.07810640335,4.621618748,1
47,1121,1.440707684,3.778334618,1
47,1153,-1.500922561,3.820823908,1
47,1185,-1.683078408,5.36898756,1
47,1217,-2.698138237,5.601634979,1
47,1249,-2.848188877,4.224720001,1
47,1281,-2.620550156,4.354942322,1
47,1313,-4.26278019,5.924613953,1
47,1345,-5.764277458,6.341234207,1
47,1377,-5.063817978,7.887418747,1
47,1409,-4.128089905,7.303765297,1
47,1441,-5.22557497,7.294747353,1
47,1473,-7.400752544,9.88858223,1
47,1505,-5.070251465,8.142438889,1
47,1537,-2.295537949,6.712363243,1
47,1569,-0.6975908279,8.574636459,1
47,1601,1.33086586,8.744273186,1
47,1633,0.03540635109,6.305341721,1
47,1665,-2.124698639,4.368142128,1
47,1697,-3.205087185,8.246073723,1
47,1729,-3.478898525,9.097734451,1
47,1761,-1.829591751,6.382048607,1
47,1793,-0.6249268055,4.256480217,1
47,1825,-1.494610786,4.536250114,1
47,1857,-2.560043335,4.047847748,1
47,1889,-1.635967255,6.439447403,1
47,1921,0.198946178,7.907740116,1
47,1953,0.5395253897,10.1978178,1
47,1985,-3.445055723,8.304048538,1
47,2017,-24.20992279,-8.558422089,1
79,33,0.4011074305,1.335354328,1
79,65,0.2251318395,0.6697659492,1
79,97,0.008084826171,0.5002381802,1
79,129,-0.2210888416,0.05214980245,1
79,161,-0.1488220841,-0.6445242763,1
79,193,-0.1029435098,-0.4816503525,1
79,225,-0.2209693789,0.0681604147,1
79,257,0.3346203566,0.6403756142,1
79,289,0.5197534561,1.031189203,1
79,321,-1.710437655,4.126605988,1
79,353,-1.263363361,5.749536514,1
79,385,-0.6533740759,5.959106445,1
79,417,0.6997689009,5.217954636,1
79,449,-0.766644001,4.657218933,1
79,481,-5.957256317,4.316324234,1
79,513,-7.19775629,4.011147976,1
79,545,-1.682952762,2.460403204,1
79,577,-0.9657720327,1.433054686,1
79,609,-1.915957212,2.930260181,1
79,641,-1.54864037,3.738941193,1
79,673,-1.236692667,3.006416798,1
79,705,-2.940126896,2.346699238,1
79,737,-2.347636461,1.81465888,1
79,769,-0.1614820957,1.78572917,1
79,801,-2.025506973,2.031798124,1
79,833,-2.449614525,2.6601367,1
79,865,-2.154979467,3.263765097,1
79,897,-2.355575085,3.285057068,1
79,929,-1.677437782,4.980405807,1
79,961,-1.175072908,6.002158165,1
79,993,-1.303914785,3.184634447,1
79,1025,-0.3669703007,2.563875198,1
79,1057,-1.097219944,3.551392078,1
79,1089,-0.811355114,3.683904648,1
79,1121,-0.291863203,3.005884171,1
79,1153,-1.322904944,3.949152946,1
79,1185,-1.850969791,4.686947823,1
79,1217,-2.423377275,5.539475441,1
79,1249,-3.445890427,4.791461468,1
79,1281,-4.51269722,4.378522396,1
79,1313,-6.32164526,4.646430492,1
79,1345,-4.608037472,5.490098,1
79,1377,-3.792173386,7.272614002,1
79,1409,-3.658480644,7.287725925,1
79,1441,-4.51815176,7.155266285,1
79,1473,-5.383416653,8.027891159,1
79,1505,-3.857748508,7.864714622,1
79,1537,-1.580610752,6.748355389,1
79,1569,-0.5674747229,6.930358887,1
79,1601,-1.157772183,6.864673615,1
79,1633,-1.720816135,5.757972717,1
79,1665,-2.961430788,5.027476311,1
79,1697,-3.390548706,7.030591488,1
79,1729,-3.115702868,7.173713684,1
79,1761,-0.9242165089,6.141869068,1
79,1793,-1.332803845,6.495761395,1
79,1825,-3.601746559,6.056819439,1
79,1857,-3.584681749,6.837259769,1
79,1889,-0.3045055866,7.800571918,1
79,1921,1.226034045,7.775436401,1
79,1953,1.422979593,6.268922329,1
79,1985,0.9059077501,15.14012623,1
79,2017,16.45808983,-9.830148697,1
111,33,0.4428901672,0.5863100886,1
111,65,0.2099869996,0.2890306115,1
111,97,0.09483228624,0.3917037249,1
111,129,-0.1027163565,0.07626572996,1
111,161,-0.2175859958,-0.4507808089,1
111,193,-0.2242796421,-0.2728803456,1
111,225,0.0714097023,-0.2458912134,1
111,257,0.3164262176,0.6959180832,1
111,289,-2.423359632,3.631634474,1
111,321,-2.026493073,4.051602364,1
111,353,-1.701451063,4.796763897,1
111,385,-1.165896654,4.320723057,1
111,417,-0.6003638506,4.495013237,1
111,449,-1.077768445,4.933990479,1
111,481,-3.403574228,5.326737404,1
111,513,-6.815670967,3.332400084,1
111,545,-2.116483212,2.917689562,1
111,577,-0.7525342703,2.892570019,1
111,609,-0.5276491046,3.971959352,1
111,641,-0.9690477848,3.482176781,1
111,673,-0.8499147892,2.963267803,1
111,705,-2.2690413,2.289535999,1
111,737,-2.686088085,2.464124918,1
111,769,-2.657082558,2.898546696,1
111,801,-3.32279706,2.978672743,1
111,833,-3.050238848,3.81964612,1
111,865,-2.562720537,3.743285656,1
111,897,-2.388352633,2.116436481,1
111,929,-2.128768921,1.951895475,1
111,961,-0.6981737614,3.866679668,1
111,993,-1.382682323,3.421004534,1
111,1025,-0.9689888954,2.970370531,1
111,1057,-0.3335520923,2.960453987,1
111,1089,-0.07763877511,3.242649555,1
111,1121,0.1849657297,3.553629875,1
111,1153,-1.030108929,4.338432789,1
111,1185,-2.312914848,4.582047462,1
111,1217,-2.555387974,4.714316368,1
111,1249,-3.328220129,4.163005352,1
111,1281,-5.470570564,4.92890358,1
111,1313,-4.433412075,4.803949833,1
111,1345,-2.409455538,5.324792862,1
111,1377,-2.733716011,6.382248878,1
111,1409,-3.489281654,7.043552399,1
111,1441,-3.922499657,7.58787632,1
111,1473,-3.775461197,7.446372509,1
111,1505,-2.930995464,7.079220295,1
111,1537,-1.876481533,7.63788271,1
111,1569,-1.685350418,7.019098759,1
111,1601,-2.803874493,5.677956581,1
111,1633,-3.065705299,4.875472546,1
111,1665,-3.536940098,5.005628586,1
111,1697,-3.006384134,5.222724438,1
111,1729,-2.547180176,5.453557014,1
111,1761,-2.636031866,6.233314514,1
111,1793,-2.761013031,8.053382874,1
111,1825,-2.57265687,7.967028618,1
111,1857,-1.542937994,8.553979874,1
111,1889,-0.4871793389,9.087965965,1
111,1921,-0.05952560902,8.666291237,1
111,1953,-0.2370442748,8.121637344,1
111,1985,0.2641525269,4.140533924,1
111,2017,1.411966085,-9.948827744,1
143,33,0.1656342745,2.37304306,1
143,65,0.07493039966,0.2377824187,1
143,97,0.03400551528,-0.07805681229,1
143,129,0.1961652189,0.001106325537,1
143,161,-0.06613063812,-0.02229827642,1
143,193,-0.4347814918,-0.006144285202,1
143,225,-1.26272893,5.900014877,1
143,257,-1.505078554,5.696040154,1
143,289,-1.202846527,3.729049921,1
143,321,-1.234840155,3.684148312,1
143,353,-1.198456645,3.10263896,1
143,385,-1.218951225,3.296834469,1
143,417,-0.958260417,3.474424362,1
143,449,-1.002803445,3.807717323,1
143,481,-1.209053755,4.859810829,1
143,513,-1.057048082,4.242048264,1
143,545,-1.708184958,3.333471775,1
143,577,-0.7352516055,2.963928223,1
143,609,-0.3750243187,2.694509268,1
143,641,-1.207849145,3.431671858,1
143,673,-1.58882916,3.434718132,1
143,705,-2.370106459,1.763191223,1
143,737,-2.993656874,2.653425694,1
143,769,-3.28528738,3.212572098,1
143,801,-3.44726038,3.203390121,1
143,833,-3.320804119,3.738064289,1
143,865,-3.10109663,3.966859341,1
143,897,-3.115801811,2.737673759,1
143,929,-1.88658011,3.926086426,1
143,961,-0.821995616,4.659383774,1
143,993,-0.76514256,4.072083473,1
143,1025,-0.730594337,3.111890554,1
143,1057,-0.4596861899,2.697854996,1
143,1089,-0.5755414963,3.428474426,1
143,1121,-0.6501736641,4.236854553,1
143,1153,-1.594565272,4.893639565,1
143,1185,-2.729729176,4.889491081,1
143,1217,-3.167313814,4.73825264,1
