PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 49, filenames: A:[49]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[50]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,3.675601006,6.321282387,1
47,65,0.4692707062,2.003317356,1
47,97,0.4677386284,-3.198940039,1
47,129,0.3589090705,3.105742931,1
47,161,0.09860384464,-1.553752899,1
47,193,0.7452082038,-2.533520699,1
47,225,-0.2107018232,-3.702964783,1
47,257,-0.4720636606,0.3649501801,1
47,289,-0.04703372717,0.8167567253,1
47,321,-0.07725343108,4.483638287,1
47,353,-0.4993661642,4.437965393,1
47,385,-1.323620796,5.913920403,1
47,417,-1.343408585,8.138679504,1
47,449,2.262390614,7.885425091,1
47,481,2.02665329,3.993420124,1
47,513,0.615444243,1.102302074,1
47,545,-0.2183628678,0.1674809456,1
47,577,-1.491410732,-1.922358513,1
47,609,-2.546055317,-0.432425499,1
47,641,-3.696080685,2.301700115,1
47,673,-4.932250977,3.531798363,1
47,705,-4.510287285,2.327984333,1
47,737,-2.420774698,1.36828661,1
47,769,-1.038146496,1.999287128,1
47,801,-3.182886839,2.771945477,1
47,833,-3.535490513,3.493045092,1
47,865,-4.581822395,4.2388134,1
47,897,-5.389879704,3.714711428,1
47,929,-4.387660503,3.534184456,1
47,961,-2.816585541,2.620068073,1
47,993,-2.38727951,3.569678545,1
47,1025,-2.254713297,4.332410336,1
47,1057,-1.637318611,3.640851974,1
47,1089,-0.9836461544,4.100580215,1
47,1121,-1.91300261,2.562062263,1
47,1153,-2.916275024,3.961269855,1
47,1185,-3.63093853,5.243646145,1
47,1217,-3.617710114,5.777299404,1
47,1249,-2.248495579,6.255046368,1
47,1281,-1.838768721,4.331533432,1
47,1313,-4.024817944,4.515320301,1
47,1345,-5.854554653,4.526344776,1
47,1377,-5.860990524,5.231628895,1
47,1409,-4.848308563,7.140618801,1
47,1441,-4.183132648,7.619220257,1
47,1473,-4.772340775,7.164633751,1
47,1505,-3.775277615,8.477338791,1
47,1537,-2.295159578,7.383704185,1
47,1569,-2.153124571,5.715799332,1
47,1601,-1.956245661,5.102223396,1
47,1633,0.2348849177,0.3796019554,1
47,1665,0.6518316269,5.008358955,1
47,1697,-0.4123828411,5.755582809,1
47,1729,-2.869286299,7.220178604,1
47,1761,-0.3305563331,5.65003109,1
47,1793,0.417855382,7.144377232,1
47,1825,-0.3984047174,9.857058525,1
47,1857,-1.127615929,11.17415905,1
47,1889,-0.3456442356,9.512598991,1
47,1921,-0.8347244263,3.865296841,1
47,1953,-2.066742659,0.8635940552,1
47,1985,-1.326612115,0.8882436752,1
47,2017,-11.9087801,8.455997467,1
79,33,-0.01848214865,7.570471287,1
79,65,-0.2814014256,3.709852695,1
79,97,-18.44610023,-6.316658974,1
79,129,0.762358129,-1.363219261,1
79,161,0.7850420475,-3.354234219,1
79,193,0.4121665955,3.859217644,1
79,225,-8.846749306,6.279714584,1
79,257,-0.2586992979,0.7134904861,1
79,289,-0.5430054665,7.224879742,1
79,321,0.2167902887,5.130345821,1
79,353,-0.3538759351,5.124183178,1
79,385,-1.335573912,6.257807255,1
79,417,-2.076209307,7.245772839,1
79,449,1.414573431,5.2492342,1
79,481,1.0731529,2.739058256,1
79,513,-0.4661746025,1.527677298,1
79,545,-0.8471702337,0.947386384,1
79,577,-1.843740582,-0.3377985954,1
79,609,-2.20007658,1.325595617,1
