PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 15, filenames: A:[15]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[16]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-2.281412601,-0.4530415535,1
47,65,0.07251480222,-0.2200503945,1
47,97,0.4335224628,0.4375258684,1
47,129,-0.04441614449,0.004558205605,1
47,161,-0.6410125494,-0.6435011625,1
47,193,-1.057493925,-1.007962942,1
47,225,0.002453327179,-0.1079216003,1
47,257,1.024458885,0.5588033199,1
47,289,-9.072444916,-18.51597214,1
47,321,0.214632988,-0.2727942467,1
47,353,0.7364706993,-0.2300765514,1
47,385,-11.12703228,-16.82076645,1
47,417,-28.12502289,-1.429171562,1
47,449,-17.36602402,-24.67897415,1
47,481,-0.9191274643,-0.3952875137,1
47,513,-25.63468933,12.5584383,1
47,545,-0.02618026733,12.57004738,1
47,577,-3.031124115,-14.13006592,1
47,609,-24.36022186,-2.857589722,1
47,641,-15.74992752,13.96353626,1
47,673,-16.59090424,1.36598742,1
47,705,-14.96010017,3.613645792,1
47,737,-13.14322948,0.8869304657,1
47,769,-13.08348179,1.08104825,1
47,801,-13.44893169,6.277773857,1
47,833,-14.66994762,7.517807961,1
47,865,-12.89853382,5.616837502,1
47,897,-8.604959488,6.106001854,1
47,929,-7.185486317,8.209611893,1
47,961,5.332624435,21.2074337,1
47,993,-26.19253922,9.423582077,1
47,1025,-7.02012682,8.199575424,1
47,1057,-6.076699257,7.16291666,1
47,1089,-2.824547291,7.581279755,1
47,1121,-0.714840889,9.020932198,1
47,1153,0.1429820061,10.18702126,1
47,1185,2.658422709,11.60184097,1
47,1217,3.722995996,12.06054497,1
47,1249,14.67433262,24.18630981,1
47,1281,5.560281754,10.99970055,1
47,1313,5.640930176,10.13264084,1
47,1345,18.8087635,13.23934269,1
47,1377,12.36580467,8.014215469,1
47,1409,26.36797333,5.857650757,1
47,1441,12.92775345,7.185698032,1
47,1473,10.67665482,8.307134628,1
47,1505,13.38912487,11.63075829,1
47,1537,7.62226963,8.708726883,1
47,1569,-0.0122718811,23.49306488,1
47,1601,-25.21346092,3.130148172,1
47,1633,-2.881734371,3.677036285,1
47,1665,3.602184296,1.468926907,1
47,1697,-0.3231129646,8.740737915,1
47,1729,-5.488166332,11.87488651,1
47,1761,-1.46868515,-0.190454483,1
47,1793,-1.14218235,1.82836628,1
47,1825,0.7024927139,3.279707909,1
47,1857,-3.838895082,-1.855721474,1
47,1889,-2.137858868,-1.651309729,1
47,1921,-17.54358292,-4.642075539,1
47,1953,4.664375782,24.33080292,1
47,1985,0.7838827372,14.02498245,1
47,2017,-9.389998436,-1.284699202,1
79,33,0.3709691763,0.6691247821,1
79,65,-0.2657762766,0.04466384649,1
79,97,-0.3672449589,-0.1509503424,1
79,129,0.02047622204,0.05387447774,1
79,161,0.2957461476,0.06177559495,1
79,193,0.1229425669,-0.2681581974,1
79,225,0.1928153038,0.06961393356,1
79,257,-5.327968597,-11.17092133,1
79,289,-9.933333397,9.8153162,1
79,321,5.913539886,-14.25582314,1
79,353,0.6814489365,0.4591703415,1
79,385,-0.2538251877,0.1640534401,1
79,417,-27.33101654,-0.2359080315,1
79,449,-8.043263435,5.822322369,1
79,481,-8.255170822,-3.996719837,1
79,513,-11.96472359,-2.982864857,1
79,545,-12.60969543,-2.221168041,1
79,577,-9.220921516,-9.391718864,1
79,609,-4.732836723,-0.1718895435,1
79,641,-13.56113529,0.009825468063,1
79,673,-14.42800522,-1.096768975,1
79,705,-12.85856819,4.03146553,1
79,737,-14.18445206,-0.8976118565,1
79,769,-14.11920452,2.921023369,1
79,801,-13.5921526,7.178951263,1
79,833,-14.96411324,5.773143768,1
79,865,-11.88245869,2.855298042,1
79,897,-9.248053551,3.258470535,1
79,929,-12.64412689,6.891994476,1
79,961,-6.869371891,11.32698631,1
79,993,-6.158125877,8.491797447,1
79,1025,-5.909973145,7.897937775,1
79,1057,-4.908633232,7.794754028,1
79,1089,0.8954074383,7.658164024,1
79,1121,5.218343735,8.303613663,1
79,1153,1.715863705,11.60112572,1
79,1185,2.04004097,15.14184952,1
79,1217,0.8561830521,13.70353413,1
79,1249,10.2676897,8.330226898,1
79,1281,12.09796524,10.38719845,1
79,1313,11.92264462,11.49587536,1
79,1345,14.95045757,11.70398903,1
79,1377,18.19411278,9.384763718,1
79,1409,26.73956299,12.48318481,1
79,1441,-2.81582737,11.78028202,1
79,1473,9.027007103,6.73451519,1
79,1505,7.956212997,6.019105911,1
79,1537,11.80765724,25.82785606,1
79,1569,10.28139305,4.539918423,1
79,1601,6.838944435,3.711442232,1
79,1633,0.4258556366,4.37073946,1
79,1665,5.686524391,2.040513515,1
79,1697,1.992367268,7.024697781,1
79,1729,0.8224925995,2.452812195,1
79,1761,0.5617675781,6.072067261,1
79,1793,22.91041946,14.92617798,1
79,1825,0.6440200806,3.052956581,1
79,1857,0.09432637691,1.20834589,1
79,1889,2.409105301,10.56002235,1
79,1921,10.93454266,-11.10458946,1
79,1953,2.895980358,22.39510345,1
79,1985,-14.82044411,11.05277824,1
79,2017,-22.81500053,-1.529515386,1
111,33,0.5663330555,1.284540057,1
111,65,-0.5268714428,0.06239960343,1
111,97,-0.7260437012,-0.1618260145,1
111,129,-0.3510043025,-0.04584133625,1
111,161,0.5046150684,-0.0002804175019,1
111,193,0.5674489737,-0.0714584291,1
111,225,-12.31542587,3.665845871,1
111,257,-1.139970541,-13.21004772,1
111,289,-10.00477791,11.72793198,1
111,321,-3.717538834,-23.02791023,1
111,353,-11.7824955,-1.001250744,1
111,385,0.5241222382,0.4429674149,1
111,417,-13.19636631,-8.975572586,1
111,449,-13.63498306,-7.951215267,1
111,481,-8.086013794,-4.715341568,1
111,513,-13.06979656,-2.82463932,1
111,545,-14.20971775,-2.607327938,1
111,577,-16.32117081,3.665465355,1
111,609,-0.6394529343,-2.703556538,1
111,641,-12.08682346,-1.180028677,1
111,673,-12.59472466,-1.529950857,1
111,705,-32.05730438,-3.874584913,1
111,737,-13.27224541,-5.056082726,1
111,769,-8.298442841,-0.07379195094,1
111,801,-13.41589451,1.926686287,1
111,833,-13.55870152,3.423921108,1
111,865,-10.87551308,1.894761801,1
111,897,-9.253347397,3.27093339,1
111,929,-9.633470535,5.570291519,1
111,961,-4.101110458,4.288541317,1
111,993,-4.531054974,7.191679955,1
111,1025,-5.23463726,7.442799091,1
111,1057,-4.886791229,7.767409801,1
111,1089,-2.994039297,8.205814362,1
111,1121,6.469445229,8.313436508,1
111,1153,3.299817085,10.71931934,1
111,1185,3.950497627,11.40429783,1
111,1217,1.800156593,13.64204788,1
111,1249,23.50137901,7.144237518,1
111,1281,9.561039925,9.860600471,1
111,1313,10.32908058,11.4635458,1
111,1345,12.10091496,10.97226238,1
111,1377,17.47904778,11.35915184,1
111,1409,12.10130215,-4.735722065,1
111,1441,11.38293743,6.848726273,1
111,1473,0.6059980392,1.024784088,1
111,1505,8.266493797,6.735424995,1
111,1537,13.96445274,-14.33019447,1
111,1569,12.10738468,4.626177788,1
111,1601,7.931703568,4.431986332,1
111,1633,7.143741608,9.686534882,1
111,1665,6.201214314,8.509658813,1
111,1697,11.50231171,21.32067871,1
111,1729,9.591934204,12.47545052,1
111,1761,21.89745712,13.8416214,1
111,1793,-1.962789536,11.70820236,1
111,1825,0.180062294,8.648130417,1
111,1857,1.479781866,9.37994194,1
111,1889,8.90856266,14.74386978,1
111,1921,9.128182411,12.63715363,1
111,1953,-12.48673725,14.43813705,1
111,1985,-0.08191402256,-0.5564358234,1
111,2017,1.029428244,-0.7634263039,1
143,33,0.7000536919,1.51606369,1
143,65,-0.3997730017,-0.1929137111,1
143,97,-0.7072958946,-0.284111917,1
143,129,-0.3715642691,-0.2093693614,1
143,161,-0.05404254794,0.1538357437,1
143,193,-0.04457496107,-17.76961136,1
143,225,-3.611110926,9.613745689,1
143,257,-6.058024406,6.442620277,1
143,289,-21.56998062,7.261693001,1
143,321,-21.76114464,5.422651291,1
143,353,-9.015239716,-1.960194111,1
143,385,-10.03938103,-0.6939549446,1
143,417,-10.8188448,-12.46280861,1
143,449,-11.21533585,-9.235383987,1
143,481,-8.198041916,-5.138798237,1
143,513,-8.493369102,-5.561496258,1
143,545,0.2661218643,-19.40979958,1
143,577,0.9038667679,-7.378917694,1
143,609,-12.7944355,-3.913450718,1
143,641,-10.60277653,-3.756664991,1
143,673,-11.00443077,-4.195109844,1
143,705,-11.30750465,-4.624132633,1
143,737,-9.175678253,-2.643328905,1
143,769,-13.99830246,-1.895036221,1
143,801,-15.102355,0.4507288933,1
143,833,-14.74704552,1.092752457,1
143,865,-10.84749317,1.576211095,1
143,897,-8.398170471,3.333877087,1
143,929,-6.581693649,4.054945946,1
143,961,-4.40397644,2.364729404,1
143,993,-1.441658497,25.94912338,1
143,1025,-4.675152302,7.716355324,1
143,1057,-4.292778015,8.220163345,1
143,1089,-3.158178806,8.907375336,1
143,1121,-9.1588974,24.09433746,1
143,1153,2.526489019,9.636488914,1
143,1185,4.177480698,9.447650909,1
143,1217,5.141023159,9.623604774,1
143,1249,21.42080116,10.74525642,1
143,1281,8.849316597,12.09764099,1
143,1313,8.485188484,12.32639217,1
143,1345,8.287055016,8.975855827,1
143,1377,17.50286102,11.12204742,1
143,1409,12.19556427,10.30925369,1
143,1441,13.04879379,5.307433128,1
143,1473,4.4164114,7.829210758,1
143,1505,6.584641457,8.265777588,1
143,1537,10.11325359,5.061889172,1
143,1569,11.77978802,4.742528915,1
143,1601,8.760007858,4.954786301,1
143,1633,1.936786652,0.8044185638,1
143,1665,6.423858643,9.126693726,1
143,1697,7.566404819,11.92763424,1
143,1729,10.63820839,11.20018578,1
143,1761,1.952367067,7.039485455,1
143,1793,0.38042593,7.645267487,1
143,1825,1.236722469,9.555578232,1
143,1857,1.830617905,11.0585165,1
143,1889,4.277087212,12.02688026,1
143,1921,15.10239983,7.624537468,1
143,1953,15.70290279,0.2015309334,1
143,1985,0.4865449369,-0.54079777,1
143,2017,1.192915678,-0.1217534542,1
175,33,0.2195879221,0.9546560049,1
175,65,-0.118298173,-0.01970469952,1
175,97,0.04485327005,-0.1947833449,1
175,129,0.07057542354,-0.2390781492,1
175,161,-0.1843211353,-0.4707491696,1
175,193,-0.803848505,19.00833321,1
175,225,-13.69676304,-11.63464546,1
175,257,-19.88976288,9.476867676,1
175,289,-24.66163635,3.861078739,1
175,321,-9.262048721,-14.53669167,1
175,353,-23.17926216,-12.43519211,1
175,385,-10.27871609,-10.81227112,1
175,417,-9.852833748,-12.40277004,1
175,449,-9.388116837,-10.14565277,1
175,481,-9.424964905,-6.530158997,1
175,513,-12.69796085,-7.274670124,1
175,545,-19.83091736,-23.68049812,1
175,577,-12.95010376,-4.470753193,1
175,609,-13.63678455,-4.133888245,1
175,641,-12.42184544,-4.149835587,1
175,673,-12.04375267,-5.494307518,1
175,705,-13.47754669,-2.681847095,1
175,737,-14.86909103,-2.882129669,1
175,769,-16.25527954,-1.200227737,1
175,801,-17.54145813,-0.4646066725,1
175,833,-15.63940048,6.014700413,1
175,865,-9.561097145,1.165793777,1
175,897,-5.503251076,1.96900177,1
175,929,-3.227912903,3.296646595,1
175,961,-21.64844131,12.83016014,1
175,993,-10.56776714,16.90748405,1
175,1025,-4.169790745,7.362247944,1
175,1057,-3.134068966,9.619710922,1
175,1089,-1.498137474,10.10458374,1
175,1121,-0.1740056276,9.246919632,1
175,1153,-1.179944515,10.91404724,1
175,1185,3.835142851,8.915039063,1
175,1217,22.49812317,1.615698814,1
175,1249,6.550374508,13.38298416,1
175,1281,8.969215393,12.37908745,1
175,1313,3.228784561,4.347395897,1
175,1345,23.69671249,5.870828629,1
175,1377,26.67884254,11.58421421,1
175,1409,12.40746975,10.85534573,1
175,1441,27.72846985,-2.053443432,1
175,1473,-2.793948174,-0.834435463,1
175,1505,9.569034576,5.366569996,1
175,1537,11.23725128,4.747409821,1
175,1569,10.32018089,5.06730175,1
175,1601,8.919969559,6.046789169,1
175,1633,8.129570961,6.537855148,1
175,1665,7.079639435,8.322589874,1
175,1697,22.31128502,-4.573230267,1
175,1729,6.025462627,10.24452305,1
175,1761,3.957803249,10.7517395,1
175,1793,0.3189809322,9.949838638,1
175,1825,1.579336166,10.85327053,1
175,1857,13.40087891,1.172255516,1
175,1889,-5.543869019,14.37536907,1
175,1921,-4.768890858,13.35043335,1
175,1953,-6.096167564,13.06266212,1
175,1985,-15.53235912,2.394140244,1
175,2017,-20.46143341,-0.7308124304,1
207,33,-0.2327567339,0.1963207722,1
207,65,0.1609986275,0.1721594036,1
207,97,0.213635534,-0.2304378748,1
207,129,-0.2624573112,-0.4259266257,1
207,161,-0.3802756071,-1.682142854,1
207,193,-5.347902298,18.27416229,1
