PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 10, filenames: A:[10]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[11]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,-0.3109015226,0.009764179587,1
47,65,0.3282669485,-0.0009040981531,1
47,97,0.04313784838,-0.1698453724,1
47,129,-0.2135642022,-0.1247953847,1
47,161,-0.3200852871,-0.08970423043,1
47,193,-0.2258038968,-0.1692703515,1
47,225,0.01844155788,0.005437910557,1
47,257,0.2777438164,0.1760292649,1
47,289,0.2959249914,0.1424812675,1
47,321,-0.0168094039,0.1687530279,1
47,353,-0.46764189,-0.1415424347,1
47,385,-0.3864523172,-0.02938303351,1
47,417,0.8495713472,-0.4652178288,1
47,449,0.823651433,-0.6591818333,1
47,481,-0.3591442108,-0.7486696243,1
47,513,-1.060708523,-1.637536526,1
47,545,0.2026139498,-1.170051575,1
47,577,0.6088039875,-0.5151633024,1
47,609,0.07097291946,0.2003475428,1
47,641,-0.1237556934,0.1599230766,1
47,673,0.9462521076,-0.3005325794,1
47,705,5.243941784,1.360003948,1
47,737,4.739485741,0.7371375561,1
47,769,2.31763649,-0.6374588013,1
47,801,3.866994858,1.192061186,1
47,833,7.030148983,3.192334414,1
47,865,8.282698631,4.48144722,1
47,897,7.257927895,4.203444958,1
47,929,8.240501404,3.082250118,1
47,961,9.198945045,2.71054697,1
47,993,9.938401222,2.905709267,1
47,1025,11.12440968,3.232474566,1
47,1057,12.67694092,3.709812164,1
47,1089,14.04042435,4.464371681,1
47,1121,14.37471771,3.4462502,1
47,1153,14.09703827,2.469329834,1
47,1185,15.39276981,2.617389679,1
47,1217,16.39316177,2.077586651,1
47,1249,17.85877609,4.469770432,1
47,1281,18.46882629,6.074316502,1
47,1313,18.42031288,4.721322536,1
47,1345,19.96941376,2.755859375,1
47,1377,19.55337143,2.842307091,1
47,1409,17.27141953,2.520431995,1
47,1441,16.77087402,2.509912968,1
47,1473,17.11399078,1.855952859,1
47,1505,18.02720642,-0.7151379585,1
47,1537,18.7162323,-2.264282227,1
47,1569,17.69589424,-3.374164581,1
47,1601,14.5472908,-5.787073135,1
47,1633,15.64276505,-5.142454624,1
47,1665,15.47403526,-5.598332882,1
47,1697,14.8508215,-6.533615589,1
47,1729,14.59132481,-6.968296528,1
47,1761,14.52853394,-5.9623909,1
47,1793,11.52577877,-3.689326286,1
47,1825,-2.709339142,-18.59815598,1
47,1857,16.24634361,-3.05191803,1
47,1889,13.64142609,-4.956474304,1
47,1921,10.34532261,-4.139784813,1
47,1953,7.980614662,-2.666466713,1
47,1985,7.552343369,-3.938335419,1
47,2017,5.654681683,-9.632173538,1
79,33,-0.1096622795,0.1283684373,1
79,65,0.1554207504,0.2614384294,1
79,97,0.1320871115,0.2263184637,1
79,129,-0.02443934977,0.05165762454,1
79,161,-0.2668677568,-0.01062073186,1
79,193,-0.3899635077,-0.03732089698,1
79,225,-0.1580613703,-0.05135272443,1
79,257,0.1735016555,-0.1351406574,1
79,289,0.1165382564,-0.3317764997,1
79,321,-0.1733893007,0.01093287766,1
79,353,-0.2786653936,0.2712201774,1
79,385,-0.2103922069,0.06221526489,1
79,417,0.001602053642,-0.1375449002,1
79,449,-0.08469513059,0.05579438806,1
79,481,-0.5507072806,-0.2842940092,1
79,513,10.9404726,-10.66402435,1
79,545,0.09800940752,-0.7858118415,1
79,577,0.5796332359,0.2249781191,1
79,609,-0.3850502968,-0.1661425382,1
79,641,4.341440678,-0.06310856342,1
79,673,5.572242737,0.8036186695,1
79,705,5.769896507,1.07311964,1
79,737,5.524568558,0.5344811082,1
79,769,5.597844601,-0.1569109559,1
79,801,5.533222675,1.016571403,1
79,833,6.715755939,2.788034201,1
79,865,7.996809959,3.927934408,1
79,897,8.563169479,3.525317907,1
79,929,8.810368538,3.514256477,1
79,961,10.24714947,3.948503017,1
79,993,11.86484241,4.369349003,1
79,1025,13.57989597,5.000324726,1
79,1057,14.73414516,4.823235989,1
79,1089,15.00024319,5.449914932,1
79,1121,16.00219345,4.132789135,1
79,1153,16.62636948,3.198323488,1
79,1185,17.89363098,2.988101482,1
79,1217,18.79847527,1.942512989,1
79,1249,19.91632462,3.7886796,1
79,1281,19.77449226,6.340745926,1
79,1313,19.48519516,6.30153513,1
79,1345,19.5880127,4.64574194,1
79,1377,20.39577103,3.578399658,1
79,1409,20.13882446,3.171218872,1
79,1441,19.41311073,1.483770132,1
79,1473,18.47091293,0.3802947998,1
79,1505,19.24251366,-2.079887867,1
79,1537,18.92984009,-3.57794714,1
79,1569,17.86305428,-4.32683897,1
79,1601,16.37050438,-5.036650181,1
79,1633,17.26839256,-5.52655983,1
79,1665,17.14174843,-6.128536701,1
79,1697,15.95419025,-5.682865143,1
79,1729,14.54897213,-6.29122448,1
79,1761,13.17474747,-5.806775093,1
79,1793,11.53698921,-4.05252552,1
79,1825,12.68313599,-2.869623184,1
79,1857,13.03658676,-4.189175129,1
79,1889,13.40038109,-6.95208931,1
79,1921,8.941879272,-4.136015892,1
79,1953,7.513226509,-3.598410606,1
79,1985,8.27632618,-6.144536972,1
79,2017,4.921396255,-6.509520054,1
111,33,0.001348234713,0.1938543618,1
111,65,0.325306803,0.2592691779,1
111,97,0.3779567182,0.378955245,1
111,129,0.021737203,0.358507514,1
111,161,-0.3385540247,0.1113777682,1
111,193,-0.5632256269,0.1250876188,1
111,225,-0.4095058739,0.2921173573,1
111,257,0.0804926604,-0.1087618321,1
111,289,0.01259584725,-0.3026556969,1
111,321,0.02531070448,-0.0988419503,1
111,353,0.007178142667,0.2342987657,1
111,385,-0.08379842341,0.1480766237,1
111,417,-0.02833665907,-0.1635560989,1
111,449,-0.1482896805,0.1849528849,1
111,481,-0.1859704256,0.5932723284,1
111,513,0.3917844296,0.8278318644,1
111,545,0.156496048,0.04477965832,1
111,577,0.1199431419,-0.7840623856,1
111,609,0.492149353,-1.367570281,1
111,641,4.50740242,-0.7428406477,1
111,673,6.058300018,0.7580902576,1
111,705,5.446388245,0.9472548962,1
111,737,4.074069023,1.288674712,1
111,769,3.467952251,1.039638162,1
111,801,5.397162914,1.302509069,1
111,833,6.84590435,2.382577658,1
111,865,8.829380989,2.100049019,1
111,897,9.699501038,2.055563927,1
111,929,10.21794605,3.534067154,1
111,961,11.47128868,4.153779984,1
111,993,13.08405685,4.631943226,1
111,1025,14.67298985,4.974685192,1
111,1057,15.88579559,5.133924007,1
111,1089,16.27897453,5.147108555,1
111,1121,16.85178185,4.615635395,1
111,1153,17.94907951,3.716730833,1
111,1185,18.84874153,3.305823803,1
111,1217,19.18136406,3.431936741,1
111,1249,19.9683876,4.188276291,1
111,1281,20.27682686,6.038231373,1
111,1313,20.81923103,7.062995911,1
111,1345,20.82228851,5.304267406,1
111,1377,21.28816032,3.60505724,1
111,1409,21.61489868,3.639466524,1
111,1441,21.14830017,0.4158122241,1
111,1473,20.20488739,-2.012747526,1
111,1505,20.57470131,-3.203400135,1
111,1537,18.95842552,-4.663115978,1
111,1569,19.29663658,-4.874300957,1
111,1601,19.48079681,-4.821326256,1
111,1633,18.81519318,-5.760156631,1
111,1665,18.28100777,-7.206580162,1
111,1697,17.44787598,-6.312070847,1
111,1729,16.42350388,-8.414052963,1
111,1761,13.96863174,-5.624686241,1
111,1793,12.71085358,-3.110226631,1
111,1825,12.87076187,-2.535501003,1
111,1857,11.83916664,-3.913044453,1
111,1889,14.02647495,-7.039374352,1
111,1921,14.39001465,-7.190661907,1
111,1953,7.870948792,-7.964832783,1
111,1985,8.579123497,-6.990107536,1
111,2017,8.304857254,-5.096744537,1
143,33,-0.03631304204,0.2098782808,1
143,65,0.07234078646,0.1582770944,1
143,97,-0.2061698735,0.1837559044,1
143,129,-0.2828827798,0.3467648923,1
143,161,-0.09949064255,0.1945478022,1
143,193,-0.08448725939,0.1664953232,1
143,225,0.1321584582,-0.04169765115,1
143,257,0.1873693317,-0.1437933147,1
143,289,-0.03576796502,-0.1160689294,1
143,321,0.2130601108,-0.3124735355,1
143,353,0.2568266094,0.1962808669,1
143,385,0.1726834178,0.3574610054,1
143,417,0.2549042404,-0.0943262428,1
143,449,0.2642860711,0.2333658487,1
143,481,0.8284264803,0.638235867,1
143,513,1.641599774,1.087028384,1
143,545,0.8679244518,0.6117403507,1
143,577,0.2545964718,-0.6722637415,1
143,609,2.757128954,-0.8211381435,1
143,641,4.395726681,-1.298285961,1
143,673,4.554127216,-0.8315911293,1
143,705,4.455571175,0.3767960668,1
143,737,4.25726223,1.892979264,1
143,769,4.247940063,2.576275587,1
143,801,6.129679203,2.160204411,1
143,833,8.350107193,2.662335873,1
143,865,9.365921021,2.315849543,1
143,897,10.21623039,2.194941521,1
143,929,11.21803761,3.643364429,1
143,961,12.69373417,4.557152748,1
143,993,13.6918087,4.026587486,1
143,1025,14.66428375,4.36986208,1
143,1057,16.39891434,4.672338009,1
143,1089,17.15461349,4.97038126,1
