PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 38, filenames: A:[38]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[39]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,5.167109966,-0.3773622513,1
47,65,1.074653745,-1.161990643,1
47,97,-0.846957922,0.6799268723,1
47,129,0.04067695141,-0.4478526115,1
47,161,-0.9005337954,-0.466137886,1
47,193,-0.4182302952,-3.143236637,1
47,225,-0.1801071763,-1.38201642,1
47,257,-0.2184668779,-0.3909554482,1
47,289,-0.1018861532,0.7407460213,1
47,321,-2.470589161,2.634111404,1
47,353,-2.078104019,2.196234703,1
47,385,-0.5478067398,4.466863155,1
47,417,-1.242890477,5.065812588,1
47,449,-2.195677042,5.745384216,1
47,481,-2.087371349,5.058368206,1
47,513,-2.207535267,3.130776405,1
47,545,-1.304922581,1.915948868,1
47,577,-3.196983337,3.072579384,1
47,609,-2.133651972,1.938851357,1
47,641,-1.610387564,4.301450253,1
47,673,-1.277555823,5.026801586,1
47,705,-0.7544132471,6.276872158,1
47,737,-0.7810300589,6.305057526,1
47,769,-0.2021310329,6.106472492,1
47,801,1.04677844,5.916028023,1
47,833,0.9013824463,6.584029198,1
47,865,0.04365372658,7.813668728,1
47,897,-0.9404937029,8.581508636,1
47,929,-1.270470381,7.178138256,1
47,961,-1.338506579,6.632526875,1
47,993,-1.062242031,6.704447746,1
47,1025,-0.6982467175,6.868396759,1
47,1057,-1.30663085,7.627981186,1
47,1089,-0.314314723,7.755948067,1
47,1121,-0.5923606157,7.926003456,1
47,1153,-1.149308205,7.297430992,1
47,1185,-2.822339296,7.029953003,1
47,1217,-4.24191618,8.247407913,1
47,1249,-4.119701385,8.826519966,1
47,1281,-3.338654041,8.571011543,1
47,1313,-2.801948547,8.03858757,1
47,1345,-1.380064726,7.594069481,1
47,1377,-1.920879602,7.014642239,1
47,1409,-2.95097518,7.119347572,1
47,1441,-3.404067039,6.562022209,1
47,1473,-3.614202976,7.451584816,1
47,1505,-4.221917152,6.505029678,1
47,1537,0.2869548798,8.10373497,1
47,1569,-3.41275382,8.059251785,1
47,1601,-2.809674263,6.635308266,1
47,1633,-3.530036449,7.577733994,1
47,1665,-4.28237915,8.506404877,1
47,1697,-4.253896713,6.690816402,1
47,1729,-4.388973236,4.636565685,1
47,1761,-4.114989281,5.90751791,1
47,1793,-3.918839455,5.784480572,1
47,1825,-3.992112637,6.905977726,1
47,1857,-4.356307983,6.031668663,1
47,1889,-1.026147366,8.298404694,1
47,1921,-1.917702198,8.031311035,1
47,1953,-2.435793638,5.780508518,1
47,1985,-3.707351685,7.088288784,1
47,2017,4.879440308,-7.524238586,1
79,33,-14.00529575,1.365584612,1
79,65,-1.691584349,0.385210216,1
79,97,-0.01212579012,0.1459157467,1
79,129,-0.07432627678,0.1482511461,1
79,161,-3.20403862,17.36917686,1
79,193,-0.4456349611,-2.2076931,1
79,225,-0.7568731904,-0.6490004063,1
79,257,-0.7148882151,0.1746549606,1
79,289,-1.385505199,5.260657787,1
79,321,-1.652430654,4.016761303,1
79,353,-2.27979517,3.406041622,1
79,385,-1.853338003,4.225364208,1
79,417,-1.230852127,4.759642124,1
79,449,-1.25703764,5.670621872,1
79,481,-1.036330104,5.309055328,1
79,513,-1.848338723,2.237042427,1
79,545,-2.150879145,3.530740738,1
79,577,-1.903533459,2.969627857,1
79,609,-0.7094540596,1.399567127,1
79,641,-1.730233192,5.457982063,1
79,673,-1.431121826,6.221333981,1
79,705,-1.450653315,6.825150013,1
79,737,-1.411441445,6.6708498,1
79,769,-0.7208428383,6.146599293,1
79,801,-0.04748088121,6.209197044,1
79,833,-0.3334005177,6.402208805,1
79,865,-0.865581274,6.638279438,1
79,897,-2.262166977,7.860327244,1
79,929,-2.315868855,8.316663742,1
79,961,-1.32403791,7.795951843,1
79,993,-0.1046015024,7.978122711,1
79,1025,1.156172991,8.302192688,1
79,1057,1.302499533,7.607851028,1
79,1089,0.2008884996,7.261638641,1
79,1121,-0.3208448589,6.780047417,1
79,1153,-1.005155802,6.802951336,1
79,1185,-2.405047178,6.43756485,1
79,1217,-3.214262724,7.265247345,1
79,1249,-3.330426931,7.699816227,1
79,1281,-3.259796619,8.189523697,1
79,1313,-2.766300917,7.839883804,1
79,1345,-1.630126238,6.910967827,1
79,1377,-2.401218891,6.333631516,1
79,1409,-3.486590624,5.530146599,1
79,1441,-3.324611187,5.167836189,1
79,1473,-3.911156654,5.586236,1
79,1505,-1.174338341,5.846299648,1
79,1537,-1.730953693,6.40511322,1
79,1569,-4.011648178,6.441573143,1
79,1601,-3.970146179,6.565671921,1
79,1633,-4.50167942,6.675879002,1
79,1665,-5.857651234,7.521288395,1
79,1697,-5.952095032,7.051243782,1
79,1729,-5.083733559,6.413993359,1
79,1761,-4.290394783,7.109843254,1
79,1793,-3.358148575,6.918933868,1
79,1825,-2.877946377,6.374508858,1
79,1857,-2.799360275,5.672889233,1
79,1889,-0.8761675358,6.794644833,1
79,1921,-2.769387484,6.064833641,1
79,1953,-2.878854513,4.123078346,1
79,1985,0.1055459082,0.4179202318,1
79,2017,4.369278908,-7.967353821,1
111,33,-1.26128304,1.452538013,1
111,65,-0.2194875181,0.3537733555,1
111,97,0.2334461659,0.05181750655,1
111,129,0.2843257785,0.2481299788,1
111,161,0.06298264116,-0.351103425,1
111,193,0.01405993104,-0.6129747629,1
111,225,-0.1636899114,-0.3925483227,1
111,257,-0.7615197897,4.723892212,1
111,289,-1.34706223,5.2966609,1
111,321,-1.750178218,4.003911972,1
111,353,-2.108041048,3.927288532,1
111,385,-2.181112289,4.651377201,1
111,417,-0.6190156937,3.553975582,1
111,449,-0.1855790615,4.808941841,1
111,481,-0.1095930338,5.609515667,1
111,513,-0.054656744,4.41286087,1
111,545,-3.220874786,4.948838234,1
111,577,-3.548592806,5.185721397,1
111,609,-1.027083755,1.397871017,1
111,641,-0.9494081736,5.699987411,1
111,673,-0.7358841896,6.14308548,1
111,705,-0.8246438503,6.595218182,1
111,737,-0.5334091187,6.688278675,1
111,769,-0.9187097549,6.70955801,1
111,801,-0.7990057468,6.079681873,1
111,833,-0.9294095039,5.854703426,1
111,865,-1.123818874,6.573731422,1
111,897,-2.160856247,8.008281708,1
111,929,-2.116903305,8.796753883,1
111,961,-1.44625473,8.952197075,1
111,993,-0.6216663122,9.088178635,1
111,1025,0.2544698715,9.063724518,1
111,1057,1.662180066,7.700950146,1
111,1089,1.152281284,6.725912571,1
111,1121,-0.06013700366,6.50881815,1
111,1153,-1.16869843,6.502223492,1
111,1185,-1.980077505,4.76736784,1
111,1217,-2.794087887,5.680825233,1
111,1249,-3.626758099,6.62541914,1
111,1281,-3.824852943,7.261369228,1
111,1313,-2.870555162,7.427670002,1
111,1345,-2.716125965,6.439655304,1
111,1377,-3.122648716,5.982147217,1
111,1409,-3.417049885,5.682720661,1
111,1441,-3.820430279,5.327600956,1
111,1473,-3.867340088,6.047711849,1
111,1505,-0.6048386097,4.058047771,1
111,1537,-0.8599133492,3.866972446,1
111,1569,-3.381682873,5.658694744,1
111,1601,-4.526630402,6.435129166,1
111,1633,-4.592236042,6.45783186,1
111,1665,-4.981570244,8.115304947,1
111,1697,-5.228219509,7.784104824,1
111,1729,-4.92057085,7.567264557,1
111,1761,-3.991773129,8.235455513,1
111,1793,-2.963788271,6.978203773,1
111,1825,-1.468114138,5.81038332,1
111,1857,-0.7351820469,5.519256592,1
111,1889,-0.8926715851,6.21886301,1
111,1921,-2.598010778,5.736893177,1
111,1953,-2.352115631,3.655447483,1
111,1985,-1.621820211,3.596329927,1
111,2017,1.634907246,-7.981314659,1
143,33,-0.4069656134,3.369385242,1
143,65,-0.04594302177,0.6790060997,1
143,97,0.3023984134,-0.09660559893,1
143,129,0.3382638097,-0.1434801668,1
143,161,-0.1392573714,-0.3395367861,1
143,193,-0.05504056811,0.7455201149,1
143,225,-1.111689806,7.716295242,1
143,257,-0.8774654269,5.278378963,1
143,289,-1.3516922,5.548571587,1
143,321,-1.829403877,4.428526402,1
143,353,-2.363126278,3.935328007,1
143,385,-2.044986248,4.898141384,1
143,417,-1.313420653,5.140316486,1
143,449,-0.2545627356,4.329902649,1
143,481,-0.4260553122,4.301252842,1
143,513,-1.656776309,4.873991013,1
143,545,-2.372162104,4.962726593,1
143,577,-3.319772959,5.488524914,1
143,609,-2.211900949,4.889100075,1
143,641,-1.401083231,5.725209236,1
143,673,-0.8184967041,5.650197506,1
143,705,-0.9021801949,5.315247059,1
143,737,-1.712549567,6.140834332,1
143,769,-2.237285376,7.606372356,1
143,801,-0.3380665779,6.177908421,1
143,833,-0.8297404051,5.994502068,1
143,865,-2.010239124,6.878827572,1
143,897,-2.510812283,8.209152222,1
143,929,-2.39433527,9.674304962,1
143,961,-1.665317655,10.01871014,1
143,993,-0.9194679856,10.7140131,1
143,1025,0.7493230104,8.957971573,1
143,1057,1.928031206,6.377764702,1
143,1089,0.3964332938,6.273665905,1
143,1121,-0.5572626591,7.035773754,1
143,1153,-1.62913084,6.469715595,1
143,1185,-2.209884167,5.033068657,1
143,1217,-3.835361481,5.786365986,1
143,1249,-3.970324039,6.112209797,1
143,1281,-3.859153748,6.452431202,1
143,1313,-2.856978655,6.474248886,1
143,1345,-2.729349613,5.49122715,1
143,1377,-3.063566208,5.020971298,1
143,1409,-3.343909979,5.5020051,1
143,1441,-3.327890873,5.715690613,1
143,1473,-1.988664627,6.236829281,1
143,1505,-2.641504288,4.251817703,1
143,1537,-3.729056597,3.483743429,1
143,1569,-4.550658703,3.026947498,1
143,1601,-6.384012222,3.173553944,1
143,1633,-5.237141609,5.892477989,1
143,1665,-5.05510664,6.761085987,1
143,1697,-5.43646574,7.059285164,1
143,1729,-5.103782177,8.827590942,1
143,1761,-3.966461658,6.340285301,1
143,1793,-2.693199635,5.703434944,1
143,1825,-0.684012413,5.358334064,1
143,1857,-1.67051065,4.494450092,1
143,1889,-2.497576475,5.548285007,1
143,1921,-2.522906303,4.918622494,1
143,1953,-2.224065781,3.031434774,1
143,1985,-1.752814531,2.930679321,1
143,2017,-1.001110554,-7.711165428,1
175,33,-12.69502735,3.82796526,1
175,65,0.1235559881,0.6858354807,1
175,97,-0.02890869975,-0.2447826266,1
175,129,0.02546933293,-0.08330954611,1
175,161,0.06477555633,0.0006787776947,1
175,193,1.359115005,4.767331123,1
175,225,0.3885524869,5.301189423,1
175,257,-0.5230483413,6.38259697,1
175,289,-1.38207221,5.294198036,1
175,321,-1.813610792,4.036514282,1
175,353,-2.74336648,3.852657795,1
175,385,-2.279544592,4.497058868,1
175,417,-1.162550449,5.303543091,1
175,449,-0.73310709,4.194972515,1
175,481,-1.051809311,2.986516953,1
175,513,-1.732764602,4.254899502,1
175,545,-2.40469265,4.926722527,1
175,577,-4.16494894,5.773751736,1
175,609,-2.425103903,5.383600235,1
175,641,-1.522250414,5.771746159,1
175,673,-1.441260219,5.486838818,1
175,705,-1.486687541,5.078539371,1
175,737,-1.794031739,5.867620945,1
175,769,-1.806866288,7.097448826,1
175,801,-1.118146062,6.860215187,1
175,833,-1.458884597,7.738508224,1
175,865,-2.803869963,7.805709839,1
175,897,-2.985153198,8.175879478,1
175,929,-2.329063177,9.415431976,1
175,961,-1.984687805,10.19529438,1
175,993,-1.406668663,9.818800926,1
175,1025,-0.5117260814,8.827807426,1
175,1057,1.114491701,6.766961575,1
175,1089,-0.01287735999,6.085089684,1
175,1121,-1.325238705,7.244462013,1
175,1153,-2.069662571,6.232795238,1
175,1185,-2.064606667,4.83454895,1
175,1217,-2.640268564,5.459108829,1
175,1249,-2.965106487,5.924139023,1
175,1281,-2.985447407,6.128244877,1
175,1313,-2.715806246,5.678945065,1
175,1345,-2.759575367,4.782886505,1
175,1377,-2.892355919,5.016367912,1
175,1409,-3.561187029,5.45684433,1
175,1441,-3.451336622,5.644068241,1
175,1473,-1.453854799,5.858996391,1
175,1505,-3.570389271,4.150128365,1
175,1537,-4.784712791,3.463317156,1
175,1569,-4.101986408,1.889240742,1
175,1601,-4.731554031,4.259079456,1
175,1633,-5.178087234,5.84215641,1
175,1665,-5.233497143,6.286999226,1
175,1697,-5.664088249,6.41800499,1
175,1729,-5.443637848,8.641460419,1
175,1761,-3.047165871,5.943555832,1
175,1793,-2.152334452,5.231329441,1
175,1825,-0.9971129894,5.64905262,1
175,1857,-2.273943901,5.905982494,1
175,1889,-2.214083195,5.940526009,1
175,1921,-2.116873026,5.380907536,1
175,1953,-1.120071411,0.9750447273,1
175,1985,-2.143029213,5.196238995,1
175,2017,19.92857933,-7.199138641,1
207,33,0.475964129,2.960687637,1
207,65,0.02352477238,0.2605478764,1
207,97,-0.3935081065,-0.2617340684,1
207,129,-0.3443265259,0.09821081161,1
207,161,-0.281663537,0.8596282005,1
207,193,-0.3057741523,2.607501984,1
207,225,0.0008012652397,4.22615099,1
207,257,-0.4182123542,6.493084431,1
207,289,-1.332622647,5.142105579,1
207,321,-2.03722477,3.037761688,1
207,353,-2.302531958,3.967807293,1
207,385,-1.360741138,4.266530037,1
207,417,-1.020725012,4.113537312,1
207,449,-0.5826790333,3.982316971,1
207,481,-0.9096900225,3.677724838,1
207,513,-1.660932302,4.085747719,1
207,545,-2.366850138,4.392831326,1
207,577,-3.711223125,5.23462677,1
207,609,-3.215281725,5.618159771,1
207,641,-1.401658297,5.720168114,1
207,673,-1.915204167,5.709774017,1
207,705,-1.770377159,5.923397064,1
207,737,-1.281128407,5.903711796,1
207,769,-2.014692068,6.690152645,1
207,801,-2.077902317,7.849194527,1
207,833,-2.545090437,8.551897049,1
207,865,-3.043900728,8.1442976,1
207,897,-3.224800825,8.394646645,1
207,929,-2.497523308,9.081002235,1
207,961,-2.372147322,9.550549507,1
207,993,-2.127241611,9.124550819,1
207,1025,-0.8026459217,8.175497055,1
207,1057,-0.6093105674,7.370094776,1
207,1089,-0.4827338457,7.361494064,1
207,1121,-1.582144618,8.801802635,1
207,1153,-2.489521265,6.708231449,1
207,1185,-2.124015093,5.708541393,1
207,1217,-1.772518396,5.655921459,1
207,1249,-2.113399506,5.823623657,1
207,1281,-1.873810768,5.330729961,1
207,1313,-3.070592165,5.23492384,1
207,1345,-3.637636662,4.948442936,1
207,1377,-3.253976107,5.377986908,1
207,1409,-3.479989529,5.577898026,1
207,1441,-3.888101101,5.146120071,1
207,1473,-4.381927967,4.911626816,1
207,1505,-4.883238792,4.472423553,1
207,1537,-4.543665409,3.699001312,1
207,1569,-3.44970417,2.667994022,1
207,1601,-4.337201118,4.696061134,1
207,1633,-5.020006657,5.521561146,1
207,1665,-5.539176464,5.914441586,1
207,1697,-6.090858936,5.840312481,1
207,1729,-5.526393414,6.449164867,1
207,1761,-4.207801819,4.92506218,1
207,1793,-3.11139369,4.505999088,1
207,1825,-3.213032484,5.564383507,1
207,1857,-2.532161713,6.805960655,1
207,1889,-1.462635994,9.851470947,1
207,1921,-0.06691026688,6.315311909,1
