PIVlab, ASCII chart output - 06-Feb-2024
FRAME: 45, filenames: A:[45]MAX_TgUtrmcherry_Control_TimSrs0020.avi & B:[46]MAX_TgUtrmcherry_Control_TimSrs0020.avi, conversion factor xy (px -> m): 1, conversion factor uv (px/frame -> m/s): 1
x [px],y [px],u [px/frame],v [px/frame],Vector type [-]
47,33,1.090313196,-0.07229161263,1
47,65,-0.5259085298,0.002524212003,1
47,97,-0.5550038815,0.1907196641,1
47,129,-0.6871030331,0.005848556757,1
47,161,-0.658785224,-0.195423618,1
47,193,-0.4781429768,-0.2891574204,1
47,225,-0.6704797745,-0.1422387362,1
47,257,-0.3404949307,-0.2147611976,1
47,289,0.3808970451,-0.2978231907,1
47,321,0.6157678366,0.1531686187,1
47,353,0.3741928935,0.4813963175,1
47,385,0.1326093078,0.1887987852,1
47,417,-0.6655201912,0.3951057792,1
47,449,-0.4327758551,0.1277513802,1
47,481,0.3614240885,-0.2816984653,1
47,513,0.3216028214,-0.09416279197,1
47,545,0.3530950546,-0.2384655774,1
47,577,0.05309963226,-0.1219137907,1
47,609,-1.644610167,-0.2461667061,1
47,641,-3.086504459,-0.2296956182,1
47,673,-3.962285042,-0.7734191418,1
47,705,-4.079966545,-0.2531526089,1
47,737,-4.887670517,0.2952051163,1
47,769,-6.251902103,-0.03836750984,1
47,801,-5.951921463,-0.3888950348,1
47,833,-5.813796043,-0.1437454224,1
47,865,-6.624207973,2.484942436,1
47,897,-7.705435753,3.540982246,1
47,929,-6.523562431,4.658703327,1
47,961,-4.615481853,4.381568432,1
47,993,-4.770575047,4.713508129,1
47,1025,-4.870833874,5.976482391,1
47,1057,-4.82315588,5.754469395,1
47,1089,-4.749937057,4.861676693,1
47,1121,-4.027752876,5.12168169,1
47,1153,-3.563111305,7.118858337,1
47,1185,-2.582825184,7.168821335,1
47,1217,-2.857283115,5.48411274,1
47,1249,-3.751675129,3.5773983,1
47,1281,-4.329031467,4.326049805,1
47,1313,-4.583138943,3.585842133,1
47,1345,-3.669346809,4.197760582,1
47,1377,-4.095151901,2.528403759,1
47,1409,-4.606525421,1.889107227,1
47,1441,-4.577149391,2.918121815,1
47,1473,-5.42838192,3.862959385,1
47,1505,-3.174209118,4.117934704,1
47,1537,-4.538610935,2.702895164,1
47,1569,-5.962645531,3.498745918,1
47,1601,-8.174111366,9.759720802,1
47,1633,-5.084591389,6.378084183,1
47,1665,-3.062863827,7.23442173,1
47,1697,-1.160951614,7.028917789,1
47,1729,-1.015486479,6.691990852,1
47,1761,-1.351617813,6.762182713,1
47,1793,-1.972325802,7.075912476,1
47,1825,-2.661981583,6.473050594,1
47,1857,-3.173143864,5.193548203,1
47,1889,-2.424720287,5.545436382,1
47,1921,-1.40521431,6.425965786,1
47,1953,-1.073000431,6.31524086,1
47,1985,-1.252153039,8.610821724,1
47,2017,-1.848386765,-9.873910904,1
79,33,0.1638045311,0.1561848521,1
79,65,0.1095220894,0.0804772079,1
79,97,0.4929088354,-0.2276079953,1
79,129,0.4084495902,-0.2538824677,1
79,161,0.2665125132,0.1517900229,1
79,193,0.4707407355,0.2539226711,1
79,225,0.03531950712,0.08213025331,1
79,257,-0.39218539,0.1756151319,1
79,289,-0.4817144871,0.5831034184,1
79,321,0.5242914557,0.7439780235,1
79,353,0.4291283488,0.5626081824,1
79,385,0.2629963756,0.3978293538,1
79,417,0.7919555902,0.1612017155,1
79,449,0.3080605268,0.5758825541,1
79,481,0.1336966157,0.6497343779,1
79,513,-0.1107392311,0.5279951096,1
79,545,0.3308677673,-0.1834568232,1
79,577,-1.04411447,-0.01582473516,1
79,609,-2.381988525,0.07229733467,1
79,641,-3.978825569,-0.6856352091,1
79,673,-5.1913414,-0.6915566325,1
79,705,-5.94785881,-0.3976974487,1
79,737,-6.775654793,0.09298405051,1
79,769,-7.21618557,0.2390617132,1
79,801,-6.566502571,0.3699629307,1
79,833,-6.777736664,1.267332315,1
79,865,-7.93432188,1.644962549,1
79,897,-8.042057037,2.563127041,1
79,929,-6.926428795,3.55148983,1
79,961,-5.99925518,3.931345463,1
79,993,-5.270664215,4.468430519,1
79,1025,-4.469236374,5.322681904,1
79,1057,-4.257192612,5.269217968,1
79,1089,-3.812772512,5.889615059,1
79,1121,-3.201611757,6.101829529,1
79,1153,-3.054574013,6.866015434,1
