 ,X,Y
1,1049.821,958.962
2,1117.790,946.004
3,1141.323,975.497
4,1129.383,996.356
5,1132.301,982.500
6,1103.468,991.140
7,1099.083,984.371
8,1094.898,984.057
9,1103.045,970.653
10,1123.753,943.997
11,1133.343,930.602
12,1128.191,929.921
13,1117.983,928.437
